"ref_area","source","indicator","classif1","time","obs_value","note_source"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2024",109.89,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2024",120.26,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2024",123.49,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2024",119.25,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2023",97.12,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2023",131.38,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2023",142.14,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2023",105.29,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2023",125.78,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2023",114.95,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2023",94.13,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2023",125.94,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2023",90.46,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2023",107.42,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2023",115.99,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2023",119.78,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2023",115.06,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2022",92.6,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2022",116.93,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2022",131.99,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2022",102.56,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2022",119.34,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2022",107.92,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2022",94.54,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2022",120.8,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2022",93.96,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2022",106.27,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2022",112.28,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2022",114.02,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2022",110.67,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2021",88.01,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2021",109,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2021",130.27,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2021",99.87,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2021",109.17,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2021",102.11,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2021",95.19,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2021",109.96,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2021",93.85,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2021",104.42,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2021",109.76,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2021",108.95,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2021",106.79,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2020",86.59,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2020",108.33,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2020",126.07,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2020",99.71,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2020",105.24,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2020",100.67,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2020",96.67,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2020",105.24,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2020",91.96,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2020",103.29,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2020",107.42,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2020",108.04,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2020",105.68,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2019",86.18,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2019",106.19,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2019",117.22,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2019",100.16,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2019",105.46,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2019",100.05,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2019",97.18,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2019",107.43,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2019",92.06,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2019",102.58,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2019",105.33,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2019",107.1,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2019",104.5,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2018",85.23,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2018",103.65,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2018",109.9,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2018",100.41,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2018",103.9,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2018",99.88,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2018",98.26,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2018",106.32,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2018",94.53,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2018",102.06,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2018",103.52,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2018",105.6,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2018",103.31,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2017",83.68,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2017",101.65,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2017",102.1,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2017",100.25,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2017",101.48,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2017",99.64,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2017",98.65,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2017",102.01,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2017",96.49,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2017",101.28,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2017",102.5,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2017",103.37,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2017",102.15,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2016",82.83,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2016",100.55,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2016",100.46,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2016",100.19,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2016",99.88,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2016",99.86,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2016",98.83,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2016",98.97,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2016",100.71,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2016",101.01,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2016",101.3,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2016",101.7,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2016",101.05,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2015",82.68,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2015",100,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2014",82.64,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2014",99.6,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2014",99.42,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2014",100.86,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2014",99.59,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2014",100.02,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2014",101.26,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2014",101.52,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2014",99.64,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2014",99.83,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2014",98.56,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2014",98.6,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2014",98.81,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2013",82.23,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2013",100.44,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2013",95.93,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2013",100.82,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2013",97.87,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2013",100.11,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2013",102.35,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2013",101.16,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2013",100.27,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2013",100.16,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2013",96.8,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2013",96.01,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2013",97.82,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2012",81.52,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2012",99.3,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2012",91.2,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2012",99.86,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2012",95.54,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2012",99.01,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2012",103.51,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2012",100.64,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2012",110.89,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2012",100.44,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2012",95.26,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2012",93.91,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2012",96.3,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2011",79.96,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2011",96.51,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2011",86.7,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2011",97.67,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2011",92.39,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2011",97.21,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2011",104.2,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2011",97.92,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2011",121.67,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2011",100.27,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2011",93.56,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2011",91.34,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2011",93.87,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2010",78.31,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2010",94.63,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2010",83.63,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2010",97.6,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2010",88.46,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2010",96.11,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2010",104.31,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2010",93.57,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2010",124.87,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2010",101.3,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2010",92.09,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2010",89.63,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2010",91.54,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2009",77.13,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2009",93.89,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2009",80.72,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2009",97.13,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2009",85.63,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2009",95.85,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2009",104.79,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2009",90.24,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2009",125.77,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2009",102.16,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2009",88.73,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2009",89.01,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2009",89.25,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2008",77.06,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2008",93.82,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2008",78.97,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2008",96.13,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2008",85.73,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2008",94.43,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2008",105.28,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2008",92.34,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2008",125.85,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2008",103.62,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2008",85.62,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2008",87.61,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2008",86.91,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2007",74.95,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2007",89.3,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2007",76.19,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2007",95.55,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2007",81.86,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2007",92.88,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2007",105.28,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2007",87.81,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2007",126.06,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2007",105.11,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2007",83.03,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2007",85.01,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2007",85.15,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2006",73.85,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2006",88.02,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2006",74.77,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2006",94.94,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2006",79.5,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2006",91.88,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2006",104.9,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2006",85.77,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2006",127.19,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2006",106.78,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2006",81.06,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2006",82.64,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2006",83.33,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2005",72.63,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2005",86.57,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2005",74.47,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2005",94.77,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2005",75.97,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2005",91,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2005",105.05,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2005",83.27,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2005",134.29,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2005",107.97,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2005",78.88,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2005",80.72,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP12","2005",80.89,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01T12","2004",71.39,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP01","2004",86.44,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP02","2004",74.37,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP03","2004",94.54,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP04","2004",72.52,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP05","2004",90.09,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP06","2004",104.9,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP07","2004",79.79,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP08","2004",134.67,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP09","2004",109.02,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP10","2004",76.59,"R1:3139"
"FRA","GA:2364","CPI_XCPI_COI_RT","COI_COICOP_CP11","2004",78.74,"R1:3139"
