country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,original_period_label,computed,notes
IRN,Iran,1970,36.0,percent of total deposits,saving_deposits,Saving Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,,
IRN,Iran,1964,25.0,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1963/64,,
IRN,Iran,1965,23.2,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1964/65,,
IRN,Iran,1966,22.6,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1965/66,,
IRN,Iran,1967,23.5,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1966/67,,
IRN,Iran,1968,24.3,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1967/68,,
IRN,Iran,1969,25.3,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1968/69,,
IRN,Iran,1970,29.6,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,1969/70,,
IRN,Iran,1969,26.9,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1968-Aug1969,,
IRN,Iran,1970,32.1,percent of total deposits,time_deposits,Time Deposits,wb1971-table6.5-bank-deposits-private-sector,Sept1969-Aug1970,,
