province,age_group,residence,sex,population,source,country_iso3
Isfahan,70-74 Age Group,Urban,Female,32646,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,70-74 Age Group,Rural,Both,14857,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,70-74 Age Group,Rural,Male,7183,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,70-74 Age Group,Rural,Female,7674,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,70-74 Age Group,Unsettled,Both,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,70-74 Age Group,Unsettled,Female,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Total,Both,65982,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Total,Male,34555,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Total,Female,31427,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Urban,Both,51891,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Urban,Male,27193,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Urban,Female,24698,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Rural,Both,14091,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Rural,Male,7362,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,75-79 Age Group,Rural,Female,6729,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Total,Both,42482,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Total,Male,19126,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Total,Female,23356,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Urban,Both,33931,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Urban,Male,14910,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Urban,Female,19021,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Rural,Both,8551,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Rural,Male,4216,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,80-84 Age Group,Rural,Female,4335,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Total,Both,21567,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Total,Male,10947,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Total,Female,10620,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Urban,Both,17043,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Urban,Male,8514,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Urban,Female,8529,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Rural,Both,4524,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Rural,Male,2433,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,85-89 Age Group,Rural,Female,2091,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Total,Both,4571,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Total,Male,2065,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Total,Female,2506,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Urban,Both,3720,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Urban,Male,1643,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Urban,Female,2077,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Rural,Both,851,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Rural,Male,422,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,90-94 Age Group,Rural,Female,429,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Total,Both,917,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Total,Male,388,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Total,Female,529,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Urban,Both,773,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Urban,Male,325,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Urban,Female,448,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Rural,Both,144,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Rural,Male,63,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,95-99 Age Group,Rural,Female,81,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Total,Both,592,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Total,Male,208,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Total,Female,384,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Urban,Both,483,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Urban,Male,176,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Urban,Female,307,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Rural,Both,109,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Rural,Male,32,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,100+ Age Group,Rural,Female,77,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Total,Both,847,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Total,Male,540,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Total,Female,307,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Urban,Both,772,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Urban,Male,489,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Urban,Female,283,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Rural,Both,75,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Rural,Male,51,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Isfahan,Not Declared,Rural,Female,24,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Total,Both,4596658,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Total,Male,2315914,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Total,Female,2280744,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Urban,Both,3106732,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Urban,Male,1562556,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Urban,Female,1544176,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Rural,Both,1475350,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Rural,Male,746040,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Rural,Female,729310,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Unsettled,Both,14576,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Unsettled,Male,7318,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,All Age Groups,Unsettled,Female,7258,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Total,Both,363941,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Total,Male,186285,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Total,Female,177656,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Urban,Both,229835,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Urban,Male,117575,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Urban,Female,112260,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Rural,Both,132667,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Rural,Male,67957,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Rural,Female,64710,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Unsettled,Both,1439,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Unsettled,Male,753,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,0-4 Age Group,Unsettled,Female,686,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Total,Both,327823,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Total,Male,168541,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Total,Female,159282,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Urban,Both,210070,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Urban,Male,107909,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Urban,Female,102161,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Rural,Both,116394,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Rural,Male,59934,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Rural,Female,56460,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Unsettled,Both,1359,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Unsettled,Male,698,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,5-9 Age Group,Unsettled,Female,661,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Total,Both,331309,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Total,Male,168476,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Total,Female,162833,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Urban,Both,223304,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Urban,Male,113494,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Urban,Female,109810,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Rural,Both,106963,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Rural,Male,54480,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Rural,Female,52483,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Unsettled,Both,1042,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Unsettled,Male,502,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,10-14 Age Group,Unsettled,Female,540,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Total,Both,401041,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Total,Male,203870,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Total,Female,197171,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Urban,Both,264908,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Urban,Male,134777,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Urban,Female,130131,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Rural,Both,134561,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Rural,Male,68293,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Rural,Female,66268,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Unsettled,Both,1572,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Unsettled,Male,800,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,15-19 Age Group,Unsettled,Female,772,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Total,Both,542752,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Total,Male,271251,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Total,Female,271501,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Urban,Both,362981,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Urban,Male,179153,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Urban,Female,183828,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Rural,Both,178069,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Rural,Male,91208,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Rural,Female,86861,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Unsettled,Both,1702,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Unsettled,Male,890,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,20-24 Age Group,Unsettled,Female,812,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Total,Both,560499,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Total,Male,281700,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Total,Female,278799,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Urban,Both,383330,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Urban,Male,190389,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Urban,Female,192941,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Rural,Both,175702,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Rural,Male,90570,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Rural,Female,85132,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Unsettled,Both,1467,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Unsettled,Male,741,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,25-29 Age Group,Unsettled,Female,726,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Total,Both,429220,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Total,Male,213878,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Total,Female,215342,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Urban,Both,292549,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Urban,Male,144806,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Urban,Female,147743,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Rural,Both,135379,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Rural,Male,68460,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Rural,Female,66919,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Unsettled,Both,1292,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Unsettled,Male,612,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,30-34 Age Group,Unsettled,Female,680,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Total,Both,330479,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Total,Male,166763,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Total,Female,163716,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Urban,Both,223313,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Urban,Male,112141,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Urban,Female,111172,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Rural,Both,106229,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Rural,Male,54183,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Rural,Female,52046,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Unsettled,Both,937,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Unsettled,Male,439,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,35-39 Age Group,Unsettled,Female,498,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Total,Both,296668,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Total,Male,149606,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Total,Female,147062,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Urban,Both,209152,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Urban,Male,105501,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Urban,Female,103651,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Rural,Both,86712,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Rural,Male,43730,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Rural,Female,42982,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Unsettled,Both,804,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Unsettled,Male,375,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,40-44 Age Group,Unsettled,Female,429,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Total,Both,244563,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Total,Male,123139,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Total,Female,121424,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Urban,Both,177661,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Urban,Male,90217,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Urban,Female,87444,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Rural,Both,66200,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Rural,Male,32618,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Rural,Female,33582,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Unsettled,Both,702,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Unsettled,Male,304,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,45-49 Age Group,Unsettled,Female,398,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Total,Both,219932,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Total,Male,111856,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Total,Female,108076,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Urban,Both,157475,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Urban,Male,81210,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Urban,Female,76265,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Rural,Both,61840,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Rural,Male,30348,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Rural,Female,31492,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Unsettled,Both,617,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Unsettled,Male,298,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,50-54 Age Group,Unsettled,Female,319,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Fars,55-59 Age Group,Total,Both,170543,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
