table,province,area,year,metric,value,unit,source,country_iso3
"Household tenure type, 2006-2016",Total country,rural,2016,tenure_owned_land_and_building,79.2,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Household tenure type, 2006-2016",Total country,rural,2016,tenure_rented,12.3,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Household tenure type, 2006-2016",Total country,rural,2016,tenure_other_unstated,8.8,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Household tenure type, 2006-2016",Total country,rural,2011,tenure_owned_land_and_building,79.3,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Household tenure type, 2006-2016",Total country,rural,2011,tenure_rented,8.9,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Household tenure type, 2006-2016",Total country,rural,2011,tenure_other_unstated,11.9,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Household tenure type, 2006-2016",Total country,rural,2006,tenure_owned_land_and_building,82.0,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Household tenure type, 2006-2016",Total country,rural,2006,tenure_rented,7.9,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Household tenure type, 2006-2016",Total country,rural,2006,tenure_other_unstated,10.1,percent_of_households,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Total country,total,2006,literacy_rate,84.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Total country,total,2011,literacy_rate,84.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Total country,total,2016,literacy_rate,87.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",East Azarbayejan,total,2006,literacy_rate,81.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",East Azarbayejan,total,2011,literacy_rate,82.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",East Azarbayejan,total,2016,literacy_rate,84.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",West Azarbayejan,total,2006,literacy_rate,77.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",West Azarbayejan,total,2011,literacy_rate,78.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",West Azarbayejan,total,2016,literacy_rate,82.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Ardebil,total,2006,literacy_rate,80.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Ardebil,total,2011,literacy_rate,80.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Ardebil,total,2016,literacy_rate,83.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Esfahan,total,2006,literacy_rate,87.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Esfahan,total,2011,literacy_rate,87.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Esfahan,total,2016,literacy_rate,89.9,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Ilam,total,2006,literacy_rate,81.9,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Ilam,total,2011,literacy_rate,82.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Ilam,total,2016,literacy_rate,84.9,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Bushehr,total,2006,literacy_rate,86.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Bushehr,total,2011,literacy_rate,83.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Bushehr,total,2016,literacy_rate,89.2,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Tehran,total,2006,literacy_rate,91.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Tehran,total,2011,literacy_rate,90.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Tehran,total,2016,literacy_rate,92.9,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Chaharmahal & Bakhtiyari,total,2006,literacy_rate,82.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Chaharmahal & Bakhtiyari,total,2011,literacy_rate,82.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Chaharmahal & Bakhtiyari,total,2016,literacy_rate,84.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",South Khorasan,total,2006,literacy_rate,81.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",South Khorasan,total,2011,literacy_rate,82.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",South Khorasan,total,2016,literacy_rate,86.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Khorasan-e-Razavi,total,2006,literacy_rate,86.2,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Khorasan-e-Razavi,total,2011,literacy_rate,86.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Khorasan-e-Razavi,total,2016,literacy_rate,89.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",North Khorasan,total,2006,literacy_rate,79.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",North Khorasan,total,2011,literacy_rate,80.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",North Khorasan,total,2016,literacy_rate,83.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Khuzestan,total,2006,literacy_rate,83.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Khuzestan,total,2011,literacy_rate,83.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Khuzestan,total,2016,literacy_rate,86.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Zanjan,total,2006,literacy_rate,81.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Zanjan,total,2011,literacy_rate,82.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Zanjan,total,2016,literacy_rate,84.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Semnan,total,2006,literacy_rate,88.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Semnan,total,2011,literacy_rate,88.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Semnan,total,2016,literacy_rate,91.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Sistan & Baluchestan,total,2006,literacy_rate,68.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Sistan & Baluchestan,total,2011,literacy_rate,71.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Sistan & Baluchestan,total,2016,literacy_rate,76.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Fars,total,2006,literacy_rate,86.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Fars,total,2011,literacy_rate,86.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Fars,total,2016,literacy_rate,88.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Qazvin,total,2006,literacy_rate,85.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Qazvin,total,2011,literacy_rate,84.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Qazvin,total,2016,literacy_rate,88.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Qom,total,2006,literacy_rate,86.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Qom,total,2011,literacy_rate,86.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Qom,total,2016,literacy_rate,88.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kordestan,total,2006,literacy_rate,82.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kordestan,total,2011,literacy_rate,81.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kordestan,total,2016,literacy_rate,84.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kerman,total,2006,literacy_rate,77.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kerman,total,2011,literacy_rate,78.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kerman,total,2016,literacy_rate,81.5,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kermanshah,total,2006,literacy_rate,82.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kermanshah,total,2011,literacy_rate,82.2,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kermanshah,total,2016,literacy_rate,85.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kohgiluyeh & Boyerahmad,total,2006,literacy_rate,81.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kohgiluyeh & Boyerahmad,total,2011,literacy_rate,81.9,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Kohgiluyeh & Boyerahmad,total,2016,literacy_rate,84.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Golestan,total,2006,literacy_rate,82.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Golestan,total,2011,literacy_rate,83.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Golestan,total,2016,literacy_rate,86.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Gilan,total,2006,literacy_rate,83.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Gilan,total,2011,literacy_rate,84.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Gilan,total,2016,literacy_rate,87.3,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Lorestan,total,2006,literacy_rate,81.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Lorestan,total,2011,literacy_rate,80.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Lorestan,total,2016,literacy_rate,83.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Mazandaran,total,2006,literacy_rate,85.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Mazandaran,total,2011,literacy_rate,85.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Mazandaran,total,2016,literacy_rate,88.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Markazi,total,2006,literacy_rate,83.9,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Markazi,total,2011,literacy_rate,83.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Markazi,total,2016,literacy_rate,87.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Hormozgan,total,2006,literacy_rate,82.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Hormozgan,total,2011,literacy_rate,83.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Hormozgan,total,2016,literacy_rate,87.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Hamedan,total,2006,literacy_rate,82.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Hamedan,total,2011,literacy_rate,82.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Hamedan,total,2016,literacy_rate,85.0,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Yazd,total,2006,literacy_rate,88.1,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Yazd,total,2011,literacy_rate,87.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Yazd,total,2016,literacy_rate,90.9,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Alborz,total,2011,literacy_rate,90.2,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 6+) by province, 2006-2016",Alborz,total,2016,literacy_rate,92.2,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 10-49), 2006-2016",Total country,total,2006,literacy_rate_age_10_49,91.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 10-49), 2006-2016",Total country,total,2011,literacy_rate_age_10_49,92.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Literacy rate (age 10-49), 2006-2016",Total country,total,2016,literacy_rate_age_10_49,94.7,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",South Khorasan,total,2011-2016,average_annual_growth_rate,3.02,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Bushehr,total,2011-2016,average_annual_growth_rate,2.41,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Hormozgan,total,2011-2016,average_annual_growth_rate,2.39,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Alborz,total,2011-2016,average_annual_growth_rate,2.37,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Qom,total,2011-2016,average_annual_growth_rate,2.33,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Semnan,total,2011-2016,average_annual_growth_rate,2.16,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Sistan & Baluchestan,total,2011-2016,average_annual_growth_rate,1.83,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Tehran,total,2011-2016,average_annual_growth_rate,1.72,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Kohgiluyeh & Boyerahmad,total,2011-2016,average_annual_growth_rate,1.6,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Kerman,total,2011-2016,average_annual_growth_rate,1.49,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Khorasan-e-Razavi,total,2011-2016,average_annual_growth_rate,1.43,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Kordestan,total,2011-2016,average_annual_growth_rate,1.42,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Mazandaran,total,2011-2016,average_annual_growth_rate,1.33,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Total country,total,2011-2016,average_annual_growth_rate,1.24,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Qazvin,total,2011-2016,average_annual_growth_rate,1.17,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",West Azarbayejan,total,2011-2016,average_annual_growth_rate,1.17,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Yazd,total,2011-2016,average_annual_growth_rate,1.17,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Chaharmahal & Bakhtiyari,total,2011-2016,average_annual_growth_rate,1.15,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Fars,total,2011-2016,average_annual_growth_rate,1.08,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Golestan,total,2011-2016,average_annual_growth_rate,1.01,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",East Azarbayejan,total,2011-2016,average_annual_growth_rate,0.97,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Esfahan,total,2011-2016,average_annual_growth_rate,0.97,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Zanjan,total,2011-2016,average_annual_growth_rate,0.81,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Ilam,total,2011-2016,average_annual_growth_rate,0.8,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Khuzestan,total,2011-2016,average_annual_growth_rate,0.78,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Gilan,total,2011-2016,average_annual_growth_rate,0.4,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Ardebil,total,2011-2016,average_annual_growth_rate,0.35,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Markazi,total,2011-2016,average_annual_growth_rate,0.22,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Kermanshah,total,2011-2016,average_annual_growth_rate,0.07,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",Lorestan,total,2011-2016,average_annual_growth_rate,0.07,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
"Average annual growth rate by province, 2011-2016",North Khorasan,total,2011-2016,average_annual_growth_rate,-0.11,percent,"SCI, Iran National Population and Housing Census 2016: Selected Results",IRN
