country_iso3,category,commodity,unit,year,value,flag,source_yearbook_edition
ESP,INDUSTRIAL MINERALS,"Stone, Dimension, Slate",thousand metric tons,2020,1534,,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Dimension, Slate",thousand metric tons,2021,1248,r,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Dimension, Slate",thousand metric tons,2022,1300,e,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Dimension, porphyry",thousand metric tons,2014,992,,MYB3-2017-18
ESP,INDUSTRIAL MINERALS,"Stone, Dimension, porphyry",thousand metric tons,2015,645,,MYB3-2017-18
ESP,INDUSTRIAL MINERALS,"Stone, Dimension, porphyry",thousand metric tons,2016,645,e,MYB3-2017-18
ESP,INDUSTRIAL MINERALS,"Stone, Dimension, porphyry",thousand metric tons,2017,650,e,MYB3-2017-18
ESP,INDUSTRIAL MINERALS,"Stone, Dimension, porphyry",thousand metric tons,2018,650,e,MYB3-2017-18
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2014,1898,,MYB3-2017-18
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2015,2068,r,MYB3-2019
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2016,1126,r,MYB3-2019
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2017,1252,,MYB3-2020-21
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2018,1236,,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2019,1136,,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2020,1355,,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2021,1625,r,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Ophite",thousand metric tons,2022,1500,e,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2014,548,,MYB3-2017-18
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2015,582,,MYB3-2019
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2016,788,r,MYB3-2019
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2017,691,,MYB3-2020-21
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2018,891,,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2019,774,,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2020,752,,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2021,964,r,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Stone, Size and shape unspecified, Phonolite",thousand metric tons,2022,900,e,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2014,128077,r,MYB3-2017-18
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2015,116765,,MYB3-2019
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2016,85599,,MYB3-2019
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2017,99663,,MYB3-2020-21
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2018,82000,r,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2019,141000,r,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2020,107000,r,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2021,234000,r,MYB3-2022
ESP,INDUSTRIAL MINERALS,"Strontium, celestite","Metric tons, gross weight",2022,200000,e,MYB3-2022
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2014,1520000,e,MYB3-2017-18
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2015,1630000,e,MYB3-2019
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2016,1579000,,MYB3-2019
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2017,1588000,,MYB3-2020-21
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2018,1589000,,MYB3-2022
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2019,1595000,,MYB3-2022
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2020,1552000,,MYB3-2022
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2021,1536000,,MYB3-2022
ESP,METALS,"Aluminum, Alumina","Metric tons, gross weight",2022,1343000,,MYB3-2022
ESP,METALS,"Aluminum, Metal, primary","Metric tons, gross weight",2018,350000,,MYB3-2022
ESP,METALS,"Aluminum, Metal, primary","Metric tons, gross weight",2019,220000,,MYB3-2022
ESP,METALS,"Aluminum, Metal, primary","Metric tons, gross weight",2020,200000,,MYB3-2022
ESP,METALS,"Aluminum, Metal, primary","Metric tons, gross weight",2021,200000,,MYB3-2022
ESP,METALS,"Aluminum, Metal, primarye","Metric tons, gross weight",2014,350000,,MYB3-2017-18
ESP,METALS,"Aluminum, Metal, primarye","Metric tons, gross weight",2015,350000,,MYB3-2019
ESP,METALS,"Aluminum, Metal, primarye","Metric tons, gross weight",2016,350000,,MYB3-2019
ESP,METALS,"Aluminum, Metal, primarye","Metric tons, gross weight",2017,350000,,MYB3-2020-21
ESP,METALS,"Aluminum, Metal, primarye","Metric tons, gross weight",2018,350000,,MYB3-2020-21
ESP,METALS,"Aluminum, Metal, primarye","Metric tons, gross weight",2019,220000,r,MYB3-2020-21
ESP,METALS,"Aluminum, Metal, primarye","Metric tons, gross weight",2020,200000,,MYB3-2020-21
ESP,METALS,"Aluminum, Metal, primarye","Metric tons, gross weight",2021,200000,,MYB3-2020-21
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2014,33386,r,MYB3-2017-18
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2015,51492,,MYB3-2019
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2016,94093,,MYB3-2019
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2017,124689,,MYB3-2020-21
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2018,116976,,MYB3-2022
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2019,122466,,MYB3-2022
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2020,128326,,MYB3-2022
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2021,128729,r,MYB3-2022
ESP,METALS,"Copper, Mine, Concentrates, Cu content","Metric tons, gross weight",2022,118000,e,MYB3-2022
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2014,71090,r,MYB3-2017-18
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2015,70029,,MYB3-2019
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2016,73643,,MYB3-2019
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2017,73664,,MYB3-2020-21
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2018,70738,,MYB3-2022
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2019,48090,,MYB3-2022
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2020,54352,,MYB3-2022
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2021,13652,,MYB3-2022
ESP,METALS,"Copper, Mine, Solvent extraction","Metric tons, gross weight",2022,9557,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2014,71090,r,MYB3-2017-18
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2015,70029,,MYB3-2019
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2016,73643,,MYB3-2019
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2017,73664,,MYB3-2020-21
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2018,70738,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2019,48090,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2020,54352,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2021,13652,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Leaching, electrowon","Metric tons, gross weight",2022,9557,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2014,274300,,MYB3-2017-18
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2015,278300,,MYB3-2019
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2016,281600,,MYB3-2019
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2017,260700,,MYB3-2020-21
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2018,273200,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2019,252900,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2020,256600,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2021,252800,,MYB3-2022
ESP,METALS,"Copper, Refinery, Primary, Other","Metric tons, gross weight",2022,202700,,MYB3-2022
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2014,73100,,MYB3-2017-18
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2015,71600,,MYB3-2019
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2016,74200,,MYB3-2019
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2017,80800,,MYB3-2020-21
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2018,79900,,MYB3-2022
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2019,85300,,MYB3-2022
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2020,88700,,MYB3-2022
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2021,94200,,MYB3-2022
ESP,METALS,"Copper, Refinery, Secondary","Metric tons, gross weight",2022,85600,,MYB3-2022
ESP,METALS,"Copper, Smelter, Primary","Metric tons, gross weight",2015,286300,,MYB3-2019
ESP,METALS,"Copper, Smelter, Primary","Metric tons, gross weight",2016,292300,,MYB3-2019
ESP,METALS,"Copper, Smelter, Primary","Metric tons, gross weight",2017,272000,,MYB3-2020-21
ESP,METALS,"Copper, Smelter, Primary","Metric tons, gross weight",2018,284800,,MYB3-2022
ESP,METALS,"Copper, Smelter, Primary","Metric tons, gross weight",2019,255700,,MYB3-2022
ESP,METALS,"Copper, Smelter, Primary","Metric tons, gross weight",2020,257700,,MYB3-2022
ESP,METALS,"Copper, Smelter, Primary","Metric tons, gross weight",2021,253800,,MYB3-2022
ESP,METALS,"Copper, Smelter, Primary","Metric tons, gross weight",2022,199600,,MYB3-2022
ESP,METALS,"Copper, Smelter, Secondary","Metric tons, gross weight",2015,6900,,MYB3-2019
ESP,METALS,"Copper, Smelter, Secondary","Metric tons, gross weight",2016,4600,,MYB3-2019
ESP,METALS,"Copper, Smelter, Secondary","Metric tons, gross weight",2017,11100,,MYB3-2020-21
ESP,METALS,"Copper, Smelter, Secondary","Metric tons, gross weight",2018,10600,,MYB3-2022
ESP,METALS,"Copper, Smelter, Secondary","Metric tons, gross weight",2019,16300,,MYB3-2022
ESP,METALS,"Copper, Smelter, Secondary","Metric tons, gross weight",2020,18200,,MYB3-2022
ESP,METALS,"Copper, Smelter, Secondary","Metric tons, gross weight",2021,24700,,MYB3-2022
ESP,METALS,"Copper, Smelter, Secondary","Metric tons, gross weight",2022,15400,,MYB3-2022
ESP,METALS,"Copper, Smelter, blister, Primary","Metric tons, gross weight",2014,285400,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Primary","Metric tons, gross weight",2015,286300,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Primary","Metric tons, gross weight",2016,292300,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Primary","Metric tons, gross weight",2017,272000,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Primary","Metric tons, gross weight",2018,284800,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Secondary","Metric tons, gross weight",2014,8700,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Secondary","Metric tons, gross weight",2015,6900,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Secondary","Metric tons, gross weight",2016,4600,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Secondary","Metric tons, gross weight",2017,11100,,MYB3-2017-18
ESP,METALS,"Copper, Smelter, blister, Secondary","Metric tons, gross weight",2018,10600,,MYB3-2017-18
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2014,133500,r,MYB3-2017-18
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2015,126200,,MYB3-2019
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2016,120100,,MYB3-2019
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2017,132100,,MYB3-2020-21
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2018,86200,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2019,55500,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2020,28000,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2021,48000,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferromanganese","Metric tons, gross weight",2022,22000,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2014,80500,r,MYB3-2017-18
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2015,80000,,MYB3-2019
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2016,80000,,MYB3-2019
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2017,95000,,MYB3-2020-21
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2018,95000,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2019,90000,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2020,77000,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2021,83000,,MYB3-2022
ESP,METALS,"Ferroalloys, Ferrosilicone","Metric tons, gross weight",2022,71000,,MYB3-2022
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2014,128700,r,MYB3-2017-18
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2015,134400,,MYB3-2019
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2016,123100,,MYB3-2019
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2017,138700,,MYB3-2020-21
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2018,156100,,MYB3-2022
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2019,98400,,MYB3-2022
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2020,84000,r,MYB3-2022
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2021,78000,r,MYB3-2022
ESP,METALS,"Ferroalloys, Silicomanganese","Metric tons, gross weight",2022,53000,,MYB3-2022
ESP,METALS,"Gold, mine, Au content",kilograms,2014,2020,,MYB3-2017-18
ESP,METALS,"Gold, mine, Au content",kilograms,2015,1800,,MYB3-2019
ESP,METALS,"Gold, mine, Au content",kilograms,2016,1260,,MYB3-2019
ESP,METALS,"Gold, mine, Au content",kilograms,2017,1591,,MYB3-2020-21
ESP,METALS,"Gold, mine, Au content",kilograms,2018,1768,,MYB3-2022
ESP,METALS,"Gold, mine, Au content",kilograms,2019,1870,,MYB3-2022
ESP,METALS,"Gold, mine, Au content",kilograms,2020,1531,,MYB3-2022
ESP,METALS,"Gold, mine, Au content",kilograms,2021,1430,r,MYB3-2022
ESP,METALS,"Gold, mine, Au content",kilograms,2022,1400,e,MYB3-2022
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2014,3958,,MYB3-2017-18
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2015,4450,,MYB3-2019
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2016,4116,r,MYB3-2019
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2017,4462,,MYB3-2020-21
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2018,4521,,MYB3-2022
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2019,3880,,MYB3-2022
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2020,2850,,MYB3-2022
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2021,4049,,MYB3-2022
ESP,METALS,"Iron and steel, Pig iron",thousand metric tons,2022,3399,,MYB3-2022
ESP,METALS,"Iron and steel, Raw steel",thousand metric tons,2014,14249,,MYB3-2017-18
ESP,METALS,"Iron and steel, Raw steel",thousand metric tons,2015,14845,,MYB3-2017-18
ESP,METALS,"Iron and steel, Raw steel",thousand metric tons,2016,13616,,MYB3-2017-18
ESP,METALS,"Iron and steel, Raw steel",thousand metric tons,2017,14441,,MYB3-2020-21
ESP,METALS,"Iron and steel, Raw steel",thousand metric tons,2018,14320,,MYB3-2020-21
ESP,METALS,"Iron and steel, Raw steel",thousand metric tons,2019,13588,,MYB3-2020-21
ESP,METALS,"Iron and steel, Raw steel",thousand metric tons,2020,10998,,MYB3-2020-21
ESP,METALS,"Iron and steel, Raw steel",thousand metric tons,2021,14040,,MYB3-2020-21
ESP,METALS,"Iron and steel, Steel, raw steel",thousand metric tons,2015,14845,,MYB3-2019
ESP,METALS,"Iron and steel, Steel, raw steel",thousand metric tons,2016,13616,,MYB3-2019
ESP,METALS,"Iron and steel, Steel, raw steel",thousand metric tons,2017,14441,,MYB3-2019
ESP,METALS,"Iron and steel, Steel, raw steel",thousand metric tons,2018,14320,,MYB3-2022
ESP,METALS,"Iron and steel, Steel, raw steel",thousand metric tons,2019,13588,,MYB3-2022
ESP,METALS,"Iron and steel, Steel, raw steel",thousand metric tons,2020,10998,,MYB3-2022
ESP,METALS,"Iron and steel, Steel, raw steel",thousand metric tons,2021,14040,,MYB3-2022
ESP,METALS,"Iron and steel, Steel, raw steel",thousand metric tons,2022,11507,,MYB3-2022
ESP,METALS,"Lead, Mine, Pb content","Metric tons, gross weight",2018,9936,,MYB3-2022
ESP,METALS,"Lead, Mine, Pb content","Metric tons, gross weight",2019,11390,,MYB3-2022
ESP,METALS,"Lead, Mine, Pb content","Metric tons, gross weight",2020,11397,,MYB3-2022
ESP,METALS,"Lead, Mine, Pb content","Metric tons, gross weight",2021,11000,,MYB3-2022
ESP,METALS,"Lead, Mine, Pb content","Metric tons, gross weight",2022,9000,,MYB3-2022
ESP,METALS,"Lead, Mine, concentrate, Pb content","Metric tons, gross weight",2014,1223,r,MYB3-2017-18
ESP,METALS,"Lead, Mine, concentrate, Pb content","Metric tons, gross weight",2015,1598,r,MYB3-2019
ESP,METALS,"Lead, Mine, concentrate, Pb content","Metric tons, gross weight",2016,4946,,MYB3-2019
ESP,METALS,"Lead, Mine, concentrate, Pb content","Metric tons, gross weight",2017,3268,,MYB3-2020-21
ESP,METALS,"Lead, Mine, concentrate, Pb content","Metric tons, gross weight",2018,9936,,MYB3-2020-21
ESP,METALS,"Lead, Mine, concentrate, Pb content","Metric tons, gross weight",2019,11390,r,MYB3-2020-21
ESP,METALS,"Lead, Mine, concentrate, Pb content","Metric tons, gross weight",2020,11397,,MYB3-2020-21
ESP,METALS,"Lead, Mine, concentrate, Pb content","Metric tons, gross weight",2021,11000,,MYB3-2020-21
ESP,METALS,"Lead, Refinery, secondary","Metric tons, gross weight",2018,190000,e,MYB3-2022
ESP,METALS,"Lead, Refinery, secondary","Metric tons, gross weight",2019,192000,,MYB3-2022
ESP,METALS,"Lead, Refinery, secondary","Metric tons, gross weight",2020,175000,,MYB3-2022
ESP,METALS,"Lead, Refinery, secondary","Metric tons, gross weight",2021,192000,,MYB3-2022
ESP,METALS,"Lead, Refinery, secondary","Metric tons, gross weight",2022,192000,,MYB3-2022
ESP,METALS,"Lead, Refinery, secondarye","Metric tons, gross weight",2014,166000,,MYB3-2017-18
ESP,METALS,"Lead, Refinery, secondarye","Metric tons, gross weight",2015,165000,,MYB3-2019
ESP,METALS,"Lead, Refinery, secondarye","Metric tons, gross weight",2016,169000,r,MYB3-2019
ESP,METALS,"Lead, Refinery, secondarye","Metric tons, gross weight",2017,188000,,MYB3-2020-21
ESP,METALS,"Lead, Refinery, secondarye","Metric tons, gross weight",2018,190000,,MYB3-2020-21
ESP,METALS,"Lead, Refinery, secondarye","Metric tons, gross weight",2019,192000,r,MYB3-2020-21
ESP,METALS,"Lead, Refinery, secondarye","Metric tons, gross weight",2020,175000,,MYB3-2020-21
ESP,METALS,"Lead, Refinery, secondarye","Metric tons, gross weight",2021,192000,,MYB3-2020-21
ESP,METALS,"Nickel, mine, concentrate, Ni content","Metric tons, gross weight",2014,8631,,MYB3-2017-18
ESP,METALS,"Nickel, mine, concentrate, Ni content","Metric tons, gross weight",2015,7208,r,MYB3-2019
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2014,29200,r,MYB3-2017-18
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2015,24000,,MYB3-2019
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2016,30000,,MYB3-2019
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2017,7500,,MYB3-2020-21
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2018,7500,,MYB3-2022
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2019,7500,,MYB3-2022
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2020,5000,,MYB3-2022
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2021,5800,,MYB3-2022
ESP,METALS,"Silicon, metale","Metric tons, gross weight",2022,5700,,MYB3-2022
ESP,METALS,"Silver, mine, Ag content",kilograms,2014,27306,,MYB3-2017-18
ESP,METALS,"Silver, mine, Ag content",kilograms,2015,27287,,MYB3-2019
ESP,METALS,"Silver, mine, Ag content",kilograms,2016,26099,,MYB3-2019
ESP,METALS,"Silver, mine, Ag content",kilograms,2017,82694,r,MYB3-2020-21
ESP,METALS,"Silver, mine, Ag content",kilograms,2018,88514,,MYB3-2022
ESP,METALS,"Silver, mine, Ag content",kilograms,2019,77501,,MYB3-2022
ESP,METALS,"Silver, mine, Ag content",kilograms,2020,92662,,MYB3-2022
ESP,METALS,"Silver, mine, Ag content",kilograms,2021,84000,r,MYB3-2022
ESP,METALS,"Silver, mine, Ag content",kilograms,2022,72000,,MYB3-2022
ESP,METALS,"Tin, Mine, Sn content","Metric tons, gross weight",2020,61,,MYB3-2022
ESP,METALS,"Tin, Mine, Sn content","Metric tons, gross weight",2021,60,e,MYB3-2022
ESP,METALS,"Tin, Mine, Sn content","Metric tons, gross weight",2022,455,,MYB3-2022
ESP,METALS,"Tin, Smelter, secondary","Metric tons, gross weight",2017,24,,MYB3-2020-21
ESP,METALS,"Tin, Smelter, secondary","Metric tons, gross weight",2018,81,,MYB3-2022
ESP,METALS,"Tin, Smelter, secondary","Metric tons, gross weight",2019,101,,MYB3-2022
ESP,METALS,"Tin, Smelter, secondary","Metric tons, gross weight",2020,115,,MYB3-2022
ESP,METALS,"Tin, Smelter, secondary","Metric tons, gross weight",2021,220,r,MYB3-2022
ESP,METALS,"Tin, Smelter, secondary","Metric tons, gross weight",2022,129,,MYB3-2022
ESP,METALS,"Tin, smelter, secondary","Metric tons, gross weight",2014,10,e,MYB3-2017-18
ESP,METALS,"Tin, smelter, secondary","Metric tons, gross weight",2015,10,e,MYB3-2017-18
ESP,METALS,"Tin, smelter, secondary",kilograms,2016,7408,r,MYB3-2019
ESP,METALS,"Tin, smelter, secondary",kilograms,2017,23497,r,MYB3-2019
ESP,METALS,"Tin, smelter, secondary",kilograms,2018,80702,r,MYB3-2019
ESP,METALS,"Tin, smelter, secondary",kilograms,2019,103080,,MYB3-2019
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2014,822,,MYB3-2017-18
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2015,835,,MYB3-2019
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2016,699,,MYB3-2019
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2017,564,,MYB3-2020-21
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2018,856,,MYB3-2022
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2019,414,,MYB3-2022
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2020,238,,MYB3-2022
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2021,643,r,MYB3-2022
ESP,METALS,"Tungsten, mine, concentrate, W content","Metric tons, gross weight",2022,800,e,MYB3-2022
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2014,26756,,MYB3-2017-18
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2015,49216,r,MYB3-2019
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2016,76342,,MYB3-2019
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2017,70451,,MYB3-2020-21
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2018,106352,,MYB3-2022
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2019,90980,,MYB3-2022
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2020,90368,,MYB3-2022
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2021,90481,r,MYB3-2022
ESP,METALS,"Zinc, Mine, Zn content","Metric tons, gross weight",2022,90000,e,MYB3-2022
ESP,METALS,"Zinc, Smelter, primary","Metric tons, gross weight",2014,491331,,MYB3-2017-18
ESP,METALS,"Zinc, Smelter, primary","Metric tons, gross weight",2015,493765,,MYB3-2019
ESP,METALS,"Zinc, Smelter, primary","Metric tons, gross weight",2016,495016,,MYB3-2019
ESP,METALS,"Zinc, Smelter, primary","Metric tons, gross weight",2017,500253,,MYB3-2020-21
ESP,METALS,"Zinc, Smelter, primary","Metric tons, gross weight",2018,505079,,MYB3-2022
ESP,METALS,"Zinc, Smelter, primary","Metric tons, gross weight",2019,507915,,MYB3-2022
ESP,METALS,"Zinc, Smelter, primary","Metric tons, gross weight",2020,510510,,MYB3-2022
ESP,METALS,"Zinc, Smelter, primary","Metric tons, gross weight",2021,501327,,MYB3-2022
