country_iso3,indicator_id,year,value,unit,source_dataset,source_commodity_label,source_unit,flag
IRN,mining__barite_production,2018,201721.0,metric tons,usgs-minerals-yearbook/MYB3-2022,Barite,"Metric tons, gross weight",
IRN,mining__barite_production,2019,224412.0,metric tons,usgs-minerals-yearbook/MYB3-2023,Barite,"Metric tons, gross weight",
IRN,mining__barite_production,2020,288341.0,metric tons,usgs-minerals-yearbook/MYB3-2023,Barite,"Metric tons, gross weight",
IRN,mining__barite_production,2021,290000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,Barite,"Metric tons, gross weight",
IRN,mining__barite_production,2022,300000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,Barite,"Metric tons, gross weight",e
IRN,mining__barite_production,2023,300000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,Barite,"Metric tons, gross weight",e
RUS,mining__barite_production,2014,360000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,Barite,"Metric tons, gross weight","r, e"
RUS,mining__barite_production,2015,361000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,Barite,"Metric tons, gross weight",
RUS,mining__barite_production,2016,434000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,Barite,"Metric tons, gross weight",
RUS,mining__barite_production,2017,178000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,Barite,"Metric tons, gross weight",
RUS,mining__barite_production,2018,163000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,Barite,"Metric tons, gross weight",
RUS,mining__barite_production,2019,228000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,Barite,"Metric tons, gross weight",
RUS,mining__barite_production,2020,287000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,Barite,"Metric tons, gross weight",
RUS,mining__barite_production,2021,250000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,Barite,"Metric tons, gross weight","r, e"
RUS,mining__barite_production,2022,250000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,Barite,"Metric tons, gross weight",e
SAU,mining__barite_production,2014,32000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,Barite,"Thousand metric tons, gross weight",
TUR,mining__barite_production,2018,335473.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Barite, crude and ground","Metric tons, gross weight",
TUR,mining__barite_production,2019,299000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Barite, crude and ground","Metric tons, gross weight",e
TUR,mining__barite_production,2020,283161.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Barite, crude and ground","Metric tons, gross weight",
TUR,mining__barite_production,2021,256076.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Barite, crude and ground","Metric tons, gross weight",
TUR,mining__barite_production,2022,343322.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Barite, crude and ground","Metric tons, gross weight",
ARG,mining__cement_production,2012,10716000.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2013,11892000.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2014,11408000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2015,12193000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2016,10899000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2017,11960000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2018,11842000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2019,11082000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2020,9871000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
ARG,mining__cement_production,2021,12126000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
ESP,mining__cement_production,2014,14587000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulic",thousand metric tons,
ESP,mining__cement_production,2015,15000000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,e
ESP,mining__cement_production,2016,15000000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,e
ESP,mining__cement_production,2017,14500000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
ESP,mining__cement_production,2018,16215000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
ESP,mining__cement_production,2019,16998000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
ESP,mining__cement_production,2020,15600000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
ESP,mining__cement_production,2021,18000000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
ESP,mining__cement_production,2022,19000000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,e
IRN,mining__cement_production,2014,66700000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulic",thousand metric tons,
IRN,mining__cement_production,2015,58600000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
IRN,mining__cement_production,2016,55000000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,e
IRN,mining__cement_production,2017,55200000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulice",thousand metric tons,r
IRN,mining__cement_production,2018,55400000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulice",thousand metric tons,
IRN,mining__cement_production,2019,60400000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic",thousand metric tons,
IRN,mining__cement_production,2020,68300000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic",thousand metric tons,
IRN,mining__cement_production,2021,62700000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic",thousand metric tons,r
IRN,mining__cement_production,2022,64200000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic",thousand metric tons,r
IRN,mining__cement_production,2023,71400000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic",thousand metric tons,
IRQ,mining__cement_production,2014,9000000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulice","Thousand metric tons, gross weight",
IRQ,mining__cement_production,2015,10000000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulice","Thousand metric tons, gross weight",
IRQ,mining__cement_production,2016,12000000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulice","Thousand metric tons, gross weight",r
IRQ,mining__cement_production,2017,14000000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulice","Thousand metric tons, gross weight",r
IRQ,mining__cement_production,2018,24000000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic","Thousand metric tons, gross weight",
IRQ,mining__cement_production,2019,27000000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",e
IRQ,mining__cement_production,2020,27750000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",r
IRQ,mining__cement_production,2021,31520000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",r
IRQ,mining__cement_production,2022,32400000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",
IRQ,mining__cement_production,2023,35500000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",e
ITA,mining__cement_production,2014,21500000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulic",thousand metric tons,r
ITA,mining__cement_production,2015,20800000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
ITA,mining__cement_production,2016,19300000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
ITA,mining__cement_production,2017,19300000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
ITA,mining__cement_production,2018,18644000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,r
ITA,mining__cement_production,2019,19482000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,r
ITA,mining__cement_production,2020,19818000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,r
ITA,mining__cement_production,2021,21445000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,r
ITA,mining__cement_production,2022,21382000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
KOR,mining__cement_production,2014,47048000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, Hydraulic",thousand metric tons,
KOR,mining__cement_production,2015,52044000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, Hydraulic",thousand metric tons,
KOR,mining__cement_production,2016,56747000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, Hydraulic",thousand metric tons,
KOR,mining__cement_production,2017,57400000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, Hydraulic",thousand metric tons,
KOR,mining__cement_production,2018,52093000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, Hydraulic",thousand metric tons,
KOR,mining__cement_production,2019,50635000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, Hydraulic",thousand metric tons,r
KOR,mining__cement_production,2020,47518000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, Hydraulic",thousand metric tons,
KOR,mining__cement_production,2021,49864000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, Hydraulic",thousand metric tons,
RUS,mining__cement_production,2014,69139000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulic",thousand metric tons,
RUS,mining__cement_production,2015,62104000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
RUS,mining__cement_production,2016,54935000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
RUS,mining__cement_production,2017,54721000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
RUS,mining__cement_production,2018,53678000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
RUS,mining__cement_production,2019,57676000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
RUS,mining__cement_production,2020,56165000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
RUS,mining__cement_production,2021,59700000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
RUS,mining__cement_production,2022,61000000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
SAU,mining__cement_production,2014,57223000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulic","Thousand metric tons, gross weight",
SAU,mining__cement_production,2015,61900000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic","Thousand metric tons, gross weight",
SAU,mining__cement_production,2016,55943000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic","Thousand metric tons, gross weight",
SAU,mining__cement_production,2017,47128000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic","Thousand metric tons, gross weight",r
SAU,mining__cement_production,2018,41937000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic","Thousand metric tons, gross weight",
SAU,mining__cement_production,2019,44341000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",
SAU,mining__cement_production,2020,53418000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",
SAU,mining__cement_production,2021,53699000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",
SAU,mining__cement_production,2022,52373000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",r
SAU,mining__cement_production,2023,49194000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Cement, hydraulic","Thousand metric tons, gross weight",
TUR,mining__cement_production,2012,63879.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Cement, hydraulic","Metric tons, gross weight",
TUR,mining__cement_production,2013,71337.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Cement, hydraulic","Metric tons, gross weight",
TUR,mining__cement_production,2014,71239000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulic",thousand metric tons,
TUR,mining__cement_production,2015,71419000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
TUR,mining__cement_production,2016,75403000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
TUR,mining__cement_production,2017,80552000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
TUR,mining__cement_production,2018,72544000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
TUR,mining__cement_production,2019,56966000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
TUR,mining__cement_production,2020,72299000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
TUR,mining__cement_production,2021,78495000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,r
TUR,mining__cement_production,2022,73708000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
VEN,mining__cement_production,2014,7940000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Cement, hydraulic",thousand metric tons,r
VEN,mining__cement_production,2015,8210000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,
VEN,mining__cement_production,2016,5790000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Cement, hydraulic",thousand metric tons,r
VEN,mining__cement_production,2017,5410000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Cement, hydraulic",thousand metric tons,
VEN,mining__cement_production,2018,2010000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,
VEN,mining__cement_production,2019,1500000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,"r, e"
VEN,mining__cement_production,2020,1400000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,"r, e"
VEN,mining__cement_production,2021,2500000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,e
VEN,mining__cement_production,2022,2600000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Cement, hydraulic",thousand metric tons,e
IRN,mining__chromite_ore_production,2019,230000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Chromium, mine, chromite, Ore","Metric tons, gross weight",
IRN,mining__chromite_ore_production,2020,215000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Chromium, mine, chromite, Ore","Metric tons, gross weight",
IRN,mining__chromite_ore_production,2021,230000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Chromium, mine, chromite, Ore","Metric tons, gross weight",e
IRN,mining__chromite_ore_production,2022,290000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Chromium, mine, chromite, Ore","Metric tons, gross weight",e
IRN,mining__chromite_ore_production,2023,330000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Chromium, mine, chromite, Ore","Metric tons, gross weight",e
RUS,mining__chromite_ore_production,2014,380000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Chromium, mine, chromite, ores and concentrates, marketable","Metric tons, gross weight",
RUS,mining__chromite_ore_production,2015,503000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Chromium, mine, chromite, concentrates, marketable","Metric tons, gross weight",
RUS,mining__chromite_ore_production,2016,465000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Chromium, mine, chromite, concentrates, marketable","Metric tons, gross weight",
RUS,mining__chromite_ore_production,2017,488000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Chromium, mine, chromite, concentrates, marketable","Metric tons, gross weight",
RUS,mining__chromite_ore_production,2018,469000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, concentrates, marketable","Metric tons, gross weight",
RUS,mining__chromite_ore_production,2019,730300.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, concentrates, marketable","Metric tons, gross weight",r
RUS,mining__chromite_ore_production,2020,718000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, concentrates, marketable","Metric tons, gross weight",r
RUS,mining__chromite_ore_production,2021,555100.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, concentrates, marketable","Metric tons, gross weight",r
RUS,mining__chromite_ore_production,2022,550000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, concentrates, marketable","Metric tons, gross weight",e
TUR,mining__chromite_ore_production,2012,3295398.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Chromium, Chromite, mine production, 34% to 43% Cr2O","Metric tons, gross weight",r
TUR,mining__chromite_ore_production,2013,4140655.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Chromium, Chromite, mine production, 34% to 43% Cr2O","Metric tons, gross weight",r
TUR,mining__chromite_ore_production,2014,10241477.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",r
TUR,mining__chromite_ore_production,2015,8301218.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",
TUR,mining__chromite_ore_production,2016,6066022.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",
TUR,mining__chromite_ore_production,2017,7849500.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",
TUR,mining__chromite_ore_production,2018,10757199.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",
TUR,mining__chromite_ore_production,2019,8666114.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",
TUR,mining__chromite_ore_production,2020,6164598.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",
TUR,mining__chromite_ore_production,2021,6960683.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",
TUR,mining__chromite_ore_production,2022,8278124.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Chromium, mine, chromite, 34% to 43% Cr2O","Metric tons, gross weight",
ARG,mining__coke_production,2012,765000.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Coke, metallurgical",thousand metric tons,r
ARG,mining__coke_production,2013,794000.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Coke, metallurgical",thousand metric tons,r
ARG,mining__coke_production,2014,840000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Coke, metallurgical",thousand metric tons,
ARG,mining__coke_production,2015,1154000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgical",thousand metric tons,r
ARG,mining__coke_production,2016,947000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgical",thousand metric tons,r
ARG,mining__coke_production,2017,1061000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,
ARG,mining__coke_production,2018,1151000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,r
ARG,mining__coke_production,2019,1185000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,r
ARG,mining__coke_production,2020,891000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,
ARG,mining__coke_production,2021,1096000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,
IRN,mining__coke_production,2014,965000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Coke, metallurgical",thousand metric tons,
IRN,mining__coke_production,2015,1140000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgicale",thousand metric tons,r
IRN,mining__coke_production,2016,1160000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgicale",thousand metric tons,r
IRN,mining__coke_production,2017,1320000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgicale",thousand metric tons,r
IRN,mining__coke_production,2018,1310000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical",thousand metric tons,e
IRN,mining__coke_production,2019,1160000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Coke, metallurgical",thousand metric tons,e
IRN,mining__coke_production,2020,1270000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Coke, metallurgical",thousand metric tons,e
IRN,mining__coke_production,2021,1300000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Coke, metallurgical",thousand metric tons,e
IRN,mining__coke_production,2022,1265000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Coke, metallurgical",thousand metric tons,
IRN,mining__coke_production,2023,1270000.0,metric tons,usgs-minerals-yearbook/MYB3-2023,"Coke, metallurgical",thousand metric tons,e
KOR,mining__coke_production,2014,17193000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Coke, metallurgical",thousand metric tons,r
KOR,mining__coke_production,2015,17521000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgical",thousand metric tons,r
KOR,mining__coke_production,2016,15924000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgical",thousand metric tons,r
KOR,mining__coke_production,2017,16020000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,
KOR,mining__coke_production,2018,16894000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,r
KOR,mining__coke_production,2019,16176000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,r
KOR,mining__coke_production,2020,15345000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,
KOR,mining__coke_production,2021,15494000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,
RUS,mining__coke_production,2014,26500000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Coke, metallurgical, 6% moisture content",thousand metric tons,
RUS,mining__coke_production,2015,26027000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgical, 6% moisture content",thousand metric tons,
RUS,mining__coke_production,2016,26326000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgical, 6% moisture content",thousand metric tons,
RUS,mining__coke_production,2017,27998000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical, 6% moisture content",thousand metric tons,
RUS,mining__coke_production,2018,26977000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical, 6% moisture content",thousand metric tons,
RUS,mining__coke_production,2019,26938000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical, 6% moisture content",thousand metric tons,
RUS,mining__coke_production,2020,27016000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical, 6% moisture content",thousand metric tons,
RUS,mining__coke_production,2021,25687000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical, 6% moisture content",thousand metric tons,
RUS,mining__coke_production,2022,25394000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical, 6% moisture content",thousand metric tons,
TUR,mining__coke_production,2012,4072.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Coke, metallurgical","Metric tons, gross weight",3
TUR,mining__coke_production,2013,4205.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Coke, metallurgical","Metric tons, gross weight",3
TUR,mining__coke_production,2014,4388000.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Coke, metallurgical",thousand metric tons,10
TUR,mining__coke_production,2015,4400000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgical",thousand metric tons,e
TUR,mining__coke_production,2016,4500000.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Coke, metallurgical",thousand metric tons,e
TUR,mining__coke_production,2017,4459000.0,metric tons,usgs-minerals-yearbook/MYB3-2020-21,"Coke, metallurgical",thousand metric tons,r
TUR,mining__coke_production,2018,4362000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical",thousand metric tons,
TUR,mining__coke_production,2019,4536000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical",thousand metric tons,
TUR,mining__coke_production,2020,4524000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical",thousand metric tons,
TUR,mining__coke_production,2021,4476000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical",thousand metric tons,r
TUR,mining__coke_production,2022,4485000.0,metric tons,usgs-minerals-yearbook/MYB3-2022,"Coke, metallurgical",thousand metric tons,
ARG,mining__copper_mine_production_cu_content,2012,135743.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Copper, Mine, Cu content","Metric tons, gross weight",
ARG,mining__copper_mine_production_cu_content,2013,109631.0,metric tons,usgs-minerals-yearbook/MYB3-2016,"Copper, Mine, Cu content","Metric tons, gross weight",
ARG,mining__copper_mine_production_cu_content,2014,97566.0,metric tons,usgs-minerals-yearbook/MYB3-2017-18,"Copper, Mine, Cu content","Metric tons, gross weight",r
ARG,mining__copper_mine_production_cu_content,2015,61766.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Copper, Mine, Cu content","Metric tons, gross weight",
ARG,mining__copper_mine_production_cu_content,2016,81902.0,metric tons,usgs-minerals-yearbook/MYB3-2019,"Copper, Mine, Cu content","Metric tons, gross weight",
