country_iso3,indicator_id,year,value,unit,source_dataset,source_commodity_label,flag,anomaly
RUS,energy__refinery_output_total,2017,2270000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2020-21,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
RUS,energy__refinery_output_total,2018,2340000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
RUS,energy__refinery_output_total,2019,2340000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
RUS,energy__refinery_output_total,2020,2250000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
RUS,energy__refinery_output_total,2021,2280000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
RUS,energy__refinery_output_total,2022,2216000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2014,800,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2017-18,"Petroleum, Refinery, Total",,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2015,906,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2019,"Petroleum, Refinery, Total",,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2016,1030,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2019,"Petroleum, Refinery, Total",,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2017,1050,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2020-21,"Petroleum, Refinery, Total",,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2018,1011,"Thousand metric tons, gross weight",usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery products",,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2019,907,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery products",r,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2020,793,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery products",r,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2021,903,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery products",r,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2022,986,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery products",r,oil/refinery series withheld: unverifiable unit in source fuels section
SAU,energy__refinery_output_total,2023,918,million 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery products",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2012,168000,"Metric tons, gross weight",usgs-minerals-yearbook/MYB3-2016,"Petroleum, Refinery production, Total",r,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2013,164000,"Metric tons, gross weight",usgs-minerals-yearbook/MYB3-2016,"Petroleum, Refinery production, Total",r,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2014,152000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2017-18,"Petroleum, Refinery, Total",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2015,211000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2019,"Petroleum, Refinery, Total",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2016,222000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2019,"Petroleum, Refinery, Total",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2017,221000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2020-21,"Petroleum, Refinery, Total",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2018,192000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2019,264000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2020,253000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2021,270000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
TUR,energy__refinery_output_total,2022,286000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2014,420188,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2017-18,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2015,394000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2019,"Petroleum, Refinery",e,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2016,318000,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2019,"Petroleum, Refinery",e,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2017,198560,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2020-21,"Petroleum, Refinery products",r,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2018,111690,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2019,49275,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2020,44895,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2021,61685,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
VEN,energy__refinery_output_total,2022,67160,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery",,oil/refinery series withheld: unverifiable unit in source fuels section
IRN,energy__refinery_throughput,2018,761755,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2022,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRN,energy__refinery_throughput,2019,766865,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRN,energy__refinery_throughput,2020,800445,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRN,energy__refinery_throughput,2021,855560,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRN,energy__refinery_throughput,2022,872715,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",r,oil/refinery series withheld: unverifiable unit in source fuels section
IRN,energy__refinery_throughput,2023,940970,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRQ,energy__refinery_throughput,2019,231045,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRQ,energy__refinery_throughput,2020,195640,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRQ,energy__refinery_throughput,2021,186150,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRQ,energy__refinery_throughput,2022,208780,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
IRQ,energy__refinery_throughput,2023,163885,thousand 42-gallon barrels,usgs-minerals-yearbook/MYB3-2023,"Petroleum, Refinery, throughput",,oil/refinery series withheld: unverifiable unit in source fuels section
