country_iso3,indicator_id,item,element,crop_slug,year,value,unit,source_dataset,source_edition,source_column,notes
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2014,175000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2015,71000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2015,161000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2016,75000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2016,180000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2017,71000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2017,165000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2018,90000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2018,229000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2019,99000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2019,278000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2020,78000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2020,219000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,cotton__area_harvested,Cotton (seed cotton basis),Area harvested,cotton,2021,118000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,cotton__production,Cotton (seed cotton basis),Production,cotton,2021,374000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2010,317000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,grapes__production,Grapes,Production,grapes,2010,3073000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,grapes__production,Grapes,Production,grapes,2011,3537000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,current,
IRN,grapes__production,Grapes,Production,grapes,2012,2422000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,prior,"Value revised across editions: cbi_annual_review_1392_2013-14[prior]=areaNone,prod2422.0; cbi_annual_review_1393_2014-15[prior]=area273.0,prod2754.0"
IRN,grapes__production,Grapes,Production,grapes,2013,2651000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=areaNone,prod2651.0; cbi_annual_review_1393_2014-15[current]=area278.0,prod3050.0; cbi_annual_review_1394_2015-16[prior]=area278.0,prod3050.0"
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2014,277000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,grapes__production,Grapes,Production,grapes,2014,3167000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2015,289000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,grapes__production,Grapes,Production,grapes,2015,3450000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2016,287000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,grapes__production,Grapes,Production,grapes,2016,3192000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2017,289000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,grapes__production,Grapes,Production,grapes,2017,3031000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2018,290000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,grapes__production,Grapes,Production,grapes,2018,3332000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2019,283000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,grapes__production,Grapes,Production,grapes,2019,3390000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2020,255000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,grapes__production,Grapes,Production,grapes,2020,2775000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,grapes__area_harvested,Grapes,Area harvested,grapes,2021,278000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,grapes__production,Grapes,Production,grapes,2021,3139000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,1999,237000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,prior,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,1999,271000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,prior,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2000,208000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2000,247000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2001,196000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1380_2001-02,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2001,248000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1380_2001-02,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2002,232000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1381_2002-03,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2002,339000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1381_2002-03,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2003,360000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1382_2003-04,current,"Value revised across editions: cbi_annual_review_1382_2003-04[current]=areaNone,prod360.0; cbi_annual_review_1383_2004-05[prior]=area245.0,prod393.0"
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2004,400000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1383_2004-05,current,"Value revised across editions: cbi_annual_review_1383_2004-05[current]=areaNone,prod400.0; cbi_annual_review_1384_2005-06[prior]=area227.0,prod402.0"
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2005,530000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1384_2005-06,current,"Value revised across editions: cbi_annual_review_1384_2005-06[current]=areaNone,prod530.0; cbi_annual_review_1385_2006-07[prior]=area316.0,prod551.0"
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2006,331000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2006,615000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2007,744000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1386_2007-08,current,"Value revised across editions: cbi_annual_review_1386_2007-08[current]=areaNone,prod744.0; cbi_annual_review_1387_2008-09[prior]=area325.4,prod628.5"
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2008,272200.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=area272.2,prod516.5; cbi_annual_review_1388_2009-10[prior]=area274.6,prod521.8; cbi_annual_review_1389_2010-11[prior]=area241.0,prod442.0"
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2008,516500.0,t,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=area272.2,prod516.5; cbi_annual_review_1388_2009-10[prior]=area274.6,prod521.8; cbi_annual_review_1389_2010-11[prior]=area241.0,prod442.0"
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2009,442000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1388_2009-10,current,"Value revised across editions: cbi_annual_review_1388_2009-10[current]=areaNone,prod442.0; cbi_annual_review_1389_2010-11[current]=area256.0,prod429.0"
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2010,256000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2010,429000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2011,745000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,current,"Value revised across editions: cbi_annual_review_1390_2011-12[current]=areaNone,prod745.0; cbi_annual_review_1391_2012-13[prior]=area225.0,prod381.0"
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2012,252000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1391_2012-13,current,"Value revised across editions: cbi_annual_review_1391_2012-13[current]=area252.0,prod462.0; cbi_annual_review_1392_2013-14[prior]=area310.0,prod480.0; cbi_annual_review_1393_2014-15[prior]=area305.0,prod497.0"
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2012,462000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1391_2012-13,current,"Value revised across editions: cbi_annual_review_1391_2012-13[current]=area252.0,prod462.0; cbi_annual_review_1392_2013-14[prior]=area310.0,prod480.0; cbi_annual_review_1393_2014-15[prior]=area305.0,prod497.0"
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2013,305000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=area305.0,prod497.0; cbi_annual_review_1393_2014-15[current]=area217.0,prod344.0; cbi_annual_review_1394_2015-16[prior]=area217.0,prod344.0"
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2013,497000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=area305.0,prod497.0; cbi_annual_review_1393_2014-15[current]=area217.0,prod344.0; cbi_annual_review_1394_2015-16[prior]=area217.0,prod344.0"
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2014,158000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2014,260000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2015,209000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2015,332000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2016,234000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2016,383000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2017,308000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2017,522000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2018,388000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2018,662000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2019,334000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2019,533000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2020,277000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2020,493000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,oilseeds__area_harvested,Oilseeds (aggregate),Area harvested,oilseeds,2021,251000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,oilseeds__production,Oilseeds (aggregate),Production,oilseeds,2021,448000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,1999,56000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,prior,
IRN,onions__production,"Onions and shallots, dry",Production,onions,1999,1677000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,prior,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2000,44000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2000,1344000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2001,47000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1380_2001-02,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2001,1419000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1380_2001-02,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2002,45000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1381_2002-03,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2002,1529000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1381_2002-03,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2003,1500000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1382_2003-04,current,"Value revised across editions: cbi_annual_review_1382_2003-04[current]=areaNone,prod1500.0; cbi_annual_review_1383_2004-05[prior]=area46.0,prod1574.0"
IRN,onions__production,"Onions and shallots, dry",Production,onions,2004,1620000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1383_2004-05,current,"Value revised across editions: cbi_annual_review_1383_2004-05[current]=areaNone,prod1620.0; cbi_annual_review_1384_2005-06[prior]=area48.0,prod1627.0"
IRN,onions__production,"Onions and shallots, dry",Production,onions,2005,1580000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1384_2005-06,current,"Value revised across editions: cbi_annual_review_1384_2005-06[current]=areaNone,prod1580.0; cbi_annual_review_1385_2006-07[prior]=area50.0,prod1685.0"
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2006,59000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2006,2038000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2007,2150000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1386_2007-08,current,"Value revised across editions: cbi_annual_review_1386_2007-08[current]=areaNone,prod2150.0; cbi_annual_review_1387_2008-09[prior]=area58.8,prod2013.6"
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2008,50000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=area50.0,prod1848.5; cbi_annual_review_1388_2009-10[prior]=area50.1,prod1849.3; cbi_annual_review_1389_2010-11[prior]=area47.0,prod1512.0"
IRN,onions__production,"Onions and shallots, dry",Production,onions,2008,1848500.0,t,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=area50.0,prod1848.5; cbi_annual_review_1388_2009-10[prior]=area50.1,prod1849.3; cbi_annual_review_1389_2010-11[prior]=area47.0,prod1512.0"
IRN,onions__production,"Onions and shallots, dry",Production,onions,2009,1512000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1388_2009-10,current,"Value revised across editions: cbi_annual_review_1388_2009-10[current]=areaNone,prod1512.0; cbi_annual_review_1389_2010-11[current]=area56.0,prod1923.0"
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2010,56000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2010,1923000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2011,1966000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,current,"Value revised across editions: cbi_annual_review_1390_2011-12[current]=areaNone,prod1966.0; cbi_annual_review_1391_2012-13[prior]=area62.0,prod2168.0"
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2012,60000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1391_2012-13,current,"Value revised across editions: cbi_annual_review_1391_2012-13[current]=area60.0,prod2376.0; cbi_annual_review_1392_2013-14[prior]=area55.0,prod1938.0; cbi_annual_review_1393_2014-15[prior]=area55.0,prod2050.0"
IRN,onions__production,"Onions and shallots, dry",Production,onions,2012,2376000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1391_2012-13,current,"Value revised across editions: cbi_annual_review_1391_2012-13[current]=area60.0,prod2376.0; cbi_annual_review_1392_2013-14[prior]=area55.0,prod1938.0; cbi_annual_review_1393_2014-15[prior]=area55.0,prod2050.0"
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2013,55000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=area55.0,prod2050.0; cbi_annual_review_1393_2014-15[current]=area55.0,prod2066.0; cbi_annual_review_1394_2015-16[prior]=area55.0,prod2066.0"
IRN,onions__production,"Onions and shallots, dry",Production,onions,2013,2050000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=area55.0,prod2050.0; cbi_annual_review_1393_2014-15[current]=area55.0,prod2066.0; cbi_annual_review_1394_2015-16[prior]=area55.0,prod2066.0"
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2014,64000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2014,2426000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2015,62000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2015,2401000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2016,54000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2016,2305000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2017,55000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2017,2421000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2018,61000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2018,2880000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1398_2019-20,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2019,67000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2019,3335000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1399_2020-21,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2020,55000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2020,2453000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1400_2021-22,current,
IRN,onions__area_harvested,"Onions and shallots, dry",Area harvested,onions,2021,54000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,onions__production,"Onions and shallots, dry",Production,onions,2021,2567000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1401_2022-23,current,
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,1999,256000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,prior,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,1999,131000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,prior,
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2000,275000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2000,304000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1379_2000-01,current,
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2001,281000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1380_2001-02,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2001,112000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1380_2001-02,current,
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2002,295000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1381_2002-03,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2002,249000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1381_2002-03,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2003,233000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1382_2003-04,current,"Value revised across editions: cbi_annual_review_1382_2003-04[current]=areaNone,prod233.0; cbi_annual_review_1383_2004-05[prior]=area312.0,prod235.0"
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2004,183000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1383_2004-05,current,"Value revised across editions: cbi_annual_review_1383_2004-05[current]=areaNone,prod183.0; cbi_annual_review_1384_2005-06[prior]=area327.0,prod185.0"
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2005,150000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1384_2005-06,current,"Value revised across editions: cbi_annual_review_1384_2005-06[current]=areaNone,prod150.0; cbi_annual_review_1385_2006-07[prior]=area440.0,prod230.0"
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2006,444000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2006,250000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1385_2006-07,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2007,315000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1386_2007-08,current,"Value revised across editions: cbi_annual_review_1386_2007-08[current]=areaNone,prod315.0; cbi_annual_review_1387_2008-09[prior]=areaNone,prod315.5"
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2008,154100.0,t,cbi-annual-review-crop-table,cbi_annual_review_1387_2008-09,current,"Value revised across editions: cbi_annual_review_1387_2008-09[current]=areaNone,prod154.1; cbi_annual_review_1388_2009-10[prior]=area430.7,prod192.3"
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2009,230400.0,t,cbi-annual-review-crop-table,cbi_annual_review_1388_2009-10,current,
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2010,463000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2010,347000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,prior,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2011,358000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1390_2011-12,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2012,183000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,prior,"Value revised across editions: cbi_annual_review_1392_2013-14[prior]=areaNone,prod183.0; cbi_annual_review_1393_2014-15[prior]=area304.0,prod225.0"
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2013,176000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1392_2013-14,current,"Value revised across editions: cbi_annual_review_1392_2013-14[current]=areaNone,prod176.0; cbi_annual_review_1393_2014-15[current]=area317.0,prod240.0; cbi_annual_review_1394_2015-16[prior]=area317.0,prod240.0"
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2014,335000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2014,261000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1394_2015-16,current,
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2015,359000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2015,304000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1395_2016-17,current,
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2016,377000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2016,317000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1396_2016-17,current,
IRN,pistachios__area_harvested,"Pistachios, in shell",Area harvested,pistachios,2017,392000.0,ha,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
IRN,pistachios__production,"Pistachios, in shell",Production,pistachios,2017,173000.0,t,cbi-annual-review-crop-table,cbi_annual_review_1397_2018-19,current,
