chart_id,title,category,primary_source,alt_sources,underlying_codes,status,extends_chart_id,time_range,notes
iran_disasters__employed_persons_by_sector_1956_2011,"Employed Persons by 13 Economic Sectors, Annual (1956-2011)",Labor & Employment,iran-data-portal,,iran_disasters_regional_series/employed_persons_by_sector_1956_2011.csv,extends,wdi__SL.AGR.EMPL,1956-2011,"One of the longest continuous annual series in the whole project (55 years, national level, no urban/rural or sex split). WDI's SL.AGR.EMPL.ZS/SL.IND.EMPL.ZS/SL.SRV.EMPL.ZS (3-sector, modeled ILO estimates) start only 1991 for Iran -- this extends 35 years earlier with actual headcounts at much finer (13-sector) granularity; the 13-way split doesn't decompose cleanly onto WDI's 3 broad sectors, so treat the 'extends' relationship as topical (same underlying question) rather than a literal continuation of the same series. Cross-validated against a 1956/1966 3-sector citation series in iran_census_demographics_series/wb_archives_population_demographic_citations_1956_1982.csv (agriculture/industry/services %-of-active-population rows) -- percentages agree at those two overlapping years; that WB-archives citation was NOT given its own chart_registry row since it duplicates this fuller series at coarser resolution."
iran_disasters__employed_population_by_gender_1966_2011,"Employed Persons by Sex & Women's Share of Total Employment, Annual (1966-2011)",Labor & Employment,iran-data-portal,,iran_disasters_regional_series/employed_population_by_gender_1966_2011.csv,extends,wdi__SL.TLF.CACT,1966-2011,"Annual headcounts by sex (women's employment share tracked from 13.3% in 1966). WDI's labor-force-by-sex indicators (SL.TLF.CACT.FE/MA.ZS, participation RATES not headcounts) start 1990 -- this extends 24 years earlier, though the unit differs (headcount vs. %). Complements iran_census__wb_archives_labor_force_by_sex_1956_1972 (staged above), which adds a single earlier 1956 data point from an independent WB-archives source."
iran_disasters__ssi_pensioners_amounts_paid_1991_2006,"Social Security Organization Pensioners & Amounts Paid, by Category, 8 Years (1991-2006)",Social Protection,iran-data-portal,,iran_disasters_regional_series/ssi_pensioners_and_amounts_paid_1991_2006.csv,new,,1991-2006,"Retirees / work-related-disabled / other-cause-disabled / survivors, pensioner counts and rial amounts paid. WDI's per_* (ASPIRE) social-protection indicators are household-survey-based coverage/adequacy percentages, not SSI's own administrative pensioner counts and disbursement amounts -- a fundamentally different data-generating process, genuinely new topic."
iran_institutions__opec_quota_policy_history_1960_2025,"OPEC Membership, Quota System & Production Policy Milestones for Iran (1960-2025)",Trade Institutions & Policy History,iran-opec-membership,,iran_trade_institutions_fx_series/opec_quota_policy_history_1960_2025.csv,new,,1960-2025,"Non-continuous dated milestones: 1960 founding membership, 1973 nationalization, 1982 first quota system, 1986 quota collapse, 1990-1993 revisions, 2016/2018 sanctions-era exemption/re-sanctioning, 2020 production trough (1.93M b/d), 2024 recovery. No policy-history chart concept exists in CHART_REGISTRY.csv (which is entirely built from machine-readable statistical series) -- new category for the project. Cross-checked against wdi__EG (energy/oil) and owid__oil_production_volume for the underlying production-volume numbers where they overlap."
iran_institutions__wto_gatt_accession_timeline_1995_2026,WTO/GATT Accession Timeline for Iran: Still Incomplete After 3 Decades (1995-2026),Trade Institutions & Policy History,iran-wto-gatt-accession,,iran_trade_institutions_fx_series/wto_gatt_accession_timeline_1995_2026.csv,new,,1995-2026,"1996 application, blocked 22 times through 2001-2005, Working Party established 2005, still never held its first meeting as of this database's compilation. Entirely new institutional-history topic, no WDI/FAOSTAT/IMF equivalent."
iran_institutions__imf_article_iv_consultation_history_2002_2025,IMF Article IV Consultation History for Iran: Dates & Headline Findings (2002-2025),Trade Institutions & Policy History,imf-article-iv-iran,,iran_trade_institutions_fx_series/imf_article_iv_consultation_history_2002_2025.csv,new,,2002-2025,"8 completed consultations plus a documented 2019-2024 gap (2018 is the last full consultation; 2025 saw only an informal Board briefing). Distinct from wdi__ and weo__ chart_ids, which are IMF WEO's quantitative macro series, not the qualitative consultation-history record."
iran_fx__mazarei_1995_parallel_fx_market_1978_1990,Parallel-Market Rial/Dollar FX Rate Volatility: Descriptive Statistics (1978-1990),Exchange Rates (Parallel/Black Market),imf-mazarei-1995,,iran_trade_institutions_fx_series/mazarei_1995_parallel_fx_market_1978_1990.csv,new,,1978-1990,"AMBIGUOUS / flagged, same caveat as the gold-price/divorce-rate study above: this is NOT a month-by-month series, only descriptive statistics (mean, min/max, std-dev, skewness/kurtosis of monthly rate changes) from IMF WP 95/69's Table 1/Chart 1, which were not transcribed into machine-readable form by the extracting agent (source PDF remains in data/raw/ for a future deeper-extraction pass). Notable qualitative facts preserved: parallel-market premium reached 'among the highest ever observed internationally' (~2,000%+ by Dec 1990); 'in certain periods over ten different exchange rates were in effect.' Complements iran_fx__usd_irr_parallel_rate_daily_2011_2026 below (modern daily parallel-rate series) as the pre-2011 narrative predecessor of the same underlying phenomenon."
iran_fx__usd_irr_parallel_rate_daily_2011_2026,"USD/IRR Free-Market (Parallel/Black-Market) Exchange Rate, Daily (2011-11-26 to 2026-07-11)",Exchange Rates (Parallel/Black Market),tgju,,iran_trade_institutions_fx_series/usd_irr_parallel_rate_daily_2011_2026.csv,new,,2011-2026,"3,899 daily observations (open/low/high/close + day-over-day change), parsed from raw TGJU.org JSON. Companion/comparator to wdi__PA.NUS (official DEC/Atlas/PPP conversion factor) but a fundamentally different, unofficial rate -- not registered as an extension of that chart since parallel and official rates are conceptually distinct series (the gap between them is itself the analytically interesting object), not unit variants of the same underlying rate."
iran_fx__gold_coin_bahar_azadi_price_daily_2013_2026,"Bahar Azadi Gold Coin Price, Rial, Daily (2013-07-22 to 2026-07-11)",Precious Metals Prices,tgju,,iran_trade_institutions_fx_series/gold_coin_bahar_azadi_price_daily_2013_2026.csv,new,,2013-2026,"3,432 daily observations. Iran's classic inflation-hedge/informal-savings instrument; no gold-coin-price chart concept exists anywhere in the project."
iran_fx__gold_coin_emami_price_daily_2010_2026,"Emami Gold Coin Price, Rial, Daily (2010-04-04 to 2026-07-11)",Precious Metals Prices,tgju,,iran_trade_institutions_fx_series/gold_coin_emami_price_daily_2010_2026.csv,new,,2010-2026,"4,237 daily observations, the longest of the two gold-coin series (starts 3+ years before Bahar Azadi). Same chart-concept family as the Bahar Azadi row above but a genuinely distinct instrument/price series, not a duplicate."
iran_migration__knomad_remittances_diaspora_2000_2023,Remittances (Aggregate & Bilateral) and Iranian Diaspora Stock by Host Country (2000-2023 / 2021),Migration,worldbank-knomad,,iran_trade_institutions_fx_series/knomad_remittances_migration_2000_2023.csv,new,,2000-2023,"Bundles three sub-tables: (1) KNOMAD aggregate remittance in/outflows 2000-2023 (both report an internally-inconsistent exact 0 for Iran every year -- loosely relates to wdi__BX.TRF.PWKR, which does carry some nonzero Iran values, flagging the KNOMAD-vs-WDI discrepancy rather than reconciling it); (2) 2021 bilateral remittance OUTFLOWS from Iran by destination country (Pakistan $53.1M, Afghanistan $123.4M, etc. -- migrant/refugee workers in Iran sending earnings home); (3) 2021 Iranian-diaspora stock by host country (1,387,646 worldwide, largest in the US at 389,383). The bilateral-corridor and diaspora-stock granularity has no WDI equivalent at all (wdi__SM.POP covers migrant stock INTO Iran and net migration, not Iranian emigrant stock abroad by country) -- dominant new content, not set as extends_chart_id despite the loose aggregate-remittance overlap with BX.TRF.PWKR."
iran_trade__handicraft_export_institutional_history,Non-Carpet Handicraft Exports & Institutional History (1930s-2025),Trade Institutions & Policy History,tehran-times,,iran_trade_institutions_fx_series/handicraft_export_and_institutional_history.csv,new,,1930s-2025,"Non-continuous: export value (COVID collapse $427M->$120M, recovery to ~$400M by 2022/2025), 570,000 registered craftsmen, UNESCO Creative Cities (Isfahan, Bandar Abbas), 1930s Reza-Shah-era craft-preservation schools. State-media-attributed (Tehran Times) per bookkeeping.md rule 4 -- flagged as such, routine trade figures quoted from a named official, not independently cross-checked this round. No FAOSTAT/WDI trade-by-product-category series covers handicrafts."
iran_trade__cites_caviar_quota_trade_timeline_1998_2006,CITES Caviar Export Quota & Trade Timeline (1998-2006),Trade Institutions & Policy History,cites-caviar,,iran_trade_institutions_fx_series/cites_caviar_quota_trade_timeline_1998_2006.csv,new,,1998-2006,"1998 baseline exports (40t), 1998-2004 cumulative (480t+, Iran the largest global exporter), the June 2001 Paris Agreement exemption, Caspian-wide quota totals 2001-2003. Per this folder's own README, this 'extends the specialty-goods caviar series' in data/processed/specialty_goods_series/ -- that folder is outside this task's scope and has not itself been registered in CHART_REGISTRY.csv or any chart_registry_staging file yet, so no verifiable extends_chart_id exists to point to; flagged here as a genuine ambiguity for whichever future pass registers specialty_goods_series."
fx_comparator__argentina_fx_retail_rate_daily,"Argentina (BCRA) Retail ARS/USD Exchange Rate, Daily (2010-2026)",Comparator: Argentina FX & Rates,bcra-argentina,,iran_trade_institutions_fx_series/argentina_fx_retail_rate_daily.csv,new,,2010-2026,"Raw BCRA central-bank API data, JSON-to-CSV conversion only, no independent curation beyond that (per this project's Iran-first priority). No Argentina FX comparator chart exists yet in CHART_REGISTRY.csv (which is Iran-only, built purely from Iran rows of the WDI/FAOSTAT/WEO/OWID/Maddison/WID extracts) -- this is a new comparator-chart CATEGORY for the project, not an extension of any Iran chart."
fx_comparator__argentina_fx_wholesale_reference_rate_daily,"Argentina (BCRA) Wholesale Reference ARS/USD Exchange Rate, Daily (2010-2026)",Comparator: Argentina FX & Rates,bcra-argentina,,iran_trade_institutions_fx_series/argentina_fx_wholesale_reference_rate_daily.csv,new,,2010-2026,"Companion series to the retail-rate row above, same source and caveats."
fx_comparator__argentina_international_reserves_daily,"Argentina International Reserves, Millions USD, Daily (1996-2026)",Comparator: Argentina FX & Rates,bcra-argentina,,iran_trade_institutions_fx_series/argentina_international_reserves_daily.csv,new,,1996-2026,"7,510 daily observations, extends back to 1996 -- well before the other 4 Argentina series (which start 2010), a genuine difference in this specific series' own history length within BCRA's API, not a truncation on this project's side."
fx_comparator__argentina_badlar_interest_rate_daily,"Argentina BADLAR Private-Bank Deposit Rate, Daily",Comparator: Argentina FX & Rates,bcra-argentina,,iran_trade_institutions_fx_series/argentina_badlar_interest_rate_daily.csv,new,,2010-2026,"Raw BCRA API series, no independent curation beyond JSON-to-CSV conversion."
fx_comparator__argentina_monetary_policy_rate_daily,"Argentina Monetary Policy Rate, Daily",Comparator: Argentina FX & Rates,bcra-argentina,,iran_trade_institutions_fx_series/argentina_monetary_policy_rate_daily.csv,new,,2010-2026,"Raw BCRA API series, no independent curation beyond JSON-to-CSV conversion."
fx_comparator__venezuela_parallel_fx_milestones_2003_2020,Venezuela Official vs. Black-Market FX Rate at Major Devaluation/Redenomination Milestones (2003-2020),Comparator: Venezuela FX,venezuela-parallel-fx-history,,iran_trade_institutions_fx_series/venezuela_parallel_fx_rate_milestones_2003_2020.csv,new,,2003-2020,"Non-continuous milestone data (CADIVI/CENCOEX/DICOM official releases and parallel-market trackers) -- explicit comparator for Iran's own official-vs-parallel FX gap (iran_fx__usd_irr_parallel_rate_daily_2011_2026 above). New comparator-country chart concept, not in the registry yet."
