sector_table,indicator_label_fa_source,year_sh,month_fa,month_western,value
3-13-PMI – Rubber and Plastics Industries,Quantity of Purchases,1403,Dey1403,January2025,52.8
3-13-PMI – Rubber and Plastics Industries,Quantity of Purchases,1403,Bahman1403,February2025,45.8
3-13-PMI – Rubber and Plastics Industries,Quantity of Purchases,1403,Esfand1403,March2025,66.7
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Farvardin1403,April2024,90.9
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Ordibehesht1403,May2024,70.8
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Khordad1403,June2024,83.3
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Tir1403,July2024,64.3
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Mordad1403,August2024,67.9
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Shahrivar1403,September2024,86.7
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Mehr1403,October2024,84.6
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Aban1403,November2024,73.3
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Azar1403,December2024,66.7
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Dey1403,January2025,80.6
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Bahman1403,February2025,75.0
3-13-PMI – Rubber and Plastics Industries,Business expectations,1403,Esfand1403,March2025,30.0
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Farvardin1403,April2024,38.8
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Ordibehesht1403,May2024,55.7
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Khordad1403,June2024,47.7
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Tir1403,July2024,49.6
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Mordad1403,August2024,44.0
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Shahrivar1403,September2024,60.5
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Mehr1403,October2024,58.1
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Aban1403,November2024,49.0
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Azar1403,December2024,42.5
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Dey1403,January2025,47.1
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Bahman1403,February2025,44.1
3-14-PMI – Petroleum and Gas Products Industries,Total PMI index,1403,Esfand1403,March2025,52.0
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Farvardin1403,April2024,28.6
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Ordibehesht1403,May2024,60.7
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Khordad1403,June2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Tir1403,July2024,42.9
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Mordad1403,August2024,41.2
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Shahrivar1403,September2024,65.6
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Mehr1403,October2024,66.7
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Aban1403,November2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Azar1403,December2024,41.7
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Dey1403,January2025,44.7
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Bahman1403,February2025,39.5
3-14-PMI – Petroleum and Gas Products Industries,Output,1403,Esfand1403,March2025,57.1
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Farvardin1403,April2024,35.7
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Ordibehesht1403,May2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Khordad1403,June2024,46.9
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Tir1403,July2024,53.6
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Mordad1403,August2024,41.2
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Shahrivar1403,September2024,68.8
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Mehr1403,October2024,55.6
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Aban1403,November2024,47.2
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Azar1403,December2024,41.7
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Dey1403,January2025,52.6
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Bahman1403,February2025,47.4
3-14-PMI – Petroleum and Gas Products Industries,New Orders,1403,Esfand1403,March2025,57.1
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Farvardin1403,April2024,53.6
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Ordibehesht1403,May2024,60.7
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Khordad1403,June2024,59.4
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Tir1403,July2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Mordad1403,August2024,55.9
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Shahrivar1403,September2024,62.5
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Mehr1403,October2024,61.1
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Aban1403,November2024,52.8
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Azar1403,December2024,47.2
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Dey1403,January2025,50.0
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Bahman1403,February2025,57.9
3-14-PMI – Petroleum and Gas Products Industries,Suppliers ‘Delivery Times,1403,Esfand1403,March2025,60.7
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Farvardin1403,April2024,42.9
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Ordibehesht1403,May2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Khordad1403,June2024,28.1
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Tir1403,July2024,46.4
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Mordad1403,August2024,35.3
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Shahrivar1403,September2024,34.4
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Mehr1403,October2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Aban1403,November2024,44.4
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Azar1403,December2024,30.6
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Dey1403,January2025,36.8
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Bahman1403,February2025,28.9
3-14-PMI – Petroleum and Gas Products Industries,Raw Materials Inventories,1403,Esfand1403,March2025,28.6
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Farvardin1403,April2024,42.9
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Ordibehesht1403,May2024,57.1
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Khordad1403,June2024,46.9
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Tir1403,July2024,53.6
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Mordad1403,August2024,47.1
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Shahrivar1403,September2024,53.1
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Mehr1403,October2024,52.8
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Aban1403,November2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Azar1403,December2024,47.2
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Dey1403,January2025,44.7
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Bahman1403,February2025,42.1
3-14-PMI – Petroleum and Gas Products Industries,Employment,1403,Esfand1403,March2025,42.9
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Farvardin1403,April2024,85.7
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Ordibehesht1403,May2024,67.9
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Khordad1403,June2024,71.9
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Tir1403,July2024,71.4
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Mordad1403,August2024,47.1
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Shahrivar1403,September2024,71.9
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Mehr1403,October2024,83.3
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Aban1403,November2024,80.6
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Azar1403,December2024,83.3
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Dey1403,January2025,86.8
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Bahman1403,February2025,97.4
3-14-PMI – Petroleum and Gas Products Industries,Input price,1403,Esfand1403,March2025,78.6
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Farvardin1403,April2024,42.9
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Ordibehesht1403,May2024,39.3
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Khordad1403,June2024,43.8
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Tir1403,July2024,39.3
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Mordad1403,August2024,32.4
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Shahrivar1403,September2024,31.3
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Mehr1403,October2024,38.9
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Aban1403,November2024,44.4
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Azar1403,December2024,38.9
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Dey1403,January2025,42.1
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Bahman1403,February2025,34.2
3-14-PMI – Petroleum and Gas Products Industries,Stocks of Finished Goods,1403,Esfand1403,March2025,28.6
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Farvardin1403,April2024,42.9
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Ordibehesht1403,May2024,46.4
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Khordad1403,June2024,46.9
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Tir1403,July2024,46.4
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Mordad1403,August2024,38.2
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Shahrivar1403,September2024,43.8
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Mehr1403,October2024,58.3
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Aban1403,November2024,52.8
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Azar1403,December2024,30.6
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Dey1403,January2025,36.8
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Bahman1403,February2025,36.8
3-14-PMI – Petroleum and Gas Products Industries,Export of goods,1403,Esfand1403,March2025,42.9
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Farvardin1403,April2024,82.1
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Ordibehesht1403,May2024,53.6
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Khordad1403,June2024,59.4
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Tir1403,July2024,60.7
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Mordad1403,August2024,55.9
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Shahrivar1403,September2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Mehr1403,October2024,63.9
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Aban1403,November2024,66.7
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Azar1403,December2024,72.2
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Dey1403,January2025,68.4
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Bahman1403,February2025,76.3
3-14-PMI – Petroleum and Gas Products Industries,Output Prices,1403,Esfand1403,March2025,78.6
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Farvardin1403,April2024,42.9
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Ordibehesht1403,May2024,46.4
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Khordad1403,June2024,53.1
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Tir1403,July2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Mordad1403,August2024,35.3
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Shahrivar1403,September2024,59.4
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Mehr1403,October2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Aban1403,November2024,61.1
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Azar1403,December2024,33.3
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Dey1403,January2025,47.4
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Bahman1403,February2025,34.2
3-14-PMI – Petroleum and Gas Products Industries,Energy Consumption,1403,Esfand1403,March2025,46.4
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Farvardin1403,April2024,35.7
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Ordibehesht1403,May2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Khordad1403,June2024,43.8
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Tir1403,July2024,53.6
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Mordad1403,August2024,35.3
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Shahrivar1403,September2024,71.9
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Mehr1403,October2024,58.3
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Aban1403,November2024,47.2
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Azar1403,December2024,33.3
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Dey1403,January2025,42.1
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Bahman1403,February2025,39.5
3-14-PMI – Petroleum and Gas Products Industries,Quantity of Purchases,1403,Esfand1403,March2025,57.1
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Farvardin1403,April2024,67.9
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Ordibehesht1403,May2024,71.4
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Khordad1403,June2024,56.3
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Tir1403,July2024,53.6
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Mordad1403,August2024,58.8
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Shahrivar1403,September2024,46.9
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Mehr1403,October2024,50.0
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Aban1403,November2024,52.8
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Azar1403,December2024,41.7
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Dey1403,January2025,55.3
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Bahman1403,February2025,47.4
3-14-PMI – Petroleum and Gas Products Industries,Business expectations,1403,Esfand1403,March2025,14.3
3-15-PMI – Textile Industries,Total PMI index,1403,Farvardin1403,April2024,20.7
3-15-PMI – Textile Industries,Total PMI index,1403,Ordibehesht1403,May2024,40.6
3-15-PMI – Textile Industries,Total PMI index,1403,Khordad1403,June2024,49.2
3-15-PMI – Textile Industries,Total PMI index,1403,Tir1403,July2024,48.6
3-15-PMI – Textile Industries,Total PMI index,1403,Mordad1403,August2024,42.2
3-15-PMI – Textile Industries,Total PMI index,1403,Shahrivar1403,September2024,58.3
3-15-PMI – Textile Industries,Total PMI index,1403,Mehr1403,October2024,67.0
3-15-PMI – Textile Industries,Total PMI index,1403,Aban1403,November2024,70.3
3-15-PMI – Textile Industries,Total PMI index,1403,Azar1403,December2024,41.0
3-15-PMI – Textile Industries,Total PMI index,1403,Dey1403,January2025,57.5
3-15-PMI – Textile Industries,Total PMI index,1403,Bahman1403,February2025,51.5
3-15-PMI – Textile Industries,Total PMI index,1403,Esfand1403,March2025,58.4
3-15-PMI – Textile Industries,Output,1403,Farvardin1403,April2024,0.0
3-15-PMI – Textile Industries,Output,1403,Ordibehesht1403,May2024,43.8
3-15-PMI – Textile Industries,Output,1403,Khordad1403,June2024,50.0
3-15-PMI – Textile Industries,Output,1403,Tir1403,July2024,38.9
3-15-PMI – Textile Industries,Output,1403,Mordad1403,August2024,44.4
3-15-PMI – Textile Industries,Output,1403,Shahrivar1403,September2024,45.0
3-15-PMI – Textile Industries,Output,1403,Mehr1403,October2024,80.0
3-15-PMI – Textile Industries,Output,1403,Aban1403,November2024,80.0
3-15-PMI – Textile Industries,Output,1403,Azar1403,December2024,25.0
3-15-PMI – Textile Industries,Output,1403,Dey1403,January2025,70.0
3-15-PMI – Textile Industries,Output,1403,Bahman1403,February2025,50.0
3-15-PMI – Textile Industries,Output,1403,Esfand1403,March2025,62.5
3-15-PMI – Textile Industries,New Orders,1403,Farvardin1403,April2024,21.4
3-15-PMI – Textile Industries,New Orders,1403,Ordibehesht1403,May2024,31.3
3-15-PMI – Textile Industries,New Orders,1403,Khordad1403,June2024,50.0
3-15-PMI – Textile Industries,New Orders,1403,Tir1403,July2024,50.0
3-15-PMI – Textile Industries,New Orders,1403,Mordad1403,August2024,38.9
3-15-PMI – Textile Industries,New Orders,1403,Shahrivar1403,September2024,70.0
3-15-PMI – Textile Industries,New Orders,1403,Mehr1403,October2024,75.0
3-15-PMI – Textile Industries,New Orders,1403,Aban1403,November2024,80.0
3-15-PMI – Textile Industries,New Orders,1403,Azar1403,December2024,45.0
3-15-PMI – Textile Industries,New Orders,1403,Dey1403,January2025,50.0
3-15-PMI – Textile Industries,New Orders,1403,Bahman1403,February2025,50.0
3-15-PMI – Textile Industries,New Orders,1403,Esfand1403,March2025,62.5
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Farvardin1403,April2024,28.6
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Ordibehesht1403,May2024,43.8
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Khordad1403,June2024,44.4
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Tir1403,July2024,44.4
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Mordad1403,August2024,44.4
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Shahrivar1403,September2024,70.0
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Mehr1403,October2024,70.0
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Aban1403,November2024,65.0
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Azar1403,December2024,55.0
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Dey1403,January2025,60.0
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Bahman1403,February2025,50.0
3-15-PMI – Textile Industries,Suppliers ‘Delivery Times,1403,Esfand1403,March2025,68.8
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Farvardin1403,April2024,28.6
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Ordibehesht1403,May2024,37.5
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Khordad1403,June2024,27.8
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Tir1403,July2024,50.0
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Mordad1403,August2024,27.8
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Shahrivar1403,September2024,45.0
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Mehr1403,October2024,30.0
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Aban1403,November2024,45.0
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Azar1403,December2024,30.0
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Dey1403,January2025,40.0
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Bahman1403,February2025,45.0
3-15-PMI – Textile Industries,Raw Materials Inventories,1403,Esfand1403,March2025,37.5
3-15-PMI – Textile Industries,Employment,1403,Farvardin1403,April2024,35.7
3-15-PMI – Textile Industries,Employment,1403,Ordibehesht1403,May2024,50.0
3-15-PMI – Textile Industries,Employment,1403,Khordad1403,June2024,61.1
3-15-PMI – Textile Industries,Employment,1403,Tir1403,July2024,61.1
3-15-PMI – Textile Industries,Employment,1403,Mordad1403,August2024,50.0
3-15-PMI – Textile Industries,Employment,1403,Shahrivar1403,September2024,55.0
3-15-PMI – Textile Industries,Employment,1403,Mehr1403,October2024,55.0
3-15-PMI – Textile Industries,Employment,1403,Aban1403,November2024,60.0
3-15-PMI – Textile Industries,Employment,1403,Azar1403,December2024,50.0
3-15-PMI – Textile Industries,Employment,1403,Dey1403,January2025,60.0
3-15-PMI – Textile Industries,Employment,1403,Bahman1403,February2025,60.0
3-15-PMI – Textile Industries,Employment,1403,Esfand1403,March2025,50.0
3-15-PMI – Textile Industries,Input price,1403,Farvardin1403,April2024,78.6
3-15-PMI – Textile Industries,Input price,1403,Ordibehesht1403,May2024,75.0
3-15-PMI – Textile Industries,Input price,1403,Khordad1403,June2024,55.6
3-15-PMI – Textile Industries,Input price,1403,Tir1403,July2024,55.6
3-15-PMI – Textile Industries,Input price,1403,Mordad1403,August2024,61.1
3-15-PMI – Textile Industries,Input price,1403,Shahrivar1403,September2024,60.0
3-15-PMI – Textile Industries,Input price,1403,Mehr1403,October2024,80.0
3-15-PMI – Textile Industries,Input price,1403,Aban1403,November2024,95.0
3-15-PMI – Textile Industries,Input price,1403,Azar1403,December2024,85.0
3-15-PMI – Textile Industries,Input price,1403,Dey1403,January2025,100.0
3-15-PMI – Textile Industries,Input price,1403,Bahman1403,February2025,90.0
3-15-PMI – Textile Industries,Input price,1403,Esfand1403,March2025,87.5
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Farvardin1403,April2024,42.9
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Ordibehesht1403,May2024,62.5
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Khordad1403,June2024,61.1
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Tir1403,July2024,55.6
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Mordad1403,August2024,77.8
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Shahrivar1403,September2024,55.0
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Mehr1403,October2024,40.0
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Aban1403,November2024,35.0
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Azar1403,December2024,30.0
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Dey1403,January2025,55.0
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Bahman1403,February2025,45.0
3-15-PMI – Textile Industries,Stocks of Finished Goods,1403,Esfand1403,March2025,25.0
3-15-PMI – Textile Industries,Export of goods,1403,Farvardin1403,April2024,42.9
3-15-PMI – Textile Industries,Export of goods,1403,Ordibehesht1403,May2024,43.8
3-15-PMI – Textile Industries,Export of goods,1403,Khordad1403,June2024,55.6
3-15-PMI – Textile Industries,Export of goods,1403,Tir1403,July2024,55.6
3-15-PMI – Textile Industries,Export of goods,1403,Mordad1403,August2024,44.4
3-15-PMI – Textile Industries,Export of goods,1403,Shahrivar1403,September2024,65.0
3-15-PMI – Textile Industries,Export of goods,1403,Mehr1403,October2024,60.0
3-15-PMI – Textile Industries,Export of goods,1403,Aban1403,November2024,60.0
3-15-PMI – Textile Industries,Export of goods,1403,Azar1403,December2024,45.0
3-15-PMI – Textile Industries,Export of goods,1403,Dey1403,January2025,50.0
3-15-PMI – Textile Industries,Export of goods,1403,Bahman1403,February2025,65.0
3-15-PMI – Textile Industries,Export of goods,1403,Esfand1403,March2025,75.0
3-15-PMI – Textile Industries,Output Prices,1403,Farvardin1403,April2024,64.3
3-15-PMI – Textile Industries,Output Prices,1403,Ordibehesht1403,May2024,81.3
3-15-PMI – Textile Industries,Output Prices,1403,Khordad1403,June2024,50.0
3-15-PMI – Textile Industries,Output Prices,1403,Tir1403,July2024,33.3
3-15-PMI – Textile Industries,Output Prices,1403,Mordad1403,August2024,44.4
3-15-PMI – Textile Industries,Output Prices,1403,Shahrivar1403,September2024,45.0
3-15-PMI – Textile Industries,Output Prices,1403,Mehr1403,October2024,60.0
3-15-PMI – Textile Industries,Output Prices,1403,Aban1403,November2024,80.0
3-15-PMI – Textile Industries,Output Prices,1403,Azar1403,December2024,75.0
3-15-PMI – Textile Industries,Output Prices,1403,Dey1403,January2025,80.0
3-15-PMI – Textile Industries,Output Prices,1403,Bahman1403,February2025,70.0
3-15-PMI – Textile Industries,Output Prices,1403,Esfand1403,March2025,62.5
3-15-PMI – Textile Industries,Energy Consumption,1403,Farvardin1403,April2024,14.3
3-15-PMI – Textile Industries,Energy Consumption,1403,Ordibehesht1403,May2024,43.8
3-15-PMI – Textile Industries,Energy Consumption,1403,Khordad1403,June2024,50.0
3-15-PMI – Textile Industries,Energy Consumption,1403,Tir1403,July2024,44.4
3-15-PMI – Textile Industries,Energy Consumption,1403,Mordad1403,August2024,33.3
3-15-PMI – Textile Industries,Energy Consumption,1403,Shahrivar1403,September2024,35.0
3-15-PMI – Textile Industries,Energy Consumption,1403,Mehr1403,October2024,55.0
3-15-PMI – Textile Industries,Energy Consumption,1403,Aban1403,November2024,90.0
3-15-PMI – Textile Industries,Energy Consumption,1403,Azar1403,December2024,55.0
3-15-PMI – Textile Industries,Energy Consumption,1403,Dey1403,January2025,65.0
3-15-PMI – Textile Industries,Energy Consumption,1403,Bahman1403,February2025,65.0
3-15-PMI – Textile Industries,Energy Consumption,1403,Esfand1403,March2025,68.8
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Farvardin1403,April2024,0.0
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Ordibehesht1403,May2024,43.8
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Khordad1403,June2024,44.4
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Tir1403,July2024,33.3
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Mordad1403,August2024,44.4
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Shahrivar1403,September2024,45.0
3-15-PMI – Textile Industries,Quantity of Purchases,1403,Mehr1403,October2024,75.0
