country_iso3,group,weight_pct_of_1395_basket,solar_year,gregorian_year_approx,cpi_index_1395_100,pct_change_1399_vs_1398,source,notes
IRN,Transportation,9.41,1398,2019,195.9,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Transportation,9.41,1399,2020,324.3,65.6,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Communication,2.87,1390,2011,75.7,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Communication,2.87,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Communication,2.87,1396,2017,103.1,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Communication,2.87,1397,2018,127.1,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Communication,2.87,1398,2019,146.7,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Communication,2.87,1399,2020,170.8,16.5,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Recreation and culture,1.65,1390,2011,39.9,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Recreation and culture,1.65,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Recreation and culture,1.65,1396,2017,107.5,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Recreation and culture,1.65,1397,2018,154.3,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Recreation and culture,1.65,1398,2019,224.5,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Recreation and culture,1.65,1399,2020,319.9,42.5,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Education,1.86,1390,2011,52.2,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Education,1.86,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Education,1.86,1396,2017,111.3,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Education,1.86,1397,2018,130.8,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Education,1.86,1398,2019,159.3,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Education,1.86,1399,2020,193.7,21.5,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Hotels and restaurants,1.44,1390,2011,38.7,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Hotels and restaurants,1.44,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Hotels and restaurants,1.44,1396,2017,106.8,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Hotels and restaurants,1.44,1397,2018,129.9,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Hotels and restaurants,1.44,1398,2019,182.0,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Hotels and restaurants,1.44,1399,2020,236.0,29.7,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Miscellaneous goods and services,4.18,1390,2011,41.0,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Miscellaneous goods and services,4.18,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Miscellaneous goods and services,4.18,1396,2017,107.9,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Miscellaneous goods and services,4.18,1397,2018,145.4,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Miscellaneous goods and services,4.18,1398,2019,199.5,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Miscellaneous goods and services,4.18,1399,2020,274.2,37.4,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Goods (special group),50.87,1390,2011,47.0,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Goods (special group),50.87,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Goods (special group),50.87,1396,2017,109.4,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Goods (special group),50.87,1397,2018,147.8,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Goods (special group),50.87,1398,2019,213.0,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Goods (special group),50.87,1399,2020,305.8,43.5,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Durable goods (special group),5.46,1390,2011,,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)","Weight/index not published for this special-group breakdown prior to 1395 rebasing (source prints '-'); left blank, not fabricated."
IRN,Durable goods (special group),5.46,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Durable goods (special group),5.46,1396,2017,105.4,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Durable goods (special group),5.46,1397,2018,166.6,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Durable goods (special group),5.46,1398,2019,259.2,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Durable goods (special group),5.46,1399,2020,470.8,81.6,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Non-durable goods (special group),40.33,1390,2011,,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)","Weight/index not published for this special-group breakdown prior to 1395 rebasing (source prints '-'); left blank, not fabricated."
IRN,Non-durable goods (special group),40.33,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Non-durable goods (special group),40.33,1396,2017,110.3,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Non-durable goods (special group),40.33,1397,2018,145.7,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Non-durable goods (special group),40.33,1398,2019,206.8,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Non-durable goods (special group),40.33,1399,2020,283.2,37.0,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Semi-durable goods (special group),5.08,1390,2011,,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)","Weight/index not published for this special-group breakdown prior to 1395 rebasing (source prints '-'); left blank, not fabricated."
IRN,Semi-durable goods (special group),5.08,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Semi-durable goods (special group),5.08,1396,2017,106.1,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Semi-durable goods (special group),5.08,1397,2018,144.0,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Semi-durable goods (special group),5.08,1398,2019,213.1,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Semi-durable goods (special group),5.08,1399,2020,307.7,44.4,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Services (special group),49.13,1390,2011,38.9,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Services (special group),49.13,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Services (special group),49.13,1396,2017,107.1,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Services (special group),49.13,1397,2018,126.5,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Services (special group),49.13,1398,2019,156.2,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Services (special group),49.13,1399,2020,197.4,26.4,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Fresh foods (special group),12.6,1390,2011,,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)","Weight/index not published for this special-group breakdown prior to 1395 rebasing (source prints '-'); left blank, not fabricated."
IRN,Fresh foods (special group),12.6,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Fresh foods (special group),12.6,1396,2017,116.9,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Fresh foods (special group),12.6,1397,2018,168.4,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Fresh foods (special group),12.6,1398,2019,243.4,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Fresh foods (special group),12.6,1399,2020,328.5,34.9,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Other foods (special group),12.95,1390,2011,,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)","Weight/index not published for this special-group breakdown prior to 1395 rebasing (source prints '-'); left blank, not fabricated."
IRN,Other foods (special group),12.95,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Other foods (special group),12.95,1396,2017,107.6,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Other foods (special group),12.95,1397,2018,138.0,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Other foods (special group),12.95,1398,2019,192.8,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Other foods (special group),12.95,1399,2020,276.9,43.6,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Public goods and services (special group),8.77,1390,2011,,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)","Weight/index not published for this special-group breakdown prior to 1395 rebasing (source prints '-'); left blank, not fabricated."
IRN,Public goods and services (special group),8.77,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Public goods and services (special group),8.77,1396,2017,106.3,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Public goods and services (special group),8.77,1397,2018,111.6,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Public goods and services (special group),8.77,1398,2019,140.4,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,Public goods and services (special group),8.77,1399,2020,167.4,19.2,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,General index minus rental value of owned-residential housing units,69.28,1390,2011,40.3,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,General index minus rental value of owned-residential housing units,69.28,1395,2016,100,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,General index minus rental value of owned-residential housing units,69.28,1396,2017,108.8,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,General index minus rental value of owned-residential housing units,69.28,1397,2018,142.0,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,General index minus rental value of owned-residential housing units,69.28,1398,2019,198.2,,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
IRN,General index minus rental value of owned-residential housing units,69.28,1399,2020,276.7,39.6,"SCI Iran Statistical Yearbook 1399, Table 22.2 (Consumer Price Indices of Goods and Services for All National Households by Special, Major and Minor Selected Groups)",
