country_iso3,line_item,price_basis,solar_year,gregorian_year_approx,value_bln_rials,source,notes
IRN,Less: consumption of fixed capital,current prices,1393,2014,1823026,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)","Revised figures (marked '(1)' in source). CROSS-TABLE DISCREPANCY, preserved not resolved: Table 23.6 (GDP by final expenditure) reports a DIFFERENT current-price consumption-of-fixed-capital figure for this year (1393: 1,931,385 vs this table's 1,823,026; 1394: 2,219,015 vs this table's 1,934,260) — both are printed exactly as they appear in the same SCI yearbook edition; not reconciled here per the project's no-silent-resolution rule for disagreeing sources."
IRN,Less: consumption of fixed capital,current prices,1394,2015,1934260,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)","Revised figures (marked '(1)' in source). CROSS-TABLE DISCREPANCY, preserved not resolved: Table 23.6 (GDP by final expenditure) reports a DIFFERENT current-price consumption-of-fixed-capital figure for this year (1393: 1,931,385 vs this table's 1,823,026; 1394: 2,219,015 vs this table's 1,934,260) — both are printed exactly as they appear in the same SCI yearbook edition; not reconciled here per the project's no-silent-resolution rule for disagreeing sources."
IRN,Less: consumption of fixed capital,current prices,1395,2016,2001156,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Less: consumption of fixed capital,current prices,1396,2017,2190280,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Less: consumption of fixed capital,current prices,1397,2018,3405856,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,National income,current prices,1390,2011,6053115,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,National income,current prices,1393,2014,10762299,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,National income,current prices,1394,2015,10274619,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,National income,current prices,1395,2016,12945404,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,National income,current prices,1396,2017,15810094,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,National income,current prices,1397,2018,22528988,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Agriculture, hunting, forestry and fishing",constant 1390 prices,1390,2011,375275,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Agriculture, hunting, forestry and fishing",constant 1390 prices,1393,2014,421334,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Agriculture, hunting, forestry and fishing",constant 1390 prices,1394,2015,443917,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Agriculture, hunting, forestry and fishing",constant 1390 prices,1395,2016,463789,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Agriculture, hunting, forestry and fishing",constant 1390 prices,1396,2017,470759,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Agriculture, hunting, forestry and fishing",constant 1390 prices,1397,2018,454579,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Mining and quarrying,constant 1390 prices,1390,2011,1750662,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Mining and quarrying,constant 1390 prices,1393,2014,1261888,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Mining and quarrying,constant 1390 prices,1394,2015,1284366,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Mining and quarrying,constant 1390 prices,1395,2016,1714320,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Mining and quarrying,constant 1390 prices,1396,2017,1731883,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Mining and quarrying,constant 1390 prices,1397,2018,1502569,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Manufacturing,constant 1390 prices,1390,2011,980234,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Manufacturing,constant 1390 prices,1393,2014,863193,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Manufacturing,constant 1390 prices,1394,2015,823340,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Manufacturing,constant 1390 prices,1395,2016,910741,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Manufacturing,constant 1390 prices,1396,2017,1000822,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Manufacturing,constant 1390 prices,1397,2018,918536,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Electricity, gas, steam and air conditioning supply",constant 1390 prices,1390,2011,345443,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Electricity, gas, steam and air conditioning supply",constant 1390 prices,1393,2014,380139,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Electricity, gas, steam and air conditioning supply",constant 1390 prices,1394,2015,410227,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Electricity, gas, steam and air conditioning supply",constant 1390 prices,1395,2016,549517,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Electricity, gas, steam and air conditioning supply",constant 1390 prices,1396,2017,550235,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Electricity, gas, steam and air conditioning supply",constant 1390 prices,1397,2018,522949,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Water supply, sewerage, waste management and remediation activities",constant 1390 prices,1390,2011,19828,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Water supply, sewerage, waste management and remediation activities",constant 1390 prices,1393,2014,18916,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Water supply, sewerage, waste management and remediation activities",constant 1390 prices,1394,2015,19690,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Water supply, sewerage, waste management and remediation activities",constant 1390 prices,1395,2016,19614,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Water supply, sewerage, waste management and remediation activities",constant 1390 prices,1396,2017,17583,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Water supply, sewerage, waste management and remediation activities",constant 1390 prices,1397,2018,17445,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Construction,constant 1390 prices,1390,2011,343788,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Construction,constant 1390 prices,1393,2014,274535,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Construction,constant 1390 prices,1394,2015,254310,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Construction,constant 1390 prices,1395,2016,294962,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Construction,constant 1390 prices,1396,2017,287787,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Construction,constant 1390 prices,1397,2018,272044,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Wholesale & retail trade; repair of motor vehicles and goods,constant 1390 prices,1390,2011,732996,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Wholesale & retail trade; repair of motor vehicles and goods,constant 1390 prices,1393,2014,735135,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Wholesale & retail trade; repair of motor vehicles and goods,constant 1390 prices,1394,2015,636520,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Wholesale & retail trade; repair of motor vehicles and goods,constant 1390 prices,1395,2016,668351,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Wholesale & retail trade; repair of motor vehicles and goods,constant 1390 prices,1396,2017,772622,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Wholesale & retail trade; repair of motor vehicles and goods,constant 1390 prices,1397,2018,740872,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Transport, storage and post",constant 1390 prices,1390,2011,359934,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Transport, storage and post",constant 1390 prices,1393,2014,357861,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Transport, storage and post",constant 1390 prices,1394,2015,364829,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Transport, storage and post",constant 1390 prices,1395,2016,386232,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Transport, storage and post",constant 1390 prices,1396,2017,407530,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Transport, storage and post",constant 1390 prices,1397,2018,401460,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Accommodation and food service activities,constant 1390 prices,1390,2011,64012,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Accommodation and food service activities,constant 1390 prices,1393,2014,68743,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Accommodation and food service activities,constant 1390 prices,1394,2015,66197,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Accommodation and food service activities,constant 1390 prices,1395,2016,65670,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Accommodation and food service activities,constant 1390 prices,1396,2017,69769,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Accommodation and food service activities,constant 1390 prices,1397,2018,77011,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Information and communication,constant 1390 prices,1390,2011,107823,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Information and communication,constant 1390 prices,1393,2014,162187,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Information and communication,constant 1390 prices,1394,2015,168865,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Information and communication,constant 1390 prices,1395,2016,191756,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Information and communication,constant 1390 prices,1396,2017,216906,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Information and communication,constant 1390 prices,1397,2018,231749,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Financial and insurance services,constant 1390 prices,1390,2011,176054,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Financial and insurance services,constant 1390 prices,1393,2014,220273,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Financial and insurance services,constant 1390 prices,1394,2015,262953,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Financial and insurance services,constant 1390 prices,1395,2016,332635,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Financial and insurance services,constant 1390 prices,1396,2017,359155,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Financial and insurance services,constant 1390 prices,1397,2018,393903,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Real estate activities,constant 1390 prices,1390,2011,710144,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Real estate activities,constant 1390 prices,1393,2014,804884,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Real estate activities,constant 1390 prices,1394,2015,815512,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Real estate activities,constant 1390 prices,1395,2016,838456,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Real estate activities,constant 1390 prices,1396,2017,871204,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Real estate activities,constant 1390 prices,1397,2018,900876,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Professional, scientific and technical service activities",constant 1390 prices,1390,2011,56517,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Professional, scientific and technical service activities",constant 1390 prices,1393,2014,60967,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Professional, scientific and technical service activities",constant 1390 prices,1394,2015,61458,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Professional, scientific and technical service activities",constant 1390 prices,1395,2016,60409,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Professional, scientific and technical service activities",constant 1390 prices,1396,2017,65708,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Professional, scientific and technical service activities",constant 1390 prices,1397,2018,69309,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Administration and support service activities,constant 1390 prices,1390,2011,21712,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Administration and support service activities,constant 1390 prices,1393,2014,22531,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Administration and support service activities,constant 1390 prices,1394,2015,21805,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Administration and support service activities,constant 1390 prices,1395,2016,20784,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Administration and support service activities,constant 1390 prices,1396,2017,23053,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Administration and support service activities,constant 1390 prices,1397,2018,21235,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Public administration and urban services,constant 1390 prices,1390,2011,304577,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Public administration and urban services,constant 1390 prices,1393,2014,339110,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Public administration and urban services,constant 1390 prices,1394,2015,336897,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Public administration and urban services,constant 1390 prices,1395,2016,340502,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Public administration and urban services,constant 1390 prices,1396,2017,347317,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Public administration and urban services,constant 1390 prices,1397,2018,327330,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Education,constant 1390 prices,1390,2011,227801,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Education,constant 1390 prices,1393,2014,252088,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Education,constant 1390 prices,1394,2015,242457,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Education,constant 1390 prices,1395,2016,244120,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Education,constant 1390 prices,1396,2017,245888,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Education,constant 1390 prices,1397,2018,239993,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Human health and social work activities,constant 1390 prices,1390,2011,205816,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Human health and social work activities,constant 1390 prices,1393,2014,281930,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Human health and social work activities,constant 1390 prices,1394,2015,280064,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Human health and social work activities,constant 1390 prices,1395,2016,277871,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Human health and social work activities,constant 1390 prices,1396,2017,280693,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Human health and social work activities,constant 1390 prices,1397,2018,275950,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Other community, social, personal and household service activities",constant 1390 prices,1390,2011,55521,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,"Other community, social, personal and household service activities",constant 1390 prices,1393,2014,60477,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Other community, social, personal and household service activities",constant 1390 prices,1394,2015,59253,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Other community, social, personal and household service activities",constant 1390 prices,1395,2016,59026,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Other community, social, personal and household service activities",constant 1390 prices,1396,2017,59844,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,"Other community, social, personal and household service activities",constant 1390 prices,1397,2018,62065,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Total value added,constant 1390 prices,1390,2011,6838136,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Total value added,constant 1390 prices,1393,2014,6586192,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Total value added,constant 1390 prices,1394,2015,6552663,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Total value added,constant 1390 prices,1395,2016,7438754,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Total value added,constant 1390 prices,1396,2017,7778757,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Total value added,constant 1390 prices,1397,2018,7429873,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Net taxes on imports,constant 1390 prices,1390,2011,28675,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Net taxes on imports,constant 1390 prices,1393,2014,-4745,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Net taxes on imports,constant 1390 prices,1394,2015,25063,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Net taxes on imports,constant 1390 prices,1395,2016,70531,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Net taxes on imports,constant 1390 prices,1396,2017,91006,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Net taxes on imports,constant 1390 prices,1397,2018,52844,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Taxes on imports,constant 1390 prices,1390,2011,75778,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Taxes on imports,constant 1390 prices,1393,2014,47712,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Taxes on imports,constant 1390 prices,1394,2015,57349,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Taxes on imports,constant 1390 prices,1395,2016,88218,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Taxes on imports,constant 1390 prices,1396,2017,102774,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Taxes on imports,constant 1390 prices,1397,2018,57875,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Subsidies on imports,constant 1390 prices,1390,2011,-47103,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
IRN,Subsidies on imports,constant 1390 prices,1393,2014,-52457,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Subsidies on imports,constant 1390 prices,1394,2015,-32286,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Subsidies on imports,constant 1390 prices,1395,2016,-17687,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Subsidies on imports,constant 1390 prices,1396,2017,-11768,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",Revised figures (marked '(1)' in source).
IRN,Subsidies on imports,constant 1390 prices,1397,2018,-5031,"SCI Iran Statistical Yearbook 1399, Table 23.1 (Value Added of Economic Activities by Major Economic Sectors)",
