country_iso3,category,commodity,unit,year,value,flag,source_yearbook_edition
RUS,METALS,"Ferroalloys, Ferrosilicon","metric tons, gross weight",2016,935912,,MYB3-2019
RUS,METALS,"Ferroalloys, Ferrosilicon","metric tons, gross weight",2017,840352,,MYB3-2020-21
RUS,METALS,"Ferroalloys, Ferrosilicon","metric tons, gross weight",2018,928797,,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrosilicon","metric tons, gross weight",2019,846579,,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrosilicon","metric tons, gross weight",2020,880401,,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrosilicon","metric tons, gross weight",2021,880000,,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrosilicon","metric tons, gross weight",2022,880000,e,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2014,7500,e,MYB3-2017-18
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2015,9961,,MYB3-2019
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2016,10741,,MYB3-2019
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2017,10200,,MYB3-2020-21
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2018,9000,,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2019,10000,e,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2020,10000,e,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2021,11000,e,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrotitanium","metric tons, gross weight",2022,1000,e,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2014,11380,,MYB3-2017-18
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2015,12277,,MYB3-2019
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2016,12392,,MYB3-2019
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2017,12593,,MYB3-2020-21
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2018,11383,,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2019,10894,,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2020,9084,,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2021,9000,e,MYB3-2022
RUS,METALS,"Ferroalloys, Ferrovanadium","metric tons, gross weight",2022,9000,e,MYB3-2022
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2014,6500,r,MYB3-2017-18
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2015,8000,,MYB3-2019
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2016,9000,,MYB3-2019
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2017,7000,r,MYB3-2020-21
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2018,7000,,MYB3-2022
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2019,7000,,MYB3-2022
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2020,7000,,MYB3-2022
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2021,4000,,MYB3-2022
RUS,METALS,"Ferroalloys, Other, unspecified, electric furnacee","metric tons, gross weight",2022,1000,,MYB3-2022
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2014,179910,,MYB3-2017-18
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2015,188895,,MYB3-2019
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2016,203216,,MYB3-2019
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2017,44917,,MYB3-2020-21
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2018,43334,,MYB3-2022
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2019,51774,,MYB3-2022
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2020,0,,MYB3-2022
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2021,406000,r,MYB3-2022
RUS,METALS,"Ferroalloys, Silicomanganese","metric tons, gross weight",2022,455000,,MYB3-2022
RUS,METALS,Galliume,kilograms,2014,1000,,MYB3-2017-18
RUS,METALS,Galliume,kilograms,2015,1000,,MYB3-2019
RUS,METALS,Galliume,kilograms,2016,9000,,MYB3-2019
RUS,METALS,Galliume,kilograms,2017,7000,,MYB3-2020-21
RUS,METALS,Galliume,kilograms,2018,6000,,MYB3-2022
RUS,METALS,Galliume,kilograms,2019,8000,,MYB3-2022
RUS,METALS,Galliume,kilograms,2020,5000,,MYB3-2022
RUS,METALS,Galliume,kilograms,2021,5000,,MYB3-2022
RUS,METALS,Galliume,kilograms,2022,5000,,MYB3-2022
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2014,6,,MYB3-2017-18
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2015,6,,MYB3-2019
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2016,5,,MYB3-2019
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2017,5,,MYB3-2020-21
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2018,5,,MYB3-2022
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2019,5,,MYB3-2022
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2020,5,,MYB3-2022
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2021,5,,MYB3-2022
RUS,METALS,"Germanium, Ge contente","metric tons, gross weight",2022,5,,MYB3-2022
RUS,METALS,"Gold, Mine, Au content",kilograms,2014,246904,r,MYB3-2017-18
RUS,METALS,"Gold, Mine, Au content",kilograms,2015,248945,,MYB3-2019
RUS,METALS,"Gold, Mine, Au content",kilograms,2016,253579,,MYB3-2019
RUS,METALS,"Gold, Mine, Au content",kilograms,2017,270300,,MYB3-2020-21
RUS,METALS,"Gold, Mine, Au content",kilograms,2018,277139,,MYB3-2022
RUS,METALS,"Gold, Mine, Au content",kilograms,2019,304697,,MYB3-2022
RUS,METALS,"Gold, Mine, Au content",kilograms,2020,308560,,MYB3-2022
RUS,METALS,"Gold, Mine, Au content",kilograms,2021,313830,,MYB3-2022
RUS,METALS,"Gold, Mine, Au content",kilograms,2022,310000,e,MYB3-2022
RUS,METALS,"Gold, Refinery, secondary",kilograms,2014,35812,r,MYB3-2017-18
RUS,METALS,"Gold, Refinery, secondary",kilograms,2015,38474,,MYB3-2019
RUS,METALS,"Gold, Refinery, secondary",kilograms,2016,35014,,MYB3-2019
RUS,METALS,"Gold, Refinery, secondary",kilograms,2017,36600,,MYB3-2020-21
RUS,METALS,"Gold, Refinery, secondary",kilograms,2018,34477,,MYB3-2022
RUS,METALS,"Gold, Refinery, secondary",kilograms,2019,38487,,MYB3-2022
RUS,METALS,"Gold, Refinery, secondary",kilograms,2020,31610,,MYB3-2022
RUS,METALS,"Gold, Refinery, secondary",kilograms,2021,32590,,MYB3-2022
RUS,METALS,"Gold, Refinery, secondary",kilograms,2022,32500,e,MYB3-2022
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2014,4000,,MYB3-2017-18
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2015,5000,,MYB3-2019
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2016,5000,,MYB3-2019
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2017,5000,,MYB3-2020-21
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2018,5000,,MYB3-2022
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2019,5000,,MYB3-2022
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2020,5000,,MYB3-2022
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2021,5000,,MYB3-2022
RUS,METALS,"Indium, refinery, primary, In contente",kilograms,2022,5000,,MYB3-2022
RUS,METALS,"Iron and steel, Direct-reduced iron","metric tons, gross weight",2014,5350000,,MYB3-2017-18
RUS,METALS,"Iron and steel, Direct-reduced iron","metric tons, gross weight",2015,5436000,,MYB3-2019
RUS,METALS,"Iron and steel, Direct-reduced iron","metric tons, gross weight",2016,5820000,,MYB3-2019
RUS,METALS,"Iron and steel, Direct-reduced iron",thousand metric tons,2017,6990,,MYB3-2020-21
RUS,METALS,"Iron and steel, Direct-reduced iron","metric tons, gross weight",2018,7900000,,MYB3-2022
RUS,METALS,"Iron and steel, Direct-reduced iron","metric tons, gross weight",2019,8030000,,MYB3-2022
RUS,METALS,"Iron and steel, Direct-reduced iron","metric tons, gross weight",2020,7930000,,MYB3-2022
RUS,METALS,"Iron and steel, Direct-reduced iron","metric tons, gross weight",2021,7890000,r,MYB3-2022
RUS,METALS,"Iron and steel, Direct-reduced iron","metric tons, gross weight",2022,7660000,,MYB3-2022
RUS,METALS,"Iron and steel, Pig iron","metric tons, gross weight",2014,51460000,,MYB3-2017-18
RUS,METALS,"Iron and steel, Pig iron","metric tons, gross weight",2015,52411000,,MYB3-2019
RUS,METALS,"Iron and steel, Pig iron","metric tons, gross weight",2016,51874000,,MYB3-2019
RUS,METALS,"Iron and steel, Pig iron",thousand metric tons,2017,52127,,MYB3-2020-21
RUS,METALS,"Iron and steel, Pig iron","metric tons, gross weight",2018,51797000,,MYB3-2022
RUS,METALS,"Iron and steel, Pig iron","metric tons, gross weight",2019,51184000,,MYB3-2022
RUS,METALS,"Iron and steel, Pig iron","metric tons, gross weight",2020,52003000,,MYB3-2022
RUS,METALS,"Iron and steel, Pig iron","metric tons, gross weight",2021,53785000,,MYB3-2022
RUS,METALS,"Iron and steel, Pig iron","metric tons, gross weight",2022,51586000,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Finished, rolled",thousand metric tons,2018,61650,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Finished, rolled",thousand metric tons,2019,61639,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Finished, rolled",thousand metric tons,2020,61768,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Finished, rolled",thousand metric tons,2021,65865,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Finished, rolled",thousand metric tons,2022,61414,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2014,11300,,MYB3-2017-18
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2015,11402,,MYB3-2019
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2016,10518,,MYB3-2019
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2017,11833,,MYB3-2020-21
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2018,12151,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2019,12394,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2020,10971,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2021,11219,r,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Pipe",thousand metric tons,2022,13249,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Products, Rolled",thousand metric tons,2014,65200,,MYB3-2017-18
RUS,METALS,"Iron and steel, Steel, Products, Rolled",thousand metric tons,2015,60420,,MYB3-2019
RUS,METALS,"Iron and steel, Steel, Products, Rolled",thousand metric tons,2016,60472,,MYB3-2019
RUS,METALS,"Iron and steel, Steel, Products, Rolled",thousand metric tons,2017,60483,,MYB3-2020-21
RUS,METALS,"Iron and steel, Steel, Products, Rolled",thousand metric tons,2018,61650,,MYB3-2020-21
RUS,METALS,"Iron and steel, Steel, Products, Rolled",thousand metric tons,2019,61639,,MYB3-2020-21
RUS,METALS,"Iron and steel, Steel, Products, Rolled",thousand metric tons,2020,61768,,MYB3-2020-21
RUS,METALS,"Iron and steel, Steel, Products, Rolled",thousand metric tons,2021,65865,,MYB3-2020-21
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2014,70548,,MYB3-2017-18
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2015,69422,,MYB3-2019
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2016,70808,,MYB3-2019
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2017,71300,,MYB3-2020-21
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2018,71682,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2019,71729,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2020,71621,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2021,75585,,MYB3-2022
RUS,METALS,"Iron and steel, Steel, Raw steel",thousand metric tons,2022,71746,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrate, Fe content, 55% to 63% Fe","metric tons, gross weight",2014,60200000,,MYB3-2017-18
RUS,METALS,"Iron ore, mine, concentrate, Fe content, 55% to 63% Fe","metric tons, gross weight",2015,59619000,,MYB3-2019
RUS,METALS,"Iron ore, mine, concentrate, Fe content, 55% to 63% Fe","metric tons, gross weight",2016,59647000,,MYB3-2019
RUS,METALS,"Iron ore, mine, concentrate, Fe content, 55% to 63% Fe",thousand metric tons,2017,56074,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Fe content, 55% to 63% Fe",thousand metric tons,2018,56700,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Fe content, 55% to 63% Fe",thousand metric tons,2019,64287,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Fe content, 55% to 63% Fe",thousand metric tons,2020,69500,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Fe content, 55% to 63% Fe",thousand metric tons,2021,66700,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Gross weight","metric tons, gross weight",2014,102018500,,MYB3-2017-18
RUS,METALS,"Iron ore, mine, concentrate, Gross weight","metric tons, gross weight",2015,101049000,,MYB3-2019
RUS,METALS,"Iron ore, mine, concentrate, Gross weight","metric tons, gross weight",2016,101097000,,MYB3-2019
RUS,METALS,"Iron ore, mine, concentrate, Gross weight",thousand metric tons,2017,95042,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Gross weight",thousand metric tons,2018,96063,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Gross weight",thousand metric tons,2019,97531,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Gross weight",thousand metric tons,2020,100015,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrate, Gross weight",thousand metric tons,2021,100600,,MYB3-2020-21
RUS,METALS,"Iron ore, mine, concentrates, Fe content, 55% to 63% Fe","metric tons, gross weight",2018,56700000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Fe content, 55% to 63% Fe","metric tons, gross weight",2019,64287000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Fe content, 55% to 63% Fe","metric tons, gross weight",2020,69500000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Fe content, 55% to 63% Fe","metric tons, gross weight",2021,66700000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Fe content, 55% to 63% Fe","metric tons, gross weight",2022,55783000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Gross weight","metric tons, gross weight",2018,96063000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Gross weight","metric tons, gross weight",2019,97531000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Gross weight","metric tons, gross weight",2020,100015000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Gross weight","metric tons, gross weight",2021,100600000,,MYB3-2022
RUS,METALS,"Iron ore, mine, concentrates, Gross weight","metric tons, gross weight",2022,95100000,,MYB3-2022
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2014,239000,,MYB3-2017-18
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2015,171200,,MYB3-2019
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2016,204300,,MYB3-2019
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2017,210800,,MYB3-2020-21
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2018,206100,,MYB3-2022
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2019,207900,,MYB3-2022
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2020,200700,,MYB3-2022
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2021,212300,r,MYB3-2022
RUS,METALS,"Lead, Mine, recoverable, Pb content","metric tons, gross weight",2022,210000,,MYB3-2022
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2014,96500,e,MYB3-2017-18
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2015,106000,,MYB3-2019
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2016,130000,,MYB3-2019
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2017,140000,r,MYB3-2020-21
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2018,140000,,MYB3-2022
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2019,141000,,MYB3-2022
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2020,142000,,MYB3-2022
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2021,152800,r,MYB3-2022
RUS,METALS,"Lead, Refinery, primary and secondary","metric tons, gross weight",2022,121600,,MYB3-2022
RUS,METALS,"Magnesium, metal, primary","metric tons, gross weight",2017,65000,,MYB3-2020-21
RUS,METALS,"Magnesium, metal, primary","metric tons, gross weight",2018,67000,,MYB3-2022
RUS,METALS,"Magnesium, metal, primary","metric tons, gross weight",2019,67000,,MYB3-2022
RUS,METALS,"Magnesium, metal, primary","metric tons, gross weight",2020,48000,,MYB3-2022
RUS,METALS,"Magnesium, metal, primary","metric tons, gross weight",2021,58000,e,MYB3-2022
RUS,METALS,"Magnesium, metal, primary","metric tons, gross weight",2022,57000,e,MYB3-2022
RUS,METALS,"Magnesium, primary, metal","metric tons, gross weight",2014,62000,e,MYB3-2017-18
RUS,METALS,"Magnesium, primary, metal","metric tons, gross weight",2015,60000,,MYB3-2019
RUS,METALS,"Magnesium, primary, metal","metric tons, gross weight",2016,58900,r,MYB3-2019
RUS,METALS,"Magnesium, primary, metal","metric tons, gross weight",2017,65000,,MYB3-2019
RUS,METALS,"Magnesium, primary, metal","metric tons, gross weight",2018,67000,r,MYB3-2019
RUS,METALS,"Magnesium, primary, metal","metric tons, gross weight",2019,67000,,MYB3-2019
RUS,METALS,"Manganese, mine, concentrate, marketable, Gross weight","metric tons, gross weight",2014,0,,MYB3-2017-18
RUS,METALS,"Manganese, mine, concentrate, marketable, Gross weight","metric tons, gross weight",2015,9000,,MYB3-2019
RUS,METALS,"Manganese, mine, concentrate, marketable, Gross weight","metric tons, gross weight",2016,0,,MYB3-2019
RUS,METALS,"Manganese, mine, concentrate, marketable, Gross weight","metric tons, gross weight",2017,1000,,MYB3-2019
RUS,METALS,"Manganese, mine, concentrate, marketable, Gross weight","metric tons, gross weight",2018,57000,,MYB3-2019
RUS,METALS,"Manganese, mine, concentrate, marketable, Gross weight","metric tons, gross weight",2019,57000,e,MYB3-2019
RUS,METALS,"Manganese, mine, concentrate, marketable, Mn content","metric tons, gross weight",2014,0,,MYB3-2017-18
RUS,METALS,"Manganese, mine, concentrate, marketable, Mn content","metric tons, gross weight",2015,2000,,MYB3-2019
RUS,METALS,"Manganese, mine, concentrate, marketable, Mn content","metric tons, gross weight",2016,0,,MYB3-2019
RUS,METALS,"Manganese, mine, concentrate, marketable, Mn content","metric tons, gross weight",2017,250,,MYB3-2020-21
RUS,METALS,"Manganese, mine, concentrate, marketable, Mn content","metric tons, gross weight",2018,0,r,MYB3-2020-21
RUS,METALS,"Manganese, mine, concentrate, marketable, Mn content","metric tons, gross weight",2019,0,r,MYB3-2020-21
RUS,METALS,"Manganese, mine, concentrate, marketable, Mn content","metric tons, gross weight",2020,0,,MYB3-2020-21
RUS,METALS,"Manganese, mine, concentrate, marketable, Mn content","metric tons, gross weight",2021,0,e,MYB3-2020-21
RUS,METALS,"Molybdenum, mine, concentrate, Mo content","metric tons, gross weight",2014,3114,,MYB3-2017-18
RUS,METALS,"Molybdenum, mine, concentrate, Mo content","metric tons, gross weight",2015,3254,,MYB3-2019
RUS,METALS,"Molybdenum, mine, concentrate, Mo content","metric tons, gross weight",2016,3359,,MYB3-2019
RUS,METALS,"Molybdenum, mine, concentrate, Mo content","metric tons, gross weight",2017,3227,,MYB3-2020-21
RUS,METALS,"Molybdenum, mine, concentrate, Mo content","metric tons, gross weight",2018,2262,r,MYB3-2020-21
RUS,METALS,"Molybdenum, mine, concentrate, Mo content","metric tons, gross weight",2019,1989,r,MYB3-2020-21
RUS,METALS,"Molybdenum, mine, concentrate, Mo content","metric tons, gross weight",2020,1707,,MYB3-2020-21
RUS,METALS,"Molybdenum, mine, concentrate, Mo content","metric tons, gross weight",2021,1700,e,MYB3-2020-21
RUS,METALS,"Molybdenum, mine, concentrates, Mo content","metric tons, gross weight",2018,2262,,MYB3-2022
RUS,METALS,"Molybdenum, mine, concentrates, Mo content","metric tons, gross weight",2019,1989,,MYB3-2022
RUS,METALS,"Molybdenum, mine, concentrates, Mo content","metric tons, gross weight",2020,1707,,MYB3-2022
RUS,METALS,"Molybdenum, mine, concentrates, Mo content","metric tons, gross weight",2021,1691,r,MYB3-2022
RUS,METALS,"Molybdenum, mine, concentrates, Mo content","metric tons, gross weight",2022,1700,e,MYB3-2022
RUS,METALS,"Nickel, Metal","metric tons, gross weight",2015,231200,,MYB3-2019
RUS,METALS,"Nickel, Metal","metric tons, gross weight",2016,188700,,MYB3-2019
RUS,METALS,"Nickel, Metal","metric tons, gross weight",2017,157396,,MYB3-2020-21
RUS,METALS,"Nickel, Metal","metric tons, gross weight",2018,158005,,MYB3-2022
RUS,METALS,"Nickel, Metal","metric tons, gross weight",2019,166265,,MYB3-2022
RUS,METALS,"Nickel, Metal","metric tons, gross weight",2020,172357,,MYB3-2022
RUS,METALS,"Nickel, Metal","metric tons, gross weight",2021,145817,,MYB3-2022
RUS,METALS,"Nickel, Metal","metric tons, gross weight",2022,164250,,MYB3-2022
RUS,METALS,"Nickel, Mine, marketable, Ni content, Laterite ore","metric tons, gross weight",2014,11200,e,MYB3-2017-18
RUS,METALS,"Nickel, Mine, marketable, Ni content, Laterite ore","metric tons, gross weight",2015,7400,,MYB3-2019
RUS,METALS,"Nickel, Mine, marketable, Ni content, Laterite ore","metric tons, gross weight",2016,7000,e,MYB3-2019
RUS,METALS,"Nickel, Mine, marketable, Ni content, Laterite ore","metric tons, gross weight",2017,1800,e,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Laterite ore","metric tons, gross weight",2018,0,,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Laterite ore","metric tons, gross weight",2019,0,,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Laterite ore","metric tons, gross weight",2020,0,,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Laterite ore","metric tons, gross weight",2021,0,,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Sulfide ore, concentrate","metric tons, gross weight",2014,271950,,MYB3-2017-18
RUS,METALS,"Nickel, Mine, marketable, Ni content, Sulfide ore, concentrate","metric tons, gross weight",2015,269310,,MYB3-2019
RUS,METALS,"Nickel, Mine, marketable, Ni content, Sulfide ore, concentrate","metric tons, gross weight",2016,251840,,MYB3-2019
RUS,METALS,"Nickel, Mine, marketable, Ni content, Sulfide ore, concentrate","metric tons, gross weight",2017,207989,r,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Sulfide ore, concentrate","metric tons, gross weight",2018,216237,r,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Sulfide ore, concentrate","metric tons, gross weight",2019,231336,r,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Sulfide ore, concentrate","metric tons, gross weight",2020,232945,,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, Ni content, Sulfide ore, concentrate","metric tons, gross weight",2021,204814,,MYB3-2020-21
RUS,METALS,"Nickel, Mine, marketable, sulfide ore, concentrates, Ni content","metric tons, gross weight",2018,216237,,MYB3-2022
RUS,METALS,"Nickel, Mine, marketable, sulfide ore, concentrates, Ni content","metric tons, gross weight",2019,231336,,MYB3-2022
RUS,METALS,"Nickel, Mine, marketable, sulfide ore, concentrates, Ni content","metric tons, gross weight",2020,232945,,MYB3-2022
RUS,METALS,"Nickel, Mine, marketable, sulfide ore, concentrates, Ni content","metric tons, gross weight",2021,204814,,MYB3-2022
RUS,METALS,"Nickel, Mine, marketable, sulfide ore, concentrates, Ni content","metric tons, gross weight",2022,222447,,MYB3-2022
RUS,METALS,"Nickel, Products, chemicals","metric tons, gross weight",2014,2700,,MYB3-2017-18
RUS,METALS,"Nickel, Products, chemicals","metric tons, gross weight",2015,2900,,MYB3-2019
RUS,METALS,"Nickel, Products, chemicals","metric tons, gross weight",2016,2400,e,MYB3-2019
RUS,METALS,"Nickel, Products, chemicals","metric tons, gross weight",2017,0,,MYB3-2019
RUS,METALS,"Nickel, Products, chemicals","metric tons, gross weight",2018,0,,MYB3-2019
RUS,METALS,"Nickel, Products, chemicals","metric tons, gross weight",2019,0,,MYB3-2019
RUS,METALS,"Nickel, Refined, metal, electrolytic","metric tons, gross weight",2014,234700,r,MYB3-2017-18
RUS,METALS,"Nickel, Refined, metal, electrolytic","metric tons, gross weight",2015,231200,r,MYB3-2017-18
RUS,METALS,"Nickel, Refined, metal, electrolytic","metric tons, gross weight",2016,188700,r,MYB3-2017-18
RUS,METALS,"Nickel, Refined, metal, electrolytic","metric tons, gross weight",2017,157396,,MYB3-2017-18
RUS,METALS,"Nickel, Refined, metal, electrolytic","metric tons, gross weight",2018,158005,,MYB3-2017-18
RUS,METALS,"Nickel, Smelter, matte","metric tons, gross weight",2014,0,,MYB3-2017-18
RUS,METALS,"Nickel, Smelter, matte","metric tons, gross weight",2015,812,,MYB3-2019
RUS,METALS,"Nickel, Smelter, matte","metric tons, gross weight",2016,16862,,MYB3-2019
RUS,METALS,"Nickel, Smelter, matte","metric tons, gross weight",2017,42690,,MYB3-2020-21
RUS,METALS,"Nickel, Smelter, matte","metric tons, gross weight",2018,43918,,MYB3-2020-21
RUS,METALS,"Nickel, Smelter, matte","metric tons, gross weight",2019,53500,r,MYB3-2020-21
RUS,METALS,"Nickel, Smelter, matte","metric tons, gross weight",2020,48400,,MYB3-2020-21
RUS,METALS,"Nickel, Smelter, matte","metric tons, gross weight",2021,50000,,MYB3-2020-21
RUS,METALS,"Nickel, Smelter, mattee","metric tons, gross weight",2018,43918,,MYB3-2022
RUS,METALS,"Nickel, Smelter, mattee","metric tons, gross weight",2019,53500,,MYB3-2022
RUS,METALS,"Nickel, Smelter, mattee","metric tons, gross weight",2020,48400,,MYB3-2022
