chart_id,verdict,merge_into,proposed_title,proposed_category,reason
wdi__DT.NFL.IMFN,merge_into,proposed__external-debt-net-flows-by-creditor-type,"Net financial flows on external debt, by creditor type",External Debt,"Fragment of external-debt net financial flows broken out by creditor/instrument type; sibling DT.NFL rows exist for every creditor category (bilateral, multilateral, IMF concessional/nonconcessional, IBRD, PPG private/official/commercial-bank creditors, PNG, others). No single chart bundles this breakdown; fold into one parent with creditor type as variant."
wdi__NY.GDP.MINR.RT,keep,,,,
wdi__EG.GDP.PUSE.KO.PP,keep,,,,
wdi__TX.VAL.TECH,keep,,,,
wdi__SL.EMP.1524.SP,keep,,,,
wdi__SL.TLF.ACTI.1524,keep,,,,
wdi__GC.TAX.GSRV.VA,keep,,,,
wdi__SH.STA.OWGH.ME.MA,merge_into,wdi__SH.STA.OWGH.ME,,,Male breakdown of the modeled-estimate child-overweight series; base modeled-estimate chart wdi__SH.STA.OWGH.ME already exists (this slice) - fold in as a sex variant.
wdi__FX.OWN.TOTL.40,merge_into,wdi__FX.OWN.TOTL,,Financial Sector (Banking Access),"Demographic-segment fragment of the Findex account-ownership headline question; wdi__FX.OWN.TOTL is the existing base chart and sibling segment rows (male, female, young/older adults, education level, income quintiles) exist elsewhere in the registry. Also miscategorized under Exchange Rates - this is financial inclusion/banking access, not FX."
wdi__SE.SEC.TCAQ.FE,keep,,,,
wdi__SL.TLF.ACTI.1524.FE,keep,,,,
wdi__IT.NET.SECR,keep,,,,
wdi__EN.GHG.CH4.WA.MT.CE,keep,,,,
wdi__BX.GSR.FCTY,keep,,,,
wdi__DT.NFL.OFFT,merge_into,proposed__external-debt-net-flows-by-creditor-type,"Net financial flows on external debt, by creditor type",External Debt,"Fragment of external-debt net financial flows broken out by creditor/instrument type; sibling DT.NFL rows exist for every creditor category (bilateral, multilateral, IMF concessional/nonconcessional, IBRD, PPG private/official/commercial-bank creditors, PNG, others). No single chart bundles this breakdown; fold into one parent with creditor type as variant."
wdi__EN.GHG.CH4.AG.MT.CE,keep,,,,
wdi__NV.SRV.TOTL.KD,keep,,,,
wdi__GOV_WGI_CC,keep,,,,
wdi__ER.H2O.FWDM,keep,,,,
wdi__AG.PRD.FOOD,keep,,,,
wdi__VC.IHR.PSRC.MA,keep,,,,
wdi__SE.ADT.LITR.FE,keep,,,,
wdi__LP.LPI.OVRL,keep,,,,
wdi__DT.ODA.ODAT.XP,keep,,,,
wdi__SH.XPD.OOPC.PC,keep,,,,
wdi__DT.NFL.PCBK,merge_into,proposed__external-debt-net-flows-by-creditor-type,"Net financial flows on external debt, by creditor type",External Debt,"Fragment of external-debt net financial flows broken out by creditor/instrument type; sibling DT.NFL rows exist for every creditor category (bilateral, multilateral, IMF concessional/nonconcessional, IBRD, PPG private/official/commercial-bank creditors, PNG, others). No single chart bundles this breakdown; fold into one parent with creditor type as variant."
wdi__SE.PRM.TCHR.FE,keep,,,,
wdi__DT.TDS.DPPG.GN,keep,,,,
wdi__EN.ATM.PM25.MC.T2,keep,,,,
wdi__SH.STA.ORCF,keep,,,,
wdi__EG.FEC.RNEW,keep,,,,
wdi__FP.CPI.TOTL,keep,,,,
wdi__IT.NET,keep,,,,
wdi__BN.KAC.EOMS,keep,,,,
wdi__SH.STA.BASS,keep,,,,
wdi__SP.POP.7579.FE,merge_into,proposed__population-by-age-group-sex,Population by age group and sex (5-year bands),Demographics & Population,"Tiny slice of the population age pyramid; sibling 5-year age-band x sex rows exist for every band (0-4 through 80+, male and female) with no single WDI chart_id bundling the pyramid (confirmed via wdi__SP.POP's own notes). Fold into one 'population by age and sex' chart with age band as variant, per the UN-agencies-FAO fragment precedent."
wdi__BN.CAB.XOKA,keep,,,,
wdi__SE.SEC.ENRL.GC.FE,keep,,,,
wdi__DT.TDS.DECT.GN,keep,,,,
wdi__NE.DAB.DEFL,keep,,,,
wdi__SH.DTH.OCVD,keep,,,,
wdi__SE.ENR.PRIM.FM,keep,,,,
wdi__AG.LND.ARBL.HA,keep,,,,
wdi__EN.HPT.THRD,keep,,,,
wdi__ER.FSH.AQUA,keep,,,,
wdi__CM.MKT.LDOM,keep,,,,
wdi__SE.TER.CUAT.DO.MA,keep,,,,
wdi__DC.DAC.CECL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__EN.GHG.CO2.RT.GDP.PP,keep,,,,
wdi__SH.STA.STNT.MA,merge_into,wdi__SH.STA.STNT.ME.MA,,,Duplicate measure: raw male-specific vintage of child stunting prevalence; the modeled-estimate male sibling (wdi__SH.STA.STNT.ME.MA) already exists with denser Iran coverage (see wdi__SH.STA.STNT vs .ME density check) - fold in as alt-source vintage.
wdi__SM.POP.RHCR,keep,,,,
wdi__SL.UEM.TOTL.MA,keep,,,,
wdi__EN.GHG.N2O.WA.MT.CE,keep,,,,
wdi__SH.STA.OWGH.ME,keep,,,,
wdi__BN.GSR.GNFS,keep,,,,
wdi__SL.AGR.EMPL.MA,keep,,,,
wdi__TM.VAL.FOOD.ZS,keep,,,,
wdi__SP.M15.2024.FE,keep,,,,
wdi__TG.VAL.TOTL.GD,keep,,,,
wdi__NY.ADJ.DPEM,keep,,,,
wdi__SP.POP.1564.FE,keep,,,,
wdi__DT.TDS.DECT,keep,,,,
wdi__FS.AST.PRVT.GD,merge_into,wdi__FM.AST.PRVT.GD,,,"Byte-identical Iran values to wdi__FM.AST.PRVT.GD across all 56 overlapping years (1960-2016, verified by direct data.csv diff) under a different WDI indicator code (FS vs FM prefix) - true duplicate, consolidate onto the better-categorized chart."
wdi__SL.UEM.BASC,keep,,,,
wdi__DT.TDS.DECT.EX,keep,,,,
wdi__TX.VAL.MRCH.R3,keep,,,,
wdi__GC.TAX.YPKG.RV,keep,,,,
wdi__SH.H2O.BASW,keep,,,,
wdi__SH.STA.OWGH,merge_into,wdi__SH.STA.OWGH.ME,,,Duplicate measure: raw/survey-year vintage of child overweight prevalence; Iran data.csv shows only 3 sparse years (1995/1998/2017) vs 25 continuous years for the modeled-estimate series - fold in as alt-source vintage.
wdi__SM.POP.ASYS,keep,,,,
wdi__SN.ITK.DEFC,keep,,,,
wdi__SH.H2O.SMDW.UR,keep,,,,
wdi__SH.STA.ANVC,keep,,,,
wdi__IS.RRS.GOOD.MT,keep,,,,
wdi__DC.DAC.SVKL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__NY.ADJ.NNTY.PC,keep,,,,
wdi__SE.PRM.TCAQ,keep,,,,
wdi__SH.PRV.SMOK,keep,,,,
wdi__TM.TAX.TCOM.WM.AR,keep,,,,
wdi__GC.TAX.TOTL.GD,keep,,,,
wdi__DT.DOD.DECT,keep,,,,
wdi__EN.MAM.THRD,keep,,,,
wdi__SH.STA.STNT.FE,merge_into,wdi__SH.STA.STNT.ME.FE,,,Duplicate measure: raw female-specific vintage of child stunting prevalence; the modeled-estimate female sibling (wdi__SH.STA.STNT.ME.FE) already exists with denser Iran coverage - fold in as alt-source vintage.
wdi__DC.DAC.POLL,merge_into,wdi__DC.DAC.TOTL,,,"Donor-country fragment of bilateral aid flows; sibling DAC-donor rows exist for every donor (France, Norway, Japan, Ireland, Austria, Korea, New Zealand, Czechia, Australia, Luxembourg, EU institutions, Slovak Republic, Poland, etc.) - matches the 'UN agencies, FAO' fragment pattern in the brief; fold into the Total chart with donor as a variant."
wdi__FX.OWN.TOTL.SO,merge_into,wdi__FX.OWN.TOTL,,Financial Sector (Banking Access),"Demographic-segment fragment of the Findex account-ownership headline question; wdi__FX.OWN.TOTL is the existing base chart and sibling segment rows (male, female, young/older adults, education level, income quintiles) exist elsewhere in the registry. Also miscategorized under Exchange Rates - this is financial inclusion/banking access, not FX."
wdi__BM.GSR.TRAN,keep,,,,
wdi__BM.KLT.DINV.CD,keep,,,,
wdi__NY.GDP.FRST.RT,keep,,,,
wdi__TX.VAL.MRCH.WR,keep,,,,
wdi__DT.NFL.ILOG,merge_into,proposed__net-official-flows-un-agencies,Net official flows from UN agencies,Aid & Development Finance,"Fragment of 'Net official flows from UN agencies' - the exact pattern named in the triage brief (UN agencies, FAO); sibling DT.NFL rows exist for FAO, WHO, UNDP, UNICEF, UNHCR, WFP, IAEA, ILO, UNIDO, UNFPA, UNAIDS, WTO-ITC, CERF, UNTA. No canonical parent chart exists yet; also miscategorized under External Debt (these are aid/technical-assistance flows, not debt)."
wdi__TX.VAL.MRCH.R6,keep,,,,
