chart_id,verdict,merge_into,proposed_title,proposed_category,reason
iran_insurance__companies_by_ownership_1385_1391,keep,,,,
iran_insurance__bmi_own_financial_highlights_1386_1391,keep,,,,
iran_provincial__gdp_per_capita_excl_oil_1393_1397,keep,,,,
iran_provincial__government_budget_execution_1397_1401,keep,,,,
iran_provincial__financial_markets_insurance_1397_1401,keep,,,,
iran_provincial__industry_workshops_1396_1400,keep,,,,
iran_provincial__mining_production_value_1397_1401,keep,,,,
iran_provincial__foreign_investment_1398_1400,keep,,,,
iran_energy__national_balance_1386_1394,keep,,,,
iran_energy__natural_gas_consumption_1370_1385,keep,,,,
iran_energy__oil_products_imports_1370_1385,keep,,,,
iran_energy__npc_petrochemical_production_1375_1385,keep,,,,
iran_pmi__whole_economy_fy1403,keep,,,,
iran_pmi__sectoral_fy1403,keep,,,,
iran_bizenv__national_index_1398_1404,keep,,,,
iran_mimt__daily_bulletin_panel_1399,delete,,,,"Grab-bag of 4 unrelated operational metrics (permits, licenses, e-signatures, land contracts) with only 5 single-day observations each; own notes: 'not a macro time series'. Too thin and heterogeneous to be a usable measure chart."
iran_unido_cip__iran_subindicators_2010_2014,keep,,,,
iran_unido_cip__regional_comparison_2010_2014,keep,,,,
iran_imidro__production_performance_2011_2015,split,,Steel Production vs. Budget & Plan (2011-2015) | Copper Production vs. Budget & Plan (2011-2015) | Aluminum Production vs. Budget & Plan (2011-2015) | Coal Production vs. Budget & Plan (2011-2015) | Iron Ore Production vs. Budget & Plan (2011-2015),,"Bundles 5 commodities (steel, copper, aluminum, coal, iron ore) in one chart the same way the USGS mining-comparator rows do; each commodity already has its own dedicated Iran chart in this slice (iran_crude_steel_production_1973_1980, iran_copper_production_by_stage_1961_1980, iran_aluminum_production_1973_1980, iran_coal_production_1961_1980, iran_iron_ore_production_1961_1980) -- fold this 2011-2015 actual/budget/plan data into each as a later-year variant rather than a separate multi-commodity chart."
iran_imidro__sales_export_by_group_2011_2015,keep,,,,
iran_ports__thc_container_handling_2024,keep,,,,
iran_ports__ship_port_dues_2024,keep,,,,
iran_ports__container_storage_charges_2024,keep,,,,
iranplanbudgetorg__five_year_plan_gdp_growth_targets,keep,,,,
iranplanbudgetorg__five_year_plan_sectoral_growth_targets,keep,,,,
iranplanbudgetorg__five_year_plan_investment_ceilings,keep,,,,
iran_sci1399__labor_force_indicators_1380_1399,keep,,,,
iran_sci1399__government_budget_summary_1385_1400,keep,,,,
iran_sci1399__cpi_by_coicop_group_1390_1399,keep,,,,
iran_sci1399__gdp_value_added_by_sector_1390_1397,keep,,,,
iran_sci1399__gdp_by_expenditure_component_1390_1397,keep,,,,
iran_census1996__admin_units_by_province,keep,,,,
iran_census1996__population_by_sex_residence,keep,,,,
iran_census1996__population_by_age_group,keep,,,,
iran_census1996__literacy_by_age_group,keep,,,,
iran_census1996__school_enrollment_by_age_group,keep,,,,
iran_census1996__activity_status_by_residence_sex,keep,,,,
iran_unctad_maritime__facts_snapshot_2024,split,,"Container Port Throughput (UNCTAD, 2024) | Number of Seafarers (UNCTAD, 2024) | Shipbuilding & Ship Recycling Activity (UNCTAD, 2024)",,"Bundles fleet size, port throughput, shipbuilding/recycling, and seafarers count (4 measures) in one snapshot; the fleet-size component duplicates the sibling iran_unctad_maritime__national_fleet_by_type_2005_2024 in this same slice and should merge_into it, leaving the other 3 as their own thin single-point charts (matching the split proposed for maritime_comparator__unctad_maritime_key_figures_2024)."
iran_unctad_maritime__merchandise_trade_2005_2024,keep,,,,
iran_unctad_maritime__transport_services_trade_2005_2024,keep,,,,
iran_unctad_maritime__national_fleet_by_type_2005_2024,keep,,,,
iran_opec__facts_snapshot_2024,split,,Population (OPEC ASB 2024 cross-check) | GDP (OPEC ASB 2024 cross-check) | Trade (OPEC ASB 2024 cross-check) | Energy Metrics (OPEC ASB 2024 cross-check),,"Textbook 'one-off OPEC snapshot table' anti-pattern named in the brief: 21 metrics spanning population, GDP, trade, and energy bundled into one document-named chart. Each measure should merge into its corresponding existing Iran chart (population/GDP -> WDI or WEO charts, trade -> WDI trade aggregate, energy -> owid__oil_production_volume / iran_opec__natural_gas_2020_2024) as a single-year 2024 cross-check point, not remain a standalone 'OPEC facts' chart."
iran_opec__macro_aggregates_2020_2024,split,,"Petroleum Export Value (OPEC, 2020-2024)",,Own notes: population/GDP/trade aggregates here 'likely conceptually overlap WDI's own indicators' and should merge into those; only the isolated petroleum-export-value line is genuinely novel and should become/merge into an oil-export-value chart.
iran_opec__natural_gas_2020_2024,keep,,,,
iran_opec__heavy_crude_spot_price_2020_2024,keep,,,,
iran_giews__cereal_import_requirements_2010_2027,keep,,,,
iran_giews__wheat_guaranteed_purchase_price_2013_2026,keep,,,,
ussr_russia_cia_gnp_by_sector_1950_1987,keep,,,,
ussr_russia_cia_gnp_by_end_use_1950_1987,retitle,,"USSR GNP by End Use, Consumption, Investment, Government (CIA estimate, 1982 rubles)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
ussr_russia_cia_consumption_population_1950_1987,keep,,,,
ussr_russia_cia_gnp_growth_defense_narrative,retitle,,"USSR GNP Growth & Defense-Spending Burden, CIA Assessment Timeline",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
ussr_us_gnp_pct_comparison_1960_1983,keep,,,,
ussr_us_gnp_ruble_valuation_1960_1981,keep,,,,
ussr_us_defense_spending_ruble_valuation_1960_1981,keep,,,,
ussr_russia_narkhoz_national_economy_index_1913_1989,keep,,,,
ussr_russia_narkhoz_population_1913_1956,keep,,,,
ussr_russia_narkhoz_grain_harvest_index_1950_1956,keep,,,,
ussr_russia_narkhoz_livestock_products_index_1950_1956,keep,,,,
ussr_russia_narkhoz_livestock_headcount_1916_1956,retitle,,"USSR Livestock Headcount, Cattle, Pigs, Sheep & Goats (official Soviet statistics)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
ussr_russia_narkhoz_1932_five_year_plan_farm_machinery,keep,,,,
ussr_russia_imperial_population_by_region_1858_1910,keep,,,,
ussr_russia_imperial_international_population_comparison,keep,,,,
ussr_russia_imperial_population_density_comparison,keep,,,,
ussr_russia_imperial_foreign_trade_1897_1908,keep,,,,
fx__official_vs_parallel_gap_irn,retitle,,Official vs. Parallel (Black-Market) USD Exchange Rate & the Gap,,"Title used an em dash and an ""Iran —"" prefix; every chart on this site is already Iran-centric so the country prefix is redundant, and house style forbids em dashes."
iran_aviation__events_fleet_workforce_1952_1988,keep,,,,
iran_data_portal__employment_by_sector_1956_2011,keep,,,,
iran_data_portal__employment_by_gender_1966_2011,keep,,,,
iran_data_portal__housing_units_by_household_size_1966_2006,keep,,,,
iran_concessions__darcy_oil_1901_terms,retitle,,"1901 D'Arcy Oil Concession, Contract Terms",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
iran_concessions__automotive_joint_ventures_1956_1979,keep,,,,
iran_media__cinema_theaters_attendance_1932_1986,keep,,,,
iran_media__film_production_industry_1941_1982,keep,,,,
iran_media__press_periodicals_1898_1988,keep,,,,
iran_telecom__postal_service_1913_1989,keep,,,,
iran_telecom__telegraph_offices_1914_1989,keep,,,,
iran_telecom__radio_tv_ownership_1940_1989,keep,,,,
white_revolution__literacy_corps_program_totals_1963_1979,retitle,,"Literacy Corps (Sepah-e Danesh), Cumulative Program Totals (1963-1979)",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
white_revolution__extension_corps_stats_1964_1965,retitle,,"Extension & Development Corps (Sepah-e Tarvij), Service Structure & Fertilizer Adoption",,Title used an em dash; house style requires commas instead of em dashes (no other content issue).
white_revolution__corps_stats_bundle_1963_1978,keep,,,,
wb_poverty__iran_poverty_rate_by_region_2011_2020,keep,,,,
specialty_goods__tobacco_monopoly_1890_1995,keep,,,,
specialty_goods__tobacco_post_privatization_2018,keep,,,,
specialty_goods__carpet_export_value_1960_2024,keep,,,,
specialty_goods__caviar_shilat_production_2013_2024,keep,,,,
specialty_goods__caviar_sturgeon_aquaculture_2010_2018,keep,,,,
specialty_goods__trans_iranian_railway_financing_1938_39,keep,,,,
frus__1951_54_foreign_aid_exim_loan_negotiations,keep,,,,
frus__1951_54_oil_production_trade_abadan_crisis,keep,,,,
frus__1951_54_misc_smaller_categories,delete,,,,"chart_id literally says 'misc' -- bundles 8 unrelated categories (Prices, Trade, Money Supply, Agriculture, Demographics, etc.) at 1-3 rows each, own notes: 'individually too thin for a standalone chart-worthy series'. The one historically notable item (CIA/TPAJAX covert-financing rows) should live as a citation/footnote, not justify keeping the whole grab-bag as a chart."
frus__1973_76_arms_deals_cost_escalation,keep,,,,
frus__1973_76_oil_price_shock_production_revenue,keep,,,,
frus__1973_76_government_finance_oil_dependence,keep,,,,
frus__1973_76_outbound_foreign_aid,keep,,,,
frus__1973_76_western_oil_import_cost_impact,keep,,,,
frus__1973_76_foreign_investment_deal_pipeline,keep,,,,
frus__1973_76_trade_targets_historical_comparison,needs_review,,,,"Own notes flag this as AMBIGUOUS: roughly 4-6 of 28 rows are actual-outturn trade totals likely duplicating WDI's NE.EXP.GNFS/NE.IMP.GNFS, the rest are forward-looking 1983 targets and a historical comparison anchor. Needs a row-level split that isn't determinable from the registry row alone."
frus__1973_76_gnp_targets_comparator_growth,keep,,,,
frus__1973_76_inflation_and_import_prices,split,,Iran & Comparator Inflation Citations | Import Unit Prices by Commodity,,Bundles inflation-rate citations (3 of 19 rows overlap wdi__FP.CPI.TOTL per own notes -- should eventually merge there as corroborating citations) with specific commodity import unit prices (a different measure entirely); split into the two measure families.
frus__1973_76_demographics_population,needs_review,,,,"Own notes flag this as AMBIGUOUS: most rows (rural-population share, literacy, growth rate) are concepts WDI already tracks continuously for Iran and could become corroborating alt-source citations there; a couple of rows (1983 population projection, ~16,000 US residents) are genuinely unique. Needs a row-level split not determinable from the registry row alone."
frus__1973_76_misc_smaller_categories,delete,,,,"chart_id literally says 'misc' -- bundles 7 unrelated categories (Manufacturing, Agriculture, Metals & Minerals, Labor, etc.); own notes flag the Metals & Minerals rows as 1983 production TARGETS distinct from the registry's actual-production charts, but the bucket as a whole is too thin and heterogeneous to be a usable chart."
cia_econ__shah_economy_overview_1974,split,,"GNP Growth (1973-74, CIA Estimate) | Fifth Plan Spending, Planned vs. Actual | Oil Revenue Outlook (1974, CIA Estimate) | Foreign Lending & Investment Commitments (1974) | Cumulative Arms Spending (1967-73) | Inflation Rate (1972-Q1 1974) | Income Share, Top vs. Bottom 20% (1974)",,"Title names the source and document year directly ('per CIA (1974)'), the exact anti-pattern the brief calls out; content bundles 7 distinct measures from one document. Income-share portion should merge as a corroborating point into wid__income_share_top10/wid__income_share_top1 (this same slice, different percentile cuts but same measure family); inflation portion should cross-check wdi__FP.CPI.TOTL."
cia_econ__iran_iraq_economic_balance_1986,split,,"FX Revenue Under Oil-Price Collapse (Iran vs. Iraq, 1985-86) | Unemployment Rate (Iran, 1986) | Iraq Debt Default & Repayment Citations (1986) | Foreign Aid to Iraq from Gulf States (1980-86)",,"Single 1986-document-based chart bundling FX-revenue collapse, employment, Iraq debt-default status, and Gulf-state aid to Iraq -- 4 distinct measures. The debt-default component should be cross-referenced with cia_econ__gloomy_prospects_iraq_debt_rescheduling_1987 and the external-debt canonical chart family (wdi__DT.DOD.DECT) in a follow-up pass."
cia_econ__war_weary_demographic_macro_comparison_1988,split,,"Population, Iran vs. Iraq (Wartime, 1978-88) | Tehran Housing Conditions (Wartime)",,"Bundles population, health/housing conditions, and general macro comparison for Iran vs. Iraq into one 1988-document-based chart. Population component should corroborate Iran's existing WDI population chart (outside this slice) with Iraq as comparator-country data, per the hero+comparator doctrine; Tehran housing is a distinct, novel measure that stands alone."
cia_econ__war_weary_external_sector_comparison_1988,merge_into,wdi__DT.DOD.DECT,,,"THE OWNER'S CANONICAL EXAMPLE: this is the 'Iran vs. Iraq external debt during the war' anti-pattern named in the brief almost verbatim (title: 'Iran vs. Iraq Wartime External-Sector Comparison: Debt, FX, Trade & Oil'). Debt is the measure; Iraq is a comparator country, not a standalone chart. Merge the debt-stock content into wdi__DT.DOD.DECT (External debt stocks, total) with Iraq tagged as comparator-country data alongside Iran. The FX/Trade/Oil sub-content bundled in the same citation table should be split off separately in a follow-up (FX -> fx__official_vs_parallel_gap_irn corroboration, Oil -> owid__oil_production_volume corroboration, Trade -> the Iran WDI trade-aggregate chart) rather than remaining part of a debt-titled chart."
cia_econ__war_weary_military_infra_govt_finance_1988,split,,"Military Expenditure Citations (Iran vs. Iraq, Wartime)",,Own notes describe this as the 'remaining smaller categories' leftover from the 1988 war-weary-economies document not covered by the demographic/macro or external-sector rows -- a residual grab-bag of Military + Infrastructure + Government-Finance (3 topics). Keep Military Expenditure (the title's primary framing) as its own thin chart; the infrastructure and govt-finance fragments are too residual to be individually chart-worthy.
cia_econ__gloomy_prospects_current_account_scenarios_1987,keep,,,,
cia_econ__gloomy_prospects_trade_oil_1987,keep,,,,
cia_econ__gloomy_prospects_iraq_debt_rescheduling_1987,keep,,,,
cia_econ__gloomy_prospects_misc_1987,delete,,,,"Own notes describe this as bundling 'the remaining smaller categories' from the 1987 document (Foreign Aid, FX, Military, Prices, Demographics, Labor, Infrastructure, Macro -- 8 topics) not covered by the other 1987-document rows in this slice; classic misc grab-bag, each category too thin to be its own chart."
nis33__land_use_irrigation_demographics,keep,,,,
nis33__crop_livestock_production_opium,split,,Opium Poppy Cultivation by Province (1971),,"Bundles crop production (likely overlaps FAOSTAT QCL), livestock population (likely overlaps FAOSTAT/WDI livestock counts), and opium poppy cultivation by province (genuinely novel, no existing chart) -- keep the opium-cultivation measure as its own chart; the crop/livestock portions need a WDI/FAOSTAT dedup check before being staged as anything."
nis33__oil_production_export_destination,split,,Crude Oil Export Destination by Region (1960-1971),,"Bundles production-by-operator (own notes: may overlap owid__oil_production_volume, not confirmed) with export-destination-by-region (genuinely novel) and a brief gas/electric-power narrative aside; keep export-destination as its own chart, fold production-by-operator into owid__oil_production_volume as a cross-check pending confirmation, drop the narrative aside."
nis33__manufactured_goods_output,split,,Television Output (1970s) | Refrigerator Output (1970s),,Bundles Cars + TVs + Refrigerators + Cement (4 distinct goods); own notes flag the cement line as likely overlapping iran_cement_production_1954_1980 and the passenger-car line as pre-dating/extending iran_automotive_national_vehicle_production_1970_2018 (both exist in this same slice -- merge those two lines in as earlier data points). TVs and refrigerators have no existing chart and become new standalone entries.
nis33__trade_by_commodity_and_partner,keep,,,,
nis33__external_debt_investment_fx,split,,"Foreign Investment Citations (NIS-33, 1973) | Foreign Exchange Citations (NIS-33, 1973)",,"Own notes: 'too small and conceptually mixed (three different topics)' -- External Debt, Foreign Investment, and Foreign Exchange bundled together. The External Debt rows (8) should merge_into wdi__DT.DOD.DECT as pre-1973 corroborating citations (same canonical debt chart as the Iran-Iraq war-era CIA rows in this slice); Foreign Investment and Foreign Exchange become their own thin citation charts."
nis33__macro_national_accounts,needs_review,,,,Own notes flag this as AMBIGUOUS: an 11-row GNP/national-accounts bucket possibly duplicating WDI's NY.GNP.*/NY.GDP.* concepts for early-1970s years; kept new pending a row-level read the registry row alone can't resolve.
usaid_pt4__ford_foundation_harvard_advisory_group,keep,,,,
usaid_pt4__motheral_report_land_reform,keep,,,,
imf_a4__oil_production_trade_2015_2018,split,,"Crude Oil Production Projections (IMF Article IV, 2015-2018) | Crude Oil Export Volume Projections (IMF Article IV, 2015-2018) | Crude Oil Export Revenue Projections (IMF Article IV, 2015-2018)",,"Title bundles Production + Export Volumes + Revenue Projections (3 measures), the doctrine's classic 'tonnes + volume + revenue jammed together' pattern; own notes argue these are sanctions-relief-scenario projections distinct in kind from OWID/WDI outturn series, which justifies keeping them separate from those charts, but not from each other."
imf_a4__foreign_exchange_2015_2018,merge_into,fx__official_vs_parallel_gap_irn,,,"Title names the source document directly ('2018 Press Release'); content is 5 narrative rows on the official/market FX-rate spread, a single coherent measure that directly extends the official-vs-parallel FX gap narrative already tracked in fx__official_vs_parallel_gap_irn (this same slice) as an early-JCPOA-withdrawal-era data point."
