source_file,date,title,title_fa,description_fa,note
iran.csv,2025-09-27,UN snapback sanctions reimposed,بازگشت تحریم‌های سازمان ملل (مکانیسم ماشه),پس از فعال‌سازی مکانیسم بازگشت تحریم‌های برجام توسط سه کشور اروپایی (فرانسه، آلمان، بریتانیا) در 6 شهریور 1404 به دلیل نقض تعهدات از سوی ایران، مهلت 30 روزه سپری شد و تحریم‌های شورای امنیت سازمان ملل بر اساس قطعنامه‌های 1696 تا 1929 (تحریم تسلیحاتی و محدودیت‌های مالی و تجاری مرتبط با اشاعه) در 5 تا 6 مهر 1404 بازگردانده شد.,
iran.csv,2025-10-05,Currency redenomination law passed,تصویب قانون حذف صفر از پول ملی,"مجلس قانونی برای حذف چهار صفر از ریال (10,000 ریال قدیم برابر با 1 ریال جدید) و معرفی واحد فرعی موسوم به «قِران» تصویب کرد؛ بانک مرکزی دو سال فرصت دارد شیوه‌های اجرا را تعیین کند و پس از آن دوره گذار سه‌ساله همزمانی دو پول آغاز می‌شود، در شرایطی که تورم حدود 40 درصد است و ریال از زمان بازگشت تحریم‌ها در سال 2018 بیش از 90 درصد از ارزش خود را از دست داده است.",
iran.csv,1932-04-01,Rial replaces qran as national currency,جایگزینی ریال به‌جای قِران به‌عنوان پول ملی,"بر اساس قانون واحد پول 1309-1310، بانک ملی ایران انحصار انتشار اسکناس را از بانک شاهنشاهی انگلیس در پارس (در ازای پرداخت 200,000 پوند) بر عهده گرفت و ریال، که به 100 دینار جدید تقسیم می‌شد، به‌جای قِران به‌عنوان پول رسمی پارس با برابری یک‌به‌یک جایگزین شد؛ نخستین اسکناس‌های بانک ملی (5، 10، 20، 100 و 500 ریالی) از فروردین 1311 منتشر شدند.",
iran.csv,1960-09-14,OPEC founded with Iran as charter member,تأسیس اوپک با عضویت بنیان‌گذار ایران,ایران، عراق، کویت، عربستان سعودی و ونزوئلا سازمان کشورهای صادرکننده نفت (اوپک) را در کنفرانس بغداد (19 تا 23 شهریور 1339) برای هماهنگی سیاست‌های نفتی اعضا و مقابله با کاهش یک‌جانبه قیمت‌های اعلامی توسط شرکت‌های بزرگ نفتی غربی تأسیس کردند؛ نماینده ایران، فؤاد روحانی، نخستین دبیرکل اوپک شد.,
iran.csv,1962-09-01,Third Development Plan launched,آغاز برنامه سوم توسعه,سازمان برنامه ایران، برنامه سوم توسعه (شهریور 1341 تا فروردین 1347) را که نخستین برنامه جامع توسعه اقتصادی کشور بود، آغاز کرد و بر صنایع سنگین و زیرساخت‌های پشتیبان آن تأکید داشت و در عین حال بانکداری بخش خصوصی و دولتی را برای تشویق سرمایه‌گذاری در صنایع جدید گسترش داد.,
iran.csv,1968-03-21,Fourth Development Plan launched,آغاز برنامه چهارم توسعه,برنامه چهارم توسعه (1968-1973) اولویت را به سمت صنعت، کشاورزی و خدمات، به‌ویژه حمل‌ونقل و ارتباطات، با تأکید کمتر بر زیرساخت‌سازی برنامه سوم تغییر داد و هدف آن افزایش رشد تولید ناخالص ملی از طریق بهره‌وری صنعتی و گسترش خدمات رفاه اجتماعی بود.,
iran.csv,1973-03-21,Fifth Development Plan Law ratified,تصویب قانون برنامه پنجم توسعه,مجلس قانون برنامه پنجم توسعه را که دوره فروردین 1352 تا اسفند 1356 را دربرمی‌گرفت، تصویب و سازمان برنامه را به سازمان برنامه و بودجه بازسازی کرد؛ ظرف 18 ماه، این برنامه پس از آنکه شوک قیمت نفت 1973-1974 درآمد نفتی دولت را تقریباً چهار برابر کرد، به‌طور چشمگیری روبه‌بالا بازنگری شد (نک: مدخل 1 مرداد 1353 درباره بازنگری برنامه پنجم).,
iran.csv,1979-03-05,Bonyad Mostazafan founded from confiscated Pahlavi assets,تأسیس بنیاد مستضعفان از دارایی‌های مصادره‌شده پهلوی,آیت‌الله خمینی فرمان تأسیس بنیاد مستضعفان را صادر کرد، جانشین بنیاد پهلوی، برای اداره دارایی‌های مصادره‌شده از خاندان سلطنتی پیشین و ده‌ها تن از وابستگان نظام سابق؛ ظرف یک دهه دارایی‌های آن گفته می‌شود از 20 میلیارد دلار در قالب حدود 140 کارخانه، 470 بنگاه کشاورزی-صنعتی، 100 شرکت ساختمانی، 64 معدن و 250 شرکت بازرگانی فراتر رفت و به یکی از چند کنگلومرای بنیادی تبدیل شد که خارج از نظارت معمول بودجه‌ای و مالیاتی فعالیت می‌کنند.,
iran.csv,1981-01-19,Algiers Accords partially unfreeze Iranian assets,توافق الجزایر بخشی از دارایی‌های ایران را آزاد می‌کند,توافق الجزایر به بحران 444روزه گروگان‌گیری پایان داد: آمریکا موافقت کرد حدود 7.9 تا 8 میلیارد دلار از تقریباً 12 میلیارد دلار دارایی‌های ایران که در آبان 1358 مسدود شده بود را آزاد کند، 50 تن طلای نگهداری‌شده در بانک فدرال رزرو نیویورک را منتقل کند و دیوان داوری دعاوی ایران و آمریکا را در لاهه تأسیس کند، در حالی که ایران بیش از 1 میلیارد دلار در حساب امانی برای تسویه دعاوی باقی‌مانده واریز کرد؛ این توافق بازگشایی مهم اما تنها جزئی از انجماد دارایی‌های سال 1979 بود.,
iran.csv,1987-10-29,US bans imports of Iranian-origin goods,آمریکا واردات کالاهای با منشأ ایران را ممنوع می‌کند,فرمان اجرایی 12613 واردات هرگونه کالا یا خدمات با منشأ ایران به آمریکا را ممنوع می‌کند، با استناد به حمایت دولت ایران از تروریسم و حملات به کشتی‌های تحت پرچم آمریکا و دیگر کشتی‌های بی‌طرف در خلیج فارس در جریان جنگ ایران و عراق؛ استثناها شامل مواد خبری، فرآورده‌های نفتی پالایش‌شده از نفت خام ایران در کشورهای ثالث و کالاهایی است که پیش از تاریخ اجرای این فرمان (ساعت 12:01 ظهر به وقت شرقی، 7 آبان 1366) از ایران صادر شده بودند.,
iran.csv,1995-03-15,US bans Iranian petroleum-development deals,آمریکا قراردادهای توسعه نفتی ایران را ممنوع می‌کند,فرمان اجرایی 12957 وضعیت اضطراری ملی در قبال ایران را اعلام و اتباع آمریکایی را از تأمین مالی، مدیریت یا نظارت بر توسعه منابع نفتی ایران منع می‌کند، مقدمه‌ای محدودتر بر ممنوعیت جامع تجارت و سرمایه‌گذاری آمریکا که دو ماه بعد (فرمان اجرایی 12959، 16 اردیبهشت 1374) اعمال شد.,
iran.csv,2006-07-31,UNSC Resolution 1696 demands enrichment suspension,قطعنامه 1696 شورای امنیت خواستار تعلیق غنی‌سازی,شورای امنیت قطعنامه 1696 (با رأی 14 موافق و 1 مخالف قطر) را با استناد به فصل هفتم ماده 40 منشور تصویب کرد که خواستار تعلیق تمام فعالیت‌های غنی‌سازی و بازفرآوری اورانیوم ایران تا 9 شهریور 1385 شد وگرنه با تحریم‌های اقتصادی و دیپلماتیک بر اساس ماده 41 روبه‌رو خواهد شد؛ ایران این خواسته را نپذیرفت و شورا در دی همان سال با نخستین قطعنامه واقعی تحریمی (1737) پیگیری کرد.,
iran.csv,2007-03-24,UNSC Resolution 1747 expands arms embargo,قطعنامه 1747 شورای امنیت تحریم تسلیحاتی را گسترش می‌دهد,قطعنامه 1747 صادرات هرگونه سلاح یا مهمات مرتبط توسط ایران را ممنوع می‌کند، از کشورها و نهادهای مالی بین‌المللی می‌خواهد از انعقاد کمک‌های مالی، وام‌های ترجیحی یا اعطای جدید با دولت ایران به‌جز برای مقاصد بشردوستانه یا توسعه‌ای خودداری کنند و دارایی‌های 28 فرد و نهاد دیگر مرتبط با برنامه‌های هسته‌ای و موشکی ایران را مسدود می‌کند.,
iran.csv,2008-03-03,UNSC Resolution 1803 tightens bank and cargo vigilance,قطعنامه 1803 شورای امنیت نظارت بر بانک‌ها و محموله‌ها را تشدید می‌کند,قطعنامه 1803 (با رأی 14 موافق و امتناع اندونزی) از کشورها می‌خواهد در صورت وجود دلایل موجه، محموله هواپیماها و کشتی‌های متعلق به یا تحت بهره‌برداری شرکت هواپیمایی باری ایران و خط کشتیرانی جمهوری اسلامی ایران را بازرسی کنند و هوشیاری بر تراکنش‌های تمام بانک‌های ایرانی، به‌ویژه بانک ملی و بانک صادرات، برای جلوگیری از جریان‌های مالی مرتبط با فعالیت‌های حساس به اشاعه هسته‌ای اعمال کنند.,
iran.csv,2010-07-01,CISADA expands US sanctions on fuel and financial sectors,قانون سیسادا تحریم‌های آمریکا بر بخش سوخت و مالی را گسترش می‌دهد,رئیس‌جمهور اوباما قانون جامع تحریم، پاسخگویی و واگذاری سرمایه‌گذاری ایران (سیسادا) را که با آرای 408 به 8 در مجلس نمایندگان و 99 به صفر در سنا تصویب شده بود، امضا کرد؛ این قانون شرکت‌هایی که به ایران بنزین یا فرآورده‌های نفتی تصفیه‌شده می‌فروشند یا از ظرفیت پالایشی داخلی آن پشتیبانی می‌کنند را هدف می‌گیرد، با توجه به وابستگی ایران به واردات بنزین با وجود صادرکننده بودن نفت خام، و تحریم بانک‌های خارجی‌ای که آگاهانه تراکنش‌های چشمگیری با سپاه پاسداران انقلاب اسلامی یا وابستگان آن انجام می‌دهند را الزامی می‌کند.,
iran.csv,2011-12-31,NDAA Section 1245 targets Central Bank of Iran,بند 1245 قانون بودجه دفاعی بانک مرکزی ایران را هدف قرار می‌دهد,بند 1245 قانون بودجه دفاعی سال مالی 2012 آمریکا مسدودسازی دارایی‌های تحت صلاحیت آمریکا متعلق به مؤسسات مالی ایرانی از جمله بانک مرکزی ایران را الزامی می‌کند و بانک‌های خارجی‌ای که آگاهانه تراکنش‌های چشمگیر با بانک مرکزی ایران انجام دهند را با از دست دادن دسترسی مستقیم به نظام مالی آمریکا تهدید می‌کند؛ این تشدید بزرگ که کانال‌های پرداخت درآمد نفتی ایران را هدف گرفت، به سقوط ریال در سال بعد کمک کرد.,
iran.csv,2012-10-01,Rial collapses amid sanctions squeeze,سقوط ریال در بحبوحه فشار تحریم‌ها,"تحت فشار همزمان تحریم‌های بانک مرکزی قانون بودجه دفاعی، تحریم نفتی اتحادیه اروپا و قطع سوئیفت، ریال بازار آزاد ایران در یک هفته حدود یک‌چهارم تا 40 درصد از ارزش خود در برابر دلار آمریکا را از دست داد و به حدود 35,000 تا 40,000 ریال در برابر هر دلار رسید، در مقایسه با حدود 10,000 ریال دو سال پیش از آن؛ کاسبان بازار بزرگ تهران در 12 مهر 1391 در اعتراض دست به اعتصاب زدند.",
iran.csv,2006-12-01,First Justice Shares distributed,توزیع نخستین سهام عدالت,در چارچوب خصوصی‌سازی اصل 44، دولت توزیع «سهام عدالت» یارانه‌ای در بنگاه‌های دولتی را میان خانوارهای کم‌درآمد، خانواده‌های جانبازان جنگی و اعضای بسیج آغاز کرد؛ تا آذر 1385 حدود 4.6 میلیون ایرانی سهامی به ارزش تقریبی 2.5 میلیارد دلار (حدود 550 دلار به ازای هر نفر) دریافت کرده بودند، با محدودیت ده‌ساله بر معامله آن‌ها.,
iran.csv,2009-09-27,Telecommunication Company of Iran privatized to IRGC-linked consortium,واگذاری شرکت مخابرات ایران به کنسرسیومی وابسته به سپاه,سهم کنترلی بیش از 50 درصد شرکت مخابرات ایران به ازای 7.8 میلیارد دلار به کنسرسیوم اعتماد مبین فروخته شد، که با پشتیبانی بنیاد تعاون سپاه، بنیاد مستضعفان و ستاد اجرایی فرمان امام پشتیبانی می‌شد، پس از آنکه تنها رقیب پیشنهاددهنده بخش خصوصی به دلایل امنیتی رد صلاحیت شد؛ این معامله به بزرگ‌ترین تراکنش تاریخ بورس تهران و نمونه‌ای پراستناد از خصوصی‌سازی اصل 44 تبدیل شد که دارایی‌های دولتی را به نهادهای شبه‌دولتی و وابسته به سپاه، نه بخش خصوصی، منتقل می‌کرد.,
iran.csv,2014-02-19,Khamenei issues Resistance Economy general policies,ابلاغ سیاست‌های کلی اقتصاد مقاومتی توسط خامنه‌ای,رهبر معظم انقلاب آیت‌الله خامنه‌ای «سیاست‌های کلی اقتصاد مقاومتی» را بر اساس اصل 110 قانون اساسی به مجمع تشخیص مصلحت نظام ابلاغ کرد که دولت را ملزم به کاهش وابستگی به درآمد نفتی، ترویج تولید دانش‌بنیان و داخلی و ادغام تاب‌آوری در برابر تحریم در برنامه‌ریزی اقتصادی می‌کرد؛ این سند به چارچوب غالب رسمی سیاست اقتصادی ایران در دوران تحریم‌های دهه 2010 بدل شد.,
iran.csv,2018-04-09,"Rouhani unifies exchange rate, bans free-market trading",روحانی نرخ ارز را یکسان می‌کند و معامله بازار آزاد را ممنوع می‌سازد,"در پیش‌بینی خروج مورد انتظار آمریکا از برجام و کاهش ارزش ریال، دولت نرخ رسمی واحد 42,000 ریال در برابر دلار را تعیین کرد و جهانگیری، معاون اول رئیس‌جمهور، معامله غیرمجاز ارز را معادل قاچاق اعلام کرد که مشمول پیگرد قضایی و انتظامی است؛ نرخ یکسان‌شده پایدار نماند و نرخ بازار سیاه ظرف یک ماه به حدود 70,000 ریال در برابر دلار رسید.",
iran.csv,2018-04-23,NIMA secondary forex market launched,راه‌اندازی سامانه نیما در بازار ثانویه ارز,بانک مرکزی سامانه الکترونیکی نیما (سامانه یکپارچه مدیریت ارز) را راه‌اندازی کرد که صادرکنندگان را ملزم می‌کرد درآمد ارزی خود را از طریق صرافی‌های مجاز به واردکنندگان کالاهای غیرضروری با نرخی متفاوت از نرخ رسمی و بازار آزاد و متناسب با بازار بفروشند، اقدامی که تنها چند هفته پس از ناکامی یکسان‌سازی نرخ ارز در فروردین 1397، بازگشت ایران به نظام چندنرخی ارز را رسمیت بخشید.,
iran.csv,2019-04-08,US designates IRGC a Foreign Terrorist Organization,آمریکا سپاه پاسداران را سازمان تروریستی خارجی معرفی می‌کند,وزارت امور خارجه آمریکا سپاه پاسداران انقلاب اسلامی، شامل نیروی قدس و نهادهای وابسته مانند قرارگاه سازندگی خاتم‌الانبیا، را از 26 فروردین 1398 سازمان تروریستی خارجی معرفی کرد؛ این نخستین بار بود که آمریکا بخشی از نیروهای مسلح یک دولت دیگر را چنین نامگذاری می‌کرد؛ این اقدام مسئولیت حقوقی هر شرکت خارجی‌ای که با شرکت‌های وابسته به سپاه، که سهم بزرگی از بخش‌های ساختمان، مخابرات و خدمات انرژی ایران را کنترل می‌کنند، معامله داشته باشد را افزایش می‌دهد.,
iran.csv,2020-04-28,Justice Shares trading restriction lifted,رفع محدودیت معامله سهام عدالت,رهبر معظم انقلاب آیت‌الله خامنه‌ای درخواست دولت روحانی را تأیید کرد و به حدود 49 میلیون دارنده ایرانی سهام عدالت (که از سال 2006 توزیع شده بود) اجازه داد سهام خود را مستقیماً در بورس اوراق بهادار تهران و فرابورس ایران معامله کنند و به بیش از یک دهه محدودیت عدم معامله پایان داد که به رونق سرمایه‌گذاران خرد در بازار سهام تا میانه سال 2020 دامن زد.,
iran.csv,2020-08-14,UNSC rejects US bid to extend Iran arms embargo,شورای امنیت درخواست آمریکا برای تمدید تحریم تسلیحاتی ایران را رد می‌کند,قطعنامه پیشنهادی آمریکا برای تمدید نامحدود تحریم تسلیحاتی متعارف سازمان ملل علیه ایران (که بر اساس بند غروب قطعنامه 2231 در شرف انقضا بود) شکست خورد؛ تنها جمهوری دومینیکن به آمریکا پیوست، روسیه و چین مخالفت کردند و 11 عضو دیگر رأی ممتنع دادند؛ این رأی زمینه‌ساز ادعای بحث‌برانگیز و یک‌جانبه دولت ترامپ درباره «بازگشت تحریم‌ها» هفته‌ها بعد شد.,
iran.csv,2020-10-01,"Rial breaches 300,000/dollar on free market","عبور ریال از 300,000 در برابر دلار در بازار آزاد","در بحبوحه تحریم‌های «فشار حداکثری»، کاهش صادرات نفت و فشار اقتصادی ناشی از همه‌گیری، ریال بازار آزاد ایران برای نخستین‌بار از مرز 300,000 ریال در برابر دلار عبور کرد، کاهش ارزشی تقریباً 90 درصدی نسبت به سطوح پیش از تحریم‌های 2018 که تورم ناشی از هزینه واردات را تشدید کرد.",
iran.csv,2020-10-18,UN arms embargo on Iran expires,انقضای تحریم تسلیحاتی سازمان ملل علیه ایران,تحریم تسلیحاتی متعارف سیزده‌ساله سازمان ملل بر اساس بند غروب برجام و قطعنامه 2231 طبق برنامه منقضی شد، با وجود ادعای رد‌شده یک‌جانبه دولت ترامپ درباره «بازگشت تحریم‌ها» در شهریور 1399؛ سه کشور اروپایی (فرانسه، آلمان، بریتانیا) و دیگر اعضای شورای امنیت اصرار داشتند آمریکا، که در سال 2018 از برجام خارج شده بود، جایگاهی برای فعال‌سازی مکانیسم ماشه ندارد و تحریم طبق برنامه اصلی منقضی شد.,
iran.csv,2023-08-10,$6bn Iranian funds unfrozen via South Korea-Qatar transfer,آزادسازی 6 میلیارد دلار از منابع ایران از طریق انتقال کره جنوبی-قطر,در چارچوب توافق تبادل زندانی، آمریکا معافیت تحریمی صادر کرد که به حدود 6 میلیارد دلار (5.573 میلیارد یورو) از منابع درآمد نفتی ایران که مدت‌ها در بانک‌های کره جنوبی مسدود بود، اجازه داد از طریق سوئیس به حساب‌های محدودشده در بانک‌های الاهلی و دخان قطر منتقل شود، قابل استفاده تنها برای کالاهای بشردوستانه (غذا، دارو، تجهیزات کشاورزی و پزشکی) تحت نظارت قطر و آمریکا؛ 5 آمریکایی بازداشت‌شده در تبادل همراه در 27 شهریور 1402 آزاد شدند.,
iran.csv,2023-10-13,$6bn Qatar-held Iranian funds refrozen,انجماد دوباره 6 میلیارد دلار منابع ایران نزد قطر,در بحبوحه فشار دوحزبی پس از حمله هفتم اکتبر حماس به اسرائیل، دولت بایدن با قطر به توافقی رسید تا هرگونه درخواست ایران برای دسترسی به 6 میلیارد دلار منابع نفتی منتقل‌شده از کره جنوبی در ماه پیش را مسدود کند و عملاً وجوهی را که هرگز واقعاً به ایران پرداخت نشده بود، دوباره منجمد کرد.,
iran.csv,1917-01-01,Great Persian Famine and 1918 influenza pandemic,قحطی بزرگ ایران و همه‌گیری آنفلوانزای 1918,مصادره غله توسط متفقین در زمان جنگ، محاصره و اختلال مسیرهای تجاری در جریان جنگ جهانی اول، از سال 1917 قحطی شدیدی را در سراسر ایران برانگیخت که با همه‌گیری آنفلوانزای 1918-1919، وبا و تیفوس، تحت حکومت ضعیف و اشغال‌شده قاجار تشدید شد؛ پژوهش اصلی حدود 2 میلیون مرگ مازاد را برآورد می‌کند (محمدقلی مجد ارقام بسیار بالاتری در حدود 8 تا 10 میلیون را مطرح کرده که میان تاریخ‌نگاران پذیرش گسترده‌ای ندارد)، رویدادی که نیروی کار کشاورزی روستایی را از میان برد.,
iran.csv,1946-01-30,Azerbaijan Crisis reaches the UN Security Council,بحران آذربایجان به شورای امنیت سازمان ملل می‌رسد,در پی برپایی «حکومت‌های خودمختار مردمی» با پشتیبانی شوروی در آذربایجان ایران و کردستان (جمهوری مهاباد) از آذر 1324 و باقی ماندن نیروهای شوروی در شمال ایران پس از مهلت خروج جنگ جهانی دوم، شورای امنیت سازمان ملل قطعنامه شماره 2 را در 10 بهمن 1324 (نخستین قطعنامه در تاریخ سازمان ملل) در رسیدگی به این اختلاف تصویب کرد. ایران تحت فشار به توافقی در اسفند 1324 تن داد که 51 درصد کنترل شرکت مشترک نفتی شمال ایران را به شوروی می‌داد، پیش از آنکه نیروهای شوروی سرانجام خارج شوند (16 اردیبهشت 1325)؛ نیروهای ایرانی منطقه را در آذر همان سال بازپس گرفتند و مجلس سرانجام امتیاز نفتی را با رأی 102 به 2 در مهر 1326 رد کرد.,
iran.csv,1962-09-01,Buin Zahra earthquake,زلزله بوئین‌زهرا,"زلزله‌ای به بزرگی 7.2 ریشتر منطقه بوئین‌زهرا در غرب تهران را ویران کرد و برآورد می‌شود 12,225 نفر کشته، 2,776 نفر زخمی و بیش از 21,000 خانه تخریب شدند؛ برآورد هم‌زمان سازمان اقیانوسی و جوی آمریکا (نوآا) خسارت را 30 میلیون دلار اعلام کرد که این زلزله را به یکی از مرگبارترین بلایای دوران پهلوی و آغازگر نخستین تلاش‌های نظام‌مند نقشه‌برداری خطر زلزله در ایران تبدیل کرد.",
iran.csv,1978-09-16,Tabas earthquake,زلزله طبس,"زلزله‌ای به بزرگی 7.4 ریشتر شهر طبس و روستاهای اطراف آن در استان خراسان جنوبی را ویران کرد و برآورد می‌شود 20,000 نفر کشته و نزدیک به 15,000 خانه تخریب شد؛ برآورد هم‌زمان نوآا خسارت را 50 میلیون دلار اعلام کرد. این فاجعه شش هفته پیش از اعتصاب‌های کارگران نفت که اقتصاد را پیش از انقلاب 1979 فلج کرد، رخ داد.",
iran.csv,1988-08-20,Iran-Iraq War ends — ceasefire takes effect,پایان جنگ ایران و عراق؛ آتش‌بس اجرایی می‌شود,ایران در 26 و 27 تیر 1367 به دبیرکل سازمان ملل اعلام کرد که قطعنامه 598 شورای امنیت را می‌پذیرد، پس از وخامت اقتصاد جنگی و سلسله پیشروی‌های عراق در میدان نبرد؛ آتش‌بس ساعت سه بامداد 29 مرداد 1367 تحت نظارت گروه ناظران سازمان ملل بر ایران و عراق (یونیموگ) اجرایی شد و به هشت سال جنگ پایان داد و راه را برای برنامه پنج‌ساله بازسازی پس از جنگ دولت رفسنجانی در 1989 گشود.,
iran.csv,1990-06-20,Manjil-Rudbar earthquake,زلزله منجیل-رودبار,"زلزله‌ای به بزرگی 7.3 ریشتر استان‌های گیلان و زنجان را لرزاند؛ مرگبارترین و پرهزینه‌ترین بلای طبیعی ایران در دوران معاصر: برآورد می‌شود 40,000 نفر کشته، 105,000 نفر زخمی و نزدیک به 100,000 خانه تخریب شدند. پایگاه داده زلزله‌های مهم نوآا خسارت هم‌زمان را 7.2 میلیارد دلار برآورد می‌کند؛ این زلزله کمتر از دو سال پس از آتش‌بس جنگ ایران و عراق رخ داد و بار بازسازی بر دوش برنامه پنج‌ساله نخست پس از جنگ دولت رفسنجانی را دوچندان کرد.",
iran.csv,2003-12-26,Bam earthquake,زلزله بم,"زلزله‌ای به بزرگی 6.6 ریشتر بخش بزرگی از شهر تاریخی بم در استان کرمان را ویران کرد و برآورد می‌شود 31,000 نفر کشته و ارگ بم، اثر ثبت‌شده یونسکو، با خاک یکسان شد؛ پایگاه داده زلزله‌های مهم نوآا خسارت مستقیم را 500 میلیون دلار برآورد می‌کند، در حالی که ارزیابی پسا-بحران بعدی بانک جهانی کل نیازهای بازسازی را نزدیک به 1.5 میلیارد دلار برآورد کرد (نک: SOURCES.md دور 38 برای استناد بانک جهانی).",
iran.csv,2017-11-12,Kermanshah earthquake,زلزله کرمانشاه,"زلزله‌ای به بزرگی 7.3 ریشتر در مرز ایران و عراق برآورد می‌شود 630 نفر را کشت و بیش از 15,500 خانه را در استان کرمانشاه تخریب یا آسیب‌دیده کرد، مرگبارترین زلزله ایران از زمان بم؛ پایگاه داده زلزله‌های مهم نوآا خسارت را 750 میلیون دلار برآورد می‌کند، در حالی که ارزیابی خود دولت ایران هزینه بازسازی را نزدیک به 5 میلیارد یورو اعلام کرد.",
global.csv,1971-08-15,Nixon Shock — end of dollar-gold convertibility,شوک نیکسون؛ پایان قابلیت تبدیل دلار به طلا,آمریکا قابلیت تبدیل دلار به طلا را معلق کرد و به نظام برتون وودز نرخ ثابت ارز پایان داد و دوران نوین نرخ‌های شناور ارز را آغاز کرد که تمام کشورهای این پایگاه داده ناگزیر از سازگاری با آن بودند.,
global.csv,1973-10-06,Yom Kippur War and 1973 oil embargo,جنگ یوم کیپور و تحریم نفتی 1973,اعضای عرب اوپک آمریکا و متحدانش را تحریم کردند؛ قیمت نفت تقریباً چهار برابر شد و مسیر مالی ایران، عربستان سعودی و ونزوئلا (هر سه صادرکننده نفت) را به یکسان تغییر داد و رکود تورمی را در اقتصادهای واردکننده نفت برانگیخت.,
global.csv,1979-01-01,Second oil shock,دومین شوک نفتی,انقلاب ایران عرضه نفت را مختل کرد؛ قیمت‌های جهانی در سال‌های 1979-1980 تقریباً دو برابر شد و رکود تورمی در اقتصادهای واردکننده نفت را تشدید و درآمد بادآورده صادرکنندگان را افزایش داد.,
global.csv,1979-08-06,Volcker disinflation begins,آغاز سیاست ضدتورمی ولکر,فدرال رزرو آمریکا به ریاست پل ولکر نرخ بهره را برای مهار تورم دهه 1970 به‌شدت افزایش داد که رکود جهانی و بحران‌های بدهی را در بازارهای نوظهور در اوایل دهه 1980 برانگیخت.,
global.csv,1985-09-22,Plaza Accord,توافق پلازا,توافق کشورهای گروه 5 برای کاهش ارزش دلار آمریکا رقابت‌پذیری تجارت جهانی را بازتعریف کرد و به سقوط قیمت نفت در میانه دهه 1980 کمک کرد که به‌طور همزمان عربستان سعودی، ونزوئلا و شوروی را متأثر ساخت.,
global.csv,1986-01-01,1986 oil price collapse,سقوط قیمت نفت در سال 1986,عربستان سعودی نقش تولیدکننده تعادل‌بخش را کنار گذاشت؛ قیمت نفت از حدود 27 دلار به کمتر از 10 دلار در هر بشکه سقوط کرد و فشار بر تمام اقتصادهای صادرکننده نفت این پایگاه داده (عربستان سعودی، ونزوئلا، شوروی، ایران) وارد آورد.,
global.csv,1991-12-26,Dissolution of the Soviet Union,فروپاشی اتحاد جماهیر شوروی,شوروی به 15 کشور جانشین تجزیه شد؛ روسیه بیشتر نهادهای اقتصادی شوروی را به ارث برد و از سال 1992 گذار آشفته‌ای به سوی اقتصاد بازار («درمان شوکی») را آغاز کرد.,
global.csv,1997-07-02,Asian Financial Crisis begins,آغاز بحران مالی آسیا,سقوط بات تایلند سرایتی سراسر شرق آسیا را برانگیخت (برای جزئیات برنامه صندوق بین‌المللی پول نک: مدخل کره جنوبی).,
global.csv,2001-11-01,China WTO accession,پیوستن چین به سازمان تجارت جهانی,عضویت چین در سازمان تجارت جهانی جابه‌جایی جهانی تولید صنعتی را شتاب داد و به‌طور غیرمستقیم موازنه تجاری و رقابت‌پذیری تولید لوازم خانگی تولیدکنندگان اروپایی این پایگاه داده (اسپانیا، پرتغال، یونان) را متأثر ساخت.,
global.csv,2008-09-15,Global Financial Crisis — Lehman Brothers collapse,بحران مالی جهانی؛ فروپاشی بانک لمان برادرز,رکود جهانی هماهنگی را برانگیخت؛ قیمت نفت طی چند ماه از حدود 147 به حدود 40 دلار در هر بشکه سقوط کرد و به‌طور همزمان تمام صادرکنندگان نفت این پایگاه داده را متأثر ساخت، در حالی که اقتصادهای اروپایی متکی به اعتبار (اسپانیا، پرتغال، یونان) وارد بحران‌های طولانی‌مدت شدند.,
global.csv,2010-01-01,European sovereign debt crisis,بحران بدهی حاکمیتی اروپا,یونان (و در سطحی کمتر پرتغال و اسپانیا) پس از بحران پایداری مالی وارد برنامه کمک مالی صندوق بین‌المللی پول و اتحادیه اروپا شد که سرنوشت دو مقایسه‌گر اروپایی این پایگاه داده را برای یک دهه بازتعریف کرد.,
global.csv,2014-06-01,2014-2016 oil price collapse,سقوط قیمت نفت در سال‌های 2014-2016,قیمت نفت از حدود 115 به زیر 30 دلار در هر بشکه در پی رشد عرضه نفت شیل آمریکا و تصمیم اوپک به عدم کاهش تولید سقوط کرد؛ عاملی اصلی در بحران‌های بعدی ونزوئلا و روسیه و شوکی مالی برای عربستان سعودی و ایران.,
global.csv,2020-03-11,COVID-19 declared a pandemic,اعلام همه‌گیری کووید-19,اعلام سازمان جهانی بهداشت قرنطینه‌های همزمان جهانی، سقوط تقاضای نفت (نفت خام تگزاس در 31 فروردین 1399 برای مدت کوتاهی با قیمت منفی معامله شد) و محرک‌های مالی و پولی بی‌سابقه را در تمام کشورهای این پایگاه داده برانگیخت.,
global.csv,2022-02-24,Russian invasion of Ukraine,حمله روسیه به اوکراین,این حمله تحریم‌های گسترده غربی علیه روسیه، شوک جهانی قیمت انرژی به سود دیگر صادرکنندگان نفت و گاز (ایران، عربستان سعودی، ونزوئلا که تا حدی مجدداً از سوی غرب برای تأمین عرضه مورد توجه قرار گرفت) و افزایش تورم اروپا که اسپانیا، پرتغال و یونان را متأثر کرد، به دنبال داشت.,
