chart_id,verdict,merge_into,proposed_title,proposed_category,reason
"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__production",split,,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw, area harvested (hectares) | Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw, production (tonnes) | Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__production",split,,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.), area harvested (hectares) | Chillies and peppers, green (Capsicum spp. and Pimenta spp.), production (tonnes) | Chillies and peppers, green (Capsicum spp. and Pimenta spp.), yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Citrus Fruit, Total__production",split,,"Citrus Fruit, Total, area harvested (hectares) | Citrus Fruit, Total, production (tonnes) | Citrus Fruit, Total, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Cotton lint, ginned__production",retitle,,"Cotton lint, ginned, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cotton seed__production,retitle,,"Cotton seed, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cottonseed oil__production,retitle,,"Cottonseed oil, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Cream, fresh__production",retitle,,"Cream, fresh, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Cucumbers and gherkins__production,split,,"Cucumbers and gherkins, area harvested (hectares) | Cucumbers and gherkins, production (tonnes) | Cucumbers and gherkins, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Dates__production,split,,"Dates, area harvested (hectares) | Dates, production (tonnes) | Dates, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Ducks__production,retitle,,"Ducks, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Edible offal of buffalo, fresh, chilled or frozen__production",split,,"Edible offal of buffalo, fresh, chilled or frozen, animals slaughtered (head) | Edible offal of buffalo, fresh, chilled or frozen, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Edible offal of cattle, fresh, chilled or frozen__production",split,,"Edible offal of cattle, fresh, chilled or frozen, animals slaughtered (head) | Edible offal of cattle, fresh, chilled or frozen, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Edible offal of goat, fresh, chilled or frozen__production",split,,"Edible offal of goat, fresh, chilled or frozen, animals slaughtered (head) | Edible offal of goat, fresh, chilled or frozen, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Edible offal of pigs, fresh, chilled or frozen__production",split,,"Edible offal of pigs, fresh, chilled or frozen, animals slaughtered (head) | Edible offal of pigs, fresh, chilled or frozen, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Edible offal of sheep, fresh, chilled or frozen__production",split,,"Edible offal of sheep, fresh, chilled or frozen, animals slaughtered (head) | Edible offal of sheep, fresh, chilled or frozen, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Edible offals of camels and other camelids, fresh, chilled or frozen__production",split,,"Edible offals of camels and other camelids, fresh, chilled or frozen, animals slaughtered (head) | Edible offals of camels and other camelids, fresh, chilled or frozen, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Eggplants (aubergines)__production,split,,"Eggplants (aubergines), area harvested (hectares) | Eggplants (aubergines), production (tonnes) | Eggplants (aubergines), yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Eggs Primary__production,split,,"Eggs Primary, laying hens (head) | Eggs Primary, production (tonnes) | Eggs Primary, yield per hen (grams)",,"Chart jams three distinct measures (laying-hen stock, egg production mass, yield per hen) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Evaporated & Condensed Milk__production,retitle,,"Evaporated & Condensed Milk, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Fat of camels__production,split,,"Fat of camels, animals slaughtered (head) | Fat of camels, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Fat of pigs__production,split,,"Fat of pigs, animals slaughtered (head) | Fat of pigs, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Fibre Crops, Fibre Equivalent__production",split,,"Fibre Crops, Fibre Equivalent, area harvested (hectares) | Fibre Crops, Fibre Equivalent, production (tonnes) | Fibre Crops, Fibre Equivalent, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Figs__production,split,,"Figs, area harvested (hectares) | Figs, production (tonnes) | Figs, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Fruit Primary__production,split,,"Fruit Primary, area harvested (hectares) | Fruit Primary, production (tonnes) | Fruit Primary, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Game meat, fresh, chilled or frozen__production",retitle,,"Game meat, fresh, chilled or frozen, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Geese__production,retitle,,"Geese, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Goat fat, unrendered__production",split,,"Goat fat, unrendered, animals slaughtered (head) | Goat fat, unrendered, production (tonnes)",,"Chart jams two distinct measures (animals slaughtered, production mass) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Goats__production,retitle,,"Goats, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Grapes__production,split,,"Grapes, area harvested (hectares) | Grapes, production (tonnes) | Grapes, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Green garlic__production,split,,"Green garlic, area harvested (hectares) | Green garlic, production (tonnes) | Green garlic, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg__production",retitle,,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Groundnuts, excluding shelled__production",split,,"Groundnuts, excluding shelled, area harvested (hectares) | Groundnuts, excluding shelled, production (tonnes) | Groundnuts, excluding shelled, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Hazelnuts, in shell__production",split,,"Hazelnuts, in shell, area harvested (hectares) | Hazelnuts, in shell, production (tonnes) | Hazelnuts, in shell, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Hempseed__production,split,,"Hempseed, area harvested (hectares) | Hempseed, production (tonnes) | Hempseed, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Hen eggs in shell, fresh__production",split,,"Hen eggs in shell, fresh, laying hens (head) | Hen eggs in shell, fresh, production (number of eggs) | Hen eggs in shell, fresh, eggs per hen (yield) | Hen eggs in shell, fresh, egg weight per egg (grams)",,"Chart jams four distinct measures (laying-hen stock, egg count production, eggs-per-hen yield, per-egg weight) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Horses__production,retitle,,"Horses, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Jute, raw or retted__production",split,,"Jute, raw or retted, area harvested (hectares) | Jute, raw or retted, production (tonnes) | Jute, raw or retted, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Kiwi fruit__production,split,,"Kiwi fruit, area harvested (hectares) | Kiwi fruit, production (tonnes) | Kiwi fruit, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Leeks and other alliaceous vegetables__production,split,,"Leeks and other alliaceous vegetables, area harvested (hectares) | Leeks and other alliaceous vegetables, production (tonnes) | Leeks and other alliaceous vegetables, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Lemons and limes__production,split,,"Lemons and limes, area harvested (hectares) | Lemons and limes, production (tonnes) | Lemons and limes, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Lentils, dry__production",split,,"Lentils, dry, area harvested (hectares) | Lentils, dry, production (tonnes) | Lentils, dry, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Lettuce and chicory__production,split,,"Lettuce and chicory, area harvested (hectares) | Lettuce and chicory, production (tonnes) | Lettuce and chicory, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Linseed__production,split,,"Linseed, area harvested (hectares) | Linseed, production (tonnes) | Linseed, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Maize (corn)__production,split,,"Maize (corn), area harvested (hectares) | Maize (corn), production (tonnes) | Maize (corn), yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Mangoes, guavas and mangosteens__production",split,,"Mangoes, guavas and mangosteens, area harvested (hectares) | Mangoes, guavas and mangosteens, production (tonnes) | Mangoes, guavas and mangosteens, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Margarine and shortening__production,retitle,,"Margarine and shortening, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Meat of buffalo, fresh or chilled__production",split,,"Meat of buffalo, fresh or chilled, animals slaughtered (head) | Meat of buffalo, fresh or chilled, production (tonnes) | Meat of buffalo, fresh or chilled, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of camels, fresh or chilled__production",split,,"Meat of camels, fresh or chilled, animals slaughtered (head) | Meat of camels, fresh or chilled, production (tonnes) | Meat of camels, fresh or chilled, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of cattle with the bone, fresh or chilled__production",split,,"Meat of cattle with the bone, fresh or chilled, animals slaughtered (head) | Meat of cattle with the bone, fresh or chilled, production (tonnes) | Meat of cattle with the bone, fresh or chilled, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of chickens, fresh or chilled__production",split,,"Meat of chickens, fresh or chilled, birds slaughtered (head) | Meat of chickens, fresh or chilled, production (tonnes) | Meat of chickens, fresh or chilled, carcass weight per bird (grams)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of ducks, fresh or chilled__production",split,,"Meat of ducks, fresh or chilled, birds slaughtered (head) | Meat of ducks, fresh or chilled, production (tonnes) | Meat of ducks, fresh or chilled, carcass weight per bird (grams)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of geese, fresh or chilled__production",split,,"Meat of geese, fresh or chilled, birds slaughtered (head) | Meat of geese, fresh or chilled, production (tonnes) | Meat of geese, fresh or chilled, carcass weight per bird (grams)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of goat, fresh or chilled__production",split,,"Meat of goat, fresh or chilled, animals slaughtered (head) | Meat of goat, fresh or chilled, production (tonnes) | Meat of goat, fresh or chilled, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of pig with the bone, fresh or chilled__production",split,,"Meat of pig with the bone, fresh or chilled, animals slaughtered (head) | Meat of pig with the bone, fresh or chilled, production (tonnes) | Meat of pig with the bone, fresh or chilled, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of sheep, fresh or chilled__production",split,,"Meat of sheep, fresh or chilled, animals slaughtered (head) | Meat of sheep, fresh or chilled, production (tonnes) | Meat of sheep, fresh or chilled, carcass weight per animal (kg)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat of turkeys, fresh or chilled__production",split,,"Meat of turkeys, fresh or chilled, birds slaughtered (head) | Meat of turkeys, fresh or chilled, production (tonnes) | Meat of turkeys, fresh or chilled, carcass weight per bird (grams)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat, Poultry__production",split,,"Meat, Poultry, birds slaughtered (head) | Meat, Poultry, production (tonnes) | Meat, Poultry, carcass weight per bird (grams)",,"Chart jams three distinct measures (animals slaughtered, meat production mass, carcass-weight yield) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
"faostat__Meat, Total__production",retitle,,"Meat, Total, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Melonseed__production,split,,"Melonseed, area harvested (hectares) | Melonseed, production (tonnes) | Melonseed, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Milk, Total__production",split,,"Milk, Total, milking animals (head) | Milk, Total, production (tonnes) | Milk, Total, milk yield per animal (kg)",,"Chart jams three distinct measures (milking-animal stock, milk production mass, yield per animal) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts."
faostat__Millet__production,split,,"Millet, area harvested (hectares) | Millet, production (tonnes) | Millet, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Molasses__production,retitle,,"Molasses, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Mules and hinnies__production,retitle,,"Mules and hinnies, livestock stocks (head)",,"Title claims 'Production, Area & Yield' but the chart only contains a livestock stock/head-count series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Mushrooms and truffles__production,retitle,,"Mushrooms and truffles, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Mustard seed__production,split,,"Mustard seed, area harvested (hectares) | Mustard seed, production (tonnes) | Mustard seed, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Natural honey__production,retitle,,"Natural honey, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Oil of linseed__production,retitle,,"Oil of linseed, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Oil of sesame seed__production,retitle,,"Oil of sesame seed, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
"faostat__Oilcrops, Cake Equivalent__production",split,,"Oilcrops, Cake Equivalent, area harvested (hectares) | Oilcrops, Cake Equivalent, production (tonnes) | Oilcrops, Cake Equivalent, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Oilcrops, Oil Equivalent__production",split,,"Oilcrops, Oil Equivalent, area harvested (hectares) | Oilcrops, Oil Equivalent, production (tonnes) | Oilcrops, Oil Equivalent, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Olive oil__production,retitle,,"Olive oil, production (tonnes)",,"Title claims 'Production, Area & Yield' but the chart only contains a single production series; title uses an em dash and mismatches the chart_id's '__production' suffix; retitled to match actual content and drop the em dash."
faostat__Olives__production,split,,"Olives, area harvested (hectares) | Olives, production (tonnes) | Olives, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Onions and shallots, dry (excluding dehydrated)__production",split,,"Onions and shallots, dry (excluding dehydrated), area harvested (hectares) | Onions and shallots, dry (excluding dehydrated), production (tonnes) | Onions and shallots, dry (excluding dehydrated), yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Oranges__production,split,,"Oranges, area harvested (hectares) | Oranges, production (tonnes) | Oranges, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Other beans, green__production",split,,"Other beans, green, area harvested (hectares) | Other beans, green, production (tonnes) | Other beans, green, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Other berries and fruits of the genus vaccinium n.e.c.__production,split,,"Other berries and fruits of the genus vaccinium n.e.c., area harvested (hectares) | Other berries and fruits of the genus vaccinium n.e.c., production (tonnes) | Other berries and fruits of the genus vaccinium n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Other citrus fruit, n.e.c.__production",split,,"Other citrus fruit, n.e.c., area harvested (hectares) | Other citrus fruit, n.e.c., production (tonnes) | Other citrus fruit, n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Other fruits, n.e.c.__production",split,,"Other fruits, n.e.c., area harvested (hectares) | Other fruits, n.e.c., production (tonnes) | Other fruits, n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.__production",split,,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c., area harvested (hectares) | Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c., production (tonnes) | Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Other oil seeds, n.e.c.__production",split,,"Other oil seeds, n.e.c., area harvested (hectares) | Other oil seeds, n.e.c., production (tonnes) | Other oil seeds, n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Other pulses n.e.c.__production,split,,"Other pulses n.e.c., area harvested (hectares) | Other pulses n.e.c., production (tonnes) | Other pulses n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Other stimulant, spice and aromatic crops, n.e.c.__production",split,,"Other stimulant, spice and aromatic crops, n.e.c., area harvested (hectares) | Other stimulant, spice and aromatic crops, n.e.c., production (tonnes) | Other stimulant, spice and aromatic crops, n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Other stone fruits__production,split,,"Other stone fruits, area harvested (hectares) | Other stone fruits, production (tonnes) | Other stone fruits, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Other tropical fruits, n.e.c.__production",split,,"Other tropical fruits, n.e.c., area harvested (hectares) | Other tropical fruits, n.e.c., production (tonnes) | Other tropical fruits, n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
"faostat__Other vegetables, fresh n.e.c.__production",split,,"Other vegetables, fresh n.e.c., area harvested (hectares) | Other vegetables, fresh n.e.c., production (tonnes) | Other vegetables, fresh n.e.c., yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Papayas__production,split,,"Papayas, area harvested (hectares) | Papayas, production (tonnes) | Papayas, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Peaches and nectarines__production,split,,"Peaches and nectarines, area harvested (hectares) | Peaches and nectarines, production (tonnes) | Peaches and nectarines, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
faostat__Pears__production,split,,"Pears, area harvested (hectares) | Pears, production (tonnes) | Pears, yield (kg/ha)",,"Chart jams three distinct measures (area, production mass, yield rate) into one series; title uses an em dash and mismatches the chart_id's '__production' suffix; split into separate single-measure charts per doctrine's production/area/yield jam pattern."
