chart_id,fa_verdict,proposed_title_fa,proposed_category_fa,reason
faostat__Ricebran Oil__consumption,retitle,سرانه مصرف روغن سبوس برنج,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Roots, Other__consumption",retitle,سرانه مصرف سایر ریشه‌ها و غده‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Rye and products__consumption,retitle,سرانه مصرف چاودار و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sesame seed__consumption,retitle,سرانه مصرف دانه کنجد,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sesameseed Oil__consumption,retitle,سرانه مصرف روغن کنجد,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sorghum and products__consumption,retitle,سرانه مصرف ذرت خوشه‌ای (سورگوم) و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Soyabean Oil__consumption,retitle,سرانه مصرف روغن سویا,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Soyabeans__consumption,retitle,سرانه مصرف سویا,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Spices__consumption,retitle,سرانه مصرف ادویه‌جات,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Spices, Other__consumption",retitle,سرانه مصرف سایر ادویه‌جات,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Starchy Roots__consumption,retitle,سرانه مصرف ریشه‌های نشاسته‌ای,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Stimulants__consumption,retitle,سرانه مصرف محصولات محرک,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar & Sweeteners__consumption,retitle,سرانه مصرف قند، شکر و شیرین‌کننده‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar (Raw Equivalent)__consumption,retitle,سرانه مصرف شکر (معادل خام),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar Crops__consumption,retitle,سرانه مصرف محصولات قندی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sugar cane__consumption,retitle,سرانه مصرف نیشکر,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sunflowerseed Oil__consumption,retitle,سرانه مصرف روغن آفتابگردان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Sweet potatoes__consumption,retitle,سرانه مصرف سیب‌زمینی شیرین,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Sweeteners, Other__consumption",retitle,سرانه مصرف سایر شیرین‌کننده‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Tea (including mate)__consumption,retitle,سرانه مصرف چای (شامل ماته),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Tomatoes and products__consumption,retitle,سرانه مصرف گوجه‌فرنگی و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Treenuts__consumption,retitle,سرانه مصرف آجیل درختی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Vegetable Oils__consumption,retitle,سرانه مصرف روغن‌های نباتی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Vegetables__consumption,retitle,سرانه مصرف سبزیجات,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Vegetables, other__consumption",retitle,سرانه مصرف سایر سبزیجات,,dash suffix: reworded to natural izafe word order (measure leads subject); word order: سایر moved before noun (consistency with other n.e.c./other items in slice)
faostat__Vegetal Products__consumption,retitle,سرانه مصرف محصولات گیاهی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Wheat and products__consumption,retitle,سرانه مصرف گندم و فرآورده‌های آن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Wine__consumption,retitle,سرانه مصرف شراب,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Agriculture__price,retitle,قیمت تولیدکننده کشاورزی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Almonds, in shell__price",retitle,قیمت تولیدکننده بادام با پوست,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw__price",retitle,قیمت تولیدکننده انیسون، بادیان ختایی، گشنیز، زیره سبز، زیره سیاه، رازیانه و دانه ارس، خام,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Apples__price,retitle,قیمت تولیدکننده سیب,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Apricots__price,retitle,قیمت تولیدکننده زردآلو,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Artichokes__price,retitle,قیمت تولیدکننده کنگر فرنگی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Asparagus__price,retitle,قیمت تولیدکننده مارچوبه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Bananas__price,retitle,قیمت تولیدکننده موز,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Barley__price,retitle,قیمت تولیدکننده جو,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Beans, dry__price",retitle,قیمت تولیدکننده لوبیا، خشک,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Broad beans and horse beans, green__price",retitle,قیمت تولیدکننده باقلا، سبز,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cabbages__price,retitle,قیمت تولیدکننده کلم,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cantaloupes and other melons__price,retitle,قیمت تولیدکننده طالبی و سایر خربزه‌ها,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Carrots and turnips__price,retitle,قیمت تولیدکننده هویج و شلغم,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cauliflowers and broccoli__price,retitle,قیمت تولیدکننده گل‌کلم و بروکلی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cereals n.e.c.__price,retitle,قیمت تولیدکننده غلات، طبقه‌بندی‌نشده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Cereals, primary__price",retitle,قیمت تولیدکننده غلات، اولیه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cherries__price,retitle,قیمت تولیدکننده گیلاس,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Chick peas, dry__price",retitle,قیمت تولیدکننده نخود، خشک,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw__price",retitle,قیمت تولیدکننده فلفل تند و فلفل، خشک (گونه‌های Capsicum و Pimenta)، خام,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Chillies and peppers, green (Capsicum spp. and Pimenta spp.)__price",retitle,قیمت تولیدکننده فلفل تند و فلفل، سبز (گونه‌های Capsicum و Pimenta),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Citrus Fruit, Total__price",retitle,قیمت تولیدکننده مرکبات، جمع کل,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Coarse Grain, Total__price",retitle,قیمت تولیدکننده غلات درشت‌دانه، جمع کل,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Cotton lint, ginned__price",retitle,قیمت تولیدکننده الیاف پنبه حلاجی‌شده,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cotton seed__price,retitle,قیمت تولیدکننده پنبه‌دانه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Cucumbers and gherkins__price,retitle,قیمت تولیدکننده خیار و خیارترشی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Dates__price,retitle,قیمت تولیدکننده خرما,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Eggplants (aubergines)__price,retitle,قیمت تولیدکننده بادمجان,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Eggs Primary__price,retitle,قیمت تولیدکننده تخم‌مرغ، اولیه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Fibre Crops Primary__price,retitle,قیمت تولیدکننده محصولات الیافی، اولیه,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Figs__price,retitle,قیمت تولیدکننده انجیر,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Fruit Primary__price,retitle,قیمت تولیدکننده میوه، اولیه,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Fruit excl Melons, Total__price",retitle,قیمت تولیدکننده میوه به‌جز خربزه و هندوانه، جمع کل,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Game meat, fresh, chilled or frozen__price",retitle,قیمت تولیدکننده گوشت شکار، تازه، سردکرده یا منجمد,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Grapes__price,retitle,قیمت تولیدکننده انگور,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Green garlic__price,retitle,قیمت تولیدکننده سیر سبز,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Groundnuts, excluding shelled__price",retitle,قیمت تولیدکننده بادام‌زمینی، با پوست,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Hazelnuts, in shell__price",retitle,قیمت تولیدکننده فندق با پوست,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Hen eggs in shell, fresh__price",retitle,قیمت تولیدکننده تخم‌مرغ با پوست، تازه,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Jute, raw or retted__price",retitle,قیمت تولیدکننده چتایی، خام یا خیس‌خورده,,"dash suffix: reworded to natural izafe word order (measure leads subject); terminology: چتایی (jute, Corchorus) not کنف (kenaf, Hibiscus cannabinus) per fa.wikipedia"
faostat__Kiwi fruit__price,retitle,قیمت تولیدکننده کیوی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Leeks and other alliaceous vegetables__price,retitle,قیمت تولیدکننده تره‌فرنگی و سایر سبزیجات پیازی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Lemons and limes__price,retitle,قیمت تولیدکننده لیموترش و لایم,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Lentils, dry__price",retitle,قیمت تولیدکننده عدس، خشک,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Lettuce and chicory__price,retitle,قیمت تولیدکننده کاهو و کاسنی,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Linseed__price,retitle,قیمت تولیدکننده دانه کتان (بزرک),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Livestock__price,retitle,قیمت تولیدکننده دام,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Maize (corn)__price,retitle,قیمت تولیدکننده ذرت,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Mangoes, guavas and mangosteens__price",retitle,قیمت تولیدکننده انبه، گواوا و منگوستین,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of buffalo, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت گاومیش، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of buffalo, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت گاومیش، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of camels, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت شتر، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of camels, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت شتر، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of cattle with the bone, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت گاو با استخوان، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of cattle with the bone, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت گاو با استخوان، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of chickens, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت مرغ، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of chickens, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت مرغ، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of ducks, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت اردک، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of ducks, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت اردک، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of geese, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت غاز، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of geese, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت غاز، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of goat, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت بز، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of goat, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت بز، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of sheep, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت گوسفند، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of sheep, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت گوسفند، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of turkeys, fresh or chilled__price",retitle,قیمت تولیدکننده گوشت بوقلمون، تازه یا سردکرده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat of turkeys, fresh or chilled (biological)__price",retitle,قیمت تولیدکننده گوشت بوقلمون، تازه یا سردکرده (ارگانیک),,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Meat, Total__price",retitle,قیمت تولیدکننده گوشت، جمع کل,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Milk, Total__price",retitle,قیمت تولیدکننده شیر، جمع کل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Millet__price,retitle,قیمت تولیدکننده ارزن,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Mushrooms and truffles__price,retitle,قیمت تولیدکننده قارچ و ترافل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Natural honey__price,retitle,قیمت تولیدکننده عسل طبیعی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Oilcrops, Oil Equivalent__price",retitle,قیمت تولیدکننده دانه‌های روغنی (معادل روغن),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Olives__price,retitle,قیمت تولیدکننده زیتون,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Onions and shallots, dry (excluding dehydrated)__price",retitle,قیمت تولیدکننده پیاز و موسیر، خشک (به‌جز دهیدراته),,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Oranges__price,retitle,قیمت تولیدکننده پرتقال,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Other beans, green__price",retitle,قیمت تولیدکننده سایر لوبیاها، سبز,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Other berries and fruits of the genus vaccinium n.e.c.__price,retitle,قیمت تولیدکننده سایر توت‌ها و میوه‌های جنس Vaccinium، طبقه‌بندی‌نشده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Other citrus fruit, n.e.c.__price",retitle,قیمت تولیدکننده سایر مرکبات، طبقه‌بندی‌نشده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Other fruits, n.e.c.__price",retitle,قیمت تولیدکننده سایر میوه‌ها، طبقه‌بندی‌نشده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.__price",retitle,قیمت تولیدکننده سایر آجیل‌ها (به‌جز آجیل‌های خوراکی وحشی و بادام‌زمینی)، با پوست، طبقه‌بندی‌نشده,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Other pulses n.e.c.__price,retitle,قیمت تولیدکننده سایر حبوبات، طبقه‌بندی‌نشده,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Other stimulant, spice and aromatic crops, n.e.c.__price",retitle,قیمت تولیدکننده سایر محصولات محرک، ادویه‌ای و معطر، طبقه‌بندی‌نشده,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Other stone fruits__price,retitle,قیمت تولیدکننده سایر میوه‌های هسته‌دار,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Other vegetables, fresh n.e.c.__price",retitle,قیمت تولیدکننده سایر سبزیجات تازه، طبقه‌بندی‌نشده,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Papayas__price,retitle,قیمت تولیدکننده پاپایا,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Peaches and nectarines__price,retitle,قیمت تولیدکننده هلو و شلیل,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Pears__price,retitle,قیمت تولیدکننده گلابی,,dash suffix: reworded to natural izafe word order (measure leads subject)
"faostat__Peas, green__price",retitle,قیمت تولیدکننده نخود فرنگی، سبز,,dash suffix: reworded to natural izafe word order (measure leads subject)
faostat__Persimmons__price,retitle,قیمت تولیدکننده خرمالو,,dash suffix: reworded to natural izafe word order (measure leads subject)
