date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
1967-01-01,IRN,policy-enacted,General Income Tax Law reform,اصلاح قانون عمومی مالیات بر درآمد,"Iran overhauls its income tax code, introducing a unified progressive schedule with marginal rates spanning 10% to 55%, though income tax remains a small share of total government revenue relative to oil.",ایران قانون مالیاتی خود را بازنگری کرد و جدول تصاعدی یکپارچه‌ای با نرخ‌های حاشیه‌ای از 10 تا 55 درصد معرفی کرد، هرچند مالیات بر درآمد نسبت به نفت همچنان سهم کوچکی از کل درآمد دولت باقی ماند.,fiscal,https://www.iranicaonline.org/articles/fiscal-system-v-pahlavi-period/,Encyclopaedia Iranica (Fiscal System v. Pahlavi Period)
1968-03-21,IRN,policy-enacted,Fourth Development Plan launched,آغاز برنامه چهارم توسعه,"The Fourth Development Plan (1968-73) shifts priority toward industry, agriculture and services -- especially transport and communications -- with reduced emphasis on the infrastructure-building focus of the Third Plan, aiming to raise GNP growth via industrial productivity and expand social-welfare services.",برنامه چهارم توسعه (1968-1973) اولویت را به سمت صنعت، کشاورزی و خدمات، به‌ویژه حمل‌ونقل و ارتباطات، با تأکید کمتر بر زیرساخت‌سازی برنامه سوم تغییر داد و هدف آن افزایش رشد تولید ناخالص ملی از طریق بهره‌وری صنعتی و گسترش خدمات رفاه اجتماعی بود.,fiscal,https://en.wikipedia.org/wiki/Economic_history_of_Iran,"Wikipedia -- Economic History of Iran (cross-checked against Encyclopaedia Iranica, Barnama-rizi)"
1971-02-14,IRN,economic-event,Tehran Agreement raises oil prices,قرارداد تهران قیمت نفت را افزایش می‌دهد,"Iran and five other Gulf OPEC producers sign the Tehran Agreement with Western oil majors, raising the tax rate on net income from 50% to 55% and posted prices by 21% (38 cents/barrel), with scheduled annual increases through 1975; Iran's per-barrel oil revenue is projected to rise from 87 cents to $1.37 by FY1975.",ایران و پنج تولیدکننده دیگر اوپک در خلیج فارس قرارداد تهران را با شرکت‌های بزرگ نفتی غربی امضا کردند که نرخ مالیات بر درآمد خالص را از 50 به 55 درصد و قیمت‌های اعلامی را 21 درصد (38 سنت در هر بشکه) افزایش داد، با افزایش‌های سالانه برنامه‌ریزی‌شده تا سال 1975؛ پیش‌بینی می‌شد درآمد نفتی ایران به ازای هر بشکه از 87 سنت به 1.37 دلار در سال مالی 1975 برسد.,oil;fiscal,https://history.state.gov/historicaldocuments/frus1969-76ve04/d165,Foreign Relations of the United States (State Dept. Office of the Historian)
1971-10-12,IRN,economic-event,Persepolis 2500th anniversary celebrations,جشن‌های 2500 سال شاهنشاهی ایران در تخت جمشید,"Shah hosts a multi-day celebration of 2500 years of Persian monarchy at Persepolis for dozens of visiting heads of state and royalty. Official Iranian figures put the cost at $16.6-16.8m, while contemporaneous Time magazine estimates ran as high as $100m; the event became a symbol of fiscal excess ahead of the revolution.",شاه میزبان جشنی چندروزه برای 2500مین سالگرد سلطنت پارسی در تخت جمشید برای ده‌ها سرکرده کشورها و اعضای خاندان‌های سلطنتی بود. ارقام رسمی ایران هزینه این رویداد را 16.6 تا 16.8 میلیون دلار اعلام کردند، در حالی که برآوردهای هم‌زمان مجله تایم تا 100 میلیون دلار نیز رسیده بود؛ این رویداد به نمادی از تجمل مالی پیش از انقلاب بدل شد.,fiscal,"https://en.wikipedia.org/wiki/2,500-year_celebration_of_the_Persian_Empire",Wikipedia (cross-checked cost figures per Time magazine and official Iranian statements)
1973-03-21,IRN,policy-enacted,Fifth Development Plan Law ratified,تصویب قانون برنامه پنجم توسعه,"The Majles ratifies the Fifth Development Plan Law, covering Farvardin 1352-Esfand 1356 (March 1973-March 1978) and restructuring the Plan Organization into the Plan and Budget Organization; within 18 months the plan is dramatically revised upward after the 1973-74 oil price shock nearly quadruples government oil revenue (see the 1974-08-01 entry on the Fifth Plan's revision).",مجلس قانون برنامه پنجم توسعه را که دوره فروردین 1352 تا اسفند 1356 را دربرمی‌گرفت، تصویب و سازمان برنامه را به سازمان برنامه و بودجه بازسازی کرد؛ ظرف 18 ماه، این برنامه پس از آنکه شوک قیمت نفت 1973-1974 درآمد نفتی دولت را تقریباً چهار برابر کرد، به‌طور چشمگیری روبه‌بالا بازنگری شد (نک: مدخل 1 مرداد 1353 درباره بازنگری برنامه پنجم).,fiscal;oil,https://en.wikipedia.org/wiki/Economic_history_of_Iran,"Wikipedia -- Economic History of Iran (cross-checked against Encyclopaedia Iranica, Barnama-rizi)"
1973-07-19,IRN,policy-enacted,Sale and Purchase Agreement replaces Consortium,قرارداد خرید و فروش جایگزین کنسرسیوم می‌شود,"A 20-year Sale and Purchase Agreement (effective retroactively from 21 March 1973) ends the 1954 Consortium Agreement's operating structure: NIOC assumes full ownership, operation and control of Iran's oil industry, with former consortium members continuing service and offtake through the new Oil Service Company of Iran (OSCO).",قراردادی بیست‌ساله برای خرید و فروش (با اجرای عطف‌به‌ماسبق از 1 فروردین 1352) به ساختار عملیاتی قرارداد کنسرسیوم 1954 پایان داد: شرکت ملی نفت ایران مالکیت، بهره‌برداری و کنترل کامل صنعت نفت ایران را بر عهده گرفت، درحالی‌که اعضای پیشین کنسرسیوم از طریق شرکت خدمات نفت ایران (اسکو) به ارائه خدمات و برداشت نفت ادامه دادند.,oil;fiscal,https://www.iranicaonline.org/articles/oil-agreements-in-iran/,Encyclopaedia Iranica (Oil Agreements in Iran)
1973-10-16,IRN,economic-event,Oil price shock,شوک قیمت نفت,"OPEC price increases following the Arab oil embargo roughly quadruple Iran's oil revenue, fueling a large-scale but overheated state spending boom (Fifth Development Plan, 1973-78).",افزایش قیمت‌های اوپک پس از تحریم نفتی اعراب درآمد نفتی ایران را تقریباً چهار برابر کرد و رونق پرشتاب اما داغِ هزینه‌کرد دولتی را دامن زد (برنامه پنجم توسعه، 1352-1357).,oil;fiscal,https://asb.opec.org/data/ASB_Data.php,OPEC Annual Statistical Bulletin
1974-08-01,IRN,policy-enacted,Great Civilization spending surge -- Fifth Plan revised,موج هزینه‌کرد تمدن بزرگ؛ بازنگری برنامه پنجم,"Following the 1973-74 oil price quadrupling, government oil revenue rises from $5bn to $19bn in a year; the Shah revises the Fifth Development Plan, nearly doubling total planned investment from $36.5bn to $70bn and raising overall government spending from $44bn to $123bn, fueling severe absorptive-capacity bottlenecks and inflation.",پس از چهار برابر شدن قیمت نفت در سال‌های 1973-1974، درآمد نفتی دولت از 5 به 19 میلیارد دلار در یک سال رسید؛ شاه برنامه پنجم توسعه را بازنگری کرد و کل سرمایه‌گذاری برنامه‌ریزی‌شده را تقریباً دو برابر از 36.5 به 70 میلیارد دلار و کل هزینه‌های دولتی را از 44 به 123 میلیارد دلار افزایش داد که به گلوگاه‌های شدید ظرفیت جذب و تورم دامن زد.,oil;fiscal;inflation,https://www.econstor.eu/bitstream/10419/139248/1/v10-i08-a14-BF02929277.pdf,Intereconomics (Naini) -- The Fifth Development Plan
1975-03-02,IRN,institutional-change,Rastakhiz single-party system established,تأسیس نظام تک‌حزبی رستاخیز,"Shah dissolves Iran's existing two-party system and creates the Rastakhiz (Resurgence) Party as the country's sole legal political party, declaring that citizens who reject it are free to leave the country; the party becomes the organizing vehicle for the 1975-77 anti-profiteering campaign.",شاه نظام دوحزبی موجود ایران را منحل و حزب رستاخیز را به‌عنوان تنها حزب سیاسی قانونی کشور تأسیس کرد و اعلام کرد شهروندانی که آن را نمی‌پذیرند، آزادند کشور را ترک کنند؛ این حزب بعدها ابزار سازمان‌دهی کارزار مبارزه با گرانفروشی در سال‌های 1975-1977 شد.,institutional,https://www.tandfonline.com/doi/abs/10.1080/714004438,Middle Eastern Studies (Taylor & Francis) -- A Single Party State in Iran 1975-78: The Rastakhiz Party
1975-10-01,IRN,policy-enacted,Anti-profiteering campaign launched,آغاز کارزار مبارزه با گرانفروشی,"Shah decrees price-control enforcement the White Revolution's 14th principle; Rastakhiz Party task forces raid bazaar shops nationwide, and by August 1976 roughly 25,000 alleged violators have been jailed or fined, deeply alienating the bazaari merchant class ahead of the revolution.","شاه اجرای کنترل قیمت‌ها را چهاردهمین اصل انقلاب سفید اعلام کرد؛ گروه‌های ضربت حزب رستاخیز در سراسر کشور به مغازه‌های بازار یورش بردند و تا مرداد 1355 حدود 25,000 متهم زندانی یا جریمه شدند که به بیگانگی عمیق طبقه بازاری پیش از انقلاب انجامید.",fiscal;trade,https://www.cambridge.org/core/journals/iranian-studies/article/abs/state-repression-in-the-iranian-bazaar-19751977-the-antiprofiteering-campaign-and-an-impending-revolution/39F768F725FA35B0EB74293439E9F3AD,Iranian Studies (Cambridge University Press) -- State Repression in the Iranian Bazaar 1975-1977
1976-01-01,IRN,economic-event,Credit squeeze collapses construction boom,فشار اعتباری رونق ساخت‌وساز را فرومی‌پاشد,"A sharp rise in inflation combined with a Central Bank credit squeeze ends the oil-boom-fueled construction and building boom that had drawn international contractors to Iran since the early 1970s, sharply slowing investment and GDP growth.",افزایش شدید تورم همراه با محدودسازی اعتبار توسط بانک مرکزی به رونق ساخت‌وساز ناشی از رونق نفتی که از اوایل دهه 1970 پیمانکاران بین‌المللی را به ایران کشانده بود، پایان داد و رشد سرمایه‌گذاری و تولید ناخالص داخلی را به‌شدت کند کرد.,banking;inflation;fiscal,https://www.britannica.com/place/Iran/The-White-Revolution,Encyclopaedia Britannica (Iran -- The White Revolution)
1976-11-01,IRN,institutional-change,Fourth national census,چهارمین سرشماری ملی,"The Statistical Centre of Iran conducts the 1976 population and housing census (30 October - 18 November 1976), enumerating roughly 33.7 million people using nearly 30,000 census workers.","مرکز آمار ایران سرشماری جمعیت و مسکن سال 1976 (8 تا 27 آبان 1355) را انجام داد که با نزدیک به 30,000 آمارگیر، جمعیتی نزدیک به 33.7 میلیون نفر را ثبت کرد.",fiscal,https://irandataportal.syr.edu/census/,Iran Data Portal (Syracuse University) -- Census
1977-01-01,IRN,policy-enacted,Anti-profiteering campaign,کارزار مبارزه با گرانفروشی,"Government price-control crackdown on merchants amid inflation from oil-boom overheating, contributing to bazaari discontent ahead of the revolution.",سرکوب دولتی قیمت‌ها علیه کاسبان در پی تورم ناشی از داغ شدن بیش از حد اقتصاد در دوران رونق نفتی، که به نارضایتی بازاریان پیش از انقلاب دامن زد.,fiscal,https://www.iranicaonline.org/articles/economy-ix,Encyclopaedia Iranica (Economy ix. In the Pahlavi Period)
1977-08-07,IRN,policy-enacted,Amouzegar austerity program,برنامه ریاضتی آموزگار,"Shah appoints technocrat Jamshid Amouzegar prime minister with a mandate to curb inflation through fiscal austerity; his government cuts public spending, halts development projects and tightens credit, deepening unemployment and business distress as revolutionary unrest builds.",شاه تکنوکرات جمشید آموزگار را با مأموریت مهار تورم از طریق ریاضت مالی به نخست‌وزیری منصوب کرد؛ دولت او هزینه‌های عمومی را کاهش داد، طرح‌های توسعه را متوقف و اعتبارات را تنگ‌تر کرد که بیکاری و تنگنای کسب‌وکارها را در حالی که ناآرامی‌های انقلابی اوج می‌گرفت، تشدید کرد.,fiscal;inflation,https://www.washingtonpost.com/archive/national/1977/08/08/oil-chief-irans-premier/20d6e719-a6a4-4b5b-a8c8-5cbc986ff86f/,The Washington Post (8 August 1977)
1978-09-16,IRN,catastrophe,Tabas earthquake,زلزله طبس,"M7.4 earthquake devastates the city of Tabas and surrounding villages in South Khorasan province, killing an estimated 20,000 people and destroying roughly 15,000 houses; NOAA's contemporaneous damage estimate is $50 million. The disaster struck six weeks before the oil-workers' strikes that paralyzed the economy ahead of the 1979 revolution.","زلزله‌ای به بزرگی 7.4 ریشتر شهر طبس و روستاهای اطراف آن در استان خراسان جنوبی را ویران کرد و برآورد می‌شود 20,000 نفر کشته و نزدیک به 15,000 خانه تخریب شد؛ برآورد هم‌زمان نوآا خسارت را 50 میلیون دلار اعلام کرد. این فاجعه شش هفته پیش از اعتصاب‌های کارگران نفت که اقتصاد را پیش از انقلاب 1979 فلج کرد، رخ داد.",fiscal;labor,https://www.ngdc.noaa.gov/hazel/view/hazards/earthquake/search,NOAA National Centers for Environmental Information (NCEI) — Significant Earthquake Database
1978-10-31,IRN,economic-event,Oil workers' strike paralyzes economy,اعتصاب کارگران نفت اقتصاد را فلج می‌کند,"Nationalized oil-refinery workers strike beginning in late October 1978, demanding political prisoners' release; by November a general strike shuts refineries, banks, ports and factories, cutting oil output from roughly 6 million to 1.5 million barrels/day and costing the government an estimated $60m per day.",کارگران پالایشگاه‌های نفت ملی‌شده از اواخر مهر 1357 با خواست آزادی زندانیان سیاسی دست به اعتصاب زدند؛ تا آبان اعتصاب سراسری پالایشگاه‌ها، بانک‌ها، بنادر و کارخانه‌ها را تعطیل کرد و تولید نفت را از حدود 6 میلیون به 1.5 میلیون بشکه در روز کاهش داد که برآورد می‌شد روزانه 60 میلیون دلار برای دولت هزینه داشت.,oil;labor;fiscal,https://www.brookings.edu/articles/what-irans-1979-revolution-meant-for-us-and-global-oil-markets/,Brookings Institution -- What Iran's 1979 Revolution Meant for US and Global Oil Markets
1979-02-11,IRN,political-event,Islamic Revolution,انقلاب اسلامی,Mohammad Reza Shah's government falls; the Islamic Republic is proclaimed under Ayatollah Khomeini on 1 April 1979.,حکومت محمدرضا شاه سقوط کرد و جمهوری اسلامی در اول فروردین 1358 (1 آوریل 1979) به رهبری آیت‌الله خمینی اعلام شد.,institutional;fiscal,https://www.britannica.com/event/Iranian-Revolution,Encyclopaedia Britannica
1979-03-05,IRN,institutional-change,Bonyad Mostazafan founded from confiscated Pahlavi assets,تأسیس بنیاد مستضعفان از دارایی‌های مصادره‌شده پهلوی,"Ayatollah Khomeini decrees the creation of the Bonyad-e Mostazafan (Foundation of the Oppressed), successor to the Pahlavi Foundation, to administer assets confiscated from the former royal family and dozens of associates of the old regime; within a decade its holdings reportedly exceed $20bn across roughly 140 factories, 470 agribusinesses, 100 construction firms, 64 mines and 250 commercial companies, becoming one of several bonyad conglomerates operating outside normal budgetary and tax oversight.",آیت‌الله خمینی فرمان تأسیس بنیاد مستضعفان را صادر کرد، جانشین بنیاد پهلوی، برای اداره دارایی‌های مصادره‌شده از خاندان سلطنتی پیشین و ده‌ها تن از وابستگان نظام سابق؛ ظرف یک دهه دارایی‌های آن گفته می‌شود از 20 میلیارد دلار در قالب حدود 140 کارخانه، 470 بنگاه کشاورزی-صنعتی، 100 شرکت ساختمانی، 64 معدن و 250 شرکت بازرگانی فراتر رفت و به یکی از چند کنگلومرای بنیادی تبدیل شد که خارج از نظارت معمول بودجه‌ای و مالیاتی فعالیت می‌کنند.,fiscal;institutional,https://en.wikipedia.org/wiki/Mostazafan_Foundation,Wikipedia -- Mostazafan Foundation (cross-checked against Wikipedia's Bonyad overview article)
1979-06-01,IRN,policy-enacted,Nationalization of banks and major industries,ملی شدن بانک‌ها و صنایع بزرگ,"Revolutionary Council nationalizes the banking system and large private industrial/commercial conglomerates, restructuring much of the economy under state and bonyad control.",شورای انقلاب نظام بانکی و کنگلومراهای بزرگ خصوصی صنعتی و بازرگانی را ملی کرد و بخش بزرگی از اقتصاد را تحت کنترل دولت و بنیادها بازسازی کرد.,banking;institutional,https://www.iranicaonline.org/articles/economy-x-under-the-islamic-republic,Encyclopaedia Iranica (Economy x. Under the Islamic Republic)
1979-11-14,IRN,sanction-imposed,US freezes Iranian assets,توقیف دارایی‌های ایران توسط آمریکا,"Executive Order 12170 freezes roughly $12 billion in Iranian assets in the US following the embassy hostage crisis (Nov 4, 1979 – Jan 20, 1981).",فرمان اجرایی 12170 حدود 12 میلیارد دلار از دارایی‌های ایران را در پی بحران گروگان‌گیری سفارت آمریکا (4 آبان 1358 تا 30 دی 1359) توقیف کرد.,fx;fiscal,https://iranprimer.usip.org/resource/timeline-us-sanctions,USIP Iran Primer — Timeline of U.S. Sanctions
1980-04-07,IRN,sanction-imposed,US trade embargo,تحریم تجاری آمریکا,United States severs diplomatic relations and imposes a full trade embargo on Iran.,ایالات متحده روابط دیپلماتیک را قطع و تحریم تجاری کامل علیه ایران اعمال کرد.,trade;fx,https://iranprimer.usip.org/resource/timeline-us-sanctions,USIP Iran Primer — Timeline of U.S. Sanctions
1980-09-22,IRN,catastrophe,Iran-Iraq War begins,آغاز جنگ ایران و عراق,"Eight-year war (1980-1988) imposes massive fiscal costs, disrupts oil exports, and entrenches a rationing/coupon system for basic goods.",جنگی هشت‌ساله (1359-1367) که هزینه‌های مالی سنگینی تحمیل کرد، صادرات نفت را مختل ساخت و نظام جیره‌بندی و کوپن کالاهای اساسی را نهادینه کرد.,oil;fiscal;food,https://www.britannica.com/event/Iran-Iraq-War,Encyclopaedia Britannica
1980-11-01,IRN,policy-enacted,Wartime rationing coupon system introduced,معرفی نظام کوپن جیره‌بندی دوران جنگ,"Amid the Iraqi invasion, a trade squeeze and food shortages, the government begins distributing ration coupons for sugar, rice, meat, cooking oil and other staples through neighborhood cooperatives; the coupon ('koopon') system remains in force through the 1980s and is phased out only toward the end of the Ahmadinejad era.",در بحبوحه حمله عراق، تنگنای تجاری و کمبود مواد غذایی، دولت توزیع کوپن‌های جیره‌بندی برای قند، برنج، گوشت، روغن پخت‌وپز و دیگر اقلام اساسی را از طریق تعاونی‌های محلی آغاز کرد؛ نظام کوپن در طول دهه 1980 برقرار ماند و تنها در اواخر دوران احمدی‌نژاد به‌طور کامل حذف شد.,food;fiscal,https://www.imf.org/external/pubs/ft/wp/2011/wp11167.pdf,IMF Working Paper -- Iran: The Chronicles of the Subsidy Reform
1981-01-19,IRN,sanction-lifted,Algiers Accords partially unfreeze Iranian assets,توافق الجزایر بخشی از دارایی‌های ایران را آزاد می‌کند,"The Algiers Accords end the 444-day hostage crisis: the US agrees to unblock roughly $7.9-8bn of the approximately $12bn in Iranian assets frozen in November 1979, transfers 50 tonnes of gold held at the New York Federal Reserve, and creates the Iran-US Claims Tribunal at The Hague, with Iran depositing $1bn+ in escrow to settle outstanding claims -- a major but only partial unwinding of the 1979 asset freeze.",توافق الجزایر به بحران 444روزه گروگان‌گیری پایان داد: آمریکا موافقت کرد حدود 7.9 تا 8 میلیارد دلار از تقریباً 12 میلیارد دلار دارایی‌های ایران که در آبان 1358 مسدود شده بود را آزاد کند، 50 تن طلای نگهداری‌شده در بانک فدرال رزرو نیویورک را منتقل کند و دیوان داوری دعاوی ایران و آمریکا را در لاهه تأسیس کند، در حالی که ایران بیش از 1 میلیارد دلار در حساب امانی برای تسویه دعاوی باقی‌مانده واریز کرد؛ این توافق بازگشایی مهم اما تنها جزئی از انجماد دارایی‌های سال 1979 بود.,fx;banking,https://www.state.gov/iran-u-s-claims-tribunal,U.S. Department of State -- Iran-U.S. Claims Tribunal
1983-08,IRN,policy-enacted,Usury-free Islamic banking law enacted,تصویب قانون بانکداری بدون ربا,"Parliament passes the Law for Usury (Interest)-Free Banking, taking effect 20 March 1984, restructuring the entire banking system around profit-and-loss-sharing contracts (mosharekat, mozarebeh) rather than fixed interest, with Bank Markazi thereafter setting minimum/maximum expected profit-share rates in place of interest rates.",مجلس قانون عملیات بانکی بدون ربا (بهره) را تصویب کرد که از ۲۹ اسفند ۱۳۶۲ (۲۰ مارس ۱۹۸۴) اجرایی شد و کل نظام بانکی را بر پایه قراردادهای مشارکت در سود و زیان مانند مشارکت و مضاربه، به‌جای بهره ثابت، بازسازی کرد؛ از آن پس بانک مرکزی به‌جای نرخ بهره، حداقل و حداکثر نرخ سود مورد انتظار را تعیین می‌کند.,banking;fiscal,https://irandataportal.syr.edu/law-for-usury-interest-free-banking,Iran Data Portal (Syracuse University)
1987-10-29,IRN,sanction-imposed,US bans imports of Iranian-origin goods,آمریکا واردات کالاهای با منشأ ایران را ممنوع می‌کند,"Executive Order 12613 prohibits importing any goods or services of Iranian origin into the United States, citing Iranian state support for terrorism and attacks on US-flag and other neutral shipping in the Persian Gulf during the Iran-Iraq War; exceptions cover news materials, petroleum products refined from Iranian crude in third countries, and goods already exported from Iran before the order's effective date (12:01pm EST, 29 October 1987).",فرمان اجرایی 12613 واردات هرگونه کالا یا خدمات با منشأ ایران به آمریکا را ممنوع می‌کند، با استناد به حمایت دولت ایران از تروریسم و حملات به کشتی‌های تحت پرچم آمریکا و دیگر کشتی‌های بی‌طرف در خلیج فارس در جریان جنگ ایران و عراق؛ استثناها شامل مواد خبری، فرآورده‌های نفتی پالایش‌شده از نفت خام ایران در کشورهای ثالث و کالاهایی است که پیش از تاریخ اجرای این فرمان (ساعت 12:01 ظهر به وقت شرقی، 7 آبان 1366) از ایران صادر شده بودند.,trade;oil,https://www.reaganlibrary.gov/archives/speech/executive-order-12613-prohibiting-imports-iran,Ronald Reagan Presidential Library -- Executive Order 12613
1988-08-20,IRN,political-event,Iran-Iraq War ends — ceasefire takes effect,پایان جنگ ایران و عراق؛ آتش‌بس اجرایی می‌شود,"Iran notifies the UN Secretary-General on 17-18 July 1988 that it accepts Security Council Resolution 598, after a deteriorating war economy and a string of Iraqi battlefield gains; the ceasefire takes effect at 3am on 20 August 1988 under UNIIMOG monitoring, ending eight years of war and opening the way for the Rafsanjani government's 1989 First Post-War Five-Year reconstruction plan.",ایران در 26 و 27 تیر 1367 به دبیرکل سازمان ملل اعلام کرد که قطعنامه 598 شورای امنیت را می‌پذیرد، پس از وخامت اقتصاد جنگی و سلسله پیشروی‌های عراق در میدان نبرد؛ آتش‌بس ساعت سه بامداد 29 مرداد 1367 تحت نظارت گروه ناظران سازمان ملل بر ایران و عراق (یونیموگ) اجرایی شد و به هشت سال جنگ پایان داد و راه را برای برنامه پنج‌ساله بازسازی پس از جنگ دولت رفسنجانی در 1989 گشود.,oil;fiscal,https://www.britannica.com/event/Iran-Iraq-War,Encyclopaedia Britannica
1989-08-01,IRN,policy-enacted,First Post-War Five-Year Plan (Rafsanjani reconstruction),نخستین برنامه پنج‌ساله پس از جنگ (بازسازی رفسنجانی),Rafsanjani government begins post-war economic liberalization and reconstruction planning after Khomeini's death (June 1989).,دولت رفسنجانی پس از درگذشت آیت‌الله خمینی (خرداد 1368) آزادسازی اقتصادی و برنامه‌ریزی بازسازی پس از جنگ را آغاز کرد.,fiscal;trade,https://irandataportal.syr.edu/annual-budgets-development-plans/,Iran Data Portal (Syracuse University)
1990-06-20,IRN,catastrophe,Manjil-Rudbar earthquake,زلزله منجیل-رودبار,"M7.3 earthquake strikes Gilan and Zanjan provinces -- Iran's deadliest and costliest natural disaster of the modern era: an estimated 40,000 people killed, 105,000 injured, and roughly 100,000 houses destroyed. NOAA's Significant Earthquake Database estimates $7.2 billion in contemporaneous damage, striking less than two years after the Iran-Iraq War's ceasefire and compounding the reconstruction burden on Rafsanjani's First Post-War Five-Year Plan.","زلزله‌ای به بزرگی 7.3 ریشتر استان‌های گیلان و زنجان را لرزاند؛ مرگبارترین و پرهزینه‌ترین بلای طبیعی ایران در دوران معاصر: برآورد می‌شود 40,000 نفر کشته، 105,000 نفر زخمی و نزدیک به 100,000 خانه تخریب شدند. پایگاه داده زلزله‌های مهم نوآا خسارت هم‌زمان را 7.2 میلیارد دلار برآورد می‌کند؛ این زلزله کمتر از دو سال پس از آتش‌بس جنگ ایران و عراق رخ داد و بار بازسازی بر دوش برنامه پنج‌ساله نخست پس از جنگ دولت رفسنجانی را دوچندان کرد.",fiscal;labor,https://www.ngdc.noaa.gov/hazel/view/hazards/earthquake/search,NOAA National Centers for Environmental Information (NCEI) — Significant Earthquake Database
1993,IRN,economic-event,External debt crisis forces payment moratorium,بحران بدهی خارجی و توقف پرداخت‌ها,"After the postwar reconstruction boom's heavy short-term borrowing (foreign debt reaching roughly $28bn) collides with weaker oil prices, the Central Bank effectively halts most external debt-service payments and new borrowing dries up; imports are cut nearly in half in 1994 and external debt peaks at 36.2% of GDP in March 1994, ending the postwar boom.",پس از آن‌که استقراض کوتاه‌مدت سنگین دوران رونق بازسازی پس از جنگ (بدهی خارجی که به نزدیک ۲۸ میلیارد دلار رسید) با افت قیمت نفت همراه شد، بانک مرکزی عملاً بیشتر بازپرداخت‌های بدهی خارجی را متوقف کرد و استقراض جدید متوقف شد؛ واردات در سال ۱۹۹۴ تقریباً نصف شد و بدهی خارجی در مارس ۱۹۹۴ به اوج ۳۶.۲ درصد تولید ناخالص داخلی رسید و به رونق پس از جنگ پایان داد.,fiscal;fx;trade,https://iranhumanrights.org/2013/04/the-rafsanjani-period-1989-1997/,Center for Human Rights in Iran — 'The Rafsanjani Period (1989-1997)'
1993-03-21,IRN,policy-enacted,Exchange-rate unification attempt,تلاش برای یکسان‌سازی نرخ ارز,Rafsanjani government attempts to unify Iran's multiple-tier exchange rate system; the effort partially unwinds after reserve pressure.,دولت رفسنجانی می‌کوشد نظام چندنرخی ارز ایران را یکسان کند؛ این تلاش پس از فشار بر ذخایر ارزی تا حدی ناکام می‌ماند.,fx,https://www.imf.org/en/countries/irn,IMF Iran country page (Article IV history)
1995-03-15,IRN,sanction-imposed,US bans Iranian petroleum-development deals,آمریکا قراردادهای توسعه نفتی ایران را ممنوع می‌کند,"Executive Order 12957 declares a national emergency with respect to Iran and prohibits US persons from financing, managing or supervising the development of Iranian petroleum resources, a narrower precursor to the comprehensive US trade and investment ban imposed two months later (Executive Order 12959, 6 May 1995).",فرمان اجرایی 12957 وضعیت اضطراری ملی در قبال ایران را اعلام و اتباع آمریکایی را از تأمین مالی، مدیریت یا نظارت بر توسعه منابع نفتی ایران منع می‌کند، مقدمه‌ای محدودتر بر ممنوعیت جامع تجارت و سرمایه‌گذاری آمریکا که دو ماه بعد (فرمان اجرایی 12959، 16 اردیبهشت 1374) اعمال شد.,oil;fx,https://www.presidency.ucsb.edu/documents/executive-order-12957-prohibiting-certain-transactions-with-respect-the-development,The American Presidency Project (UC Santa Barbara) -- Executive Order 12957
1995-05-06,IRN,sanction-imposed,US comprehensive trade and investment ban,ممنوعیت جامع تجارت و سرمایه‌گذاری آمریکا,Executive Order 12959 bars virtually all US trade and investment with Iran.,فرمان اجرایی 12959 تقریباً تمام تجارت و سرمایه‌گذاری آمریکا با ایران را ممنوع می‌کند.,trade;fx,https://ofac.treasury.gov/sanctions-programs-and-country-information,OFAC — Iran Sanctions Program Information
1996-08-05,IRN,sanction-imposed,Iran-Libya Sanctions Act (ILSA),قانون تحریم‌های ایران و لیبی,US law imposes secondary sanctions on foreign firms investing over $40 million/year (later $20M) in Iran's energy sector.,قانون آمریکا تحریم‌های ثانویه علیه شرکت‌های خارجی‌ای که سالانه بیش از 40 میلیون دلار (بعدها 20 میلیون دلار) در بخش انرژی ایران سرمایه‌گذاری می‌کنند، وضع می‌کند.,oil;trade,https://iranprimer.usip.org/resource/timeline-us-sanctions,USIP Iran Primer — Timeline of U.S. Sanctions
2002-03-21,IRN,policy-enacted,Official/market exchange-rate unification,یکسان‌سازی نرخ رسمی و بازار ارز,"Iran unifies its official and market exchange rates at the start of the 1381 fiscal year, a rare successful unification episode.",ایران در آغاز سال مالی 1381 نرخ رسمی و بازار ارز خود را یکسان کرد؛ یکی از معدود تجربه‌های موفق یکسان‌سازی نرخ ارز.,fx,https://www.imf.org/en/countries/irn,IMF Iran country page (Article IV history)
