country_id,country_iso3_code,year,export_value,import_value,eci,coi,diversity,growth_proj
524,NPL,2023,1156189743,10372841098,-0.105,0.207,174,2.836
524,NPL,2024,1162060065,10335309305,-0.091,0.141,170,2.859
528,NLD,2022,627251535385,714283663810,0.994,1.644,426,1.622
528,NLD,2023,579189250004,677803063803,0.988,1.609,420,1.504
528,NLD,2024,564893484898,667510528617,0.946,1.753,436,1.867
531,CUW,2022,317752463,1381619399,0.905,0.959,163,
531,CUW,2023,316368161,1292098118,0.999,0.956,164,3.487
531,CUW,2024,287004847,1700000474,0.901,1.062,189,
533,ABW,2022,61841217,1542081033,0.822,-0.099,80,
533,ABW,2023,101928646,1208768396,0.586,0.007,91,0.759
533,ABW,2024,133485826,1363680105,0.252,-0.201,74,
534,SXM,2022,83944921,903666635,0.623,0.181,111,
534,SXM,2023,84534760,1047666350,0.911,0.68,138,1.305
534,SXM,2024,98955456,962001280,0.785,0.638,128,
535,BES,2022,8572556,824825172,0.584,-0.746,20,
535,BES,2023,165206813,730915469,-0.002,-0.946,7,
535,BES,2024,27247791,731864045,0.581,-0.666,25,
540,NCL,2022,2432930328,2789120429,-0.355,-0.986,13,
540,NCL,2023,1958942070,2723468502,-0.592,-1.019,12,
540,NCL,2024,1120973060,1736615622,-0.329,-0.992,19,
548,VUT,2022,182924476,435482481,-1.48,-1.091,23,
548,VUT,2023,170833120,508378434,-1.592,-1.05,20,1.816
548,VUT,2024,258907443,555217526,-1.678,-1.068,23,
554,NZL,2022,43669831233,47633374598,0.514,0.085,162,1.296
554,NZL,2023,40177917976,44092240585,0.467,-0.024,161,1.008
554,NZL,2024,40267351702,42234511380,0.519,0.096,166,1.206
558,NIC,2022,8524639101,9279674064,-1.147,-0.918,111,1.133
558,NIC,2023,7571586933,9064625950,-1.108,-0.969,109,1.024
558,NIC,2024,7797865868,10049959131,-0.898,-0.849,109,1.294
562,NER,2022,2175753763,2334461909,-0.416,-0.663,69,2.472
562,NER,2023,1139017620,1546738822,-0.928,-0.896,49,2.228
562,NER,2024,1293200332,1134158545,-0.687,-0.819,40,2.671
566,NGA,2022,61400690813,63982312002,-2.416,-1.279,48,2.581
566,NGA,2023,56752243365,55051221914,-2.307,-1.26,42,2.235
566,NGA,2024,52714212975,47795649673,-2.281,-1.224,47,2.393
570,NIU,2022,3715425,41930285,1.113,-0.125,51,
570,NIU,2023,5641531,19790640,1.518,0.14,52,
570,NIU,2024,5631479,37475957,1.31,0.149,50,
574,NFK,2022,1551775,33180831,0.695,-0.469,37,
574,NFK,2023,1679963,37532011,0.607,-0.502,37,
574,NFK,2024,2526937,42924552,0.272,-0.639,27,
578,NOR,2022,196458238845,98026346379,0.805,-0.385,91,0.986
578,NOR,2023,155380336665,88876581597,0.748,-0.277,100,1.241
578,NOR,2024,145617293424,91897371701,0.746,-0.11,111,1.256
580,MNP,2022,2342685,154426490,1.11,-0.528,29,
580,MNP,2023,2082536,152672033,0.59,-0.547,34,
580,MNP,2024,2211707,136265532,0.704,-0.608,32,
583,FSM,2022,170702614,159432400,-0.958,-1.02,7,
583,FSM,2023,153817683,179913423,-0.718,-0.985,15,0.563
583,FSM,2024,264707040,169374812,-0.09,-0.909,8,
584,MHL,2022,1257256609,16607854265,0.418,-0.847,21,
584,MHL,2023,916063042,18352785385,-0.264,-0.938,15,-1.937
584,MHL,2024,871345418,17562750945,0.001,-0.84,18,
585,PLW,2022,6567049,182801617,0.256,-0.665,26,
585,PLW,2023,4978123,212116381,-0.259,-0.802,31,0.551
585,PLW,2024,16849233,202759988,-0.42,-0.736,26,
586,PAK,2022,31392629009,65790160827,-0.405,0.396,213,3.477
586,PAK,2023,30661600690,49259906038,-0.408,0.444,212,3.708
586,PAK,2024,33112032670,57851535952,-0.224,0.342,206,3.622
591,PAN,2022,6074945714,57782432990,0.161,-0.541,82,1.974
591,PAN,2023,5271031511,53321153672,0.102,-0.616,80,1.664
591,PAN,2024,3028196820,56269529086,0.362,0.543,154,2.514
598,PNG,2022,14717025611,5664068591,-1.696,-1.233,36,1.718
598,PNG,2023,11914371642,5737539247,-1.655,-1.165,42,1.501
598,PNG,2024,11173575670,5581818622,-2.128,-1.197,32,1.585
600,PRY,2022,9778271481,12705830603,-0.479,-0.896,95,3.306
600,PRY,2023,11326049923,13490112870,-0.485,-0.884,93,3.098
600,PRY,2024,10991336410,14810865749,-0.233,-0.746,97,3.651
604,PER,2022,58879377829,53286266970,-0.697,-0.076,165,1.624
604,PER,2023,61643634303,48101716838,-0.701,-0.225,157,1.366
604,PER,2024,72920844630,49142388244,-0.583,-0.152,149,1.527
608,PHL,2022,95848403492,163721302569,0.713,0.368,180,2.918
608,PHL,2023,81831155392,142740131693,0.66,0.35,179,2.68
608,PHL,2024,81473001562,142418058905,0.676,0.655,186,3.196
612,PCN,2022,3627382,3832122,0.687,-0.34,53,
612,PCN,2023,1312650,7445689,1.352,-0.397,32,
612,PCN,2024,967502,4240741,1.638,-0.347,25,
616,POL,2022,318970795137,357730262802,1.038,1.342,439,2.99
616,POL,2023,335550203945,340784376458,1.034,1.139,426,3.133
616,POL,2024,325119882732,347964872642,0.989,1.166,439,2.66
620,PRT,2022,75141942179,107531557569,0.702,2.307,406,2.617
620,PRT,2023,75723137967,106619967267,0.717,2.168,400,2.298
620,PRT,2024,75105976810,106244089965,0.726,2.017,402,1.692
624,GNB,2022,180989762,424935590,-2.766,-1.091,6,
624,GNB,2023,88701108,571525728,-2.35,-1.167,22,2.236
624,GNB,2024,173737397,533012878,-1.549,-1.015,13,
626,TLS,2022,355884532,1001695821,-0.401,-0.852,29,
626,TLS,2023,150635248,1013042862,-0.762,-1.02,37,1.985
626,TLS,2024,71851001,1032864823,-0.784,-1.003,29,
634,QAT,2022,123662884647,40059462298,0.222,-1.041,26,2.674
634,QAT,2023,93071968643,40861016417,-0.196,-1.11,26,2.541
634,QAT,2024,88471312982,34952638010,0.047,-0.999,30,1.839
642,ROU,2022,95445258293,119772633054,1.031,0.988,295,2.319
642,ROU,2023,99842471141,122893667306,1.034,0.88,292,2.083
642,ROU,2024,96813380605,127719469553,1.006,0.892,295,2.186
643,RUS,2022,487920792791,198887909533,0.407,-0.331,127,1.157
643,RUS,2023,364695992990,217818096664,0.239,-0.416,125,1.193
643,RUS,2024,337701529003,203791355625,0.239,-0.289,133,1.005
646,RWA,2022,1475757949,2619458603,-0.611,-0.31,136,4.468
646,RWA,2023,1126921830,2260054601,-0.957,-0.82,88,3.458
646,RWA,2024,481838704,2107196752,-1.068,-0.891,60,4.326
652,BLM,2022,298064235,59820270,0.502,-0.984,5,
652,BLM,2023,24057896,250888575,0.641,-0.126,70,
652,BLM,2024,10717318,236334035,0.591,-0.031,91,
654,SHN,2022,32563409,45262657,0.574,-0.759,23,
654,SHN,2023,31969680,64644451,0.607,-0.605,35,
654,SHN,2024,26987794,53839601,1.156,-0.423,30,
659,KNA,2022,43740574,358012244,0.494,-0.421,63,
659,KNA,2023,72302488,383455686,0.492,-0.436,51,2.581
659,KNA,2024,41933924,369753501,0.652,-0.312,59,
660,AIA,2022,25454346,287198885,1.312,-0.3,39,
660,AIA,2023,20747844,243081028,1.427,0.107,64,
660,AIA,2024,18307286,224361583,0.783,-0.385,43,
662,LCA,2022,56150247,1284897292,-0.147,-0.078,105,
662,LCA,2023,68418204,1126674400,-0.039,-0.396,86,1.743
662,LCA,2024,79922815,1611988046,-0.233,-0.652,60,
666,SPM,2022,6572165,67969787,-0.18,-0.916,23,
666,SPM,2023,3250427,62899513,0.311,-0.686,28,
666,SPM,2024,7318771,73456860,-0.126,-0.759,29,
670,VCT,2022,131852040,380071259,-0.73,-0.966,49,
670,VCT,2023,53388843,476281460,-0.449,-0.74,74,1.827
670,VCT,2024,51062621,489236774,-0.434,-0.688,60,
674,SMR,2022,184248832,438982470,1.256,1.169,157,
674,SMR,2023,191319232,395669369,1.24,0.967,140,
674,SMR,2024,200738540,485242824,1.165,1.159,144,
678,STP,2022,19802220,193458923,0.538,-0.049,64,
678,STP,2023,48484519,179857722,0.108,-0.618,41,1.773
678,STP,2024,39151467,158434472,0.309,-0.51,35,
682,SAU,2022,286225489581,175597381067,0.512,-0.485,72,1.733
682,SAU,2023,225403132530,196787003172,0.447,-0.464,83,1.038
682,SAU,2024,212241781613,196360471696,0.5,-0.334,93,1.809
686,SEN,2022,5882335006,15773571819,-0.714,-0.427,137,2.508
686,SEN,2023,5046175240,15644843019,-0.795,-0.44,139,2.256
686,SEN,2024,5879620233,15251079367,-0.529,-0.641,116,2.721
688,SRB,2022,27869548214,38420407808,0.775,1.076,282,1.98
688,SRB,2023,29826483686,37961480274,0.781,1.076,283,1.878
688,SRB,2024,31405907591,40037149843,0.775,1.008,272,1.839
690,SYC,2022,623440137,1047972550,0.524,-0.562,51,
690,SYC,2023,572954414,1062482652,0.233,-0.757,43,3.684
690,SYC,2024,817545161,1345196238,0.108,-0.836,32,
694,SLE,2022,1076289445,1796967518,-0.401,-0.909,40,
694,SLE,2023,1256504012,1997844133,-0.333,-0.949,40,1.653
694,SLE,2024,1228517996,2125874889,-0.236,-0.947,35,
702,SGP,2022,376683791829,408345104906,1.524,0.659,141,3.366
702,SGP,2023,346625878936,379122988738,1.575,0.6,146,2.766
702,SGP,2024,366242047596,407672883486,1.439,0.721,145,2.802
703,SVK,2022,101225280770,94801270964,1.225,0.769,233,2.456
703,SVK,2023,107043549604,96758808353,1.207,0.673,211,2.383
703,SVK,2024,104402542554,96773507313,1.129,0.839,225,2.456
704,VNM,2022,394968745089,362227953505,0.472,0.911,254,5.0
704,VNM,2023,385538989220,332090681331,0.5,1.17,279,4.842
704,VNM,2024,429539840683,382861521585,0.596,0.713,228,5.519
705,SVN,2022,54191091132,59969711937,1.35,1.154,270,1.527
705,SVN,2023,60070040824,60837672198,1.363,1.11,246,1.438
705,SVN,2024,69356053658,72043156997,1.282,1.061,224,1.637
706,SOM,2022,591509422,5819598514,-2.079,-1.195,44,
706,SOM,2023,855655855,5255672616,-2.257,-1.222,42,3.148
706,SOM,2024,408438631,3219823204,-1.533,-1.079,42,
710,ZAF,2022,134812134537,104411220554,0.36,0.636,213,1.403
710,ZAF,2023,127359511343,101782287562,0.296,0.994,242,1.599
710,ZAF,2024,127811275975,96258942302,0.373,1.156,253,1.77
716,ZWE,2022,4890852957,6444769641,-1.073,-1.164,79,1.918
716,ZWE,2023,5270552579,7568436818,-1.131,-1.125,83,1.59
716,ZWE,2024,6833688712,7936860701,-1.076,-1.192,77,2.089
724,ESP,2022,379875326774,428120799081,0.826,2.668,504,2.241
724,ESP,2023,380115433393,409954857112,0.826,2.835,498,2.022
724,ESP,2024,368796546604,398202441596,0.825,2.314,482,1.311
728,SSD,2022,451683555,1584930855,-1.426,-1.046,25,
728,SSD,2023,540223201,1632176589,-2.282,-1.161,21,
728,SSD,2024,410332467,1128619777,-1.394,-1.035,13,
729,SDN,2022,4893336517,10113902065,-2.031,-1.203,52,2.723
729,SDN,2023,4057961863,6357631599,-2.617,-1.384,39,2.285
729,SDN,2024,2558157205,3724318407,-2.118,-1.305,32,3.166
740,SUR,2022,2646377615,1843248093,0.016,-0.317,89,
740,SUR,2023,1610660693,1847039286,-0.263,-0.691,70,1.661
740,SUR,2024,1381036378,1703570517,0.191,0.169,110,
748,SWZ,2022,2059285302,2063182884,0.283,-0.685,87,3.267
748,SWZ,2023,2227184928,1921215218,0.231,-0.9,81,3.027
748,SWZ,2024,2074442099,2149697840,0.306,-0.858,80,2.758
752,SWE,2022,184231336129,187667975781,1.36,1.031,311,1.452
752,SWE,2023,179908528671,180116842353,1.365,0.963,309,1.459
752,SWE,2024,179439111171,177588099335,1.227,1.101,304,1.394
756,CHE,2022,381052462847,349940727171,1.72,1.192,224,1.496
756,CHE,2023,395870593316,357877275781,1.751,1.107,218,1.275
756,CHE,2024,415367485770,352118196176,1.572,1.285,211,1.221
760,SYR,2022,942644163,5190587784,-0.589,0.203,179,
760,SYR,2023,1132685177,4242726281,-0.638,-0.17,163,
760,SYR,2024,1014815922,3907256367,-0.421,-0.305,147,
762,TJK,2022,2037752842,5971745473,-1.249,-1.17,71,3.995
762,TJK,2023,1624261337,7258295501,-1.051,-1.19,71,4.112
762,TJK,2024,1439134314,6328740683,-1.413,-1.251,59,3.915
764,THA,2022,296152635362,261272070140,0.843,1.62,331,3.881
764,THA,2023,290746746229,248140376278,0.837,1.57,315,3.627
764,THA,2024,303269799950,270471730949,0.802,1.52,294,3.875
768,TGO,2022,3527499063,17723170278,-1.147,-1.034,84,2.222
768,TGO,2023,4716357188,13893933141,-1.205,-1.019,81,2.466
768,TGO,2024,2724975905,11192776471,-0.651,-0.395,120,3.094
772,TKL,2022,263368222,9545433,0.962,-0.697,14,
772,TKL,2023,133460979,14528923,0.518,-0.649,32,
772,TKL,2024,28956642,41052307,0.581,0.213,103,
776,TON,2022,12383678,259360371,-0.629,-0.691,58,
776,TON,2023,14574571,292025754,-0.01,-0.136,87,
776,TON,2024,19644549,307903868,-0.133,-0.389,73,
780,TTO,2022,15288552149,7296285100,-0.312,-1.148,43,2.564
780,TTO,2023,9736547631,6922613652,0.071,-0.918,65,2.527
780,TTO,2024,9593992357,7650800183,0.04,-0.873,70,2.373
784,ARE,2022,346085553468,295681926484,0.67,0.413,183,2.172
784,ARE,2023,332840072952,329925892419,0.693,0.466,191,1.916
784,ARE,2024,255171338320,325917967980,0.363,-0.734,86,0.876
788,TUN,2022,17633227324,25264234829,0.36,1.056,252,3.279
788,TUN,2023,19759687711,23916814598,0.484,0.776,240,3.279
788,TUN,2024,17836495309,20595130581,0.545,0.535,201,3.288
792,TUR,2022,249316319308,288344727948,0.628,3.0,446,4.406
792,TUR,2023,251061365793,298611478914,0.689,2.622,438,4.144
792,TUR,2024,255358737364,292018886316,0.705,2.582,449,3.395
795,TKM,2022,11592354889,4944608585,-1.338,-1.236,31,3.084
795,TKM,2023,12509575270,4815651607,-1.309,-1.3,23,2.872
795,TKM,2024,11112299043,3934276434,-1.163,-1.265,30,3.448
796,TCA,2022,48608744,682236914,0.51,-0.274,82,
796,TCA,2023,24371788,733873271,0.652,0.271,113,1.7
796,TCA,2024,26337565,891875819,0.554,-0.035,76,
798,TUV,2022,63822427,152628180,0.394,-0.891,12,
798,TUV,2023,45189183,142576621,0.783,-0.786,17,1.029
798,TUV,2024,64111405,113053678,0.328,-0.858,11,
800,UGA,2022,4134246852,5677378064,-0.724,0.126,170,6.055
800,UGA,2023,5308421920,6862644862,-0.718,0.245,175,5.907
800,UGA,2024,7528363582,8560086974,-0.516,0.082,168,5.71
804,UKR,2022,46987422029,47385898311,0.51,0.338,198,0.667
804,UKR,2023,40396819181,53863650438,0.5,0.197,194,1.245
804,UKR,2024,44356256213,61264847436,0.415,0.113,197,1.032
807,MKD,2022,9588514099,12011988745,0.324,-0.102,159,1.383
807,MKD,2023,9774541109,11514223503,0.325,-0.234,147,1.451
807,MKD,2024,8595547980,11121697681,0.431,-0.071,154,1.979
818,EGY,2022,47611469790,89187265528,-0.073,1.197,257,4.848
818,EGY,2023,41668439835,78878883669,-0.059,1.832,300,5.05
818,EGY,2024,44282262865,85604733740,0.082,1.772,300,4.035
826,GBR,2022,488303456765,701154669302,1.391,0.944,344,2.044
826,GBR,2023,457891713811,665299898636,1.372,0.99,340,2.056
826,GBR,2024,448403999069,691413961547,1.242,0.986,373,1.921
834,TZA,2022,7827208470,19489990629,-1.219,0.488,183,4.87
834,TZA,2023,7929629363,20250315512,-1.13,0.449,186,4.905
834,TZA,2024,8051759080,20503809579,-0.904,0.54,185,4.432
840,USA,2022,2006642463809,3090539946434,1.263,0.932,376,1.821
840,USA,2023,1963529401031,2956121037965,1.204,1.161,381,1.924
840,USA,2024,2038021403061,3068572377851,1.099,1.402,377,1.942
854,BFA,2022,4372741287,4468816373,-0.969,-0.86,85,3.503
854,BFA,2023,4375340622,4354504521,-1.052,-0.915,82,4.009
854,BFA,2024,5704727157,4898076840,-0.654,-0.861,84,3.77
858,URY,2022,12262441692,14990859483,0.018,-0.429,112,0.903
858,URY,2023,9798419441,14755870430,0.096,-0.364,112,0.976
858,URY,2024,10961222253,14552199905,0.177,-0.519,106,0.962
860,UZB,2022,14261475677,28290750506,0.055,0.465,215,5.487
860,UZB,2023,20029179367,36892012817,0.236,0.451,211,5.746
860,UZB,2024,18787332649,34236396586,0.23,0.448,208,5.366
862,VEN,2022,15025727722,10027654657,-1.17,-1.141,52,1.016
862,VEN,2023,13204184993,10506705386,-1.37,-1.193,42,1.068
862,VEN,2024,17221504785,14135710370,-1.641,-1.231,37,0.515
882,WSM,2022,62912477,515679891,0.141,0.348,122,
882,WSM,2023,58988989,514494154,0.055,-0.072,99,2.529
882,WSM,2024,43952677,578879962,0.306,0.413,116,
887,YEM,2022,1706020186,12470096585,-1.874,-1.265,58,3.515
887,YEM,2023,920527762,12000650313,-1.569,-1.27,68,4.209
887,YEM,2024,557560396,8866536425,-1.735,-1.254,62,4.839
894,ZMB,2022,10213718997,6419831005,-0.685,-0.774,105,3.214
894,ZMB,2023,10126832491,6848517603,-0.691,-0.819,101,2.946
894,ZMB,2024,9861662380,8149007141,-0.66,-0.821,98,3.49
999,ANS,2022,0,10969970702,,,,
999,ANS,2023,0,6957800661,,,,
999,ANS,2024,0,5941455838,,,,
