country_iso3,source_table,table_title,series,year,value
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1942,10.58
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1943,7331078.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1943,10.92
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1943,8063156.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1943,11.07
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1944,7671912.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1944,11.43
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1944,8396574.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1944,11.53
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1945,7153544.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1945,10.65
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1945,7760126.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1945,10.65
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1946,7474574.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1946,11.13
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1946,8082656.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1946,11.1
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1947,7597693.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1947,11.32
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1947,8243016.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1947,11.32
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1948,7616341.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1948,11.34
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1948,8266258.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1948,11.35
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1949,7567251.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1949,11.27
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1949,8264869.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1949,11.35
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1950,7801680.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1950,11.62
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1950,8434878.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1950,11.58
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1951,8576938.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1951,12.77
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1951,9211372.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1951,12.65
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1952,9276801.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1952,13.82
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1952,10000357.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1952,13.73
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1953,9246609.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1953,13.77
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1953,9997483.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1953,13.72
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1954,9948749.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1954,14.82
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1954,10707069.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1954,14.7
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1955,10345340.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1955,15.41
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1955,11062395.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1955,15.19
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1956,11186827.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1956,16.66
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1956,11967741.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1956,16.43
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1957,11544663.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1957,17.2
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1957,12360693.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1957,16.97
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1958,12043569.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1958,17.94
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1958,13136333.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1958,18.03
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1959,11766922.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1959,17.53
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1959,13070965.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1959,17.94
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1960,11953348.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1960,17.8
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1960,13288347.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1960,18.24
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1961,13486118.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1961,20.09
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1961,15014016.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1961,20.61
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1962,15035401.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1962,22.39
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1962,16628635.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1962,22.83
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1963,16570934.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1963,24.68
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1963,18412499.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1963,25.28
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1964,18200547.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1964,27.11
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1964,19635582.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1964,26.96
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1965,19405242.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1965,28.9
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1965,21158900.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1965,29.05
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1966,20853813.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1966,31.06
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1966,22738906.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1966,31.22
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1967,22254330.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1967,33.15
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1967,23959370.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1967,32.89
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1968,23590371.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1968,35.14
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1968,25387174.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1968,34.85
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1969,25714564.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1969,38.3
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1969,27878440.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1969,38.27
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1970,27183666.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1970,40.49
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1970,29069020.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1970,39.91
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1971,28743168.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1971,42.81
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1971,30567486.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1971,41.96
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1972,31118098.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1972,46.35
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1972,33263038.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1972,45.66
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1973,33896629.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1973,50.49
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1973,36254488.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1973,49.77
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1974,36415770.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1974,54.24
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1974,39256650.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1974,53.89
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1975,37697484.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1975,56.15
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1975,40451383.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1975,55.53
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1976,39313324.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1976,58.55
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1976,42245554.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1976,58.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1977,40878223.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1977,60.89
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1977,43584084.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1977,59.83
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1978,42240781.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1978,62.91
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1978,44632189.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1978,61.27
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1979,42842297.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1979,63.81
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1979,45412478.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1979,62.34
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1980,43814375.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1980,65.26
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1980,47930732.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1980,65.8
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1981,44040559.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1981,65.6
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1981,47645937.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1981,65.41
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1982,44829445.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1982,66.77
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1982,48358737.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1982,66.39
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1983,45962582.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1983,68.46
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1983,49281520.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1983,67.66
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1984,46631730.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1984,69.45
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1984,49822949.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1984,68.4
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1985,47578758.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1985,70.87
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1985,51281470.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1985,70.4
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1986,49149867.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1986,73.21
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1986,53088913.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1986,72.88
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1987,51947590.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1987,77.37
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1987,56600608.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1987,77.7
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1988,54787754.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1988,81.6
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1988,59952964.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1988,82.31
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1989,57680402.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1989,85.91
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1989,63458378.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1989,87.12
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1990,60245898.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1990,89.73
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1990,66270090.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1990,90.98
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1991,61925777.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1991,92.23
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (millones pts. 1995),1991,68276436.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB p.m. (1995=100),1991,93.73
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (millones pts. 1995),1992,63279230.0
ESP,Cuadro 17.6,"El PIB a precios constantes, 1850-2000 (millones de pesetas de 1995)",PIB c.f. (1995=100),1992,94.25
