ردیف,ماه,سال,نام گمرک,نام کشور,شماره تعرفه,عنوان تعرفه,وزن - کیلو گرم,ارزش - ریال,ارزش - دلار
137,9,1401,قم,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,200025,150683583505,515438
138,2,1401,غرب تهران,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,225000,149758558750,603460
139,2,1401,غرب تهران,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,225000,145558335000,583680
140,8,1401,شهرکرد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,200000,144293370000,520000
141,9,1401,غرب تهران,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,200000,143626210000,500689
142,4,1401,خسروی,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,204725,139183748210,531995
143,6,1401,مشهد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,199400,138573620640,518440
144,1,1401,اصفهان,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,221500,138368489350,575900
145,11,1401,غرب تهران,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,128000,137869886700,449190
146,9,1401,غرب تهران,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,131599585000,449672
147,9,1401,پرویز خان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,130321354800,452687
148,8,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,180000,128550006000,461642
149,11,1401,پرویز خان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,161000,128480898000,418600
150,8,1401,اینچه برون,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,126625525000,455000
151,1,1401,قم,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,200000,126216675000,520000
152,8,1401,غرب تهران,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,125726055000,450922
153,2,1401,مشهد,قزاقستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,193500,125138746200,503100
154,7,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,123478030000,455000
155,7,1401,مشهد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,172000,121221361300,446801
156,9,1401,مشهد,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,159200,120822358800,408215
157,6,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,171068,118963170546,444785
158,2,1401,غرب تهران,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,183000,118710833800,475800
159,10,1401,غرب تهران,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,147000,116573067000,380053
160,2,1401,مشهد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,113669985000,454768
161,8,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,158000,112521926400,409698
162,3,1401,اراک,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,112441355000,456140
163,10,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,141100,112362861000,366175
164,1,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,110476665000,455000
165,9,1401,قم,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,150000,110130410000,390000
166,12,1401,منطقه ویژه اقتصادی نوشهر,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,127500,108385030000,326095
167,8,1401,قم,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,150000,107829800000,390000
168,3,1401,قزوین,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,300250,107634530160,432360
169,8,1401,شهرکرد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,150000,107607500000,389594
170,1,1401,منطقه ویژه اقتصادی نوشهر,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,169900,106482552150,441740
171,9,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,135000,104617757400,345838
172,6,1401,منطقه ویژه اقتصادی شیراز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,150000,104526110000,390000
173,7,1401,غرب تهران,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,150000,104410150000,385738
174,10,1401,خسروی,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,127500,101162731800,331500
175,11,1401,منطقه ویژه اقتصادی شیراز,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125000,99752250000,325000
176,11,1401,خرم آباد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125000,99620625000,324571
177,1,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,157850,98594904980,410410
178,4,1401,مشهد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,149100,98542765880,386757
179,11,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,123446,98511638940,320958
180,8,1401,خرم آباد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,98488150000,350000
181,12,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,123334,98421708450,320665
182,12,1401,بیله سوار,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,102000,98163912600,281521
183,8,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,137500,98077489900,357500
184,10,1401,تبریز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,101000,97473168000,319092
185,2,1401,قم,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,150000,97356870000,390000
186,2,1401,اصفهان,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,150000,96520775000,387896
187,12,1401,سمنان,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,96239130000,260000
188,12,1401,غرب تهران,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,95829565000,240342
189,5,1401,منطقه ویژه اقتصادی شیراز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,140000,95683302000,362697
190,5,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,138000,95233413600,359242
191,11,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,119000,94964142000,309400
192,11,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,101325,94810370070,308899
193,12,1401,غرب تهران,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,98000,93985600800,216871
194,1,1401,مشهد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,147000,93465577400,382200
195,12,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,90000,93011698000,241040
196,12,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,90000,92852608500,245396
197,5,1401,اصفهان,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,133500,92455060100,346632
198,1,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,145150,91173675060,377390
199,9,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,115000,89668246200,299000
200,1,1401,قم,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,141200,88822960200,367120
201,9,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,115000,88664797000,297559
202,11,1401,سمنان,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,88472572500,288250
203,7,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125678,88400917111,326762
204,12,1401,قم,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,90000,88250669000,234000
205,12,1401,منطقه ویژه اقتصادی نوشهر,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,88020465000,260000
206,12,1401,منطقه ویژه اقتصادی شیراز,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,88020465000,260000
207,6,1401,غرب تهران,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125000,86456045000,325000
208,3,1401,اصفهان,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,133500,86327414550,347100
209,3,1401,منطقه ویژه اقتصادی نوشهر,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,135000,86309847000,351089
210,5,1401,اراک,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125000,85774746980,324742
211,5,1401,مشهد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,124600,85712894280,323960
212,5,1401,شهرکرد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125000,85347340000,324410
213,7,1401,پرویز خان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,121000,85168064800,314600
214,11,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,106250,84789412500,276250
215,1,1401,خرم آباد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,175000,84250200000,350000
216,10,1401,منطقه ویژه اقتصادی نوشهر,قزاقستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,104500,83372347500,271700
217,9,1401,مشهد,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,110000,83366192000,280812
218,5,1401,منطقه ویژه اقتصادی نوشهر,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,120000,83217888000,312000
219,4,1401,تبریز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125000,82951310000,325000
220,5,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,116375,80389227100,302575
221,5,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,170403,80386213818,302535
222,2,1401,اصفهان,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125000,80362750000,324351
223,2,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,124050,80008434102,322412
224,11,1401,منطقه ویژه اقتصادی نوشهر,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,79801800000,260000
225,11,1401,قم,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,79801800000,260000
226,3,1401,ارومیه,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125000,79790750000,322458
227,4,1401,اصفهان,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,119000,79726613200,309140
228,10,1401,همدان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,79696500000,260000
229,10,1401,قم,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,79696500000,260000
230,10,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,69000,78994574100,257370
231,10,1401,غرب تهران,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,78888420000,260000
232,4,1401,اصفهان,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,115000,78226174000,299000
233,11,1401,غرب تهران,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,96000,76381383000,248856
234,12,1401,اینچه برون,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,69000,75400504400,179400
235,8,1401,ارومیه,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,75266100000,260000
236,8,1401,زنجان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,75266100000,260000
237,9,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,101000,74602232250,262039
238,12,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,76000,73999523000,197600
239,12,1401,قم,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,73201505000,195000
240,8,1401,منطقه ویژه اقتصادی نوشهر,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,72422805000,260000
241,12,1401,مشهد,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,72000,72235987200,187200
242,10,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,90000,71386906500,234000
243,8,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,99504,70835324859,258710
244,7,1401,زنجان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,70805020000,260000
245,5,1401,مشهد,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,102500,70749833700,266200
246,2,1401,اراک,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,110000,70646290000,283001
247,1,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,112750,70380390080,293150
248,7,1401,منطقه ویژه اقتصادی شهید رجایی,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,70282420000,259709
249,3,1401,قزوین,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,199000,70247361600,286560
250,9,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,90750,70011436300,233845
251,10,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,87500,69502543500,227449
252,6,1401,منطقه ویژه اقتصادی شیراز,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,69433650000,260000
253,11,1401,منطقه ویژه اقتصادی سرخس,قزاقستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,60000,68690934000,223800
254,8,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,92500,68618387500,240500
255,5,1401,تبریز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,68332680000,260000
256,6,1401,مشهد,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,98850,68328916890,256750
257,12,1401,قزوین,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75000,68070015000,176035
258,11,1401,منطقه ویژه اقتصادی شهید رجایی,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,67754344000,220749
259,10,1401,منطقه ویژه اقتصادی نوشهر,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,85000,67742025000,221000
260,3,1401,غرب تهران,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,105000,67105272000,271261
261,4,1401,اینچه برون,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,67065960000,260000
262,4,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,66170910000,259385
263,4,1401,غرب تهران,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,66081080000,260000
264,2,1401,اصفهان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,101700,65645964800,264420
265,12,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,75100,65083167760,195260
266,3,1401,اراک,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,64904580000,259197
267,7,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,92000,64772489600,239200
268,7,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,91500,64321764000,237748
269,2,1401,منطقه ویژه اقتصادی نوشهر,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,64146420000,260000
270,3,1401,غرب تهران,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,63832600000,260000
271,4,1401,منطقه ویژه اقتصادی نوشهر,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,96000,63605817600,249600
272,3,1401,قم,سوریه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100000,63485955000,260148
