law_id,law_date,law_title_fa,n_charts,source_path
78c453c63dd1,2001,قانون تسهيل برقي كردن چاههاي كشاورزي,5,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تسهيل_برقي_كردن_چاههاي_كشاورزي_4696958831358096336.txt
c97a2238776b,2006,آيين نامه اجرايي افزايش ثروت خانوارهاي ا ... رش سهم بخش تعاون براساس توزيع سهام عدالت,5,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_افزايش_ثروت_خانوارهاي_ا_..._رش_سهم_بخش_تعاون_براساس_توزيع_سهام_عدالت_10547452513332901300.txt
29a699213348,2012,آيين نامه اجرايي ماده  33  قانون افزايش بهره وري بخش كشاورزي و منابع طبيعي,5,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__33__قانون_افزايش_بهره_وري_بخش_كشاورزي_و_منابع_طبيعي_5960329854997799828.txt
826f907322b2,1964,قانون كمك بتوسعه صدور بعضي از اقلام كالاهاي صادراتي,5,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_كمك_بتوسعه_صدور_بعضي_از_اقلام_كالاهاي_صادراتي_11293541140322767183.txt
7fe412ae1c13,2010,آيين نامه اجرايي ماده  10  قانون هدفمند كردن يارانه ها,5,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__10__قانون_هدفمند_كردن_يارانه_ها_16936035405485499115.txt
f77d259fa85d,2014,آيين نامه چگونگي ايجاد مناطق آزاد تجاري - صنعتي,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_چگونگي_ايجاد_مناطق_آزاد_تجاري_-_صنعتي_6754341791968383565.txt
b1d67fa60d0d,1967,قانون  تشكيل  وزارت  اصلاحات  ارضي  و تعاون  روستايي,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__تشكيل__وزارت__اصلاحات__ارضي__و_تعاون__روستايي_2174214203614462015.txt
b15d7dded3d8,2009,آيين نامه اجرايي تشخيص، انطباق و طبقه بن ... ياست هاي كلي اصل چهل و چهارم قانون اساسي,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تشخيص،_انطباق_و_طبقه_بن_..._ياست_هاي_كلي_اصل_چهل_و_چهارم_قانون_اساسي_17839209696474108107.txt
1a38f8ae1956,1979,قانون حفاظت و توسعه صنايع ايران,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حفاظت_و_توسعه_صنايع_ايران_5095867420606261948.txt
294a5c3082fc,2005,آيين نامه اجرايي گسترش بنگاههاي كوچك اقتصادي زودبازده وكارآفرين,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_گسترش_بنگاههاي_كوچك_اقتصادي_زودبازده_وكارآفرين_11776995940881641203.txt
84885477bd3d,2006,قانون جامع كنترل و مبارزه ملي با دخانيات,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_جامع_كنترل_و_مبارزه_ملي_با_دخانيات_11090382925678103748.txt
32e3705e4dc9,2025,بخشنامه گمرك در خصوص اصلاحات تعرفه ايي سال 1404,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/بخشنامه_گمرك_در_خصوص_اصلاحات_تعرفه_ايي_سال_1404_10084609404945887602.txt
f39ec48da298,2025,آيين نامه اجرايي جزء هاي  1  و  2  بند   ... ز طريق انتشار اسناد  اوراق  تسويه خزانه,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_جزء_هاي__1__و__2__بند___..._ز_طريق_انتشار_اسناد__اوراق__تسويه_خزانه__9851026475754963041.txt
ea881a8f3c07,1963,لايحه قانوني ملي كردن جنگلها,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_ملي_كردن_جنگلها_11825088406714077415.txt
2bddb5c66246,2000,قانون جبران خسارات و  پيشگيري عوارض ناشي از خشكسالي,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_جبران_خسارات_و__پيشگيري_عوارض_ناشي_از_خشكسالي_15509022985826488707.txt
10e30a0d2d98,2001,قانون اصلاح قانون پيشگيري از عوارض ناشي از خشكسالي و جبران خسارات,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_پيشگيري_از_عوارض_ناشي_از_خشكسالي_و_جبران_خسارات_11166299619077511826.txt
18d56e60f906,2010,آيين نامه اعطاي تسهيلات مسكن مهر,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اعطاي_تسهيلات_مسكن_مهر_7154278341095093413.txt
a3c1cbef6153,1960,قانون مربوط باصلاح قانون افزايش اعتبارات كشاورزي,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_باصلاح_قانون_افزايش_اعتبارات_كشاورزي_359549364582817213.txt
185610d550e1,1958,قانون راجع به افزايش اعتبارات كشاورزي,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_افزايش_اعتبارات_كشاورزي_16860642612385866628.txt
1402f7340df2,1975,قانون شمول قانون مجازات اخلال كنندگان در ... عرضه وتوزيع گندم وآردوقندوشكروبرنج وروغن,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_شمول_قانون_مجازات_اخلال_كنندگان_در_..._عرضه_وتوزيع_گندم_وآردوقندوشكروبرنج_وروغن_3514144166444594274.txt
cbf55bdd0391,2006,آيين نامه اجرايي تعيين قيمت و يارانه كالاها و خدمات اساسي در سال 1385,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تعيين_قيمت_و_يارانه_كالاها_و_خدمات_اساسي_در_سال_1385_2068794185096227695.txt
9b21c32e32e8,2017,آيين نامه اجرايي بندهاي  الف  و  ب  تبصره  18  قانون بودجه سال 1396 كل كشور,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بندهاي__الف__و__ب__تبصره__18__قانون_بودجه_سال_1396_كل_كشور_4131580015833105732.txt
e2b0b2e4a54b,2008,آيين نامه اجرايي قانون الحاق يك ماده به  ... م بخشي از مقررات مالي دولت - مصوب 1384 -,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_الحاق_يك_ماده_به__..._م_بخشي_از_مقررات_مالي_دولت_-_مصوب_1384_-_3837244300521849879.txt
75a5a3a37f84,2000,قانون  موافقتنامه  همكاريهاي  تجاري  اكو,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__موافقتنامه__همكاريهاي__تجاري__اكو_4183104120140480771.txt
cebabe4313ae,2004,آيين نامه اجرايي بند  الف  تبصره  20  قانون بودجه سال 1383 كل كشور,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__الف__تبصره__20__قانون_بودجه_سال_1383_كل_كشور_4590574716997632899.txt
be64c8483f4d,2019,رأي شماره 2895 هيأت عمومي ديوان عدالت اد ... امه 9253- 1390 07 09 سازمان امور مالياتي,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_2895_هيأت_عمومي_ديوان_عدالت_اد_..._امه_9253-_1390_07_09_سازمان_امور_مالياتي_2767137323571069390.txt
a988df158fbd,1967,قانون پرداخت وام براي توسعه و بهبود دامپروري,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_پرداخت_وام_براي_توسعه_و_بهبود_دامپروري_13235933522520666410.txt
326e8d38fcaf,2004,آيين نامه اعطاي مجوز و فعاليت كارگزار  در قالب شخصيت حقوقي,4,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اعطاي_مجوز_و_فعاليت_كارگزار__در_قالب_شخصيت_حقوقي__12532266401500714665.txt
6d47ff0f4f0e,2025,بخشنامه وزارت نيرو در خصوص تعرفه هاي برق و شرايط عمومي آنها,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/بخشنامه_وزارت_نيرو_در_خصوص_تعرفه_هاي_برق_و_شرايط_عمومي_آنها_14616210628462861314.txt
3e209b893bd5,2008,قانون مبارزه با پولشويي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مبارزه_با_پولشويي_9460277724333169460.txt
5db7951fec2e,2000,قانون اصلاح قانون برنامه سوم توسعه اقتصا ... امي ايران و قانون بودجه سال 1379 كل كشور,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_برنامه_سوم_توسعه_اقتصا_..._امي_ايران_و_قانون_بودجه_سال_1379_كل_كشور_12597292316503921860.txt
17f9e848a44a,1979,لايحه قانون ملي شدن موسسات بيمه و موسسات اعتباري,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانون_ملي_شدن_موسسات_بيمه_و_موسسات_اعتباري_6471832425163657477.txt
a01eb6397103,1951,طرح قانوني دائر بطرز اجراي اصل ملي شدن صنعت نفت در سراسر كشور,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/طرح_قانوني_دائر_بطرز_اجراي_اصل_ملي_شدن_صنعت_نفت_در_سراسر_كشور_12525942898480863707.txt
a5fe1c03d321,1968,قانون برنامه عمراني چهارم كشور,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_برنامه_عمراني_چهارم_كشور_7769649028535290152.txt
77a3f27cfa5c,2006,آيين نامه اجرايي ساماندهي توليد،فرآوري وبازرگاني چاي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ساماندهي_توليد،فرآوري_وبازرگاني_چاي_5888847009416429596.txt
2a81fd112c0a,1962,لايحه قانوني اصلاح قانون اصلاحات ارضي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اصلاح_قانون_اصلاحات_ارضي_13230381841954128255.txt
719fdafba72d,1962,در اجراي تبصره 3 ماده 2 قانون اصلاحات ارضي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/در_اجراي_تبصره_3_ماده_2_قانون_اصلاحات_ارضي_7146788802324759743.txt
384f398471a0,2010,آيين نامه اجرايي ماده   8    قانون هدفمند كردن يارانه ها,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده___8____قانون_هدفمند_كردن_يارانه_ها_2703432457771038641.txt
2c7cce6163b0,2007,آيين نامه شرايط عرضه سهام شركت هاي مشمول واگذاري در بورس يا بازار خارج از بورس,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_شرايط_عرضه_سهام_شركت_هاي_مشمول_واگذاري_در_بورس_يا_بازار_خارج_از_بورس_16187039247558169745.txt
bfc8ad969556,2012,دستورالعمل تبادل اطلاعات موديان مالياتي موضوع ماده  120  قانون برنامه پنجم توسعه,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_تبادل_اطلاعات_موديان_مالياتي_موضوع_ماده__120__قانون_برنامه_پنجم_توسعه_2790180033645125830.txt
fc6cf1197aaf,2006,اصلاح آيين نامه اجرايي گسترش بنگاههاي كوچك اقتصادي زودبازده وكارآفرين,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_گسترش_بنگاههاي_كوچك_اقتصادي_زودبازده_وكارآفرين_6835970575960750483.txt
616995fe3f75,2008,آيين نامه اجرايي اعطاي تسهيلات بانكي درسال 1387,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_اعطاي_تسهيلات_بانكي_درسال_1387_15880561293243951008.txt
7e9ab51f8cc2,2016,آيين نامه اجرايي مواد  5  و  6  قانون مبارزه با قاچاق كالا و ارز,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_مواد__5__و__6__قانون_مبارزه_با_قاچاق_كالا_و_ارز_2084184688525009083.txt
a7b3b9f612e4,2002,آيين نامه اجرايي قانون تشويق و حمايت سرمايه گذاري خارجي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_تشويق_و_حمايت_سرمايه_گذاري_خارجي_3638064176249256133.txt
994e35985629,1966,قانون تشكيل مركز توسعه صادرات ايران,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تشكيل_مركز_توسعه_صادرات_ايران_15014932675849125792.txt
6016e9d17a37,1990,قانون تأسيس شركت سهامي خاص توسعه نيشكر و صنايع جانبي آن,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تأسيس_شركت_سهامي_خاص_توسعه_نيشكر_و_صنايع_جانبي_آن_13833386836275016049.txt
b390a8a8fee5,1964,قانون افزايش اعتبارات برنامه سوم,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_افزايش_اعتبارات_برنامه_سوم___15343001222379930473.txt
7803441017f8,2001,قانون عدم الزام سپردن وثيقه ملكي به بانك ...  اشتغال بيشتر در طرحهاي توليدي و صادراتي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_عدم_الزام_سپردن_وثيقه_ملكي_به_بانك_...__اشتغال_بيشتر_در_طرحهاي_توليدي_و_صادراتي_7398949322767314132.txt
fdff449d7e22,1979,لايحه قانوني مالكيت و بهره برداري از ارا ... آبخورسد دز و الغاء قراردادهاي كشت و صنعت,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_مالكيت_و_بهره_برداري_از_ارا_..._آبخورسد_دز_و_الغاء_قراردادهاي_كشت_و_صنعت_8350197496330154355.txt
37d1df01b1bb,1958,قانون راجع به ساختمان و بهره برداري سد و تأسيسات لار و لتيان,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_ساختمان_و_بهره_برداري_سد_و_تأسيسات_لار_و_لتيان_16752050233414559419.txt
ee348aa6369a,2009,ضوابط سياستي- نظارتي شبكه بانكي كشور درسال 1388,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_سياستي-_نظارتي_شبكه_بانكي_كشور_درسال_1388_14383574616497670097.txt
8c3abd02eb14,2016,آيين نامه اجرايي ماده  61  قانون اصلاح الگوي مصرف انرژي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__61__قانون_اصلاح_الگوي_مصرف_انرژي_10097719255361062206.txt
19134a80777a,1967,قانون  سازمان  برق  ايران,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__سازمان__برق__ايران_3083103430619713532.txt
2b2400dbbf17,2018,رأي شماره هاي 915 الي 916 هيأت عمومي ديو ... رات و واردات برنج از 31  4  1395 به بعد,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_915_الي_916_هيأت_عمومي_ديو_..._رات_و_واردات_برنج_از_31__4__1395_به_بعد__5097824372987462736.txt
5a43dd99fae9,2017,رأي شماره هاي 536 ـ 535 هيأت عمومي ديوان ...  ماليات سود تفاوت تسعير ارز حاصل صادرات,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_هاي_536_ـ_535_هيأت_عمومي_ديوان_...__ماليات_سود_تفاوت_تسعير_ارز_حاصل_صادرات__15564468984956903631.txt
bc8c4cfe5ba3,1957,قانون مربوط به موافقتنامه تفحص و اكتشاف  ... نفت ايران و شركت ايتاليايي آجيپ مينراريا,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_به_موافقتنامه_تفحص_و_اكتشاف__..._نفت_ايران_و_شركت_ايتاليايي_آجيپ_مينراريا_14544436646450195720.txt
55cbb1a0ff9f,2001,آيين  نامه بند  هـ  ماده  14  قانون برنا ... نگي موضوع برقراري نظام اقساطي فرو ش سهام,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين__نامه_بند__هـ__ماده__14__قانون_برنا_..._نگي_موضوع_برقراري_نظام_اقساطي_فرو_ش_سهام_6205064522445635455.txt
c4b231ffcafe,2008,اتخاذ تصميماتي در خصوص تصويبنامه موضوع ج ... نامه اجرايي قانون مقررات صادرات و واردات,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اتخاذ_تصميماتي_در_خصوص_تصويبنامه_موضوع_ج_..._نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_2614093553422465332.txt
92430de613de,2001,آيين نامه شماره 19345 ت24880هـ مورخ 27   ... ن خسارات و پيشگيري عوارض ناشي از خشكسالي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_شماره_19345_ت24880هـ_مورخ_27___..._ن_خسارات_و_پيشگيري_عوارض_ناشي_از_خشكسالي_1453759865702018870.txt
b58c9b36365d,1999,قانون  تسريع  در برقي  كردن  موتور چاههاي  كشاورزي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__تسريع__در_برقي__كردن__موتور_چاههاي__كشاورزي_13371313190145277128.txt
379a33c97c69,2015,آيين نامه اجرايي ماده  52  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__52__قانون_رفع_موانع_توليد_رقابت_پذير_و_ارتقاي_نظام_مالي_كشور_5265206434221478192.txt
e5e6669d9ea1,2010,ضوابط اعطاي تسهيلات به منظور تسهيل و تسر ... ن مسكن و تخصيص آنها به متقاضيان مسكن مهر,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_اعطاي_تسهيلات_به_منظور_تسهيل_و_تسر_..._ن_مسكن_و_تخصيص_آنها_به_متقاضيان_مسكن_مهر_4378099538342484355.txt
fc429f18b0f6,2025,بخشنامه سازمان توسعه تجارت ايران درخصوص  ...  تغييرات نرخ ارز مبناي محاسبه حقوق ورودي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/بخشنامه_سازمان_توسعه_تجارت_ايران_درخصوص__...__تغييرات_نرخ_ارز_مبناي_محاسبه_حقوق_ورودي_15557673107658444561.txt
c783764058ee,2010,تعيين سود بازرگاني كالاهاي مشمول رديفهاي ... ات صادرات و واردات براي اجرا در سال 1389,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تعيين_سود_بازرگاني_كالاهاي_مشمول_رديفهاي_..._ات_صادرات_و_واردات_براي_اجرا_در_سال_1389_14073564087885426132.txt
a7331a9af078,2010,تعيين سود بازرگاني كالاهاي مشمول رديف ها ... يي قانون مقررات صادرات و واردات سال 1388,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تعيين_سود_بازرگاني_كالاهاي_مشمول_رديف_ها_..._يي_قانون_مقررات_صادرات_و_واردات_سال_1388_14439623110911080505.txt
ed9cb307f316,2007,دستورالعمل فعاليت بازارهاي خارج از بورس,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_فعاليت_بازارهاي_خارج_از_بورس_3088607697082949810.txt
91d80df0b1e5,1997,قانون نحوه انتشار اوراق مشاركت,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_نحوه_انتشار_اوراق_مشاركت_6433962062345909343.txt
3d146d9ca44e,1996,نحوه استفاده از ارز حاصل از صادرات كالا توسط صادركنندگان,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/نحوه_استفاده_از_ارز_حاصل_از_صادرات_كالا_توسط_صادركنندگان_10974453448592715557.txt
12d330880b91,2011,ضوابط اجرايي قانون بودجه سال 1390 كل كشور,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_اجرايي_قانون_بودجه_سال_1390_كل_كشور_15664211114904587951.txt
4794b8f94604,1994,آيين نامه اجرايي سازمان بازرسي و نظارت بر قيمت و توزيع كالا و خدمات,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_سازمان_بازرسي_و_نظارت_بر_قيمت_و_توزيع_كالا_و_خدمات_4307533697731631923.txt
23059ecc0a1d,2025,بخنشنامه گمرك در خصوص نرخ حقوق ورودي خودرو بند  ر  تبصره  يك  قانون بودجه سال 1404,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/بخنشنامه_گمرك_در_خصوص_نرخ_حقوق_ورودي_خودرو_بند__ر__تبصره__يك__قانون_بودجه_سال_1404_9671052033854916684.txt
eead1553b80d,1971,قانون صندوق عمران مراتع شركت سهامي تهيه و توليد و توزيع علوفه,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_صندوق_عمران_مراتع_شركت_سهامي_تهيه_و_توليد_و_توزيع_علوفه___1112109785612209470.txt
b12ba31416a4,2006,آيين نامه اجرايي بند  15  تبصره  2  قانون بودجه سال 1385 كل كشور,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__15__تبصره__2__قانون_بودجه_سال_1385_كل_كشور_15641497212702863632.txt
05954e13b15c,2018,آيين نامه ايجاد بازار بهينه سازي انرژي و محيط زيست,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_ايجاد_بازار_بهينه_سازي_انرژي_و_محيط_زيست_2068225568555776032.txt
9151a41dbfc8,2013,آيين نامه اجرايي بند  د  ماده  32  قانون برنامه پنجساله پنجم توسعه جمهوري اسلامي ايران,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__د__ماده__32__قانون_برنامه_پنجساله_پنجم_توسعه_جمهوري_اسلامي_ايران_9586238414337093918.txt
222690a18d93,1991,آئين نامه شماره 25 راجع به تعرفه بيمه آتش سوزي و خطرات اضافي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_شماره_25_راجع_به_تعرفه_بيمه_آتش_سوزي_و_خطرات_اضافي_4960713271696820254.txt
89a0a8903386,1995,آئين نامه شماره 35 درخصوص حداقل حق بيمه  ... ث و ميزان تعهد صندوق تأمين خسارتهاي بدني,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_شماره_35_درخصوص_حداقل_حق_بيمه__..._ث_و_ميزان_تعهد_صندوق_تأمين_خسارتهاي_بدني_6486965877732729788.txt
b8d351ae3e06,2011,دستورالعمل اجرايي آيين نامۀ سرمايه گذاري خارجي در بورس ها و بازارهاي خارج از بورس,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_اجرايي_آيين_نامۀ_سرمايه_گذاري_خارجي_در_بورس_ها_و_بازارهاي_خارج_از_بورس_17298913868729785468.txt
ca9576cc53f8,2008,مصوبه ابزار مالي قراردادهاي آتي و مقررات مربوط به معاملات قراردادآتي,3,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/مصوبه_ابزار_مالي_قراردادهاي_آتي_و_مقررات_مربوط_به_معاملات_قراردادآتي_799920383333025138.txt
9d8c049d54f0,2009,آيين نامه اجرايي ماده   7   قانون اصلاح  ... سياستهاي كلي اصل چهل و چهارم قانون اساسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده___7___قانون_اصلاح__..._سياستهاي_كلي_اصل_چهل_و_چهارم_قانون_اساسي_7836293619891643710.txt
66b5f197f4b4,2014,آيين نامه اجرايي تبصره  5  اصلاحي بند  ا ... اجراي سياست هاي كلي اصل  44  قانون اساسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تبصره__5__اصلاحي_بند__ا_..._اجراي_سياست_هاي_كلي_اصل__44__قانون_اساسي_14094834951593849964.txt
87286ca44c0e,1971,قانون تعاوني نمودن توليد و يكپارچه شدن ا ...  تعاوني نمودن توليد و يكپارچه شدن اراضي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعاوني_نمودن_توليد_و_يكپارچه_شدن_ا_...__تعاوني_نمودن_توليد_و_يكپارچه_شدن_اراضي__14748481369797562211.txt
4357d68d5167,1971,قانون اجازه  مبادله و اجراي  سه فقره قرارداد نفت,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه__مبادله_و_اجراي__سه_فقره_قرارداد_نفت_12259186162251790694.txt
665464019cb4,2025,قانون بودجه سال 1404 كل كشور (بخش اول),2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/useful_laws/قانون بودجه سال 1404 كل كشور (بخش اول).txt
a7e8a66d3939,2005,آيين نامه اجرايي شرايط و تضمين خريد برق  ... دي، اجتماعي و فرهنگي جمهوري اسلامي ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_شرايط_و_تضمين_خريد_برق__..._دي،_اجتماعي_و_فرهنگي_جمهوري_اسلامي_ايران_10943058177481864681.txt
024929f0efd3,1957,قانون بودجه سال 1336 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1336_كل_كشور_2571379175300623752.txt
3e1ffd07348f,1965,قانون قرارداد شركت نفت خليج فارس,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_قرارداد_شركت_نفت_خليج_فارس_791740643977371266.txt
bd59d69c753c,2007,آيين نامه اجرايي قانون تنظيم بازار غيرمتشكل پولي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_تنظيم_بازار_غيرمتشكل_پولي_4675889867219588353.txt
f8b65dacabc0,2011,تصویبنامه شورای عالی اجرای سیاستهای کلی اصل چهل و چهارم (۴۴) قانون اساسی در خصوص اصلاح تبصره (۲) ماده (۳) و ماده (۷) آییننامه نحوه واگذاری سهام ترجیحی با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/15010057042269662693_15010057042269662693.txt
dc0067b417a1,1932,قانون اصلاح قانون انحصار دخانيات,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_انحصار_دخانيات_665540976264575222.txt
169408e64fad,1969,قانون تقسیم و فروش املاک مورد اجاره بزارعین مستاجر با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/9630085646541449275_9630085646541449275.txt
4a4ccdb522da,1992,قانون اصلاح موادي از قانون مالياتهاي مستقيم مصوب سوم اسفند ماه 1366 مجلس شوراي اسلامي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_موادي_از_قانون_مالياتهاي_مستقيم_مصوب_سوم_اسفند_ماه_1366_مجلس_شوراي_اسلامي_9466592529241234623.txt
