company_or_aggregate,use_category,year,value,unit,note
Khuzestan Regional Electric Co.,street_lighting,1971,23,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Khuzestan Regional Electric Co.,domestic,1968,76,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Khuzestan Regional Electric Co.,domestic,1970,110,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Khuzestan Regional Electric Co.,domestic,1971,131,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Khuzestan Regional Electric Co.,public_commercial_other,1968,58,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Khuzestan Regional Electric Co.,public_commercial_other,1970,80,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Khuzestan Regional Electric Co.,public_commercial_other,1971,89,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",total,1968,38,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",total,1970,76,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",total,1971,155,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",industrial,1968,2,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",industrial,1970,9,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",industrial,1971,59,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",agricultural,1968,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",agricultural,1970,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",agricultural,1971,1,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",street_lighting,1968,6,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",street_lighting,1970,10,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",street_lighting,1971,13,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",domestic,1968,18,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",domestic,1970,28,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",domestic,1971,36,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",public_commercial_other,1968,12,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",public_commercial_other,1970,29,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
"Kermanshahan, Hamadan & Kordestan Regional Electric Co.",public_commercial_other,1971,46,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,total,1968,22,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,total,1970,57,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,total,1971,82,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,industrial,1968,1,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,industrial,1970,7,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,industrial,1971,16,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,agricultural,1968,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,agricultural,1970,1,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,agricultural,1971,2,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,street_lighting,1968,4,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,street_lighting,1970,7,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,street_lighting,1971,8,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,domestic,1968,10,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,domestic,1970,16,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,domestic,1971,20,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,public_commercial_other,1968,7,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,public_commercial_other,1970,26,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
Kerman Regional Electric Co.,public_commercial_other,1971,36,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,total,1968,1926,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,total,1970,3471,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,total,1971,4519,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,total,1972,5557,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,industrial,1968,636,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,industrial,1970,1426,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,industrial,1971,2035,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,industrial,1972,2501,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,agricultural,1968,48,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,agricultural,1970,91,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,agricultural,1971,120,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,agricultural,1972,150,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,street_lighting,1968,173,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,street_lighting,1970,256,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,street_lighting,1971,311,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,street_lighting,1972,432,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,domestic,1968,642,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,domestic,1970,808,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,domestic,1971,983,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,domestic,1972,1206,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,public_commercial_other,1968,427,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,public_commercial_other,1970,890,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,public_commercial_other,1971,1069,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF POWER AGENCIES,public_commercial_other,1972,1267,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF INDUSTRIAL PLANTS,total,1968,2418,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated","Includes NIOC, industries and equivalent mechanical power; data refer to power generated"
TOTAL OF INDUSTRIAL PLANTS,total,1970,2675,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
TOTAL OF INDUSTRIAL PLANTS,total,1971,2725,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
GRAND TOTAL,total,1968,4344,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
GRAND TOTAL,total,1970,6146,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
GRAND TOTAL,total,1971,7244,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",
