country_iso3,section,item,period,year,quarter,value_million_escudos
PRT,Activo,Disponibilidades sobre o exterior,Jun 1967,1967,Jun,32397.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1967,1967,Set,34165.0
PRT,Activo,Ouro,Dez 1964,1964,Dez,15045.0
PRT,Activo,Ouro,Dez 1965,1965,Dez,16549.0
PRT,Activo,Ouro,Mar 1966,1966,Mar,17050.0
PRT,Activo,Ouro,Jun 1966,1966,Jun,17635.0
PRT,Activo,Ouro,Set 1966,1966,Set,18025.0
PRT,Activo,Ouro,Dez 1966,1966,Dez,18483.0
PRT,Activo,Ouro,Mar 1967,1967,Mar,18927.0
PRT,Activo,Ouro,Jun 1967,1967,Jun,19346.0
PRT,Activo,Ouro,Set 1967,1967,Set,19675.0
PRT,Activo,Outras,Dez 1964,1964,Dez,12405.0
PRT,Activo,Outras,Dez 1965,1965,Dez,12451.0
PRT,Activo,Outras,Mar 1966,1966,Mar,11759.0
PRT,Activo,Outras,Jun 1966,1966,Jun,11152.0
PRT,Activo,Outras,Set 1966,1966,Set,12125.0
PRT,Activo,Outras,Dez 1966,1966,Dez,13775.0
PRT,Activo,Outras,Mar 1967,1967,Mar,12767.0
PRT,Activo,Outras,Jun 1967,1967,Jun,13051.0
PRT,Activo,Outras,Set 1967,1967,Set,14490.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1964,1964,Dez,195.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1965,1965,Dez,188.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1966,1966,Mar,187.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1966,1966,Jun,204.0
PRT,Activo,Responsabilidades para com o exterior,Set 1966,1966,Set,152.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1966,1966,Dez,263.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1967,1967,Mar,237.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1967,1967,Jun,144.0
PRT,Activo,Responsabilidades para com o exterior,Set 1967,1967,Set,83.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1964,1964,Dez,2673.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1965,1965,Dez,2930.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1966,1966,Mar,2892.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1966,1966,Jun,2816.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1966,1966,Set,2808.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1966,1966,Dez,2727.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1967,1967,Mar,2696.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1967,1967,Jun,2882.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1967,1967,Set,2832.0
PRT,Activo,Crédito,Dez 1964,1964,Dez,912.0
PRT,Activo,Crédito,Dez 1965,1965,Dez,1060.0
PRT,Activo,Crédito,Mar 1966,1966,Mar,1034.0
PRT,Activo,Crédito,Jun 1966,1966,Jun,984.0
PRT,Activo,Crédito,Set 1966,1966,Set,955.0
PRT,Activo,Crédito,Dez 1966,1966,Dez,853.0
PRT,Activo,Crédito,Mar 1967,1967,Mar,837.0
PRT,Activo,Crédito,Jun 1967,1967,Jun,1040.0
PRT,Activo,Crédito,Set 1967,1967,Set,887.0
PRT,Activo,Títulos de Dívida Pública,Dez 1964,1964,Dez,1761.0
PRT,Activo,Títulos de Dívida Pública,Dez 1965,1965,Dez,1870.0
PRT,Activo,Títulos de Dívida Pública,Mar 1966,1966,Mar,1858.0
PRT,Activo,Títulos de Dívida Pública,Jun 1966,1966,Jun,1832.0
PRT,Activo,Títulos de Dívida Pública,Set 1966,1966,Set,1853.0
PRT,Activo,Títulos de Dívida Pública,Dez 1966,1966,Dez,1874.0
PRT,Activo,Títulos de Dívida Pública,Mar 1967,1967,Mar,1859.0
PRT,Activo,Títulos de Dívida Pública,Jun 1967,1967,Jun,1842.0
PRT,Activo,Títulos de Dívida Pública,Set 1967,1967,Set,1945.0
PRT,Activo,Crédito a instituições financeiras,Dez 1964,1964,Dez,3555.0
PRT,Activo,Crédito a instituições financeiras,Dez 1965,1965,Dez,5917.0
PRT,Activo,Crédito a instituições financeiras,Mar 1966,1966,Mar,5192.0
PRT,Activo,Crédito a instituições financeiras,Jun 1966,1966,Jun,5179.0
PRT,Activo,Crédito a instituições financeiras,Set 1966,1966,Set,5440.0
PRT,Activo,Crédito a instituições financeiras,Dez 1966,1966,Dez,5581.0
PRT,Activo,Crédito a instituições financeiras,Mar 1967,1967,Mar,5026.0
PRT,Activo,Crédito a instituições financeiras,Jun 1967,1967,Jun,4657.0
PRT,Activo,Crédito a instituições financeiras,Set 1967,1967,Set,4715.0
PRT,Activo,Crédito a empresas e particulares,Dez 1964,1964,Dez,1145.0
PRT,Activo,Crédito a empresas e particulares,Dez 1965,1965,Dez,1285.0
PRT,Activo,Crédito a empresas e particulares,Mar 1966,1966,Mar,1310.0
PRT,Activo,Crédito a empresas e particulares,Jun 1966,1966,Jun,1352.0
PRT,Activo,Crédito a empresas e particulares,Set 1966,1966,Set,1405.0
PRT,Activo,Crédito a empresas e particulares,Dez 1966,1966,Dez,1434.0
PRT,Activo,Crédito a empresas e particulares,Mar 1967,1967,Mar,1384.0
PRT,Activo,Crédito a empresas e particulares,Jun 1967,1967,Jun,1298.0
PRT,Activo,Crédito a empresas e particulares,Set 1967,1967,Set,1205.0
PRT,Activo,Total,Dez 1964,1964,Dez,34628.0
PRT,Activo,Total,Dez 1965,1965,Dez,38944.0
PRT,Activo,Total,Mar 1966,1966,Mar,38016.0
PRT,Activo,Total,Jun 1966,1966,Jun,37930.0
PRT,Activo,Total,Set 1966,1966,Set,39651.0
PRT,Activo,Total,Dez 1966,1966,Dez,41737.0
PRT,Activo,Total,Mar 1967,1967,Mar,40563.0
PRT,Activo,Total,Jun 1967,1967,Jun,41090.0
PRT,Activo,Total,Set 1967,1967,Set,42834.0
PRT,Passivo,Base monetária,Dez 1964,1964,Dez,28366.0
PRT,Passivo,Base monetária,Dez 1965,1965,Dez,30817.0
PRT,Passivo,Base monetária,Mar 1966,1966,Mar,30198.0
PRT,Passivo,Base monetária,Jun 1966,1966,Jun,30030.0
PRT,Passivo,Base monetária,Set 1966,1966,Set,31432.0
PRT,Passivo,Base monetária,Dez 1966,1966,Dez,32229.0
PRT,Passivo,Base monetária,Mar 1967,1967,Mar,31273.0
PRT,Passivo,Base monetária,Jun 1967,1967,Jun,32014.0
PRT,Passivo,Base monetária,Set 1967,1967,Set,33358.0
PRT,Passivo,Notas e moedas,Dez 1964,1964,Dez,21761.0
PRT,Passivo,Notas e moedas,Dez 1965,1965,Dez,24256.0
PRT,Passivo,Notas e moedas,Mar 1966,1966,Mar,23344.0
PRT,Passivo,Notas e moedas,Jun 1966,1966,Jun,23698.0
PRT,Passivo,Notas e moedas,Set 1966,1966,Set,24672.0
PRT,Passivo,Notas e moedas,Dez 1966,1966,Dez,25847.0
PRT,Passivo,Notas e moedas,Mar 1967,1967,Mar,25056.0
PRT,Passivo,Notas e moedas,Jun 1967,1967,Jun,25349.0
PRT,Passivo,Notas e moedas,Set 1967,1967,Set,25477.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1964,1964,Dez,6605.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1965,1965,Dez,6561.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1966,1966,Mar,6854.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1966,1966,Jun,6332.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1966,1966,Set,6760.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1966,1966,Dez,6382.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1967,1967,Mar,6217.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1967,1967,Jun,6665.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1967,1967,Set,7881.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1964,1964,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1965,1965,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1966,1966,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1966,1966,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1966,1966,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1966,1966,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1967,1967,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1967,1967,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1967,1967,Set,0.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1964,1964,Dez,2588.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1965,1965,Dez,4209.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1966,1966,Mar,3944.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1966,1966,Jun,3808.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1966,1966,Set,3964.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1966,1966,Dez,5198.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1967,1967,Mar,4913.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1967,1967,Jun,4484.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1967,1967,Set,5061.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1964,1964,Dez,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1965,1965,Dez,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1966,1966,Mar,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1966,1966,Jun,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1966,1966,Set,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1966,1966,Dez,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1967,1967,Mar,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1967,1967,Jun,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1967,1967,Set,0.0
PRT,Passivo,Recursos próprios e resultados,Dez 1964,1964,Dez,3245.0
PRT,Passivo,Recursos próprios e resultados,Dez 1965,1965,Dez,3571.0
PRT,Passivo,Recursos próprios e resultados,Mar 1966,1966,Mar,3767.0
PRT,Passivo,Recursos próprios e resultados,Jun 1966,1966,Jun,3921.0
PRT,Passivo,Recursos próprios e resultados,Set 1966,1966,Set,4086.0
PRT,Passivo,Recursos próprios e resultados,Dez 1966,1966,Dez,3948.0
PRT,Passivo,Recursos próprios e resultados,Mar 1967,1967,Mar,4190.0
PRT,Passivo,Recursos próprios e resultados,Jun 1967,1967,Jun,4354.0
PRT,Passivo,Recursos próprios e resultados,Set 1967,1967,Set,4539.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1964,1964,Dez,429.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1965,1965,Dez,347.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1966,1966,Mar,107.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1966,1966,Jun,171.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1966,1966,Set,169.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1966,1966,Dez,362.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1967,1967,Mar,187.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1967,1967,Jun,238.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1967,1967,Set,-124.0
PRT,Passivo,Total,Dez 1964,1964,Dez,34628.0
PRT,Passivo,Total,Dez 1965,1965,Dez,38944.0
PRT,Passivo,Total,Mar 1966,1966,Mar,38016.0
PRT,Passivo,Total,Jun 1966,1966,Jun,37930.0
PRT,Passivo,Total,Set 1966,1966,Set,39651.0
PRT,Passivo,Total,Dez 1966,1966,Dez,41737.0
PRT,Passivo,Total,Mar 1967,1967,Mar,40563.0
PRT,Passivo,Total,Jun 1967,1967,Jun,41090.0
PRT,Passivo,Total,Set 1967,1967,Set,42834.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1967,1967,Dez,36061.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1968,1968,Mar,35505.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1968,1968,Jun,36350.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1968,1968,Set,37901.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1968,1968,Dez,39748.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1969,1969,Mar,39438.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1969,1969,Jun,39694.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1969,1969,Set,40348.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1969,1969,Dez,41616.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1967,1967,Dez,36218.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1968,1968,Mar,35733.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1968,1968,Jun,36437.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1968,1968,Set,38109.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1968,1968,Dez,39892.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1969,1969,Mar,39632.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1969,1969,Jun,39990.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1969,1969,Set,40590.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1969,1969,Dez,41796.0
PRT,Activo,Ouro,Dez 1967,1967,Dez,20104.0
PRT,Activo,Ouro,Mar 1968,1968,Mar,21205.0
PRT,Activo,Ouro,Jun 1968,1968,Jun,22323.0
PRT,Activo,Ouro,Set 1968,1968,Set,23512.0
PRT,Activo,Ouro,Dez 1968,1968,Dez,24619.0
PRT,Activo,Ouro,Mar 1969,1969,Mar,24735.0
PRT,Activo,Ouro,Jun 1969,1969,Jun,24867.0
PRT,Activo,Ouro,Set 1969,1969,Set,25064.0
PRT,Activo,Ouro,Dez 1969,1969,Dez,25164.0
PRT,Activo,Outras,Dez 1967,1967,Dez,16114.0
PRT,Activo,Outras,Mar 1968,1968,Mar,14528.0
PRT,Activo,Outras,Jun 1968,1968,Jun,14114.0
PRT,Activo,Outras,Set 1968,1968,Set,14597.0
PRT,Activo,Outras,Dez 1968,1968,Dez,15273.0
PRT,Activo,Outras,Mar 1969,1969,Mar,14897.0
PRT,Activo,Outras,Jun 1969,1969,Jun,15123.0
PRT,Activo,Outras,Set 1969,1969,Set,15526.0
PRT,Activo,Outras,Dez 1969,1969,Dez,16632.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1967,1967,Dez,157.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1968,1968,Mar,228.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1968,1968,Jun,87.0
PRT,Activo,Responsabilidades para com o exterior,Set 1968,1968,Set,208.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1968,1968,Dez,144.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1969,1969,Mar,194.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1969,1969,Jun,296.0
PRT,Activo,Responsabilidades para com o exterior,Set 1969,1969,Set,242.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1969,1969,Dez,180.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1967,1967,Dez,3058.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1968,1968,Mar,3144.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1968,1968,Jun,3209.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1968,1968,Set,3057.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1968,1968,Dez,2945.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1969,1969,Mar,3191.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1969,1969,Jun,3163.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1969,1969,Set,3093.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1969,1969,Dez,3088.0
PRT,Activo,Crédito,Dez 1967,1967,Dez,953.0
PRT,Activo,Crédito,Mar 1968,1968,Mar,1052.0
PRT,Activo,Crédito,Jun 1968,1968,Jun,1139.0
PRT,Activo,Crédito,Set 1968,1968,Set,1128.0
PRT,Activo,Crédito,Dez 1968,1968,Dez,1095.0
PRT,Activo,Crédito,Mar 1969,1969,Mar,1146.0
PRT,Activo,Crédito,Jun 1969,1969,Jun,1139.0
PRT,Activo,Crédito,Set 1969,1969,Set,1076.0
PRT,Activo,Crédito,Dez 1969,1969,Dez,1099.0
PRT,Activo,Títulos de Dívida Pública,Dez 1967,1967,Dez,2105.0
PRT,Activo,Títulos de Dívida Pública,Mar 1968,1968,Mar,2092.0
PRT,Activo,Títulos de Dívida Pública,Jun 1968,1968,Jun,2070.0
PRT,Activo,Títulos de Dívida Pública,Set 1968,1968,Set,1929.0
PRT,Activo,Títulos de Dívida Pública,Dez 1968,1968,Dez,1850.0
PRT,Activo,Títulos de Dívida Pública,Mar 1969,1969,Mar,2045.0
PRT,Activo,Títulos de Dívida Pública,Jun 1969,1969,Jun,2024.0
PRT,Activo,Títulos de Dívida Pública,Set 1969,1969,Set,2017.0
PRT,Activo,Títulos de Dívida Pública,Dez 1969,1969,Dez,1989.0
PRT,Activo,Crédito a instituições financeiras,Dez 1967,1967,Dez,5227.0
PRT,Activo,Crédito a instituições financeiras,Mar 1968,1968,Mar,3889.0
PRT,Activo,Crédito a instituições financeiras,Jun 1968,1968,Jun,4146.0
PRT,Activo,Crédito a instituições financeiras,Set 1968,1968,Set,4403.0
PRT,Activo,Crédito a instituições financeiras,Dez 1968,1968,Dez,5441.0
PRT,Activo,Crédito a instituições financeiras,Mar 1969,1969,Mar,4876.0
PRT,Activo,Crédito a instituições financeiras,Jun 1969,1969,Jun,5500.0
PRT,Activo,Crédito a instituições financeiras,Set 1969,1969,Set,6471.0
PRT,Activo,Crédito a instituições financeiras,Dez 1969,1969,Dez,7658.0
PRT,Activo,Crédito a empresas e particulares,Dez 1967,1967,Dez,1149.0
PRT,Activo,Crédito a empresas e particulares,Mar 1968,1968,Mar,1120.0
PRT,Activo,Crédito a empresas e particulares,Jun 1968,1968,Jun,1095.0
PRT,Activo,Crédito a empresas e particulares,Set 1968,1968,Set,1157.0
PRT,Activo,Crédito a empresas e particulares,Dez 1968,1968,Dez,1030.0
PRT,Activo,Crédito a empresas e particulares,Mar 1969,1969,Mar,1045.0
PRT,Activo,Crédito a empresas e particulares,Jun 1969,1969,Jun,1062.0
PRT,Activo,Crédito a empresas e particulares,Set 1969,1969,Set,1084.0
PRT,Activo,Crédito a empresas e particulares,Dez 1969,1969,Dez,1099.0
PRT,Activo,Total,Dez 1967,1967,Dez,45495.0
PRT,Activo,Total,Mar 1968,1968,Mar,43658.0
PRT,Activo,Total,Jun 1968,1968,Jun,44800.0
PRT,Activo,Total,Set 1968,1968,Set,46518.0
PRT,Activo,Total,Dez 1968,1968,Dez,49164.0
PRT,Activo,Total,Mar 1969,1969,Mar,48550.0
PRT,Activo,Total,Jun 1969,1969,Jun,49419.0
PRT,Activo,Total,Set 1969,1969,Set,50996.0
PRT,Activo,Total,Dez 1969,1969,Dez,53461.0
PRT,Passivo,Base monetária,Dez 1967,1967,Dez,35182.0
PRT,Passivo,Base monetária,Mar 1968,1968,Mar,33807.0
PRT,Passivo,Base monetária,Jun 1968,1968,Jun,35236.0
PRT,Passivo,Base monetária,Set 1968,1968,Set,36994.0
PRT,Passivo,Base monetária,Dez 1968,1968,Dez,38855.0
PRT,Passivo,Base monetária,Mar 1969,1969,Mar,38101.0
PRT,Passivo,Base monetária,Jun 1969,1969,Jun,38983.0
PRT,Passivo,Base monetária,Set 1969,1969,Set,40036.0
PRT,Passivo,Base monetária,Dez 1969,1969,Dez,41238.0
PRT,Passivo,Notas e moedas,Dez 1967,1967,Dez,27093.0
PRT,Passivo,Notas e moedas,Mar 1968,1968,Mar,25766.0
PRT,Passivo,Notas e moedas,Jun 1968,1968,Jun,26141.0
PRT,Passivo,Notas e moedas,Set 1968,1968,Set,27602.0
PRT,Passivo,Notas e moedas,Dez 1968,1968,Dez,29103.0
PRT,Passivo,Notas e moedas,Mar 1969,1969,Mar,28050.0
PRT,Passivo,Notas e moedas,Jun 1969,1969,Jun,28703.0
PRT,Passivo,Notas e moedas,Set 1969,1969,Set,29681.0
PRT,Passivo,Notas e moedas,Dez 1969,1969,Dez,31641.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1967,1967,Dez,8089.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1968,1968,Mar,8041.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1968,1968,Jun,9095.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1968,1968,Set,9392.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1968,1968,Dez,9752.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1969,1969,Mar,10051.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1969,1969,Jun,10280.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1969,1969,Set,10355.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1969,1969,Dez,9597.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1967,1967,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1968,1968,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1968,1968,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1968,1968,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1968,1968,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1969,1969,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1969,1969,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1969,1969,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1969,1969,Dez,0.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1967,1967,Dez,5717.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1968,1968,Mar,5248.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1968,1968,Jun,4744.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1968,1968,Set,4669.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1968,1968,Dez,5223.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1969,1969,Mar,5359.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1969,1969,Jun,5090.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1969,1969,Set,5504.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1969,1969,Dez,6165.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1967,1967,Dez,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1968,1968,Mar,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1968,1968,Jun,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1968,1968,Set,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1968,1968,Dez,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1969,1969,Mar,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1969,1969,Jun,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1969,1969,Set,0.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1969,1969,Dez,0.0
PRT,Passivo,Recursos próprios e resultados,Dez 1967,1967,Dez,4288.0
PRT,Passivo,Recursos próprios e resultados,Mar 1968,1968,Mar,4495.0
PRT,Passivo,Recursos próprios e resultados,Jun 1968,1968,Jun,4699.0
PRT,Passivo,Recursos próprios e resultados,Set 1968,1968,Set,4947.0
PRT,Passivo,Recursos próprios e resultados,Dez 1968,1968,Dez,4772.0
PRT,Passivo,Recursos próprios e resultados,Mar 1969,1969,Mar,5022.0
PRT,Passivo,Recursos próprios e resultados,Jun 1969,1969,Jun,5264.0
PRT,Passivo,Recursos próprios e resultados,Set 1969,1969,Set,5540.0
PRT,Passivo,Recursos próprios e resultados,Dez 1969,1969,Dez,5668.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1967,1967,Dez,308.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1968,1968,Mar,108.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1968,1968,Jun,121.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1968,1968,Set,-92.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1968,1968,Dez,314.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1969,1969,Mar,68.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1969,1969,Jun,82.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1969,1969,Set,-84.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1969,1969,Dez,390.0
PRT,Passivo,Total,Dez 1967,1967,Dez,45495.0
PRT,Passivo,Total,Mar 1968,1968,Mar,43658.0
PRT,Passivo,Total,Jun 1968,1968,Jun,44800.0
PRT,Passivo,Total,Set 1968,1968,Set,46518.0
PRT,Passivo,Total,Dez 1968,1968,Dez,49164.0
PRT,Passivo,Total,Mar 1969,1969,Mar,48550.0
PRT,Passivo,Total,Jun 1969,1969,Jun,49419.0
PRT,Passivo,Total,Set 1969,1969,Set,50996.0
PRT,Passivo,Total,Dez 1969,1969,Dez,53461.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1970,1970,Mar,40067.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1970,1970,Jun,39603.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1970,1970,Set,41466.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1970,1970,Dez,43209.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1971,1971,Mar,43348.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Jun 1971,1971,Jun,44574.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Set 1971,1971,Set,49414.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Dez 1971,1971,Dez,52975.0
PRT,Activo,Disponibilidades líquidas sobre o exterior,Mar 1972,1972,Mar,53658.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1970,1970,Mar,40287.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1970,1970,Jun,39861.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1970,1970,Set,41666.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1970,1970,Dez,43307.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1971,1971,Mar,43406.0
PRT,Activo,Disponibilidades sobre o exterior,Jun 1971,1971,Jun,44608.0
PRT,Activo,Disponibilidades sobre o exterior,Set 1971,1971,Set,49462.0
PRT,Activo,Disponibilidades sobre o exterior,Dez 1971,1971,Dez,53070.0
PRT,Activo,Disponibilidades sobre o exterior,Mar 1972,1972,Mar,53773.0
PRT,Activo,Ouro,Mar 1970,1970,Mar,25357.0
