country_iso3,source_table,table_title,category,code,indicator,unit,year,value
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2010,0.04
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2011,-0.23
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2012,-0.36
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2013,-0.35
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2014,-0.29
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2015,-0.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2016,-0.08
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2017,0.05
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2018,0.11
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2019,0.43
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.4,Taxa de crescimento migratório (%),,2020,0.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1960,3.14
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1961,3.19
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1962,3.23
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1963,3.11
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1964,3.19
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1965,3.13
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1966,3.14
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1967,3.14
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1968,3.11
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1969,3.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1970,2.99
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1971,2.99
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1972,2.85
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1973,2.76
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1974,2.69
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1975,2.75
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1976,2.81
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1977,2.68
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1978,2.45
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1979,2.31
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1980,2.25
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1981,2.13
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1982,2.08
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1983,1.96
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1984,1.91
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1985,1.73
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1986,1.67
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1987,1.63
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1988,1.62
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1989,1.58
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1990,1.57
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1991,1.56
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1992,1.54
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1993,1.52
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1994,1.45
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1995,1.41
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1996,1.45
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1997,1.47
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1998,1.48
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,1999,1.51
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2000,1.55
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2001,1.45
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2002,1.47
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2003,1.44
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2004,1.41
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2005,1.42
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2006,1.38
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2007,1.35
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2008,1.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2009,1.35
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2010,1.39
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2011,1.35
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2012,1.28
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2013,1.21
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2014,1.23
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2015,1.3
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2016,1.36
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2017,1.37
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2018,1.41
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2019,1.42
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.5,Índice sintético de fecundidade (Nº),,2020,1.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1941,150.8
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1942,131.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1943,132.6
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1944,122.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1945,114.9
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1946,119.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1947,107.3
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1948,100.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1949,114.5
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1950,94.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1951,89.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1952,94.3
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1953,95.5
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1954,85.5
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1955,90.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1956,87.8
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1957,88
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1958,84
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1959,88.6
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1960,77.5
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1961,88.7
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1962,78.6
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1963,73.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1964,68.9
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1965,64.9
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1966,64.7
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1967,59.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1968,61.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1969,55.7
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1970,55.49
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1971,51.91
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1972,41.41
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1973,44.83
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1974,37.88
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1975,38.91
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1976,33.44
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1977,30.29
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1978,29.13
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1979,26.02
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1980,24.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1981,21.64
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1982,19.75
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1983,19.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1984,16.63
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1985,17.53
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1986,15.78
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1987,14.11
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1988,12.96
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1989,12.06
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1990,10.85
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1991,10.78
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1992,9.15
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1993,8.63
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1994,7.86
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1995,7.41
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1996,6.81
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1997,6.46
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1998,6.02
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,1999,5.64
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2000,5.55
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2001,4.97
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2002,5.03
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2003,4.12
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2004,3.77
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2005,3.49
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2006,3.31
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2007,3.44
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2008,3.25
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2009,3.64
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2010,2.53
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2011,3.12
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2012,3.37
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2013,2.94
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2014,2.87
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2015,2.92
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2016,3.24
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2017,2.66
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2018,3.3
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2019,2.84
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.6,Taxa de mortalidade infantil (‰),,2020,2.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1982,71.78
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1983,72.11
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1984,72.3
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1985,72.66
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1986,72.86
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1987,73.23
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1988,73.61
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1989,73.8
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1990,73.93
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1991,73.97
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1992,73.97
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1993,74.29
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1994,74.64
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1995,75.04
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1996,75.21
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1997,75.07
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1998,75.41
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,1999,75.65
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2000,75.95
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2001,76.57
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2002,76.73
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2003,76.98
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2004,77.43
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2005,77.72
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2006,78.18
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2007,78.5
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2008,78.74
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2009,78.94
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2010,79.29
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2011,79.55
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2012,79.78
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2013,80
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2014,80.24
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2015,80.41
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2016,80.62
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2017,80.78
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2018,80.8
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2019,80.93
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.7,Esperança de vida à nascença - total,,2020,81.06
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1941,231.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1942,233.3
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1943,231.6
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1944,232.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1945,235
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1946,234.7
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1947,231.3
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1948,233.7
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1949,236.5
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1950,230.5
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1951,233.4
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1952,232.1
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1953,228.7
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1954,224.2
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1955,216.6
PRT,Q1.1,1.1 - Principais indicadores de população e emprego,Indicadores demográficos,1.8,Índice de renovação da população em idade ativa (%),,1956,211
