country_iso3,country_name,year,value,unit,variant_code,variant_label,source_dataset,computed,notes
IRN,Iran,1965,7.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1965,0.1003,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,0.4158,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,-4.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1966,-0.0581,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1966,-0.2416,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1967,-2.5,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1967,-0.033,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1967,-0.135,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,-2.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1968,-0.0304,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,-0.1233,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,-6.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1969,-0.0792,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,-0.311,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,-5.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1970,-0.0673,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,-0.2599,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1971,-20.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1971,-0.2759,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1971,-1.0228,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1972,36.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1972,0.4858,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1972,1.6922,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1973,33.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",foreign_assets_net,Foreign Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1973,0.4907,current US$ (computed),foreign_assets_net.USD_NOMINAL,"Foreign Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1973,1.4141,constant 2015 US$ (computed),foreign_assets_net.USD_REAL_2015,"Foreign Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1963,9.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1963,0.1241,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1963,0.5454,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1964,12.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1964,0.1624,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,0.6868,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1965,7.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1965,0.0977,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,0.4048,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,27.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1966,0.3617,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1966,1.5045,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1967,21.2,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1967,0.2799,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1967,1.145,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,33.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1968,0.4449,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,1.807,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,40.7,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1969,0.5373,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,2.1099,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,46.5,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1970,0.6139,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,2.3693,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1971,58.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1971,0.7696,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1971,2.853,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1972,34.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1972,0.4502,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1972,1.568,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1973,97.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net,Domestic Assets (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1973,1.4168,current US$ (computed),domestic_assets_net.USD_NOMINAL,"Domestic Assets (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1973,4.0834,constant 2015 US$ (computed),domestic_assets_net.USD_REAL_2015,"Domestic Assets (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1963,10.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1963,0.1426,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1963,0.6266,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1964,11.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1964,0.1505,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,0.6365,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1965,15.2,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1965,0.2007,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,0.8315,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,14.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1966,0.1861,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1966,0.7742,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1966=75.75000007575, rebased CPI_1966=0.0541)"
IRN,Iran,1967,19.0,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1967,0.2508,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1967,1.0262,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1967=75.75000007575, rebased CPI_1967=0.055)"
IRN,Iran,1968,21.1,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1968,0.2785,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1968,1.1314,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1968=75.75000007575, rebased CPI_1968=0.0554)"
IRN,Iran,1969,24.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1969,0.3287,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1969,1.2908,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1969=75.75000007575, rebased CPI_1969=0.0573)"
IRN,Iran,1970,31.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1970,0.4145,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1970,1.5999,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1970=75.75000007575, rebased CPI_1970=0.0583)"
IRN,Iran,1971,31.6,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1971,0.4172,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1971,1.5464,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1971=75.7500000694375, rebased CPI_1971=0.0607)"
IRN,Iran,1972,47.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1972,0.6257,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1972,2.1796,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1972=75.7499701345202, rebased CPI_1972=0.0646)"
IRN,Iran,1973,84.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_private_sector,Domestic Assets (net) — Claims on private sector,wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1973,1.231,current US$ (computed),domestic_assets_net_claims_on_private_sector.USD_NOMINAL,"Domestic Assets (net) — Claims on private sector (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1973,3.5478,constant 2015 US$ (computed),domestic_assets_net_claims_on_private_sector.USD_REAL_2015,"Domestic Assets (net) — Claims on private sector (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1973=68.88604194825852, rebased CPI_1973=0.071)"
IRN,Iran,1963,-1.4,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_public_sector_net,Domestic Assets (net) — Claims on public sector (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1963,-0.0185,current US$ (computed),domestic_assets_net_claims_on_public_sector_net.USD_NOMINAL,"Domestic Assets (net) — Claims on public sector (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1963,-0.0812,constant 2015 US$ (computed),domestic_assets_net_claims_on_public_sector_net.USD_REAL_2015,"Domestic Assets (net) — Claims on public sector (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1963=75.75000007575, rebased CPI_1963=0.0512)"
IRN,Iran,1964,0.9,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_public_sector_net,Domestic Assets (net) — Claims on public sector (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1964,0.0119,current US$ (computed),domestic_assets_net_claims_on_public_sector_net.USD_NOMINAL,"Domestic Assets (net) — Claims on public sector (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1964,0.0503,constant 2015 US$ (computed),domestic_assets_net_claims_on_public_sector_net.USD_REAL_2015,"Domestic Assets (net) — Claims on public sector (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1964=75.75000007575, rebased CPI_1964=0.0532)"
IRN,Iran,1965,-7.8,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_public_sector_net,Domestic Assets (net) — Claims on public sector (net),wb1974-table7.1-movements-monetary-aggregates,false,
IRN,Iran,1965,-0.103,current US$ (computed),domestic_assets_net_claims_on_public_sector_net.USD_NOMINAL,"Domestic Assets (net) — Claims on public sector (net) (computed, nominal US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1965,-0.4267,constant 2015 US$ (computed),domestic_assets_net_claims_on_public_sector_net.USD_REAL_2015,"Domestic Assets (net) — Claims on public sector (net) (computed, real 2015 US$)",wb1974-table7.1-movements-monetary-aggregates,true,"computed via IRN official FX rate + CPI, base year 2015 (FX_1965=75.75000007575, rebased CPI_1965=0.0543)"
IRN,Iran,1966,13.3,"billion rials (year-over-year change during FY ended March 20, flow not level)",domestic_assets_net_claims_on_public_sector_net,Domestic Assets (net) — Claims on public sector (net),wb1974-table7.1-movements-monetary-aggregates,false,
