country_iso3,source_table,table_title,code,indicator,unit,year,value
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,32,Other manufacturing,SAR million,2022,3981
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,32,Other manufacturing,SAR million,2023,4510
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,32,Other manufacturing,SAR million,2024,4919
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,33,Repair and installation of machinery and equipment,SAR million,2018,6902
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,33,Repair and installation of machinery and equipment,SAR million,2019,7530
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,33,Repair and installation of machinery and equipment,SAR million,2020,7409
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,33,Repair and installation of machinery and equipment,SAR million,2021,8756
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,33,Repair and installation of machinery and equipment,SAR million,2022,11604
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,33,Repair and installation of machinery and equipment,SAR million,2023,13575
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,33,Repair and installation of machinery and equipment,SAR million,2024,14499
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,D,"Electricity, gas, steam and air conditioning supply",SAR million,2018,44753
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,D,"Electricity, gas, steam and air conditioning supply",SAR million,2019,46750
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,D,"Electricity, gas, steam and air conditioning supply",SAR million,2020,46310
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,D,"Electricity, gas, steam and air conditioning supply",SAR million,2021,48074
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,D,"Electricity, gas, steam and air conditioning supply",SAR million,2022,49240
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,D,"Electricity, gas, steam and air conditioning supply",SAR million,2023,51062
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,D,"Electricity, gas, steam and air conditioning supply",SAR million,2024,58715
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,35,"Electricity, gas, steam and air conditioning supply",SAR million,2018,44753
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,35,"Electricity, gas, steam and air conditioning supply",SAR million,2019,46750
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,35,"Electricity, gas, steam and air conditioning supply",SAR million,2020,46310
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,35,"Electricity, gas, steam and air conditioning supply",SAR million,2021,48074
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,35,"Electricity, gas, steam and air conditioning supply",SAR million,2022,49240
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,35,"Electricity, gas, steam and air conditioning supply",SAR million,2023,51062
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,35,"Electricity, gas, steam and air conditioning supply",SAR million,2024,58715
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,E,"Water supply; sewerage, waste management and remediation activities",SAR million,2018,11693
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,E,"Water supply; sewerage, waste management and remediation activities",SAR million,2019,12672
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,E,"Water supply; sewerage, waste management and remediation activities",SAR million,2020,12878
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,E,"Water supply; sewerage, waste management and remediation activities",SAR million,2021,14008
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,E,"Water supply; sewerage, waste management and remediation activities",SAR million,2022,16110
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,E,"Water supply; sewerage, waste management and remediation activities",SAR million,2023,17382
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,E,"Water supply; sewerage, waste management and remediation activities",SAR million,2024,18677
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,36,"Water collection, treatment and supply",SAR million,2018,8437
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,36,"Water collection, treatment and supply",SAR million,2019,8990
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,36,"Water collection, treatment and supply",SAR million,2020,9404
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,36,"Water collection, treatment and supply",SAR million,2021,10029
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,36,"Water collection, treatment and supply",SAR million,2022,11106
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,36,"Water collection, treatment and supply",SAR million,2023,11999
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,36,"Water collection, treatment and supply",SAR million,2024,13033
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,37,Sewerage,SAR million,2018,1437
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,37,Sewerage,SAR million,2019,1493
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,37,Sewerage,SAR million,2020,1453
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,37,Sewerage,SAR million,2021,1928
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,37,Sewerage,SAR million,2022,2924
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,37,Sewerage,SAR million,2023,3236
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,37,Sewerage,SAR million,2024,3399
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,38,"Waste collection, treatment and disposal activities; materials recovery",SAR million,2018,1234
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,38,"Waste collection, treatment and disposal activities; materials recovery",SAR million,2019,1595
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,38,"Waste collection, treatment and disposal activities; materials recovery",SAR million,2020,1457
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,38,"Waste collection, treatment and disposal activities; materials recovery",SAR million,2021,1486
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,38,"Waste collection, treatment and disposal activities; materials recovery",SAR million,2022,1508
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,38,"Waste collection, treatment and disposal activities; materials recovery",SAR million,2023,1567
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,38,"Waste collection, treatment and disposal activities; materials recovery",SAR million,2024,1650
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,39,Remediation activities and other waste management services,SAR million,2018,584
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,39,Remediation activities and other waste management services,SAR million,2019,593
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,39,Remediation activities and other waste management services,SAR million,2020,564
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,39,Remediation activities and other waste management services,SAR million,2021,565
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,39,Remediation activities and other waste management services,SAR million,2022,571
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,39,Remediation activities and other waste management services,SAR million,2023,580
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,39,Remediation activities and other waste management services,SAR million,2024,595
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,F,Construction,SAR million,2018,175494
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,F,Construction,SAR million,2019,189921
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,F,Construction,SAR million,2020,185211
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,F,Construction,SAR million,2021,214071
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,F,Construction,SAR million,2022,300330
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,F,Construction,SAR million,2023,338275
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,F,Construction,SAR million,2024,362616
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,41,Construction of buildings,SAR million,2018,100376
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,41,Construction of buildings,SAR million,2019,108402
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,41,Construction of buildings,SAR million,2020,106065
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,41,Construction of buildings,SAR million,2021,123736
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,41,Construction of buildings,SAR million,2022,174697
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,41,Construction of buildings,SAR million,2023,192253
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,41,Construction of buildings,SAR million,2024,204950
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,42,Civil engineering,SAR million,2018,15336
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,42,Civil engineering,SAR million,2019,16519
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,42,Civil engineering,SAR million,2020,15682
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,42,Civil engineering,SAR million,2021,17820
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,42,Civil engineering,SAR million,2022,29800
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,42,Civil engineering,SAR million,2023,32453
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,42,Civil engineering,SAR million,2024,34458
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,43,Specialized construction activities,SAR million,2018,59782
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,43,Specialized construction activities,SAR million,2019,65000
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,43,Specialized construction activities,SAR million,2020,63464
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,43,Specialized construction activities,SAR million,2021,72515
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,43,Specialized construction activities,SAR million,2022,95833
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,43,Specialized construction activities,SAR million,2023,113569
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,43,Specialized construction activities,SAR million,2024,123208
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,SAR million,2018,281758
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,SAR million,2019,306859
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,SAR million,2020,292572
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,SAR million,2021,319215
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,SAR million,2022,361193
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,SAR million,2023,402875
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,SAR million,2024,433664
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,SAR million,2018,81659
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,SAR million,2019,87003
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,SAR million,2020,77689
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,SAR million,2021,87753
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,SAR million,2022,96561
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,SAR million,2023,106474
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,SAR million,2024,113461
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,46,"Wholesale trade, except of motor vehicles and motorcycles",SAR million,2018,80389
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,46,"Wholesale trade, except of motor vehicles and motorcycles",SAR million,2019,87553
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,46,"Wholesale trade, except of motor vehicles and motorcycles",SAR million,2020,84876
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,46,"Wholesale trade, except of motor vehicles and motorcycles",SAR million,2021,91643
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,46,"Wholesale trade, except of motor vehicles and motorcycles",SAR million,2022,102755
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,46,"Wholesale trade, except of motor vehicles and motorcycles",SAR million,2023,118260
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,46,"Wholesale trade, except of motor vehicles and motorcycles",SAR million,2024,126420
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,47,"Retail trade, except of motor vehicles and motorcycles",SAR million,2018,119710
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,47,"Retail trade, except of motor vehicles and motorcycles",SAR million,2019,132302
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,47,"Retail trade, except of motor vehicles and motorcycles",SAR million,2020,130007
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,47,"Retail trade, except of motor vehicles and motorcycles",SAR million,2021,139819
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,47,"Retail trade, except of motor vehicles and motorcycles",SAR million,2022,161877
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,47,"Retail trade, except of motor vehicles and motorcycles",SAR million,2023,178141
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,47,"Retail trade, except of motor vehicles and motorcycles",SAR million,2024,193783
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,H,Transportation and storage,SAR million,2018,98113
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,H,Transportation and storage,SAR million,2019,110464
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,H,Transportation and storage,SAR million,2020,74252
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,H,Transportation and storage,SAR million,2021,95293
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,H,Transportation and storage,SAR million,2022,121576
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,H,Transportation and storage,SAR million,2023,140271
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,H,Transportation and storage,SAR million,2024,146236
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,49,Land transport and transport via pipelines,SAR million,2018,52403
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,49,Land transport and transport via pipelines,SAR million,2019,59934
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,49,Land transport and transport via pipelines,SAR million,2020,31758
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,49,Land transport and transport via pipelines,SAR million,2021,45901
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,49,Land transport and transport via pipelines,SAR million,2022,65457
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,49,Land transport and transport via pipelines,SAR million,2023,74667
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,49,Land transport and transport via pipelines,SAR million,2024,77872
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,50,Water transport,SAR million,2018,4819
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,50,Water transport,SAR million,2019,5678
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,50,Water transport,SAR million,2020,4362
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,50,Water transport,SAR million,2021,4813
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,50,Water transport,SAR million,2022,5633
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,50,Water transport,SAR million,2023,6432
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,50,Water transport,SAR million,2024,6501
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,51,Air transport,SAR million,2018,13429
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,51,Air transport,SAR million,2019,14277
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,51,Air transport,SAR million,2020,8924
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,51,Air transport,SAR million,2021,9432
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,51,Air transport,SAR million,2022,13500
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,51,Air transport,SAR million,2023,16664
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,51,Air transport,SAR million,2024,17524
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,52,Warehousing and support activities for transportation,SAR million,2018,23268
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,52,Warehousing and support activities for transportation,SAR million,2019,26068
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,52,Warehousing and support activities for transportation,SAR million,2020,24409
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,52,Warehousing and support activities for transportation,SAR million,2021,30470
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,52,Warehousing and support activities for transportation,SAR million,2022,32026
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,52,Warehousing and support activities for transportation,SAR million,2023,37212
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,52,Warehousing and support activities for transportation,SAR million,2024,38640
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,53,Postal and courier activities,SAR million,2018,4193
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,53,Postal and courier activities,SAR million,2019,4508
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,53,Postal and courier activities,SAR million,2020,4800
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,53,Postal and courier activities,SAR million,2021,4677
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,53,Postal and courier activities,SAR million,2022,4961
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,53,Postal and courier activities,SAR million,2023,5296
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,53,Postal and courier activities,SAR million,2024,5700
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,I,Accommodation and food service activities,SAR million,2018,48006
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,I,Accommodation and food service activities,SAR million,2019,56083
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,I,Accommodation and food service activities,SAR million,2020,39480
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,I,Accommodation and food service activities,SAR million,2021,69889
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,I,Accommodation and food service activities,SAR million,2022,83948
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,I,Accommodation and food service activities,SAR million,2023,98739
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,I,Accommodation and food service activities,SAR million,2024,110138
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,55,Accommodation,SAR million,2018,20792
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,55,Accommodation,SAR million,2019,26861
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,55,Accommodation,SAR million,2020,15643
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,55,Accommodation,SAR million,2021,34965
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,55,Accommodation,SAR million,2022,41629
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,55,Accommodation,SAR million,2023,49502
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,55,Accommodation,SAR million,2024,57109
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,56,Food and beverage service activities,SAR million,2018,27214
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,56,Food and beverage service activities,SAR million,2019,29222
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,56,Food and beverage service activities,SAR million,2020,23837
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,56,Food and beverage service activities,SAR million,2021,34924
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,56,Food and beverage service activities,SAR million,2022,42319
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,56,Food and beverage service activities,SAR million,2023,49237
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,56,Food and beverage service activities,SAR million,2024,53028
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,J,Information and communication,SAR million,2018,90913
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,J,Information and communication,SAR million,2019,94415
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,J,Information and communication,SAR million,2020,102741
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,J,Information and communication,SAR million,2021,103719
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,J,Information and communication,SAR million,2022,110082
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,J,Information and communication,SAR million,2023,117285
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,J,Information and communication,SAR million,2024,123861
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,58,Publishing activities,SAR million,2018,6537
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,58,Publishing activities,SAR million,2019,7105
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,58,Publishing activities,SAR million,2020,6720
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,58,Publishing activities,SAR million,2021,7403
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,58,Publishing activities,SAR million,2022,7849
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,58,Publishing activities,SAR million,2023,8681
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,58,Publishing activities,SAR million,2024,8829
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,59,"Motion picture, video and television programme production, sound recording and music publishing activities",SAR million,2018,1610
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,59,"Motion picture, video and television programme production, sound recording and music publishing activities",SAR million,2019,1760
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,59,"Motion picture, video and television programme production, sound recording and music publishing activities",SAR million,2020,1818
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,59,"Motion picture, video and television programme production, sound recording and music publishing activities",SAR million,2021,1854
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,59,"Motion picture, video and television programme production, sound recording and music publishing activities",SAR million,2022,1918
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,59,"Motion picture, video and television programme production, sound recording and music publishing activities",SAR million,2023,2155
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,59,"Motion picture, video and television programme production, sound recording and music publishing activities",SAR million,2024,2159
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,60,Programming and broadcasting activities,SAR million,2018,1943
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,60,Programming and broadcasting activities,SAR million,2019,1946
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,60,Programming and broadcasting activities,SAR million,2020,1952
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,60,Programming and broadcasting activities,SAR million,2021,2020
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,60,Programming and broadcasting activities,SAR million,2022,2165
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,60,Programming and broadcasting activities,SAR million,2023,2301
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,60,Programming and broadcasting activities,SAR million,2024,2453
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,61,Telecommunications,SAR million,2018,54403
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,61,Telecommunications,SAR million,2019,55812
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,61,Telecommunications,SAR million,2020,60366
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,61,Telecommunications,SAR million,2021,63204
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,61,Telecommunications,SAR million,2022,66322
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,61,Telecommunications,SAR million,2023,68100
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,61,Telecommunications,SAR million,2024,71081
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,62,"Computer programming, consultancy and related activities",SAR million,2018,19375
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,62,"Computer programming, consultancy and related activities",SAR million,2019,20482
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,62,"Computer programming, consultancy and related activities",SAR million,2020,23650
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,62,"Computer programming, consultancy and related activities",SAR million,2021,21179
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,62,"Computer programming, consultancy and related activities",SAR million,2022,23255
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,62,"Computer programming, consultancy and related activities",SAR million,2023,26044
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,62,"Computer programming, consultancy and related activities",SAR million,2024,28409
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,63,Information service activities,SAR million,2018,7045
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,63,Information service activities,SAR million,2019,7308
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,63,Information service activities,SAR million,2020,8233
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,63,Information service activities,SAR million,2021,8060
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,63,Information service activities,SAR million,2022,8573
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,63,Information service activities,SAR million,2023,10003
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,63,Information service activities,SAR million,2024,10931
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,K,Financial and insurance activities,SAR million,2018,99614
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,K,Financial and insurance activities,SAR million,2019,108606
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,K,Financial and insurance activities,SAR million,2020,117787
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,K,Financial and insurance activities,SAR million,2021,120868
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,K,Financial and insurance activities,SAR million,2022,146479
SAU,Table 1,Gross Domestic Product By Main Economic Activity at Current Prices,K,Financial and insurance activities,SAR million,2023,168122
