fiscal_year_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset
1970,1970,Electric Power Generation by Use,Mazandaran Regional Electric Co. — industrial,64,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Mazandaran Regional Electric Co. — industrial,84,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Mazandaran Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Mazandaran Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Mazandaran Regional Electric Co. — agricultural,1,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Mazandaran Regional Electric Co. — street_lighting,9,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Mazandaran Regional Electric Co. — street_lighting,11,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Mazandaran Regional Electric Co. — street_lighting,13,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Mazandaran Regional Electric Co. — domestic,15,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Mazandaran Regional Electric Co. — domestic,21,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Mazandaran Regional Electric Co. — domestic,26,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Mazandaran Regional Electric Co. — public_commercial_other,13,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Mazandaran Regional Electric Co. — public_commercial_other,27,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Mazandaran Regional Electric Co. — public_commercial_other,33,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Gilan Regional Electric Co. — total,43,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Gilan Regional Electric Co. — total,65,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Gilan Regional Electric Co. — total,108,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Gilan Regional Electric Co. — industrial,8,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Gilan Regional Electric Co. — industrial,17,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Gilan Regional Electric Co. — industrial,47,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Gilan Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Gilan Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Gilan Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Gilan Regional Electric Co. — street_lighting,6,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Gilan Regional Electric Co. — street_lighting,6,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Gilan Regional Electric Co. — street_lighting,8,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Gilan Regional Electric Co. — domestic,20,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Gilan Regional Electric Co. — domestic,19,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Gilan Regional Electric Co. — domestic,25,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Gilan Regional Electric Co. — public_commercial_other,9,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Gilan Regional Electric Co. — public_commercial_other,23,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Gilan Regional Electric Co. — public_commercial_other,29,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Khuzestan Regional Electric Co. — total,377,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Khuzestan Regional Electric Co. — total,877,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Khuzestan Regional Electric Co. — total,1125,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Khuzestan Regional Electric Co. — industrial,227,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Khuzestan Regional Electric Co. — industrial,666,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Khuzestan Regional Electric Co. — industrial,881,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Khuzestan Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Khuzestan Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Khuzestan Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Khuzestan Regional Electric Co. — street_lighting,16,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Khuzestan Regional Electric Co. — street_lighting,21,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Khuzestan Regional Electric Co. — street_lighting,23,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Khuzestan Regional Electric Co. — domestic,76,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Khuzestan Regional Electric Co. — domestic,110,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Khuzestan Regional Electric Co. — domestic,131,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Khuzestan Regional Electric Co. — public_commercial_other,58,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Khuzestan Regional Electric Co. — public_commercial_other,80,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Khuzestan Regional Electric Co. — public_commercial_other,89,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — total",38,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — total",76,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — total",155,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — industrial",2,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — industrial",9,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — industrial",59,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — agricultural",0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — agricultural",0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — agricultural",1,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — street_lighting",6,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — street_lighting",10,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — street_lighting",13,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — domestic",18,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — domestic",28,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — domestic",36,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — public_commercial_other",12,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — public_commercial_other",29,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,"Kermanshahan, Hamadan & Kordestan Regional Electric Co. — public_commercial_other",46,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Kerman Regional Electric Co. — total,22,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Kerman Regional Electric Co. — total,57,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Kerman Regional Electric Co. — total,82,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Kerman Regional Electric Co. — industrial,1,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Kerman Regional Electric Co. — industrial,7,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Kerman Regional Electric Co. — industrial,16,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Kerman Regional Electric Co. — agricultural,0,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Kerman Regional Electric Co. — agricultural,1,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Kerman Regional Electric Co. — agricultural,2,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Kerman Regional Electric Co. — street_lighting,4,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Kerman Regional Electric Co. — street_lighting,7,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Kerman Regional Electric Co. — street_lighting,8,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Kerman Regional Electric Co. — domestic,10,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Kerman Regional Electric Co. — domestic,16,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Kerman Regional Electric Co. — domestic,20,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,Kerman Regional Electric Co. — public_commercial_other,7,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,Kerman Regional Electric Co. — public_commercial_other,26,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,Kerman Regional Electric Co. — public_commercial_other,36,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — total,1926,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — total,3471,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1971,1971,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — total,4519,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1972,1972,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — total,5557,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1968,1968,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — industrial,636,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
1970,1970,Electric Power Generation by Use,TOTAL OF POWER AGENCIES — industrial,1426,"million kWh (GWh) -- unit not explicitly printed on this source page; inferred from context and cross-checked plausible against Iran's known total generation scale c.1971 (~7.2 TWh); flagged, not fabricated",,IRN,wb1974-table15.3-electric-power-generation-by-plant-and-use
