"ref_area","source","indicator","time","obs_value","note_indicator","note_source"
"COG","FX:16102","EAR_INEE_NOC_NB","2021",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2020",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2019",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2018",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2017",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2016",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2015",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2014",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2013",90000,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2012",50400,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2011",50400,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2010",50400,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2009",50400,"I19:3444_T30:11",
"COG","FX:16102","EAR_INEE_NOC_NB","2008",40370,"I19:3444_T30:11",
"COK","FX:16090","EAR_INEE_NOC_NB","2024",1974,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2023",1870,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2022",1664,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2021",1664,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2020",1664,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2019",1580.8,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2018",1508,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2017",1456,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2016",1300,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2015",1300,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2014",1248,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2013",1040,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2012",1040,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2011",1040,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2010",1040,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2009",1040,"I19:3444_T30:213_I33:6299",
"COK","FX:16090","EAR_INEE_NOC_NB","2008",1040,"I19:3444_T30:213_I33:6299",
"COL","FX:1020","EAR_INEE_NOC_NB","2024",1300000,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2023",1160000,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2022",1000000,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2021",908526,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2020",877803,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2019",828116,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2018",781242,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2017",737717,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2016",689455,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2015",644350,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2014",616000,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2013",589500,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2012",566700,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2011",532500,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2010",515000,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2009",496900,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2008",461500,"I19:3444_T30:71",
"COL","FX:1020","EAR_INEE_NOC_NB","2007",433700,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","2006",408000,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","2005",381500,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","2004",358000,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","2003",332000,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","2002",309000,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","2001",286000,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","2000",260100,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","1999",236460,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","1998",203826,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","1997",172005,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","1996",142125,"I19:3444_T30:71","S5:38"
"COL","FX:1020","EAR_INEE_NOC_NB","1995",118933.5,"I19:3444_T30:71","S5:38"
"COM","FX:3298","EAR_INEE_NOC_NB","2024",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2023",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2022",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2021",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2020",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2019",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2018",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2017",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2016",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2015",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2014",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2013",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2012",55000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2011",30000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2010",30000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2009",30000,"I19:3444_T30:10",
"COM","FX:3298","EAR_INEE_NOC_NB","2008",30000,"I19:3444_T30:10",
"CPV","FX:16097","EAR_INEE_NOC_NB","2024",15000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2023",13000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2022",13000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2021",13000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2020",13000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2019",13000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2018",13000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2017",11000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2016",11000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2015",11000,"I19:3444_T30:8",
"CPV","FX:16097","EAR_INEE_NOC_NB","2014",11000,"I19:3444_T30:8",
"CRI","FX:13361","EAR_INEE_NOC_NB","2024",358609,"I19:6287_T30:72",
"CRI","FX:13361","EAR_INEE_NOC_NB","2023",352164,"I19:6287_T30:72",
"CRI","FX:13361","EAR_INEE_NOC_NB","2022",324560.01,"I19:6287_T30:72",
"CRI","FX:13361","EAR_INEE_NOC_NB","2021",317915.58,"I19:6287_T30:72",
"CRI","FX:13361","EAR_INEE_NOC_NB","2020",316964,"I19:6287_T30:72",
"CRI","FX:13361","EAR_INEE_NOC_NB","2019",309143.36,"I19:3447_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2018",300225.79,"I19:3447_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2017",293132.67,"I19:3447_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2016",293132.67,"I19:3447_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2015",286467.36,"I19:3447_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2014",266942.69,"I19:3447_T30:72_I11:269","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2013",8618.72,"T7:123_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2012",8120.33,"T7:123_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2011",7641.58,"T7:123_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2010",7193.97,"T7:123_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2009",6575,"T7:123_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2008",6024,"T7:123_T30:72","S9:2775"
"CRI","FX:13361","EAR_INEE_NOC_NB","2007",5206,"T7:123_T30:72_I11:269",
"CRI","FX:13361","EAR_INEE_NOC_NB","2006",122685,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","2005",108880,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","2004",94966.69,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","2003",85535,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","2002",77578,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","2001",71962,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","2000",63539,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","1999",57456,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","1998",51580,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","1997",45237,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","1996",38113,"T30:72","R1:2475"
"CRI","FX:13361","EAR_INEE_NOC_NB","1995",32601,"T30:72","R1:2475"
"CUB","FX:3290","EAR_INEE_NOC_NB","2024",2100,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2023",2100,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2022",2100,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2021",2100,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2020",2100,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2019",400,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2018",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2017",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2016",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2015",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2014",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2013",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2012",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2011",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2010",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2009",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2008",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2007",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2006",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2005",225,"I19:3444_T8:3277_T12:1516_T30:73",
"CUB","FX:3290","EAR_INEE_NOC_NB","2004",100,"I19:3444_T8:3277_T12:1516_T30:73",
"CYP","FX:3280","EAR_INEE_NOC_NB","2025",1000,"T30:168","R1:2383_S3:18"
"CYP","FX:3280","EAR_INEE_NOC_NB","2024",1000,"T30:168","R1:2383_S3:18"
"CYP","FX:3280","EAR_INEE_NOC_NB","2023",940,"T30:168","R1:2383_S3:18"
"CYP","FX:3280","EAR_INEE_NOC_NB","2022",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2021",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2020",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2019",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2018",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2017",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2016",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2015",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2014",870,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2013",855,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2012",855,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2011",855,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2010",835,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2009",791,"I19:6287_T30:168",
"CYP","FX:3280","EAR_INEE_NOC_NB","2008",743,"I19:6287_T30:168",
"CZE","FX:3277","EAR_INEE_NOC_NB","2025",20800,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2024",18900,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2023",17300,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2022",16200,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2021",15200,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2020",14600,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2019",13350,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2018",12200,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2017",11000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2016",9900,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2015",9200,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2014",8500,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2013",8000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2012",8000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2011",8000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2010",8000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2009",8000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2008",8000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2007",8000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2006",7955,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2005",7185,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2004",6700,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2003",6200,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2002",5700,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2001",5000,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","2000",4500,"I19:3444_T30:169","R1:2383_S3:18"
"CZE","FX:3277","EAR_INEE_NOC_NB","1999",3600,"I19:3444_T30:169","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2025",2161,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2024",2054,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2023",1997,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2022",1739,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2021",1602,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2020",1544,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2019",1561,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2018",1506,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2017",1506,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2016",1444,"I19:3444_T30:176","R1:2383_S3:18"
"DEU","FX:12904","EAR_INEE_NOC_NB","2015",1444,"I19:3444_T30:176","R1:2383_S3:18"
"DMA","FX:16109","EAR_INEE_NOC_NB","2024",1560,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2023",1560,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2022",1560,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2021",1560,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2020",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2019",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2018",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2017",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2016",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2015",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2014",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2013",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2012",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2011",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2010",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2009",832,"I19:3444_T30:75_I33:6299",
"DMA","FX:16109","EAR_INEE_NOC_NB","2008",832,"I19:3444_T30:75_I33:6299",
"DOM","FF:8","EAR_INEE_NOC_NB","2024",19450,"I19:6309_T8:127_T30:76","S3:24_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2023",18702,"I19:6309_T8:127_T30:76","S3:24_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2022",16263,"I19:6309_T8:127_T30:76","S3:24_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2021",15600,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2020",13482,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2019",13482,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2018",11826,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2017",11826,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2016",12872,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2015",12872,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2014",11292,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2013",6880,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2012",6035,"I19:3444_T30:76","S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2011",6035,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2010",5158,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2009",5158,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2008",4485,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2007",4485,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2006",3900,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2005",3900,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2004",3900,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2003",2720,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2002",2240,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2001",2075,"I19:3444_T8:406_T12:145_T30:76","R1:2475_S7:57"
"DOM","FF:8","EAR_INEE_NOC_NB","2000",1757,"T30:76","R1:2475"
"DOM","FF:8","EAR_INEE_NOC_NB","1999",1757,"T30:76","R1:2475"
"DOM","FF:8","EAR_INEE_NOC_NB","1998",1555,"T30:76","R1:2475"
"DOM","FF:8","EAR_INEE_NOC_NB","1997",1555,"T30:76","R1:2475"
"DOM","FF:8","EAR_INEE_NOC_NB","1996",1296,"T30:76","R1:2475"
"DOM","FF:8","EAR_INEE_NOC_NB","1995",1296,"T30:76","R1:2475"
"DZA","FX:3251","EAR_INEE_NOC_NB","2024",20000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2023",20000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2022",20000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2021",20000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2020",20000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2019",18000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2018",18000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2017",18000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2016",18000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2015",18000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2014",18000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2013",18000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2012",18000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2011",15000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2010",15000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2009",12000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2008",12000,"I19:3444_T30:1",
"DZA","FX:3251","EAR_INEE_NOC_NB","2007",12000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","2006",12000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","2005",10000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","2004",10000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","2003",8000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","2002",8000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","2001",8000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","2000",6000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","1999",6000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","1998",6000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","1997",4800,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","1996",4000,"T30:1","S7:57"
"DZA","FX:3251","EAR_INEE_NOC_NB","1995",4000,"T30:1","S7:57"
"ECU","FX:16226","EAR_INEE_NOC_NB","2024",470,"I19:3444_T7:120_T30:77","S7:57_S8:1640"
"ECU","XA:3156","EAR_INEE_NOC_NB","2023",450,"I19:6286_T30:77",
"ECU","XA:3156","EAR_INEE_NOC_NB","2022",425,"I19:6286_T30:77",
"ECU","XA:3156","EAR_INEE_NOC_NB","2021",400,"I19:6286_T30:77",
"ECU","XA:3156","EAR_INEE_NOC_NB","2020",400,"I19:6286_T30:77",
"ECU","XA:3156","EAR_INEE_NOC_NB","2019",394,"I19:6286_T30:77",
"ECU","XA:3156","EAR_INEE_NOC_NB","2018",386,"I19:6286_T30:77",
"ECU","XA:3156","EAR_INEE_NOC_NB","2017",375,"I19:6286_T30:77",
"ECU","XA:3156","EAR_INEE_NOC_NB","2016",366,"I19:6286_T30:77",
"ECU","XA:3156","EAR_INEE_NOC_NB","2015",354,"I19:6286_T30:77",
