"ref_area","source","indicator","classif1","time","obs_value","note_indicator","note_source"
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_USD","2021",245.524,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2020",406,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2020",526.816,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_USD","2020",236.463,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2019",406,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2019",532.261,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_USD","2019",232.387,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2018",406,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2018",512.907,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_USD","2018",245.023,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2017",406,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2017",508.053,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_USD","2017",233.958,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2016",406,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2016",516.937,"I19:3444_T30:164",
"BIH","FX:16107","EAR_INEE_CUR_NB","CUR_TYPE_USD","2016",229.62,"I19:3444_T30:164",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2024",626,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2024",765.698,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2024",192.841,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2023",554,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2023",696.296,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2023",184.215,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2022",482.29,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2022",611.316,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2022",183.653,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2021",375,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2021",507.04,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2021",147.715,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2020",375,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2020",542.348,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2020",153.715,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2019",330,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2019",493.594,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2019",157.76,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2018",305,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2018",475.253,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2018",149.685,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2017",265,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2017",429.921,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2017",137.139,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2016",239.42,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2016",412.648,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_USD","2016",120.338,"I19:3444_T30:380",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2015",2180058,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2014",1841483,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2013",1532230,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2012",1171610,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2011",925520,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2010",400000,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2009",229700,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2008",220080,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2007",188360,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2006",165220,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2005",134970,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2004",128390,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2003",47910,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2002",20330,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2001",10000,"I19:3444_T8:406_T11:142_T12:145_T30:162","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2000",3600,"I19:3444_T8:406_T11:142_T12:145_T30:162_I11:268","S3:23"
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1999",1450000,"T30:162",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1998",350000,"T30:162",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1997",200000,"T30:162",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1996",100000,"T30:162",
"BLR","FX:3292","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1995",60000,"T30:162",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2024",1039.2,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2024",940.265,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2024",519.6,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2023",1039.2,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2023",943.37,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2023",519.6,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2022",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2022",585.694,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2022",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2021",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2021",576.335,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2021",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2020",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2020",543.272,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2020",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2019",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2019",503.995,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2019",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2018",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2018",470.676,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2018",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2017",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2017",444.603,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2017",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2016",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2016",465.862,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2016",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2015",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2015",482.794,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2015",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2014",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2014",498.928,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2014",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2013",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2013",523.492,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2013",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2012",643.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2012",557.302,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2012",321.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2011",604.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2011",514.896,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2011",302.25,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2010",604.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2010",507.136,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2010",302.25,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2009",487.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2009",406.075,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2009",243.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2008",487.5,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2008",403.023,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2008",243.75,"I19:3444_T30:65_I33:6299",
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2007",487.5,"T8:3277_T12:1516_T30:65","S4:34_S9:2777"
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2007",412.941,"T8:3277_T12:1516_T30:65","S4:34_S9:2777"
"BLZ","FX:3362","EAR_INEE_CUR_NB","CUR_TYPE_USD","2007",243.75,"T8:3277_T12:1516_T30:65","S4:34_S9:2777"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2024",2500,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2024",1077.87,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2024",361.795,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2023",2362,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2023",1039.642,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2023",341.823,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2022",2250,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2022",975.702,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2022",325.615,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2021",2164,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2021",884.048,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2021",313.169,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2020",2122,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2020",831.705,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2020",307.091,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2019",2122,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2019",821.284,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2019",307.091,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2018",2060,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2018",791.91,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2018",298.119,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2017",2000,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2017",791.874,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2017",289.436,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2016",1805,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2016",696.547,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2016",261.216,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2015",1656,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2015",619.671,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2015",239.653,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2014",1440,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2014",528.729,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2014",208.394,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2013",1200,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2013",436.204,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2013",173.661,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2012",1000,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2012",366.987,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2012",144.718,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2011",815.4,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2011",282.045,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2011",117.544,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2010",679.5,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2010",250.366,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2010",96.841,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2009",647,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2009",240.416,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2009",92.165,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2008",577.5,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2008",222.563,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2008",79.784,"I19:3444_T30:67",
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2007",525,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2007",222.142,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2007",66.868,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2006",500,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2006",223.603,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2006",62.409,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2005",440,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2005",198.785,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2005",54.55,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2004",440,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2004",202.631,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2004",55.442,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2003",440,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2003",206.104,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2003",57.447,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2002",430,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2002",203.522,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2002",59.972,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2001",400,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2001",188.097,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2001",60.543,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2000",355,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2000",164.929,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","2000",57.41,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1999",320,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1999",150.439,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","1999",55.055,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1998",300,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1998",140.997,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","1998",54.445,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1997",240,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1997",119.596,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","1997",45.677,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1996",223,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1996",113.699,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","1996",43.944,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_LCU","1995",205,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_PPP","1995",114.163,"T30:67","R1:2475"
"BOL","FX:947","EAR_INEE_CUR_NB","CUR_TYPE_USD","1995",42.705,"T30:67","R1:2475"
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2024",1412,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2024",559.319,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_USD","2024",262.018,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2023",1302,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2023",522.85,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_USD","2023",260.693,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2022",1212,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2022",488.939,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_USD","2022",234.703,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2021",1100,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2021",449.005,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_USD","2021",203.915,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2020",1045,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2020",445.834,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_USD","2020",202.709,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2019",998,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2019",426.588,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_USD","2019",253.012,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_LCU","2018",954,"I19:6286_T30:68",
"BRA","FX:3119","EAR_INEE_CUR_NB","CUR_TYPE_PPP","2018",406.83,"I19:6286_T30:68",
