"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2021",40.484,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2021",32.422,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_X","2021",47.776,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2021",39.95,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2021",74.235,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2021",34.852,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2021",41.98,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2021",31.326,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_X","2021",54.421,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2021",35.953,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2021",82.836,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2021",33.695,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2021",35.232,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2021",33.487,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_X","2021",35.278,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2021",38.276,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2021",75.986,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2021",26.085,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2021",66.982,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2021",14.225,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2021",34.15,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2021",29.913,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_X","2021",47.776,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2021",39.95,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2021",74.235,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2021",20.42,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2021",68.669,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2021",13.634,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2021",34.816,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2021",22.028,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_X","2021",54.421,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2021",35.953,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2021",82.836,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2021",36.785,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2021",25.947,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2021",17.329,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2021",33.127,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_PUB","2021",33.795,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_X","2021",35.278,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_TOTAL","2020",36.73,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_AGR","2020",74.992,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2020",32.818,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2020",38.719,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2020",31.046,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_X","2020",45.472,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2020",38.313,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2020",73.344,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2020",33.175,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2020",39.845,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2020",30.024,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_X","2020",52.134,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2020",34.527,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2020",81.671,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2020",32.364,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2020",34.767,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2020",32.051,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_X","2020",34.389,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2020",36.73,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2020",74.992,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2020",24.994,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2020",66.323,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2020",15.252,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2020",33.097,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2020",28.178,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_X","2020",45.472,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2020",38.313,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2020",73.344,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2020",19.06,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2020",68.18,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2020",14.482,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2020",33.352,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2020",21.5,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_X","2020",52.134,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2020",34.527,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2020",81.671,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2020",36.796,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2020",21.533,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2020",18.576,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2020",32.696,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_PUB","2020",31.525,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_X","2020",34.389,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_TOTAL","2019",38.913,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_AGR","2019",76.218,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2019",35.295,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2019",41.311,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2019",33.543,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_X","2019",38.139,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2019",40.299,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2019",74.508,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2019",35.418,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2019",42.432,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2019",32.111,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_X","2019",44.651,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2019",37.071,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2019",83.322,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2019",35.146,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2019",37.487,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2019",34.879,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_X","2019",28.84,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2019",38.913,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2019",76.218,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2019",27.02,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2019",67.473,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2019",23.068,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2019",34.867,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2019",31.656,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_X","2019",38.139,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2019",40.299,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2019",74.508,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2019",20.702,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2019",68.98,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2019",21.132,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2019",35.107,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2019",23.955,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_X","2019",44.651,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2019",37.071,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2019",83.322,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2019",38.633,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2019",25.541,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2019",31.32,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2019",34.505,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_PUB","2019",35.191,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_X","2019",28.84,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_TOTAL","2018",38.691,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_AGR","2018",76.915,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2018",34.902,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2018",41.663,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2018",32.874,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_X","2018",44.269,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2018",40.055,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2018",74.96,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2018",34.978,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2018",42.813,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2018",31.206,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_X","2018",50.301,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2018",36.866,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2018",85.021,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2018",34.81,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2018",37.758,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2018",34.435,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_X","2018",33.874,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2018",38.691,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2018",76.915,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2018",27.311,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2018",67.674,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2018",22.799,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2018",34.119,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2018",31.111,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_X","2018",44.269,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2018",40.055,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2018",74.96,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2018",21.009,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2018",69.189,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2018",20.227,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2018",34.105,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2018",23.321,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_X","2018",50.301,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2018",36.866,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2018",85.021,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2018",38.724,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2018",25.556,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2018",34.355,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2018",34.139,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_PUB","2018",34.678,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_X","2018",33.874,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_TOTAL","2017",38.194,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_AGR","2017",77.738,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_NAG","2017",34.212,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_IND","2017",41.118,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_SER","2017",32.057,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_SECTOR_X","2017",47.155,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_TOTAL","2017",39.712,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_AGR","2017",75.892,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_NAG","2017",34.387,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_IND","2017",42.487,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_SER","2017",30.288,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_SECTOR_X","2017",54.698,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_TOTAL","2017",36.148,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_AGR","2017",85.368,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_NAG","2017",33.997,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_IND","2017",36.309,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_SER","2017",33.704,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_SECTOR_X","2017",33.302,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_TOTAL","2017",38.194,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_AGR","2017",77.738,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MAN","2017",26.367,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_CON","2017",67.065,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MEL","2017",21.9,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_MKT","2017",33.234,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_PUB","2017",30.358,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_T","ECO_AGGREGATE_X","2017",47.155,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_TOTAL","2017",39.712,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_AGR","2017",75.892,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MAN","2017",20.42,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_CON","2017",68.399,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MEL","2017",20.046,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_MKT","2017",33.28,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_PUB","2017",21.901,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_M","ECO_AGGREGATE_X","2017",54.698,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_TOTAL","2017",36.148,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_AGR","2017",85.368,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MAN","2017",37.364,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_CON","2017",25.404,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MEL","2017",29.89,,,,"R1:3513"
"BRA","BX:6355","SDG_B831_SEX_ECO_RT","SEX_F","ECO_AGGREGATE_MKT","2017",33.165,,,,"R1:3513"
