"ref_area","source","indicator","sex","time","obs_value","obs_status","note_indicator","note_source"
"CHE","BA:253","EAR_EMTA_SEX_NB","SEX_M","1992",5756.745,,"T30:396","R1:3513"
"CHE","BA:253","EAR_EMTA_SEX_NB","SEX_F","1992",2965.584,,"T30:396","R1:3513"
"CHE","BA:253","EAR_EMTA_SEX_NB","SEX_T","1991",4082.122,"B","T30:396_I11:264","R1:3513"
"CHE","BA:253","EAR_EMTA_SEX_NB","SEX_M","1991",5097.292,"B","T30:396_I11:264","R1:3513"
"CHE","BA:253","EAR_EMTA_SEX_NB","SEX_F","1991",2723.97,"B","T30:396_I11:264","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_T","2024",966377.602,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_M","2024",1053035.038,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_F","2024",852635.036,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_T","2023",906199.753,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_M","2023",993483.763,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_F","2023",796006.266,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2022",760766.442,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2022",815872.476,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2022",687026.352,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_T","2021",740931.578,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_M","2021",795828.036,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_F","2021",665763.165,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2020",735678.593,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2020",806970.42,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2020",653320.945,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_T","2018",609735.19,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_M","2018",676166.288,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_F","2018",529511.502,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2017",579662.172,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2017",628891.612,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2017",517352.319,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_T","2016",552112.084,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_M","2016",617694.294,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_F","2016",468546.849,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2015",511343.034,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2015",564122.913,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2015",443459.125,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_T","2014",504523.405,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_M","2014",563488.397,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_F","2014",429826.953,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2013",456173.86,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2013",502992.696,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2013",392538.74,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_T","2012",450473.335,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_M","2012",507008.133,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_F","2012",376668.831,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2011",414587.084,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2011",454442.28,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2011",357210.246,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_T","2010",373991.276,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_M","2010",421016.725,,"T30:74","R1:3513"
"CHL","BB:16207","EAR_EMTA_SEX_NB","SEX_F","2010",310598.444,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2009",363776.901,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2009",393764.362,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2009",318585.358,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2006",283601.784,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2006",309235.916,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2006",243554.786,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2003",225378.581,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2003",243018.487,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2003",197491.994,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","2000",211685.024,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","2000",228556.85,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","2000",184516.46,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","1998",193162.496,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","1998",208582.981,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","1998",167508.989,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","1996",160546.564,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","1996",174148.832,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","1996",135987.586,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","1994",133427.067,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","1994",145595.256,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","1994",110594.609,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","1992",91193.298,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","1992",99455.748,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","1992",75383.042,,"T30:74","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_T","1990",64062.525,"B","T30:74_I11:264","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_M","1990",69676.979,"B","T30:74_I11:264","R1:3513"
"CHL","BX:138","EAR_EMTA_SEX_NB","SEX_F","1990",53322.734,"B","T30:74_I11:264","R1:3513"
"CIV","BB:16197","EAR_EMTA_SEX_NB","SEX_T","2022",128952.459,,"T30:13","R1:3513"
"CIV","BB:16197","EAR_EMTA_SEX_NB","SEX_M","2022",133753.888,,"T30:13","R1:3513"
"CIV","BB:16197","EAR_EMTA_SEX_NB","SEX_F","2022",115831.058,,"T30:13","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_T","2019",135130.477,,"T30:13","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_M","2019",143479.961,,"T30:13","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_F","2019",108393.661,,"T30:13","R1:3513"
"CIV","BA:14098","EAR_EMTA_SEX_NB","SEX_T","2017",110363.576,,"T30:13","R1:3513"
"CIV","BA:14098","EAR_EMTA_SEX_NB","SEX_M","2017",116543.039,,"T30:13","R1:3513"
"CIV","BA:14098","EAR_EMTA_SEX_NB","SEX_F","2017",92189.532,,"T30:13","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_T","2013",114308.731,,"T30:13","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_M","2013",121780.568,,"T30:13","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_F","2013",90521.284,,"T30:13","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_T","2012",76936.655,"B","T30:13_I11:264","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_M","2012",88067.705,"B","T30:13_I11:264","R1:3513"
"CIV","BA:7345","EAR_EMTA_SEX_NB","SEX_F","2012",46839.895,"B","T30:13_I11:264","R1:3513"
"CMR","BX:7419","EAR_EMTA_SEX_NB","SEX_T","2014",133259.848,,"T30:7","R1:3513"
"CMR","BX:7419","EAR_EMTA_SEX_NB","SEX_M","2014",153110.944,,"T30:7","R1:3513"
"CMR","BX:7419","EAR_EMTA_SEX_NB","SEX_F","2014",85212.59,,"T30:7","R1:3513"
"COD","BX:16939","EAR_EMTA_SEX_NB","SEX_T","2016",146109.887,,"T30:12","R1:3513_S4:33"
"COD","BX:16939","EAR_EMTA_SEX_NB","SEX_M","2016",158816.683,,"T30:12","R1:3513_S4:33"
"COD","BX:16939","EAR_EMTA_SEX_NB","SEX_F","2016",102899.919,,"T30:12","R1:3513_S4:33"
"COD","BA:3051","EAR_EMTA_SEX_NB","SEX_T","2012",87813.179,"B","T30:12_I11:264","R1:3513"
"COD","BA:3051","EAR_EMTA_SEX_NB","SEX_M","2012",94306.63,"B","T30:12_I11:264","R1:3513"
"COD","BA:3051","EAR_EMTA_SEX_NB","SEX_F","2012",66302.303,"B","T30:12_I11:264","R1:3513"
"COD","BA:3051","EAR_EMTA_SEX_NB","SEX_T","2005",13688.537,"B","T30:12_I11:264","R1:3513"
"COD","BA:3051","EAR_EMTA_SEX_NB","SEX_M","2005",14289.167,"B","T30:12_I11:264","R1:3513"
"COD","BA:3051","EAR_EMTA_SEX_NB","SEX_F","2005",10990.888,"B","T30:12_I11:264","R1:3513"
"COG","BA:2624","EAR_EMTA_SEX_NB","SEX_T","2009",101095.162,"B","T30:11_I11:264","R1:3513_S4:31"
"COG","BA:2624","EAR_EMTA_SEX_NB","SEX_M","2009",97524.605,"B","T30:11_I11:264","R1:3513_S4:31"
"COG","BA:2624","EAR_EMTA_SEX_NB","SEX_F","2009",103764.167,"B","T30:11_I11:264","R1:3513_S4:31"
"COK","BA:15665","EAR_EMTA_SEX_NB","SEX_T","2023",10125.126,,"T30:213","R1:3513"
"COK","BA:15665","EAR_EMTA_SEX_NB","SEX_M","2023",11483.872,,"T30:213","R1:3513"
"COK","BA:15665","EAR_EMTA_SEX_NB","SEX_F","2023",8847.013,,"T30:213","R1:3513"
"COK","BA:15665","EAR_EMTA_SEX_NB","SEX_T","2019",1530.868,"B","T30:213_I11:264","R1:3513"
"COK","BA:15665","EAR_EMTA_SEX_NB","SEX_M","2019",1564.883,"B","T30:213_I11:264","R1:3513"
"COK","BA:15665","EAR_EMTA_SEX_NB","SEX_F","2019",1490.141,"B","T30:213_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2025",2022657.14,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2025",2044615.292,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2025",1994903.033,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2024",1926546.622,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2024",1946441.939,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2024",1900940.129,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2023",1724252.401,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2023",1746171.171,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2023",1696446.598,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2022",1574407.971,"B","T30:71_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2022",1593652.171,"B","T30:71_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2022",1549456.739,"B","T30:71_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2021",1263928.922,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2021",1261944.608,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2021",1266773.427,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2019",1236686.667,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2019",1258575.682,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2019",1206835.044,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2018",1147142.232,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2018",1168902.631,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2018",1118911.025,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2017",1089188.331,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2017",1114295.661,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2017",1056609.176,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2016",1036404.645,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2016",1066749.864,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2016",996583.641,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2015",977329.688,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2015",1005254.134,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2015",940664.969,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2014",959581.069,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2014",993236.707,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2014",914481.964,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2013",925139.02,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2013",948766.251,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2013",892793.719,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2012",879375.151,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2012",904154.891,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2012",844668.493,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2011",836036.115,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2011",853920.254,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2011",810752.398,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2010",802608.039,"B","T30:71_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2010",823719.293,"B","T30:71_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2010",773402.687,"B","T30:71_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2009",754673.565,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2009",768551.191,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2009",734883.332,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2008",770795.696,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2008",780711.877,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2008",756419.807,,"T30:71","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_T","2007",763464.77,"B","T30:71_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_M","2007",765168.7,"B","T30:71_I11:264","R1:3513"
"COL","BA:358","EAR_EMTA_SEX_NB","SEX_F","2007",760891.997,"B","T30:71_I11:264","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_T","2005",562591.642,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_M","2005",569463.565,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_F","2005",552811.408,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_T","2004",513021.453,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_M","2004",522259.053,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_F","2004",499963.907,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_T","2003",468043.979,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_M","2003",476558.518,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_F","2003",455958.001,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_T","2002",444185.891,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_M","2002",443426.453,,"T30:71","R1:3513"
"COL","BX:2226","EAR_EMTA_SEX_NB","SEX_F","2002",445269.264,,"T30:71","R1:3513"
"COM","BA:14125","EAR_EMTA_SEX_NB","SEX_T","2021",105355.189,,"T30:10","R1:3513"
"COM","BA:14125","EAR_EMTA_SEX_NB","SEX_M","2021",114104.982,,"T30:10","R1:3513"
"COM","BA:14125","EAR_EMTA_SEX_NB","SEX_F","2021",85218.239,,"T30:10","R1:3513"
"COM","BA:14125","EAR_EMTA_SEX_NB","SEX_T","2014",84376.213,,"T30:10","R1:3513"
"COM","BA:14125","EAR_EMTA_SEX_NB","SEX_M","2014",85442.702,,"T30:10","R1:3513"
"COM","BA:14125","EAR_EMTA_SEX_NB","SEX_F","2014",81680.524,,"T30:10","R1:3513"
"COM","BX:13363","EAR_EMTA_SEX_NB","SEX_T","2004",112039.802,,"T30:10","R1:3513"
"COM","BX:13363","EAR_EMTA_SEX_NB","SEX_M","2004",115763.108,,"T30:10","R1:3513"
"COM","BX:13363","EAR_EMTA_SEX_NB","SEX_F","2004",98117.352,,"T30:10","R1:3513"
"CPV","BA:7395","EAR_EMTA_SEX_NB","SEX_T","2015",32193.003,"B","T30:8_I11:264","R1:3513_T2:85"
"CPV","BA:7395","EAR_EMTA_SEX_NB","SEX_M","2015",33332.483,"B","T30:8_I11:264","R1:3513_T2:85"
"CPV","BA:7395","EAR_EMTA_SEX_NB","SEX_F","2015",30874.339,"B","T30:8_I11:264","R1:3513_T2:85"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2025",606508.073,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2025",602753.954,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2025",611716.353,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2024",604715.844,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2024",614507.41,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2024",590989.125,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2023",579003.737,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2023",588618.867,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2023",564469.244,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2022",615297.275,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2022",616952.195,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2022",612912.955,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2021",629003.315,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2021",633455.521,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2021",622495.377,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2020",697392.191,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2020",716604.882,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2020",668560.717,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2019",664902.403,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2019",695072.84,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2019",622191.467,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2018",590811.688,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2018",603328.143,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2018",571495.481,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_T","2017",604647.994,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_M","2017",622859.257,,"T30:72","R1:3513"
"CRI","BA:12883","EAR_EMTA_SEX_NB","SEX_F","2017",576349.956,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_T","2016",503547.601,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_M","2016",525525.174,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_F","2016",471948.051,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_T","2015",498637.395,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_M","2015",515419.672,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_F","2015",474344.99,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_T","2014",486979.629,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_M","2014",508735.864,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_F","2014",454867.967,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_T","2013",473389.803,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_M","2013",489771.182,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_F","2013",449991.628,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_T","2012",435125.827,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_M","2012",450254.744,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_F","2012",413323.896,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_T","2010",374645.139,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_M","2010",390655.068,,"T30:72","R1:3513"
"CRI","BX:142","EAR_EMTA_SEX_NB","SEX_F","2010",350939.289,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_T","2007",235611.362,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_M","2007",250688.616,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_F","2007",211304.768,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_T","2006",207932.65,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_M","2006",218194.382,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_F","2006",190884.445,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_T","2005",182080.743,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_M","2005",192357.95,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_F","2005",164064.825,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_T","2004",166975.694,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_M","2004",172432.3,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_F","2004",156749.255,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_T","2003",152514.108,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_M","2003",158220.563,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_F","2003",142190.262,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_T","2002",140127.922,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_M","2002",148041.277,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_F","2002",126196.864,,"T30:72","R1:3513"
"CRI","BX:7407","EAR_EMTA_SEX_NB","SEX_T","2001",361687.286,"B","T30:72_I11:264","R1:3513"
