# Series;Series description (EN);Metric;Unit of Measure;Reference date;Value;State
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-12-31;1.57;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-11-30;1.65;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-10-31;1.62;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-09-30;1.73;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-08-31;1.67;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-07-31;1.74;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-06-30;1.68;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-05-31;1.87;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-04-30;2.15;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-03-31;2.23;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-02-28;2.3;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2013-01-31;2.28;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-12-31;1.71;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-11-30;1.33;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-10-31;1.79;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-09-30;1.83;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-08-31;2.27;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-07-31;2.16;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-06-30;2.24;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-05-31;2.51;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-04-30;2.63;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-03-31;3.42;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-02-29;3.44;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2012-01-31;3.49;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-12-31;3.22;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-11-30;3.46;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-10-31;4.51;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-09-30;4.26;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-08-31;4.12;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-07-31;3.98;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-06-30;3.73;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-05-31;3.63;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-04-30;3.14;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-03-31;3.17;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-02-28;2.96;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2011-01-31;2.95;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-12-31;2.99;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-11-30;2.37;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-10-31;2.25;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-09-30;2.12;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-08-31;1.67;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-07-31;1.76;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-06-30;1.39;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-05-31;0.98;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-04-30;1.13;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-03-31;1.16;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-02-28;1.11;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2010-01-31;1.16;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-12-31;1.49;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-11-30;1.3;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-10-31;1.27;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-09-30;1.28;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-08-31;1.33;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-07-31;1.58;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-06-30;1.8;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-05-31;1.81;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-04-30;1.9;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-03-31;2.19;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-02-28;2.38;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2009-01-31;2.96;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-12-31;3.71;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-11-30;4.14;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-10-31;4.71;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-09-30;4.58;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-08-31;4.5;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-07-31;4.6;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-06-30;4.41;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-05-31;4.26;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-04-30;4.26;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-03-31;4.18;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-02-29;4.07;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2008-01-31;4.16;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-12-31;4.45;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-11-30;4.11;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-10-31;4.18;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-09-30;4.13;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-08-31;3.97;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-07-31;3.91;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-06-30;3.88;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-05-31;3.7;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-04-30;3.64;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-03-31;3.56;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-02-28;3.44;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2007-01-31;3.45;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-12-31;3.59;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-11-30;3.27;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-10-31;3.09;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-09-30;2.88;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-08-31;2.81;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-07-31;2.68;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-06-30;2.65;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-05-31;2.51;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-04-30;2.48;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-03-31;2.29;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-02-28;2.24;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2006-01-31;2.23;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-12-31;2.25;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-11-30;2.08;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-10-31;2.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-09-30;2;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-08-31;1.98;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-07-31;2;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-06-30;1.96;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-05-31;1.94;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-04-30;2;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-03-31;1.95;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-02-28;1.95;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2005-01-31;1.96;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-12-31;2.06;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-11-30;2.01;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-10-31;1.95;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-09-30;1.93;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-08-31;1.86;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-07-31;1.93;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-06-30;1.9;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-05-31;1.88;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-04-30;1.87;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-03-31;1.89;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-02-29;1.9;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2004-01-31;1.98;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-12-31;1.96;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-11-30;1.97;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-10-31;1.92;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-09-30;1.92;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-08-31;1.84;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-07-31;1.9;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-06-30;2;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-05-31;2.27;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-04-30;2.26;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-03-31;2.29;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-02-28;2.42;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2003-01-31;2.52;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2026-05-31;1.67;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2026-04-30;1.62;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2026-03-31;1.59;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2026-02-28;1.51;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2026-01-31;1.50;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-12-31;1.54;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-11-30;1.49;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-10-31;1.50;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-09-30;1.49;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-08-31;1.46;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-07-31;1.51;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-06-30;1.55;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-05-31;1.63;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-04-30;1.80;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-03-31;1.89;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-02-28;2.03;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2025-01-31;2.17;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-12-31;2.38;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-11-30;2.43;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-10-31;2.52;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-09-30;2.72;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-08-31;2.73;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-07-31;2.8;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-06-30;2.92;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-05-31;2.96;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-04-30;3.02;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-03-31;3.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-02-29;3.02;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2024-01-31;3.13;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-12-31;3.25;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-11-30;3.14;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-10-31;3.07;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-09-30;2.67;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-08-31;2.38;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-07-31;2.42;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-06-30;2.25;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-05-31;1.86;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-04-30;1.77;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-03-31;1.51;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-02-28;1.07;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2023-01-31;0.87;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-12-31;0.74;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-11-30;0.61;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-10-31;0.38;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-09-30;0.12;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-08-31;0.09;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-07-31;0.12;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-06-30;0.08;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-05-31;0.05;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-04-30;0.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-03-31;0.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-02-28;0.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2022-01-31;0.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-12-31;0.05;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-11-30;0.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-10-31;0.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-09-30;0.04;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-08-31;0.05;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-07-31;0.05;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-06-30;0.05;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-05-31;0.05;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-04-30;0.05;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-03-31;0.06;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-02-28;0.07;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2021-01-31;0.07;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2020-12-31;0.06;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2020-11-30;0.07;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2020-10-31;0.08;
12519736;Interest Rate-Dep agreed mat-Non Financial Sector MU exc GG (New Business);Annualized agreed rate;Percentage;2020-09-30;0.08;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2014-07-31;1088;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2014-06-30;893;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2014-05-31;850;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2014-04-30;721;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2014-03-31;1110;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2014-02-28;922;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2014-01-31;781;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2013-12-31;762;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2013-11-30;769;
12519737;Business Volume-Dep agreed mat-2+ yrs-NonFin. Sector MU exc GG-M€ (New Business);Value;Millions of euros;2013-10-31;969;
