STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1980,,47.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1981,,46.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1982,,45,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1983,,43.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1984,,43.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1985,,40.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1986,,38.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1987,,38.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1988,,38.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1989,,37.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,37.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1991,,36.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1992,,36.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1993,,36.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1994,,35.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1995,,34.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1996,,34.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,33.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1998,,32.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,1999,,32.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2000,,32.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2001,,31.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2002,,31.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2003,,31.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2004,,31.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2005,,31.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2006,,31.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2007,,31.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,31.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,32.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,33,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,33,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2012,,33.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2013,,33.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2014,,33.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2015,,32.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,31.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2017,,31.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2018,,30.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2019,,30.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2020,,31.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2021,,30.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2022,,30.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2023,,30,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ITA,Italy,TUD,Trade union density,PT_SAL,Percentage of employees,2024,,30.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,KOR,Korea,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,17.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,KOR,Korea,TUD,Trade union density,PT_SAL,Percentage of employees,2002,,10.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,KOR,Korea,TUD,Trade union density,PT_SAL,Percentage of employees,2019,,12.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,KOR,Korea,TUD,Trade union density,PT_SAL,Percentage of employees,2020,,13.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,KOR,Korea,TUD,Trade union density,PT_SAL,Percentage of employees,2021,,14.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,KOR,Korea,TUD,Trade union density,PT_SAL,Percentage of employees,2022,,12.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,KOR,Korea,TUD,Trade union density,PT_SAL,Percentage of employees,2023,,12.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1960,,35.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1961,,35.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1962,,34.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1963,,34.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1964,,33.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1965,,32.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1966,,32.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1967,,33.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1968,,32.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1969,,31.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1970,,30.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1971,,30.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1972,,31.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1973,,32.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1974,,32.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1975,,32.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1976,,32.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1977,,33.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1978,,33,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1979,,32.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1980,,31.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1981,,30.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1982,,30.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1983,,29.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1984,,27.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1985,,26.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1986,,25.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1987,,25.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1988,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1989,,24.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,24.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1991,,24.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1992,,24.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1993,,25.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1994,,25.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1995,,25.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1996,,25,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,24.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1998,,24.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,1999,,24.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2003,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2005,,21.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2006,,20.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2007,,19.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2008,,19.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2009,,19.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2010,,18.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2011,,18.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2012,,18,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2013,,17.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2014,,17.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2015,,16.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2016,,16.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,NLD,Netherlands,TUD,Trade union density,PT_SAL,Percentage of employees,2017,,15.8,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1973,,64.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1977,,53.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1978,,52.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1979,,52.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1984,,40.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1986,,35.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1990,,24.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1995,,22.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,PRT,Portugal,TUD,Trade union density,PT_SAL,Percentage of employees,1997,,21.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1978,,38.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1979,,27.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1980,,11.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1981,,9.8999996,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1982,,11,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1983,,11.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1984,,10.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1985,,10.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1986,,10.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_TUD(1.0),Trade union density,I,ESP,Spain,TUD,Trade union density,PT_SAL,Percentage of employees,1987,,11,,A,Normal value,0,Units,1,One
