country_iso3,country_name,year,date,percentile_group,wid_variable_code,value,data_quality_score,source_dataset
KOR,South Korea,1930,1930-01-01,p0p100,anninc999i,1306162.5,4.0,wid-world
KOR,South Korea,1930,1930-01-01,p90p100,shweal999j,0.8448,0.0,wid-world
KOR,South Korea,1930,1930-01-01,p90p100,shweal992j,0.8448,0.0,wid-world
KOR,South Korea,1930,1930-01-01,p90p100,sptinc992j,0.5277000000000001,0.0,wid-world
KOR,South Korea,1930,1930-01-01,p0p100,anninc992i,2610236.8,4.0,wid-world
KOR,South Korea,1930,1930-01-01,p90p100,sptinc999j,0.5277000000000001,0.0,wid-world
KOR,South Korea,1930,1930-01-01,p99p100,sptinc992j,0.1984,0.0,wid-world
KOR,South Korea,1930,1930-01-01,p99p100,sptinc999j,0.1984,0.0,wid-world
KOR,South Korea,1931,1931-01-01,p0p100,anninc999i,1292121.3,4.0,wid-world
KOR,South Korea,1931,1931-01-01,p0p100,anninc992i,2604213.0,4.0,wid-world
KOR,South Korea,1932,1932-01-01,p0p100,anninc999i,1291802.1,4.0,wid-world
KOR,South Korea,1932,1932-01-01,p0p100,anninc992i,2624468.5,4.0,wid-world
KOR,South Korea,1933,1933-01-01,p0p100,anninc999i,1327057.6,4.0,wid-world
KOR,South Korea,1933,1933-01-01,p90p100,sptinc992j,0.5167,0.0,wid-world
KOR,South Korea,1933,1933-01-01,p0p100,anninc992i,2716395.3,4.0,wid-world
KOR,South Korea,1933,1933-01-01,p90p100,sptinc999j,0.5167,0.0,wid-world
KOR,South Korea,1933,1933-01-01,p99p100,sptinc992j,0.1973,0.0,wid-world
KOR,South Korea,1933,1933-01-01,p99p100,sptinc999j,0.1973,0.0,wid-world
KOR,South Korea,1934,1934-01-01,p0p100,anninc999i,1339571.5,4.0,wid-world
KOR,South Korea,1934,1934-01-01,p90p100,sptinc992j,0.511,0.0,wid-world
KOR,South Korea,1934,1934-01-01,p0p100,anninc992i,2761319.5,4.0,wid-world
KOR,South Korea,1934,1934-01-01,p90p100,sptinc999j,0.511,0.0,wid-world
KOR,South Korea,1934,1934-01-01,p99p100,sptinc992j,0.1935,0.0,wid-world
KOR,South Korea,1934,1934-01-01,p99p100,sptinc999j,0.1935,0.0,wid-world
KOR,South Korea,1935,1935-01-01,p0p100,anninc999i,1406082.5,4.0,wid-world
KOR,South Korea,1935,1935-01-01,p90p100,sptinc992j,0.5049,0.0,wid-world
KOR,South Korea,1935,1935-01-01,p0p100,anninc992i,2920985.3,4.0,wid-world
KOR,South Korea,1935,1935-01-01,p90p100,sptinc999j,0.5049,0.0,wid-world
KOR,South Korea,1935,1935-01-01,p99p100,sptinc992j,0.1892,0.0,wid-world
KOR,South Korea,1935,1935-01-01,p99p100,sptinc999j,0.1892,0.0,wid-world
KOR,South Korea,1936,1936-01-01,p0p100,anninc999i,1361982.1,4.0,wid-world
KOR,South Korea,1936,1936-01-01,p90p100,sptinc992j,0.499,0.0,wid-world
KOR,South Korea,1936,1936-01-01,p0p100,anninc992i,2862021.0,4.0,wid-world
KOR,South Korea,1936,1936-01-01,p90p100,sptinc999j,0.499,0.0,wid-world
KOR,South Korea,1936,1936-01-01,p99p100,sptinc992j,0.1852,0.0,wid-world
KOR,South Korea,1936,1936-01-01,p99p100,sptinc999j,0.1852,0.0,wid-world
KOR,South Korea,1937,1937-01-01,p0p100,anninc999i,1612471.8,4.0,wid-world
KOR,South Korea,1937,1937-01-01,p90p100,sptinc992j,0.4946,0.0,wid-world
KOR,South Korea,1937,1937-01-01,p0p100,anninc992i,3426334.0,4.0,wid-world
KOR,South Korea,1937,1937-01-01,p90p100,sptinc999j,0.4946,0.0,wid-world
KOR,South Korea,1937,1937-01-01,p99p100,sptinc992j,0.1835,0.0,wid-world
KOR,South Korea,1937,1937-01-01,p99p100,sptinc999j,0.1835,0.0,wid-world
KOR,South Korea,1938,1938-01-01,p0p100,anninc999i,1566235.6,4.0,wid-world
KOR,South Korea,1938,1938-01-01,p90p100,sptinc992j,0.4915,0.0,wid-world
KOR,South Korea,1938,1938-01-01,p0p100,anninc992i,3364378.8,4.0,wid-world
KOR,South Korea,1938,1938-01-01,p90p100,sptinc999j,0.4915,0.0,wid-world
KOR,South Korea,1938,1938-01-01,p99p100,sptinc992j,0.1841,0.0,wid-world
KOR,South Korea,1938,1938-01-01,p99p100,sptinc999j,0.1841,0.0,wid-world
KOR,South Korea,1939,1939-01-01,p0p100,anninc999i,1304079.1,4.0,wid-world
KOR,South Korea,1939,1939-01-01,p90p100,sptinc992j,0.4865,0.0,wid-world
KOR,South Korea,1939,1939-01-01,p0p100,anninc992i,2791221.0,4.0,wid-world
KOR,South Korea,1939,1939-01-01,p90p100,sptinc999j,0.4865,0.0,wid-world
KOR,South Korea,1939,1939-01-01,p99p100,sptinc992j,0.1816,0.0,wid-world
KOR,South Korea,1939,1939-01-01,p99p100,sptinc999j,0.1816,0.0,wid-world
KOR,South Korea,1940,1940-01-01,p99p100,shweal992j,0.362,0.0,wid-world
KOR,South Korea,1940,1940-01-01,p99p100,shweal999j,0.362,0.0,wid-world
KOR,South Korea,1940,1940-01-01,p0p100,anninc999i,1609573.8,4.0,wid-world
KOR,South Korea,1940,1940-01-01,p90p100,shweal999j,0.7892,0.0,wid-world
KOR,South Korea,1940,1940-01-01,p90p100,shweal992j,0.7892,0.0,wid-world
KOR,South Korea,1940,1940-01-01,p90p100,sptinc992j,0.4832,0.0,wid-world
KOR,South Korea,1940,1940-01-01,p0p100,anninc992i,3433377.5,4.0,wid-world
KOR,South Korea,1940,1940-01-01,p90p100,sptinc999j,0.4832,0.0,wid-world
KOR,South Korea,1940,1940-01-01,p99p100,sptinc992j,0.1817,0.0,wid-world
KOR,South Korea,1940,1940-01-01,p99p100,sptinc999j,0.1817,0.0,wid-world
KOR,South Korea,1941,1941-01-01,p0p100,anninc999i,1715356.5,4.0,wid-world
KOR,South Korea,1941,1941-01-01,p90p100,sptinc992j,0.469,0.0,wid-world
KOR,South Korea,1941,1941-01-01,p0p100,anninc992i,3647182.3,4.0,wid-world
KOR,South Korea,1941,1941-01-01,p90p100,sptinc999j,0.469,0.0,wid-world
KOR,South Korea,1941,1941-01-01,p99p100,sptinc992j,0.176,0.0,wid-world
KOR,South Korea,1941,1941-01-01,p99p100,sptinc999j,0.176,0.0,wid-world
KOR,South Korea,1942,1942-01-01,p0p100,anninc999i,1340822.1,4.0,wid-world
KOR,South Korea,1942,1942-01-01,p90p100,sptinc992j,0.4523,0.0,wid-world
KOR,South Korea,1942,1942-01-01,p0p100,anninc992i,2842062.5,4.0,wid-world
KOR,South Korea,1942,1942-01-01,p90p100,sptinc999j,0.4523,0.0,wid-world
KOR,South Korea,1942,1942-01-01,p99p100,sptinc992j,0.1666,0.0,wid-world
KOR,South Korea,1942,1942-01-01,p99p100,sptinc999j,0.1666,0.0,wid-world
KOR,South Korea,1943,1943-01-01,p0p100,anninc999i,1340972.1,4.0,wid-world
KOR,South Korea,1943,1943-01-01,p90p100,sptinc992j,0.4396,0.0,wid-world
KOR,South Korea,1943,1943-01-01,p0p100,anninc992i,2834026.0,4.0,wid-world
KOR,South Korea,1943,1943-01-01,p90p100,sptinc999j,0.4396,0.0,wid-world
KOR,South Korea,1943,1943-01-01,p99p100,sptinc992j,0.1631,0.0,wid-world
KOR,South Korea,1943,1943-01-01,p99p100,sptinc999j,0.1631,0.0,wid-world
KOR,South Korea,1944,1944-01-01,p0p100,anninc999i,1092971.8,4.0,wid-world
KOR,South Korea,1944,1944-01-01,p90p100,sptinc992j,0.4231,0.0,wid-world
KOR,South Korea,1944,1944-01-01,p0p100,anninc992i,2303417.8,4.0,wid-world
KOR,South Korea,1944,1944-01-01,p90p100,sptinc999j,0.4231,0.0,wid-world
KOR,South Korea,1944,1944-01-01,p99p100,sptinc992j,0.1539,0.0,wid-world
KOR,South Korea,1944,1944-01-01,p99p100,sptinc999j,0.1539,0.0,wid-world
KOR,South Korea,1945,1945-01-01,p0p100,anninc999i,894162.4,4.0,wid-world
KOR,South Korea,1945,1945-01-01,p90p100,sptinc992j,0.4063,0.0,wid-world
KOR,South Korea,1945,1945-01-01,p0p100,anninc992i,1882055.6,4.0,wid-world
KOR,South Korea,1945,1945-01-01,p90p100,sptinc999j,0.4063,0.0,wid-world
KOR,South Korea,1945,1945-01-01,p99p100,sptinc992j,0.1444,0.0,wid-world
KOR,South Korea,1945,1945-01-01,p99p100,sptinc999j,0.1444,0.0,wid-world
KOR,South Korea,1946,1946-01-01,p0p100,anninc999i,726783.5,4.0,wid-world
KOR,South Korea,1946,1946-01-01,p90p100,sptinc992j,0.3927,0.0,wid-world
KOR,South Korea,1946,1946-01-01,p0p100,anninc992i,1527905.5,4.0,wid-world
KOR,South Korea,1946,1946-01-01,p90p100,sptinc999j,0.3927,0.0,wid-world
KOR,South Korea,1946,1946-01-01,p99p100,sptinc992j,0.1394,0.0,wid-world
KOR,South Korea,1946,1946-01-01,p99p100,sptinc999j,0.1394,0.0,wid-world
KOR,South Korea,1947,1947-01-01,p0p100,anninc999i,743046.9,4.0,wid-world
KOR,South Korea,1947,1947-01-01,p90p100,sptinc992j,0.3763,0.0,wid-world
KOR,South Korea,1947,1947-01-01,p0p100,anninc992i,1560287.6,4.0,wid-world
KOR,South Korea,1947,1947-01-01,p90p100,sptinc999j,0.3763,0.0,wid-world
KOR,South Korea,1947,1947-01-01,p99p100,sptinc992j,0.1305,0.0,wid-world
KOR,South Korea,1947,1947-01-01,p99p100,sptinc999j,0.1305,0.0,wid-world
KOR,South Korea,1948,1948-01-01,p0p100,anninc999i,869678.4,4.0,wid-world
KOR,South Korea,1948,1948-01-01,p90p100,sptinc992j,0.36,0.0,wid-world
KOR,South Korea,1948,1948-01-01,p0p100,anninc992i,1824166.4,4.0,wid-world
KOR,South Korea,1948,1948-01-01,p90p100,sptinc999j,0.36,0.0,wid-world
KOR,South Korea,1948,1948-01-01,p99p100,sptinc992j,0.1217,0.0,wid-world
KOR,South Korea,1948,1948-01-01,p99p100,sptinc999j,0.1217,0.0,wid-world
KOR,South Korea,1949,1949-01-01,p0p100,anninc999i,939109.1000000001,4.0,wid-world
KOR,South Korea,1949,1949-01-01,p90p100,sptinc992j,0.3445,0.0,wid-world
KOR,South Korea,1949,1949-01-01,p0p100,anninc992i,1967696.8,4.0,wid-world
KOR,South Korea,1949,1949-01-01,p90p100,sptinc999j,0.3445,0.0,wid-world
KOR,South Korea,1949,1949-01-01,p99p100,sptinc992j,0.114,0.0,wid-world
KOR,South Korea,1949,1949-01-01,p99p100,sptinc999j,0.114,0.0,wid-world
KOR,South Korea,1950,1950-01-01,p99p100,shweal992j,0.2306,0.0,wid-world
KOR,South Korea,1950,1950-01-01,p99p100,shweal999j,0.2306,0.0,wid-world
KOR,South Korea,1950,1950-01-01,p0p100,anninc999i,784896.0,4.0,wid-world
KOR,South Korea,1950,1950-01-01,p90p100,shweal999j,0.6512,0.0,wid-world
KOR,South Korea,1950,1950-01-01,p90p100,shweal992j,0.6512,0.0,wid-world
KOR,South Korea,1950,1950-01-01,p90p100,sptinc992j,0.3282,0.0,wid-world
KOR,South Korea,1950,1950-01-01,p0p100,anninc992i,1642890.6,4.0,wid-world
KOR,South Korea,1950,1950-01-01,p90p100,sptinc999j,0.3282,0.0,wid-world
KOR,South Korea,1950,1950-01-01,p99p100,sptinc992j,0.1054,0.0,wid-world
KOR,South Korea,1950,1950-01-01,p99p100,sptinc999j,0.1054,0.0,wid-world
KOR,South Korea,1951,1951-01-01,p0p100,anninc999i,768125.2000000001,4.0,wid-world
KOR,South Korea,1951,1951-01-01,p90p100,sptinc992j,0.3306,0.0,wid-world
KOR,South Korea,1951,1951-01-01,p0p100,anninc992i,1621722.3,4.0,wid-world
KOR,South Korea,1951,1951-01-01,p90p100,sptinc999j,0.3306,0.0,wid-world
KOR,South Korea,1951,1951-01-01,p99p100,sptinc992j,0.1063,0.0,wid-world
KOR,South Korea,1951,1951-01-01,p99p100,sptinc999j,0.1063,0.0,wid-world
KOR,South Korea,1952,1952-01-01,p0p100,anninc999i,802860.2000000001,4.0,wid-world
KOR,South Korea,1952,1952-01-01,p90p100,sptinc992j,0.3325,0.0,wid-world
KOR,South Korea,1952,1952-01-01,p0p100,anninc992i,1700502.8,4.0,wid-world
KOR,South Korea,1952,1952-01-01,p90p100,sptinc999j,0.3325,0.0,wid-world
KOR,South Korea,1952,1952-01-01,p99p100,sptinc992j,0.1066,0.0,wid-world
KOR,South Korea,1952,1952-01-01,p99p100,sptinc999j,0.1066,0.0,wid-world
KOR,South Korea,1953,1953-01-01,p0p100,anninc999i,1034650.4,4.0,wid-world
KOR,South Korea,1953,1953-01-01,p90p100,sptinc992j,0.3351,0.0,wid-world
KOR,South Korea,1953,1953-01-01,p0p100,anninc992i,2188439.0,4.0,wid-world
KOR,South Korea,1953,1953-01-01,p90p100,sptinc999j,0.3351,0.0,wid-world
KOR,South Korea,1953,1953-01-01,p99p100,sptinc992j,0.108,0.0,wid-world
KOR,South Korea,1953,1953-01-01,p99p100,sptinc999j,0.108,0.0,wid-world
KOR,South Korea,1954,1954-01-01,p0p100,anninc999i,1072886.3,4.0,wid-world
KOR,South Korea,1954,1954-01-01,p90p100,sptinc992j,0.3372,0.0,wid-world
KOR,South Korea,1954,1954-01-01,p0p100,anninc992i,2261491.3,4.0,wid-world
KOR,South Korea,1954,1954-01-01,p90p100,sptinc999j,0.3372,0.0,wid-world
KOR,South Korea,1954,1954-01-01,p99p100,sptinc992j,0.1085,0.0,wid-world
KOR,South Korea,1954,1954-01-01,p99p100,sptinc999j,0.1085,0.0,wid-world
KOR,South Korea,1955,1955-01-01,p0p100,anninc999i,1109077.0,4.0,wid-world
KOR,South Korea,1955,1955-01-01,p90p100,sptinc992j,0.339,0.0,wid-world
KOR,South Korea,1955,1955-01-01,p0p100,anninc992i,2327240.3,4.0,wid-world
KOR,South Korea,1955,1955-01-01,p90p100,sptinc999j,0.339,0.0,wid-world
KOR,South Korea,1955,1955-01-01,p99p100,sptinc992j,0.1087,0.0,wid-world
KOR,South Korea,1955,1955-01-01,p99p100,sptinc999j,0.1087,0.0,wid-world
KOR,South Korea,1956,1956-01-01,p0p100,anninc999i,1085395.5,4.0,wid-world
KOR,South Korea,1956,1956-01-01,p90p100,sptinc992j,0.3413,0.0,wid-world
KOR,South Korea,1956,1956-01-01,p0p100,anninc992i,2266712.5,4.0,wid-world
KOR,South Korea,1956,1956-01-01,p90p100,sptinc999j,0.3413,0.0,wid-world
KOR,South Korea,1956,1956-01-01,p99p100,sptinc992j,0.1097,0.0,wid-world
KOR,South Korea,1956,1956-01-01,p99p100,sptinc999j,0.1097,0.0,wid-world
KOR,South Korea,1957,1957-01-01,p0p100,anninc999i,1154131.9,4.0,wid-world
KOR,South Korea,1957,1957-01-01,p90p100,sptinc992j,0.3433,0.0,wid-world
KOR,South Korea,1957,1957-01-01,p0p100,anninc992i,2397857.8,4.0,wid-world
KOR,South Korea,1957,1957-01-01,p90p100,sptinc999j,0.3433,0.0,wid-world
KOR,South Korea,1957,1957-01-01,p99p100,sptinc992j,0.1101,0.0,wid-world
KOR,South Korea,1957,1957-01-01,p99p100,sptinc999j,0.1101,0.0,wid-world
KOR,South Korea,1958,1958-01-01,p0p100,anninc999i,1191634.9,4.0,wid-world
KOR,South Korea,1958,1958-01-01,p90p100,sptinc992j,0.3451,0.0,wid-world
KOR,South Korea,1958,1958-01-01,p0p100,anninc992i,2463349.3,4.0,wid-world
KOR,South Korea,1958,1958-01-01,p90p100,sptinc999j,0.3451,0.0,wid-world
KOR,South Korea,1958,1958-01-01,p99p100,sptinc992j,0.1103,0.0,wid-world
KOR,South Korea,1958,1958-01-01,p99p100,sptinc999j,0.1103,0.0,wid-world
KOR,South Korea,1959,1959-01-01,p0p100,anninc999i,1216354.0,4.0,wid-world
KOR,South Korea,1959,1959-01-01,p90p100,sptinc992j,0.3471,0.0,wid-world
KOR,South Korea,1959,1959-01-01,p0p100,anninc992i,2506211.0,4.0,wid-world
KOR,South Korea,1959,1959-01-01,p90p100,sptinc999j,0.3471,0.0,wid-world
KOR,South Korea,1959,1959-01-01,p99p100,sptinc992j,0.1107,0.0,wid-world
KOR,South Korea,1959,1959-01-01,p99p100,sptinc999j,0.1107,0.0,wid-world
KOR,South Korea,1960,1960-01-01,p99p100,shweal992j,0.2384,0.0,wid-world
KOR,South Korea,1960,1960-01-01,p99p100,shweal999j,0.2384,0.0,wid-world
KOR,South Korea,1960,1960-01-01,p0p100,anninc999i,1213856.3,4.0,wid-world
KOR,South Korea,1960,1960-01-01,p90p100,shweal999j,0.6611,0.0,wid-world
KOR,South Korea,1960,1960-01-01,p90p100,shweal992j,0.6611,0.0,wid-world
KOR,South Korea,1960,1960-01-01,p90p100,sptinc992j,0.3488,0.0,wid-world
KOR,South Korea,1960,1960-01-01,p0p100,anninc992i,2498267.8,4.0,wid-world
KOR,South Korea,1960,1960-01-01,p90p100,sptinc999j,0.3488,0.0,wid-world
KOR,South Korea,1960,1960-01-01,p99p100,sptinc992j,0.1109,0.0,wid-world
KOR,South Korea,1960,1960-01-01,p99p100,sptinc999j,0.1109,0.0,wid-world
KOR,South Korea,1961,1961-01-01,p0p100,anninc999i,1271201.3,4.0,wid-world
KOR,South Korea,1961,1961-01-01,p90p100,sptinc992j,0.3465,0.0,wid-world
KOR,South Korea,1961,1961-01-01,p0p100,anninc992i,2620292.5,4.0,wid-world
KOR,South Korea,1961,1961-01-01,p90p100,sptinc999j,0.3465,0.0,wid-world
KOR,South Korea,1961,1961-01-01,p99p100,sptinc992j,0.1083,0.0,wid-world
KOR,South Korea,1961,1961-01-01,p99p100,sptinc999j,0.1083,0.0,wid-world
KOR,South Korea,1962,1962-01-01,p0p100,anninc999i,1281034.8,4.0,wid-world
KOR,South Korea,1962,1962-01-01,p90p100,sptinc992j,0.3452,0.0,wid-world
KOR,South Korea,1962,1962-01-01,p0p100,anninc992i,2650016.0,4.0,wid-world
KOR,South Korea,1962,1962-01-01,p90p100,sptinc999j,0.3452,0.0,wid-world
KOR,South Korea,1962,1962-01-01,p99p100,sptinc992j,0.1071,0.0,wid-world
KOR,South Korea,1962,1962-01-01,p99p100,sptinc999j,0.1071,0.0,wid-world
KOR,South Korea,1963,1963-01-01,p0p100,anninc999i,1365571.5,4.0,wid-world
KOR,South Korea,1963,1963-01-01,p90p100,sptinc992j,0.3421,0.0,wid-world
KOR,South Korea,1963,1963-01-01,p0p100,anninc992i,2840163.8,4.0,wid-world
KOR,South Korea,1963,1963-01-01,p90p100,sptinc999j,0.3421,0.0,wid-world
KOR,South Korea,1963,1963-01-01,p99p100,sptinc992j,0.1033,0.0,wid-world
KOR,South Korea,1963,1963-01-01,p99p100,sptinc999j,0.1033,0.0,wid-world
KOR,South Korea,1964,1964-01-01,p0p100,anninc999i,1464265.0,4.0,wid-world
KOR,South Korea,1964,1964-01-01,p90p100,sptinc992j,0.3405,0.0,wid-world
KOR,South Korea,1964,1964-01-01,p0p100,anninc992i,3066164.3,4.0,wid-world
KOR,South Korea,1964,1964-01-01,p90p100,sptinc999j,0.3405,0.0,wid-world
KOR,South Korea,1964,1964-01-01,p99p100,sptinc992j,0.1017,0.0,wid-world
KOR,South Korea,1964,1964-01-01,p99p100,sptinc999j,0.1017,0.0,wid-world
KOR,South Korea,1965,1965-01-01,p0p100,anninc999i,1533320.5,4.0,wid-world
KOR,South Korea,1965,1965-01-01,p90p100,sptinc992j,0.3395,0.0,wid-world
KOR,South Korea,1965,1965-01-01,p0p100,anninc992i,3229986.0,4.0,wid-world
KOR,South Korea,1965,1965-01-01,p90p100,sptinc999j,0.3395,0.0,wid-world
KOR,South Korea,1965,1965-01-01,p99p100,sptinc992j,0.1009,0.0,wid-world
KOR,South Korea,1965,1965-01-01,p99p100,sptinc999j,0.1009,0.0,wid-world
KOR,South Korea,1966,1966-01-01,p0p100,anninc999i,1683245.4,4.0,wid-world
KOR,South Korea,1966,1966-01-01,p90p100,sptinc992j,0.3361,0.0,wid-world
KOR,South Korea,1966,1966-01-01,p0p100,anninc992i,3559625.8,4.0,wid-world
KOR,South Korea,1966,1966-01-01,p90p100,sptinc999j,0.3361,0.0,wid-world
KOR,South Korea,1966,1966-01-01,p99p100,sptinc992j,0.0968,0.0,wid-world
KOR,South Korea,1966,1966-01-01,p99p100,sptinc999j,0.0968,0.0,wid-world
KOR,South Korea,1967,1967-01-01,p0p100,anninc999i,1788642.1,4.0,wid-world
KOR,South Korea,1967,1967-01-01,p90p100,sptinc992j,0.3347,0.0,wid-world
KOR,South Korea,1967,1967-01-01,p0p100,anninc992i,3780152.8,4.0,wid-world
KOR,South Korea,1967,1967-01-01,p90p100,sptinc999j,0.3347,0.0,wid-world
KOR,South Korea,1967,1967-01-01,p99p100,sptinc992j,0.0954,0.0,wid-world
KOR,South Korea,1967,1967-01-01,p99p100,sptinc999j,0.0954,0.0,wid-world
KOR,South Korea,1968,1968-01-01,p0p100,anninc999i,1972548.3,4.0,wid-world
KOR,South Korea,1968,1968-01-01,p90p100,sptinc992j,0.3338,0.0,wid-world
KOR,South Korea,1968,1968-01-01,p0p100,anninc992i,4154897.3,4.0,wid-world
KOR,South Korea,1968,1968-01-01,p90p100,sptinc999j,0.3338,0.0,wid-world
KOR,South Korea,1968,1968-01-01,p99p100,sptinc992j,0.0948,0.0,wid-world
KOR,South Korea,1968,1968-01-01,p99p100,sptinc999j,0.0948,0.0,wid-world
KOR,South Korea,1969,1969-01-01,p0p100,anninc999i,2214593.5,4.0,wid-world
KOR,South Korea,1969,1969-01-01,p90p100,sptinc992j,0.3303,0.0,wid-world
KOR,South Korea,1969,1969-01-01,p0p100,anninc992i,4651794.0,4.0,wid-world
KOR,South Korea,1969,1969-01-01,p90p100,sptinc999j,0.3303,0.0,wid-world
KOR,South Korea,1969,1969-01-01,p99p100,sptinc992j,0.0905,0.0,wid-world
KOR,South Korea,1969,1969-01-01,p99p100,sptinc999j,0.0905,0.0,wid-world
KOR,South Korea,1970,1970-01-01,p99p100,shweal992j,0.2494,0.0,wid-world
KOR,South Korea,1970,1970-01-01,p99p100,shweal999j,0.2494,0.0,wid-world
KOR,South Korea,1970,1970-01-01,p0p100,anninc999i,2461908.0,4.0,wid-world
KOR,South Korea,1970,1970-01-01,p90p100,shweal999j,0.6756,0.0,wid-world
KOR,South Korea,1970,1970-01-01,p90p100,shweal992j,0.6756,0.0,wid-world
KOR,South Korea,1970,1970-01-01,p90p100,sptinc992j,0.3615,0.0,wid-world
KOR,South Korea,1970,1970-01-01,p0p100,anninc992i,5160657.0,4.0,wid-world
KOR,South Korea,1970,1970-01-01,p90p100,sptinc999j,0.3615,0.0,wid-world
KOR,South Korea,1970,1970-01-01,p99p100,sptinc992j,0.1157,0.0,wid-world
KOR,South Korea,1970,1970-01-01,p99p100,sptinc999j,0.1157,0.0,wid-world
KOR,South Korea,1971,1971-01-01,p0p100,anninc999i,2620463.0,5.0,wid-world
KOR,South Korea,1971,1971-01-01,p90p100,sptinc992j,0.3281,0.0,wid-world
KOR,South Korea,1971,1971-01-01,p0p100,anninc992i,5477672.5,5.0,wid-world
KOR,South Korea,1971,1971-01-01,p90p100,sptinc999j,0.3281,0.0,wid-world
KOR,South Korea,1971,1971-01-01,p99p100,sptinc992j,0.0887,0.0,wid-world
KOR,South Korea,1971,1971-01-01,p99p100,sptinc999j,0.0887,0.0,wid-world
KOR,South Korea,1972,1972-01-01,p0p100,anninc999i,2751900.0,5.0,wid-world
KOR,South Korea,1972,1972-01-01,p90p100,sptinc992j,0.3278,0.0,wid-world
KOR,South Korea,1972,1972-01-01,p0p100,anninc992i,5717679.5,5.0,wid-world
KOR,South Korea,1972,1972-01-01,p90p100,sptinc999j,0.3278,0.0,wid-world
KOR,South Korea,1972,1972-01-01,p99p100,sptinc992j,0.0888,0.0,wid-world
KOR,South Korea,1972,1972-01-01,p99p100,sptinc999j,0.0888,0.0,wid-world
KOR,South Korea,1973,1973-01-01,p0p100,anninc999i,3087907.8,5.0,wid-world
KOR,South Korea,1973,1973-01-01,p90p100,sptinc992j,0.3234,0.0,wid-world
KOR,South Korea,1973,1973-01-01,p0p100,anninc992i,6367206.0,5.0,wid-world
KOR,South Korea,1973,1973-01-01,p90p100,sptinc999j,0.3234,0.0,wid-world
KOR,South Korea,1973,1973-01-01,p99p100,sptinc992j,0.0833,0.0,wid-world
KOR,South Korea,1973,1973-01-01,p99p100,sptinc999j,0.0833,0.0,wid-world
KOR,South Korea,1974,1974-01-01,p0p100,anninc999i,3334787.3,5.0,wid-world
KOR,South Korea,1974,1974-01-01,p90p100,sptinc992j,0.3225,0.0,wid-world
KOR,South Korea,1974,1974-01-01,p0p100,anninc992i,6810256.0,5.0,wid-world
KOR,South Korea,1974,1974-01-01,p90p100,sptinc999j,0.3225,0.0,wid-world
KOR,South Korea,1974,1974-01-01,p99p100,sptinc992j,0.0826,0.0,wid-world
KOR,South Korea,1974,1974-01-01,p99p100,sptinc999j,0.0826,0.0,wid-world
KOR,South Korea,1975,1975-01-01,p0p100,anninc999i,3637705.8,5.0,wid-world
KOR,South Korea,1975,1975-01-01,p90p100,sptinc992j,0.322,0.0,wid-world
KOR,South Korea,1975,1975-01-01,p0p100,anninc992i,7322346.0,5.0,wid-world
KOR,South Korea,1975,1975-01-01,p90p100,sptinc999j,0.322,0.0,wid-world
KOR,South Korea,1975,1975-01-01,p99p100,sptinc992j,0.0825,0.0,wid-world
KOR,South Korea,1975,1975-01-01,p99p100,sptinc999j,0.0825,0.0,wid-world
KOR,South Korea,1976,1976-01-01,p0p100,anninc999i,4072303.8,5.0,wid-world
KOR,South Korea,1976,1976-01-01,p90p100,sptinc992j,0.3178,0.0,wid-world
KOR,South Korea,1976,1976-01-01,p0p100,anninc992i,8072139.5,5.0,wid-world
KOR,South Korea,1976,1976-01-01,p90p100,sptinc999j,0.3178,0.0,wid-world
KOR,South Korea,1976,1976-01-01,p99p100,sptinc992j,0.0774,0.0,wid-world
KOR,South Korea,1976,1976-01-01,p99p100,sptinc999j,0.0774,0.0,wid-world
KOR,South Korea,1977,1977-01-01,p0p100,anninc999i,4510086.5,5.0,wid-world
KOR,South Korea,1977,1977-01-01,p90p100,sptinc992j,0.3171,0.0,wid-world
KOR,South Korea,1977,1977-01-01,p0p100,anninc992i,8798337.0,5.0,wid-world
KOR,South Korea,1977,1977-01-01,p90p100,sptinc999j,0.3171,0.0,wid-world
KOR,South Korea,1977,1977-01-01,p99p100,sptinc992j,0.077,0.0,wid-world
KOR,South Korea,1977,1977-01-01,p99p100,sptinc999j,0.077,0.0,wid-world
KOR,South Korea,1978,1978-01-01,p0p100,anninc999i,4914904.0,5.0,wid-world
KOR,South Korea,1978,1978-01-01,p90p100,sptinc992j,0.3165,0.0,wid-world
KOR,South Korea,1978,1978-01-01,p0p100,anninc992i,9401990.0,5.0,wid-world
KOR,South Korea,1978,1978-01-01,p90p100,sptinc999j,0.3165,0.0,wid-world
KOR,South Korea,1978,1978-01-01,p99p100,sptinc992j,0.0767,0.0,wid-world
KOR,South Korea,1978,1978-01-01,p99p100,sptinc999j,0.0767,0.0,wid-world
KOR,South Korea,1979,1979-01-01,p0p100,anninc999i,5302514.5,5.0,wid-world
KOR,South Korea,1979,1979-01-01,p90p100,sptinc992j,0.3136,0.0,wid-world
KOR,South Korea,1979,1979-01-01,p0p100,anninc992i,9928258.0,5.0,wid-world
KOR,South Korea,1979,1979-01-01,p90p100,sptinc999j,0.3136,0.0,wid-world
KOR,South Korea,1979,1979-01-01,p99p100,sptinc992j,0.0733,0.0,wid-world
KOR,South Korea,1979,1979-01-01,p99p100,sptinc999j,0.0733,0.0,wid-world
