country_iso3,country_name,indicator_id,indicator_label,year,date,value,unit,source_dataset,source_file
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1308,1308-01-01,1407.715029829699,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1309,1309-01-01,1382.9501349299642,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1310,1310-01-01,1408.0534997895843,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1311,1311-01-01,1446.5248712452858,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1312,1312-01-01,1454.96549208131,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1313,1313-01-01,1460.0409485163805,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1314,1314-01-01,1465.2715416617887,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1315,1315-01-01,1382.7521583272448,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1316,1316-01-01,1384.8882342639163,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1317,1317-01-01,1387.0968505943022,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1318,1318-01-01,1389.3798325766252,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1319,1319-01-01,1391.7390241953462,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1320,1320-01-01,1394.1762869015492,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1321,1321-01-01,1386.9051580295013,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1322,1322-01-01,1364.8748125321101,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1323,1323-01-01,1343.2047872856306,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1324,1324-01-01,1321.890495392633,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1325,1325-01-01,1321.3046426469618,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1326,1326-01-01,1320.770283449587,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1327,1327-01-01,1313.523706999263,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1328,1328-01-01,1404.007352942366,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1329,1329-01-01,1359.425058727631,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1330,1330-01-01,1377.1072629800806,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1331,1331-01-01,1459.3541591019587,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1332,1332-01-01,1536.2900855110902,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1333,1333-01-01,1626.2848318046147,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1334,1334-01-01,1568.6495534995674,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1335,1335-01-01,1509.4406801530693,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1336,1336-01-01,1469.5297012917704,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1337,1337-01-01,1479.1069505708942,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1338,1338-01-01,1536.1883512677853,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1339,1339-01-01,1578.148230975226,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1340,1340-01-01,1588.1345939148925,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1341,1341-01-01,1745.6918956472157,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1342,1342-01-01,1690.9436902366926,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1343,1343-01-01,1612.7878640832994,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1344,1344-01-01,1513.8625301045945,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1345,1345-01-01,1625.0275662528227,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1346,1346-01-01,1583.0861320165766,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1347,1347-01-01,1541.5356329768947,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1348,1348-01-01,1480.1810473570508,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1349,1349-01-01,1455.0180858303445,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1350,1350-01-01,1430.7698594375713,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1351,1351-01-01,1438.0531644410596,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1352,1352-01-01,1346.314481139751,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1353,1353-01-01,1397.254231925502,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1354,1354-01-01,1405.487857869906,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1355,1355-01-01,1418.87783472467,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1356,1356-01-01,1430.97180842822,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1357,1357-01-01,1467.055574354959,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1358,1358-01-01,1424.8982416254667,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1359,1359-01-01,1422.24473415161,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1360,1360-01-01,1450.0786907821346,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1361,1361-01-01,1433.765839608518,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1362,1362-01-01,1372.6710676307773,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1363,1363-01-01,1325.0131769344723,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1364,1364-01-01,1308.1687314548587,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1365,1365-01-01,1334.8648902216528,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1366,1366-01-01,1310.2315106070657,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1367,1367-01-01,1328.8042985215682,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1368,1368-01-01,1313.299628201235,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1369,1369-01-01,1302.3701011879334,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1370,1370-01-01,1271.3164851057172,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1371,1371-01-01,1174.7211232456414,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1372,1372-01-01,1214.8510271381713,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1373,1373-01-01,1233.770280216902,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1374,1374-01-01,1159.5840144157619,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1375,1375-01-01,1161.701014695401,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1376,1376-01-01,1179.4005708890077,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1377,1377-01-01,1196.2489376534465,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1378,1378-01-01,1193.3559741204663,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1379,1379-01-01,1180.64292808316,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1380,1380-01-01,1209.40902552655,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1381,1381-01-01,1233.4959914111748,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1382,1382-01-01,1255.5996104672108,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1383,1383-01-01,1305.1014911598227,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1384,1384-01-01,1233.8458543015965,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1385,1385-01-01,1261.1665861069496,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1386,1386-01-01,1234.3480351542034,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1387,1387-01-01,1242.6002053307866,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1388,1388-01-01,1229.687120373861,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1389,1389-01-01,1221.5804973057338,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1390,1390-01-01,1291.8370220161225,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1391,1391-01-01,1239.0176729675945,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1392,1392-01-01,1281.0851089211276,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1393,1393-01-01,1328.2854547615627,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1394,1394-01-01,1335.9767987617256,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1395,1395-01-01,1339.1760825519352,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1396,1396-01-01,1311.8135706898786,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1397,1397-01-01,1313.796565664452,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1398,1398-01-01,1325.527162471169,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1399,1399-01-01,1338.1219642510898,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1400,1400-01-01,1339.7694052233787,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1401,1401-01-01,1322.2321901676269,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1402,1402-01-01,1291.4541497527832,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1403,1403-01-01,1214.11900030205,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1404,1404-01-01,1155.6630020420068,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1405,1405-01-01,1175.3359634934966,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1406,1406-01-01,1084.5919342371071,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1407,1407-01-01,1167.926179849374,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1408,1408-01-01,1043.7812734970557,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1409,1409-01-01,1220.2418832349301,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1410,1410-01-01,1221.622620573537,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1411,1411-01-01,1223.9479823625916,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1412,1412-01-01,1227.3448416005092,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1413,1413-01-01,1231.9994426880853,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1414,1414-01-01,1237.9865820668467,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1415,1415-01-01,1245.3034795704762,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1416,1416-01-01,1236.668660907158,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1417,1417-01-01,1352.0375304215897,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1418,1418-01-01,1261.0488660689475,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1419,1419-01-01,1266.851076331326,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1420,1420-01-01,1206.1081512254545,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1421,1421-01-01,1189.8949622102853,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1422,1422-01-01,1166.4034996834735,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1423,1423-01-01,941.5956741265219,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1424,1424-01-01,1097.7932264197432,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1425,1425-01-01,1164.9791851954562,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1426,1426-01-01,1162.685603986871,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1427,1427-01-01,1203.121683140065,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1428,1428-01-01,1290.701314820317,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1429,1429-01-01,1072.897534044841,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1430,1430-01-01,1350.411760513823,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1431,1431-01-01,1134.2972131595038,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1432,1432-01-01,1204.2086494583114,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1433,1433-01-01,1333.2763105759182,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1434,1434-01-01,1205.8545893329283,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1435,1435-01-01,1041.1573292169471,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1436,1436-01-01,1174.6326924651023,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1437,1437-01-01,1120.7726496100956,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1438,1438-01-01,1051.854376923612,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1439,1439-01-01,1077.077654801362,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1440,1440-01-01,1157.7322501563685,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1441,1441-01-01,1237.3371306813856,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1442,1442-01-01,1432.9948538301217,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1443,1443-01-01,1170.1845528231102,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1444,1444-01-01,1175.7834974228608,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1445,1445-01-01,1273.2837670507718,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1446,1446-01-01,1383.2179045599737,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1447,1447-01-01,1415.1098465515968,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1448,1448-01-01,1403.5538436456334,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1449,1449-01-01,1434.9362231558969,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1450,1450-01-01,1419.7005408962407,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1451,1451-01-01,1371.9821077048489,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1452,1452-01-01,1385.2010419513551,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1453,1453-01-01,1334.357495567048,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1454,1454-01-01,1276.2774491169582,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1455,1455-01-01,1363.4467207249666,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1456,1456-01-01,1364.627961046377,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1457,1457-01-01,1304.7061692662041,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1458,1458-01-01,1190.1537024901825,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1459,1459-01-01,1444.266316765763,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1460,1460-01-01,1290.7652616541523,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1461,1461-01-01,1316.7285983570184,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1462,1462-01-01,1272.2682770973306,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1463,1463-01-01,1134.2951494336771,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1464,1464-01-01,1098.5582169860372,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1465,1465-01-01,1100.4498669194961,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1466,1466-01-01,1166.3050439661972,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1467,1467-01-01,1076.4010878338493,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1468,1468-01-01,1003.6669085075864,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1469,1469-01-01,1020.3841550396469,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1470,1470-01-01,928.2333311896613,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1471,1471-01-01,1063.082292670445,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1472,1472-01-01,1072.2254223223208,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1473,1473-01-01,974.6932280635449,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1474,1474-01-01,1264.924883198551,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1475,1475-01-01,1135.2634804266747,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1476,1476-01-01,1146.86033641354,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1477,1477-01-01,1127.8485630045463,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1478,1478-01-01,1219.6361896164613,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1479,1479-01-01,1365.7580940929145,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1480,1480-01-01,1126.0771142331732,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1481,1481-01-01,1335.0633622550333,2011 international $,maddison-project,mpd2023_web.xlsx
ESP,Spain,maddison.gdppc,"GDP per capita (2011 international $, PPP)",1482,1482-01-01,1181.9770479005251,2011 international $,maddison-project,mpd2023_web.xlsx
