correlation_id,chart_id,chart_title,event_date,event_title,event_source_file,relationship_type,confidence,direction,lag_description,justification,caveats
evm_000486,wdi__EG.ELC.RNEW,Renewable electricity output (% of total electricity output),1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000487,owid__oil_production_volume,Oil Production (physical volume),1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000488,pahlavi__domestic_oil_consumption_by_product_1964_69,"Domestic Oil Consumption by Product, 1964-1969",1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000489,pahlavi__gas_production_consumption_1965_69,"Natural Gas Production, Consumption & Flaring, 1965-1969",1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000490,pahlavi__electric_power_generation_by_use_1968_72,"Electric Power Generation by End-Use (incl. Residential), 1968-1972",1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000491,iran_energy__national_balance_1386_1394,Iran National Energy Balance Sheet (SH1386-1394),1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000492,iran_energy__natural_gas_consumption_1370_1385,"Natural Gas Consumption: Flared, Delivered to NIGC, Injection",1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000493,iran_energy__oil_products_imports_1370_1385,"Oil Product Imports by Type (Motor Spirit, Kerosene, Gas Oil, Aviation Spirit)",1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000494,iran_energy__npc_petrochemical_production_1375_1385,National Petrochemical Company Production by Category,1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000495,iran_opec__natural_gas_2020_2024,"Natural Gas Reserves, Production, Exports, Imports & Demand (OPEC, 2020-2024)",1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000496,iran_opec__heavy_crude_spot_price_2020_2024,"Iran Heavy Crude Oil Spot Price, OPEC Reference Basket (2020-2024)",1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000497,iran_energy__oil_product_domestic_consumption_cbi_1996_2017,Oil Product Domestic Consumption,1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000498,iran_energy__oil_product_production_by_refinery_sci_2001_2017,Oil Product Production by Refinery,1980-09-22,Iran-Iraq War begins,timeline/iran.csv,contributing,3,decrease,"same year, worsening with attacks on export infrastructure","Iraqi attacks on Kharg Island and other oil infrastructure repeatedly disrupted Iranian oil production, refining and export capacity through the war.","The global oil-price collapse and OPEC quota policy in the 1980s were independently depressing Iran's oil-sector output and revenue over the same years, so this category's movements reflect more than war damage alone."
evm_000499,faostat__Sugar (Raw Equivalent)__consumption,Sugar (Raw Equivalent),1980-11-01,Wartime rationing coupon system introduced,timeline/iran.csv,contributing,2,decrease,"same year, persisting through the 1980s","The government introduced ration coupons for sugar, rice, meat and cooking oil specifically because wartime import disruption and a foreign-exchange squeeze constrained the available supply of these staples.","FAOSTAT's national per-capita food-supply series are annual averages that also reflect population growth, income changes and harvest variation; coupon rationing itself was partly designed to smooth consumption rather than simply reduce it, so any visible drop in these series cannot be attributed to the coupon policy alone versus the underlying wartime shortage it was responding to."
evm_000500,faostat__Rice and products__consumption,Rice and products,1980-11-01,Wartime rationing coupon system introduced,timeline/iran.csv,contributing,2,decrease,"same year, persisting through the 1980s","The government introduced ration coupons for sugar, rice, meat and cooking oil specifically because wartime import disruption and a foreign-exchange squeeze constrained the available supply of these staples.","FAOSTAT's national per-capita food-supply series are annual averages that also reflect population growth, income changes and harvest variation; coupon rationing itself was partly designed to smooth consumption rather than simply reduce it, so any visible drop in these series cannot be attributed to the coupon policy alone versus the underlying wartime shortage it was responding to."
evm_000501,faostat__Meat__consumption,Meat,1980-11-01,Wartime rationing coupon system introduced,timeline/iran.csv,contributing,2,decrease,"same year, persisting through the 1980s","The government introduced ration coupons for sugar, rice, meat and cooking oil specifically because wartime import disruption and a foreign-exchange squeeze constrained the available supply of these staples.","FAOSTAT's national per-capita food-supply series are annual averages that also reflect population growth, income changes and harvest variation; coupon rationing itself was partly designed to smooth consumption rather than simply reduce it, so any visible drop in these series cannot be attributed to the coupon policy alone versus the underlying wartime shortage it was responding to."
evm_000502,faostat__Vegetable Oils__consumption,Vegetable Oils,1980-11-01,Wartime rationing coupon system introduced,timeline/iran.csv,contributing,2,decrease,"same year, persisting through the 1980s","The government introduced ration coupons for sugar, rice, meat and cooking oil specifically because wartime import disruption and a foreign-exchange squeeze constrained the available supply of these staples.","FAOSTAT's national per-capita food-supply series are annual averages that also reflect population growth, income changes and harvest variation; coupon rationing itself was partly designed to smooth consumption rather than simply reduce it, so any visible drop in these series cannot be attributed to the coupon policy alone versus the underlying wartime shortage it was responding to."
evm_000503,wdi__FI.RES.XGLD,Total reserves minus gold,1981-01-19,Algiers Accords partially unfreeze Iranian assets,timeline/iran.csv,contributing,3,increase,same year,Unblocking roughly $7.9-8bn of the frozen $12bn in assets and transferring 50 tonnes of gold directly restored reserves.,"Reserves were simultaneously being drawn down to finance the four-month-old war effort, so the net change in this series reflects both the unfreezing and concurrent wartime spending."
evm_000504,fx__official_vs_parallel_gap_irn,U.S. Dollar Exchange Rate,1981-01-19,Algiers Accords partially unfreeze Iranian assets,timeline/iran.csv,contributing,2,decrease,same year,Restored access to a large share of frozen dollar assets eased some of the formal FX scarcity that had been widening the parallel-market gap.,"This partial relief arrived four months into full-scale war financing needs, which were independently pushing in the opposite direction, making the net effect on the FX gap ambiguous."
evm_000505,wdi__FM.AST.DOMS,Net domestic credit,1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000506,wdi__FM.AST.NFRG,Net foreign assets,1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000507,wdi__FM.LBL.BMNY.IR,Broad money to total reserves ratio,1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000508,wdi__FM.LBL.BMNY,Broad money,1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000509,wdi__FM.AST.PRVT.GD,Monetary Sector credit to private sector,1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000510,wdi__FM.AST.PRVT.ZG,Claims on private sector (annual growth as % of broad money),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000511,wdi__FM.AST.CGOV.ZG,Claims on central government (annual growth as % of broad money),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000512,wdi__FM.LBL.BMNY.GD,Broad money (% of GDP),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000513,pahlavi__bank_deposits_private_sector_1963_70,"Private-Sector Bank Deposits by Type (Sight/Saving/Time), FY1963/64-1969/70",1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000514,pahlavi__banking_statistics_private_sector_1957_59,"Deposit Banks vs. National Bank Private-Sector Deposits/Advances, 1957-1959",1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000515,pahlavi__monetary_aggregates_movements_1963_73,"Money & Quasi-Money Component Movements, Year-over-Year Flows (FY1963-1973)",1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000516,pahlavi__monetary_survey_1963_70,"Consolidated Banking-System Balance Sheet, Year-End Stock Levels (FY1963/64-1969/70)",1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000517,pahlavi__money_quasi_money_changes_1965_71,"Money & Quasi-Money Component Changes, Year-over-Year Flows (FY1964/65-1970/71)",1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000518,pahlavi__money_supply_changes_1957_59,"Money Supply & Claims Composition, Semi-Annual Changes (1957-1959)",1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000519,gfdd__gfdd_di_01,Private Credit by Deposit Money Banks to GDP (World Bank GFDD),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000520,gfdd__gfdd_di_04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets (World Bank GFDD),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000521,gfdd__gfdd_di_05,Liquid Liabilities to GDP (World Bank GFDD),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000522,gfdd__gfdd_di_06,Central Bank Assets to GDP (World Bank GFDD),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000523,gfdd__gfdd_oi_02,Bank Deposits to GDP (World Bank GFDD),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000524,gfdd__gfdd_oi_07,Liquid Liabilities (Broad Money) (World Bank GFDD),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000525,gfdd__gfdd_si_04,Bank Credit to Bank Deposits (World Bank GFDD),1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective March 1984),"Restructuring the entire banking system around profit-and-loss-sharing contracts rather than fixed interest is a direct, legally mandated change to how the credit and deposit aggregates in this category are formed and priced.","Iran's banking-sector data through the mid-1980s is sparse and war-disrupted, and several series in this category may not show a clean structural break at the 1984 implementation date even though the legal framework changed."
evm_000526,wdi__FR.INR,Real interest rate,1983-08,Usury-free Islamic banking law enacted,timeline/iran.csv,causal,3,ambiguous,same year (effective 1984),"The law replaced fixed interest rates with Bank Markazi-set minimum/maximum expected profit-share rates, directly changing the mechanism this real-interest-rate series measures.","Iran's reported real interest rate under the profit-sharing system is a conceptual approximation of a non-interest instrument, and high wartime inflation independently swings the real rate regardless of the legal-framework change."
evm_000527,wdi__TX.VAL.MRCH.R5,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000528,wdi__TX.VAL.TRVL.ZS,Travel services (% of commercial service exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000529,wdi__TX.VAL.MRCH.R2,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000530,wdi__TX.MNF.TECH.ZS,Medium and high-tech exports,1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000531,wdi__TX.VAL.MRCH.R4,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000532,wdi__TX.VAL.TRAN.ZS,Transport services (% of commercial service exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000533,wdi__TX.VAL.MRCH.AL,Merchandise exports to economies in the Arab World (% of total merchandise exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000534,wdi__TX.VAL.MANF.ZS,Manufactures exports (% of merchandise exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000535,wdi__TX.VAL.AGRI.ZS,Agricultural raw materials exports (% of merchandise exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000536,wdi__TX.UVI.MRCH.XD,Export unit value index,1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000537,wdi__TX.VAL.MRCH.XD,Export value index,1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000538,wdi__TX.VAL.INSF.ZS,Insurance and financial services (% of commercial service exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000539,wdi__TX.VAL.TECH.MF,High-technology exports (% of manufactured exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000540,wdi__TX.VAL.ICTG.ZS,ICT goods exports (% of total goods exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000541,wdi__TX.VAL.MRCH.OR,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000542,wdi__TX.VAL.MRCH.R1,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
evm_000543,wdi__TX.QTY.MRCH.XD,Export volume index,1987-10-29,US bans imports of Iranian-origin goods,timeline/iran.csv,contributing,2,decrease,same year,"Barring all imports of Iranian-origin goods into the US closed off a (by then already minor) direct export channel, part of the broader tanker-war-era squeeze on Iranian trade.","By 1987 Iran's oil exports were already routed mainly through Europe and Asia and were being disrupted far more by the ongoing Tanker War and Iraqi strikes on export terminals than by this specific US import ban, so its standalone contribution to aggregate export series is likely small."
