chart_id,title,title_fa,category,category_fa,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status,extends_chart_id,merged_into,time_range,notes,citations_json
wdi__SL.SRV.EMPL.FE,"Employment in services, female (% of female employment) (modeled ILO estimate)",اشتغال در بخش خدمات، زنان (درصد از اشتغال زنان) (برآورد مدل‌سازی‌شده سازمان بین‌المللی کار),Labor & Employment,نیروی کار و اشتغال,wdi,,1,SL.SRV.EMPL.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SL.SRV.EMPL.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__AG.CON.FERT.PT,Fertilizer consumption (% of fertilizer production),مصرف کود شیمیایی (درصد از تولید کود),Agriculture & Rural Development,کشاورزی و توسعه روستایی,wdi,,1,AG.CON.FERT.PT.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/AG.CON.FERT.PT.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__FX.OWN.TOTL.PL,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",مالکیت حساب نزد یک نهاد مالی یا ارائه‌دهنده خدمات پول همراه، تحصیلات ابتدایی یا کمتر (درصد از جمعیت 15 سال به بالا),Financial Sector (Banking Access),بخش مالی (دسترسی بانکی),wdi,,1,FX.OWN.TOTL.PL.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/FX.OWN.TOTL.PL.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NE.CON.PRVT.KD,Households and NPISHs Final consumption expenditure,رشد مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها (درصد سالانه),Macro / Expenditure & Trade Aggregates,کلان / تجمیع‌های هزینه و تجارت,wdi,,1,NE.CON.PRVT.KD.ZG,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NE.CON.PRVT.KD.ZG"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.PRM.PRS5,"Persistence to grade 5, total (% of cohort)",تداوم تحصیل تا پایه پنجم، کل (درصد از کوهورت),Education,آموزش,wdi,,1,SE.PRM.PRS5.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.PRM.PRS5.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DT.NFL.PNGC,"PNG, commercial banks and other creditors (NFL, current US$)",بخش خصوصی بدون تضمین دولتی، بانک‌های تجاری و سایر طلبکاران (PNG) (NFL، دلار جاری آمریکا),External Debt,بدهی خارجی,wdi,,1,DT.NFL.PNGC.CD,merged,,proposed__external_debt_net_flows_by_creditor_type,,2026-07-14 quality audit: folded into proposed__external_debt_net_flows_by_creditor_type as variant,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DT.NFL.PNGC.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DT.DOD.DLXF,"External debt stocks, long-term",ذخیره بدهی خارجی بلندمدت (DOD، دلار جاری آمریکا),External Debt,بدهی خارجی,wdi,,1,DT.DOD.DLXF.CD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DT.DOD.DLXF.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DT.ODA.ODAT.MP,"Net ODA received (% of imports of goods, services and primary income)",کمک توسعه رسمی خالص دریافتی (درصد از واردات کالا، خدمات و درآمد اولیه),External Debt,بدهی خارجی,wdi,,1,DT.ODA.ODAT.MP.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DT.ODA.ODAT.MP.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.SVR.WAST.FE,"Prevalence of severe wasting, weight for height, female (% of children under 5)",شیوع لاغری شدید، وزن به قد، دختران (درصد از کودکان زیر 5 سال),Health,سلامت,wdi,,1,SH.SVR.WAST.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.SVR.WAST.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__IP.TMK,"Trademark applications, resident, by count",درخواست‌های ثبت علامت تجاری، مقیم، بر حسب تعداد,Intellectual Property,مالکیت فکری,wdi,,2,IP.TMK.RSCT|IP.TMK.NRCT,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/IP.TMK.RSCT"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__FB.ATM.TOTL,Automated teller machines (ATMs),دستگاه‌های خودپرداز (ATM) (به ازای هر 100000 نفر بزرگسال),Financial Sector (Banking Access),بخش مالی (دسترسی بانکی),wdi,,1,FB.ATM.TOTL.P5,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/FB.ATM.TOTL.P5"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SM.POP,Net migration,مهاجرت خالص,Migration,مهاجرت,wdi,,3,SM.POP.NETM|SM.POP.FDIP|SM.POP.TOTL,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SM.POP.NETM"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EN.POP.SLUM.UR,Population living in slums (% of urban population),جمعیت ساکن در سکونتگاه‌های غیررسمی (درصد از جمعیت شهری),Environment,محیط‌زیست,wdi,,1,EN.POP.SLUM.UR.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EN.POP.SLUM.UR.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EN.GHG.CO2.IC.MT.CE,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy),انتشار دی‌اکسید کربن (CO2) از احتراق صنعتی (انرژی) (مگاتن معادل CO2),Environment,محیط‌زیست,wdi,,1,EN.GHG.CO2.IC.MT.CE.AR5,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EN.GHG.CO2.IC.MT.CE.AR5"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EN.POP.EL5M,Population living in areas where elevation is below 5 meters (% of total population),جمعیت ساکن در مناطق با ارتفاع کمتر از 5 متر (درصد از کل جمعیت),Environment,محیط‌زیست,wdi,,1,EN.POP.EL5M.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EN.POP.EL5M.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NE.CON.PRVT.PP,"Households and NPISHs Final consumption expenditure, PPP",مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها، برابری قدرت خرید (دلار بین‌المللی جاری),Macro / Expenditure & Trade Aggregates,کلان / تجمیع‌های هزینه و تجارت,wdi,,2,NE.CON.PRVT.PP.KD|NE.CON.PRVT.PP.CD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NE.CON.PRVT.PP.KD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__GC.REV.SOCL,Social contributions,کمک‌های تأمین اجتماعی (ریال جاری),Government Finance,مالیه دولت,wdi,,2,GC.REV.SOCL.CN|GC.REV.SOCL.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/GC.REV.SOCL.CN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__TX.VAL.MRCH.R4,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),صادرات کالا به اقتصادهای با درآمد پایین و متوسط در خاورمیانه و شمال آفریقا (درصد از کل صادرات کالا),Trade (Exports),تجارت (صادرات),wdi,,1,TX.VAL.MRCH.R4.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/TX.VAL.MRCH.R4.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NV.IND.MANF,"Manufacturing, value added (% of GDP)",ارزش افزوده صنایع تولیدی (درصد از تولید ناخالص داخلی),Industry / Value Added by Sector,صنعت / ارزش افزوده بخشی,wdi,,5,NV.IND.MANF.KN|NV.IND.MANF.ZS|NV.IND.MANF.CN|NV.IND.MANF.CD|NV.IND.MANF.KD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NV.IND.MANF.KN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SL.UEM.BASC.FE,"Unemployment with basic education, female (% of female labor force with basic education)",بیکاری در میان زنان با تحصیلات پایه (درصد از نیروی کار زنان دارای تحصیلات پایه),Labor & Employment,نیروی کار و اشتغال,wdi,,1,SL.UEM.BASC.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SL.UEM.BASC.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.SEC.TCAQ.UP.MA,"Trained teachers in upper secondary education, male (% of male teachers)",معلمان آموزش‌دیده در آموزش متوسطه دوم، مردان (درصد از معلمان مرد),Education,آموزش,wdi,,1,SE.SEC.TCAQ.UP.MA.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.SEC.TCAQ.UP.MA.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SP.POP.2529.MA,"Population ages 25-29, male (% of male population)",جمعیت گروه سنی 25 تا 29 سال، مردان (درصد از جمعیت مردان),Demographics & Population,جمعیت‌شناسی و جمعیت,wdi,,1,SP.POP.2529.MA.5Y,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SP.POP.2529.MA.5Y"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.VAC.TTNS,Newborns protected against tetanus,نوزادان محافظت‌شده در برابر کزاز (درصد),Health,سلامت,wdi,,1,SH.VAC.TTNS.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.VAC.TTNS.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.XPD.GHED.CH,Domestic general government health expenditure (% of current health expenditure),هزینه سلامت عمومی دولت داخلی (درصد از هزینه جاری سلامت),Health,سلامت,wdi,,1,SH.XPD.GHED.CH.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.XPD.GHED.CH.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__ST.INT.RCPT.XP,"International tourism, receipts (% of total exports)",گردشگری بین‌المللی، درآمدها (درصد از کل صادرات),Tourism & Trade Services,گردشگری و خدمات تجاری,wdi,,1,ST.INT.RCPT.XP.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/ST.INT.RCPT.XP.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__FM.AST.NFRG,Net foreign assets,دارایی‌های خارجی خالص (ریال جاری),Financial Sector (Monetary),بخش مالی (پولی),wdi,,1,FM.AST.NFRG.CN,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/FM.AST.NFRG.CN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.SEC.PROG.MA,"Progression to secondary school, male",پیشرفت به مدرسه متوسطه، مردان (درصد),Education,آموزش,wdi,,1,SE.SEC.PROG.MA.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.SEC.PROG.MA.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DT.NFL.MOTH,"Net financial flows, others (NFL, current US$)",جریان‌های مالی خالص، سایر منابع (NFL، دلار جاری آمریکا),External Debt,بدهی خارجی,wdi,,1,DT.NFL.MOTH.CD,merged,,proposed__external_debt_net_flows_by_creditor_type,,2026-07-14 quality audit: folded into proposed__external_debt_net_flows_by_creditor_type as variant,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DT.NFL.MOTH.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.STA.WAST.FE,"Prevalence of wasting, weight for height, female (% of children under 5)",شیوع لاغری، وزن به قد، دختران (درصد از کودکان زیر 5 سال),Health,سلامت,wdi,,1,SH.STA.WAST.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.STA.WAST.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DC.DAC.PRTL,"Net bilateral aid flows from DAC donors, Portugal (current US$)",جریان‌های کمک دوجانبه خالص از اعضای کمیته کمک توسعه (DAC)، پرتغال (دلار جاری آمریکا),Aid & Development Finance,کمک‌های خارجی و تأمین مالی توسعه,wdi,,1,DC.DAC.PRTL.CD,merged,,wdi__DC.DAC.TOTL,,"2026-07-14 quality audit: folded into wdi__DC.DAC.TOTL (Single-donor fragment (Portugal) of the DAC bilateral-aid-flows breakdown; a ""Total"" chart already exists in the registry (wdi__DC.DAC.TOTL) as the natural pare); data preserved on disk","[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DC.DAC.PRTL.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EG.ELC.HYRO,Electricity production from hydroelectric sources (% of total),تولید برق از منابع برق‌آبی (درصد از کل),Energy,انرژی,wdi,,1,EG.ELC.HYRO.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EG.ELC.HYRO.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DT.TDS.MLAT.PG,Multilateral debt service (% of public and publicly guaranteed debt service),بازپرداخت بدهی چندجانبه (درصد از بازپرداخت بدهی عمومی و دارای تضمین دولتی),External Debt,بدهی خارجی,wdi,,1,DT.TDS.MLAT.PG.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DT.TDS.MLAT.PG.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__BM.GSR.CMCP,"Communications, computer, etc. (% of service imports, BoP)",ارتباطات، رایانه و موارد مشابه (درصد از واردات خدمات، موازنه پرداخت‌ها),Balance of Payments (Payments),تراز پرداخت‌ها (پرداخت‌ها),wdi,,1,BM.GSR.CMCP.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/BM.GSR.CMCP.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NE.CON.GOVT,General government final consumption expenditure (% of GDP),مخارج نهایی مصرف دولت عمومی (درصد از تولید ناخالص داخلی),Macro / Expenditure & Trade Aggregates,کلان / تجمیع‌های هزینه و تجارت,wdi,,5,NE.CON.GOVT.KN|NE.CON.GOVT.CD|NE.CON.GOVT.KD|NE.CON.GOVT.CN|NE.CON.GOVT.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NE.CON.GOVT.KN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SP.DYN.CBRT,"Birth rate, crude",نرخ خام تولد (به ازای هر 1000 نفر),Demographics & Population,جمعیت‌شناسی و جمعیت,wdi,world-bank-archives-iran (1956-1972),1,SP.DYN.CBRT.IN,new,,,,"Two parallel citation series in the same WB source (a 1971-report 'demographic estimate' series and a distinct Plan & Budget Organization intercensal series) for the same crude birth/death rate concept -- both preserved as printed rather than reconciled, per this project's raw-data-immutability convention. WDI's SP.DYN.CBRT.IN/SP.DYN.CDRT.IN for Iran start 1960; the 1956/1958 points here predate that.","[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SP.DYN.CBRT.IN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.MED.CMHW,Community health workers,کارکنان بهداشت جامعه‌محور (به ازای هر 1000 نفر),Health,سلامت,wdi,,1,SH.MED.CMHW.P3,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.MED.CMHW.P3"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SP.POP.2024.MA,"Population ages 20-24, male (% of male population)",جمعیت گروه سنی 20 تا 24 سال، مردان (درصد از جمعیت مردان),Demographics & Population,جمعیت‌شناسی و جمعیت,wdi,,1,SP.POP.2024.MA.5Y,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SP.POP.2024.MA.5Y"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__BM.GSR.INSF,"Insurance and financial services (% of service imports, BoP)",خدمات بیمه و مالی (درصد از واردات خدمات، موازنه پرداخت‌ها),Balance of Payments (Payments),تراز پرداخت‌ها (پرداخت‌ها),wdi,,1,BM.GSR.INSF.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/BM.GSR.INSF.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.DYN.AIDS.FE,Women's share of population ages 15+ living with HIV,سهم زنان از جمعیت 15 سال به بالای مبتلا به اچ‌آی‌وی (درصد),Health,سلامت,wdi,,1,SH.DYN.AIDS.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.DYN.AIDS.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EN.URB,Population in largest city,جمعیت بزرگ‌ترین شهر,Environment,محیط‌زیست,wdi,,2,EN.URB.MCTY|EN.URB.LCTY,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EN.URB.MCTY"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__per_sa_allsa.cov_q5_tot,Coverage of social safety net programs in richest quintile (% of population),پوشش برنامه‌های شبکه ایمنی اجتماعی در پنجک ثروتمندترین جمعیت (درصد از جمعیت),Social Protection,حمایت اجتماعی,wdi,,1,per_sa_allsa.cov_q5_tot,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/per_sa_allsa.cov_q5_tot"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SP.DYN.LE00.FE,"Life expectancy at birth, female",امید به زندگی در بدو تولد، زنان (سال),Demographics & Population,جمعیت‌شناسی و جمعیت,wdi,,1,SP.DYN.LE00.FE.IN,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SP.DYN.LE00.FE.IN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SG.GEN.PARL,Proportion of seats held by women in national parliaments,سهم کرسی‌های زنان در پارلمان‌های ملی (درصد),Gender,جنسیت,wdi,,1,SG.GEN.PARL.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SG.GEN.PARL.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DT.DOD.DPNG,"External debt stocks, private nonguaranteed (PNG)",ذخیره بدهی خارجی، بخش خصوصی بدون تضمین دولتی (PNG) (DOD، دلار جاری آمریکا),External Debt,بدهی خارجی,wdi,,1,DT.DOD.DPNG.CD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DT.DOD.DPNG.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__TM.VAL.MRCH.R3,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),واردات کالا از اقتصادهای با درآمد پایین و متوسط در آمریکای لاتین و کارائیب (درصد از کل واردات کالا),Trade (Imports),تجارت (واردات),wdi,,1,TM.VAL.MRCH.R3.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/TM.VAL.MRCH.R3.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NY.ADJ.NNAT,Adjusted savings: net national savings,پس‌انداز تعدیل‌شده: پس‌انداز خالص ملی (دلار جاری آمریکا),Macro / National Accounts,کلان / حساب‌های ملی,wdi,,1,NY.ADJ.NNAT.CD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NY.ADJ.NNAT.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__BX.KLT.DINV.WD.GD,"Foreign direct investment, net inflows (% of GDP)",سرمایه‌گذاری مستقیم خارجی، ورود خالص (درصد از تولید ناخالص داخلی),Balance of Payments (Receipts),تراز پرداخت‌ها (دریافت‌ها),wdi,,1,BX.KLT.DINV.WD.GD.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/BX.KLT.DINV.WD.GD.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SP.RUR.TOTL,Rural population growth,رشد جمعیت روستایی (درصد سالانه),Demographics & Population,جمعیت‌شناسی و جمعیت,wdi,,2,SP.RUR.TOTL.ZS|SP.RUR.TOTL.ZG,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SP.RUR.TOTL.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DT.ODA.ODAT.PC,Net ODA received per capita,سرانه کمک توسعه رسمی خالص دریافتی (دلار جاری آمریکا),External Debt,بدهی خارجی,wdi,,1,DT.ODA.ODAT.PC.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DT.ODA.ODAT.PC.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
