law_id,importance,domains,why,year,title_fa,path
9bb2a9f3bded,major,budget_fiscal,National budget law FY1328 sets government spending/revenue,1949,قانون بودجه سال 1328 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1328_كل_كشور_8583334866475183383.txt
fdff449d7e22,moderate,agriculture,"Land ownership of Dez dam catchment area, abolishes agribusiness contracts",1979,لايحه قانوني مالكيت و بهره برداري از ارا ... آبخورسد دز و الغاء قراردادهاي كشت و صنعت,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_مالكيت_و_بهره_برداري_از_ارا_..._آبخورسد_دز_و_الغاء_قراردادهاي_كشت_و_صنعت_8350197496330154355.txt
37d1df01b1bb,moderate,energy,Construction/operation of Lar and Latian dams (water/power infrastructure),1958,قانون راجع به ساختمان و بهره برداري سد و تأسيسات لار و لتيان,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_ساختمان_و_بهره_برداري_سد_و_تأسيسات_لار_و_لتيان_16752050233414559419.txt
3e1ffd07348f,major,oil_gas,"Gulf oil company contract law, major petroleum sector agreement",1965,قانون قرارداد شركت نفت خليج فارس,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_قرارداد_شركت_نفت_خليج_فارس_791740643977371266.txt
a2b5d76bfee0,moderate,banking_money,"Establishes Central Insurance of Iran, structuring insurance industry",1971,قانون تأسيس بيمه مركزي ايران و بيمه گري,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تأسيس_بيمه_مركزي_ايران_و_بيمه_گري_9291524794440757221.txt
5580d3793d26,moderate,banking_money|agriculture,"Forms Agricultural Cooperative Bank of Iran, an agri credit institution",1969,قانون تشكيل بانك تعاون كشاورزي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تشكيل_بانك_تعاون_كشاورزي_ايران_17105436075285289190.txt
0d79c3d26d68,moderate,budget_fiscal,Supplementary budget law for FY1345,1966,قانون متمم بودجه سال 1345 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_متمم_بودجه_سال_1345_كل_كشور_7758356384907608388.txt
5b567813cf71,moderate,energy|industry,Bylaw on power/fuel supply arrangements for industries,2009,آيين نامه نحوه تأمين برق و سوخت صنايع,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_نحوه_تأمين_برق_و_سوخت_صنايع_7757504735496753654.txt
58e8aa8fbe61,minor,banking_money,Establishes national credit-scoring system affecting lending,2019,آيين نامه نظام سنجش اعتبار,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_نظام_سنجش_اعتبار_18373177109780792401.txt
4118fa5d9360,moderate,privatization,Procedure for allocating Justice Shares (privatization instrument) to journalists,2008,دستورالعمل فرآيند شناسايي و تاييد نهايي مشمولان طرح واگذاري سهام عدالت به روزنامه نگاران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_فرآيند_شناسايي_و_تاييد_نهايي_مشمولان_طرح_واگذاري_سهام_عدالت_به_روزنامه_نگاران_9088672742456059476.txt
ee348aa6369a,moderate,banking_money,Annual policy/supervisory directives for the banking network,2009,ضوابط سياستي- نظارتي شبكه بانكي كشور درسال 1388,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_سياستي-_نظارتي_شبكه_بانكي_كشور_درسال_1388_14383574616497670097.txt
ef4b65b26b5e,moderate,banking_money|budget_fiscal,Financial/procurement bylaw governing National Development Fund operations,2011,آيين نامه مالي، معاملاتي، اداري و استخدامي صندوق توسعه ملي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_مالي،_معاملاتي،_اداري_و_استخدامي_صندوق_توسعه_ملي_728251178839436233.txt
7ba0519df5f9,moderate,customs_trade,"Implementing bylaw for Export/Import Regulations Act, sets trade rules",1988,آيين نامه اجرايي قانون مقررات صادرات و و ... جرايي قانون مقررات صادرات و واردات 1369,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_و_..._جرايي_قانون_مقررات_صادرات_و_واردات_1369__13795177152072114598.txt
a24daceb90b7,moderate,customs_trade,Directive setting customs duty on imported mobile phones,,دستورالعمل حقوق ورودي گوشي  تلفن همراه خ ... امه شماره1901562  1403 مورخ 28  12  1402,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_حقوق_ورودي_گوشي__تلفن_همراه_خ_..._امه_شماره1901562__1403_مورخ_28__12__1402_11938971201069855529.txt
7350627d895c,moderate,agriculture,Bylaw preventing fragmentation of farmland into uneconomic parcels,2017,آيين نامه اجرايي قانون جلوگيري از خردشدن اراضي كشاورزي و ايجاد قطعات مناسب فني، اقتصادي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_جلوگيري_از_خردشدن_اراضي_كشاورزي_و_ايجاد_قطعات_مناسب_فني،_اقتصادي_14682453051237130333.txt
62e9c12193f7,moderate,welfare|housing,"Fund for employment, marriage and housing (Mehr) support",2007,آيين نامه صندوق اشتغال، ازدواج و مسكن مهر امام رضا  ع,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_صندوق_اشتغال،_ازدواج_و_مسكن_مهر_امام_رضا__ع__4583919636289781003.txt
8c3abd02eb14,moderate,energy,Implementing bylaw for energy consumption pattern reform law,2016,آيين نامه اجرايي ماده  61  قانون اصلاح الگوي مصرف انرژي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__61__قانون_اصلاح_الگوي_مصرف_انرژي_10097719255361062206.txt
304d65293ccc,moderate,customs_trade,Special export credit facility for Afghanistan,2003,آيين نامه  اعطاي  اعتبارات  صادراتي  ويژه  افغانستان,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__اعطاي__اعتبارات__صادراتي__ويژه__افغانستان_2509942832751384817.txt
e62341dc36e0,minor,prices,Amends payment/pricing procedure for buyers under an implementing bylaw,2006,الحاق ماده  6  به آيين نامه اجرايي شيوه  ... فيفها و چگونگي پرداخت قيمت توسط خريداران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_ماده__6__به_آيين_نامه_اجرايي_شيوه__..._فيفها_و_چگونگي_پرداخت_قيمت_توسط_خريداران_13637533224663322880.txt
318b44009f5a,moderate,customs_trade|industry,"Bylaws on imported vs domestically-made road-building machinery, affecting tariffs/industry",1993,آئين نامه هاي اجرائي موضوع تبصره هاي 1،  ... و ماشين آلات راهسازي وارداتي و ساخت داخل,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_هاي_اجرائي_موضوع_تبصره_هاي_1،__..._و_ماشين_آلات_راهسازي_وارداتي_و_ساخت_داخل_7016240628178100751.txt
49379f524e01,minor,budget_fiscal,Execution rules for FY1381 budget,2002,ضوابط اجرايي بودجه سال 1381كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_اجرايي_بودجه_سال_1381كل_كشور_6505079506778810326.txt
8e0b98216e43,moderate,industry,Support scheme for establishing large centralized carpet-weaving complexes,2006,آيين نامه اجرايي قانون حمايت از تاسيس و اداره مجتمعهاي بزرگ و متمركز قاليبافي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_حمايت_از_تاسيس_و_اداره_مجتمعهاي_بزرگ_و_متمركز_قاليبافي_13351651444512077947.txt
8181f925bae9,moderate,labor|banking_money,Employment credit facilities bylaw under FY1366 budget,1987,آئيننامه اجرائي تسهيلات اعتباري اشتغال  ... ضوع تبصره 3 قانون بودجه سال 1366 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آئيننامه_اجرائي_تسهيلات_اعتباري_اشتغال__..._ضوع_تبصره_3_قانون_بودجه_سال_1366_كل_كشور_4680353100424955924.txt
738dd42800f6,moderate,labor|banking_money,Employment credit facilities bylaw under FY1367 budget,1988,آئين نامه اجرائي تسهيلات اعتباري اشتغال  ... د 4 تبصره 3 قانون بودجه سال 1367 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_اجرائي_تسهيلات_اعتباري_اشتغال__..._د_4_تبصره_3_قانون_بودجه_سال_1367_كل_كشور_14983268405909353478.txt
587226e46d78,minor,banking_money,Disclosure/reporting regulation for insurance institutions,2014,آیین‌نامه شماره ۸۸، گزارشگری و افشای اطلاعات موسسات بیمه با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/7576378184276778964_7576378184276778964.txt
33a1e45583ca,moderate,housing,Implementing bylaw for urban worn-out fabric renewal financing,2014,آيين نامه اجرايي تبصره  2  ماده  7  قانو ... و نوسازي بافت هاي فرسوده و ناكارآمد شهري,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تبصره__2__ماده__7__قانو_..._و_نوسازي_بافت_هاي_فرسوده_و_ناكارآمد_شهري_5210761793839473598.txt
fd6fe14a9350,moderate,customs_trade,Cabinet economic commission decree amending export/import regulations bylaw,2010,تصويب نامه وزيران عضو كميسيون اقتصاد درم ... نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_وزيران_عضو_كميسيون_اقتصاد_درم_..._نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_5073681760648107433.txt
bd59d69c753c,major,banking_money,"Regulates the unorganized (informal) money market, a major monetary policy instrument",2007,آيين نامه اجرايي قانون تنظيم بازار غيرمتشكل پولي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_تنظيم_بازار_غيرمتشكل_پولي_4675889867219588353.txt
f8b65dacabc0,major,privatization,"Amends Article 44 preferential share transfer bylaw, core privatization mechanism",2011,تصویبنامه شورای عالی اجرای سیاستهای کلی اصل چهل و چهارم (۴۴) قانون اساسی در خصوص اصلاح تبصره (۲) ماده (۳) و ماده (۷) آییننامه نحوه واگذاری سهام ترجیحی با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/15010057042269662693_15010057042269662693.txt
e00330e89954,moderate,energy,Implementing bylaw for energy consumption pattern reform law,2016,آيين نامه اجرايي مواد  4  و  7  قانون اصلاح الگوي مصرف انرژي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_مواد__4__و__7__قانون_اصلاح_الگوي_مصرف_انرژي_15212973845051564376.txt
6629bc0f3846,moderate,budget_fiscal,Implements provisions of law on state financial regulations,2006,آیین‌نامه اجرایی ماده (۶) قانون الحاق موادی به قانون تنظیم بخشی از مقررات مالی دولت با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/16067983237265474305_16067983237265474305.txt
4ad1c6956878,moderate,fx|customs_trade,Sets exchange rate basis used to calculate customs duties,2025,بخشنامه سازمان توسعه تجارت ايران درخصوص  ...  تغييرات نرخ ارز مبناي محاسبه حقوق ورودي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/بخشنامه_سازمان_توسعه_تجارت_ايران_درخصوص__...__تغييرات_نرخ_ارز_مبناي_محاسبه_حقوق_ورودي_15557673107658444561.txt
1bee3a3598ad,moderate,prices,Court annuls sand/gravel price-setting authority of a working group,2021,رأي شماره 1362 هيأت عمومي ديوان عدالت اد ... ين قيمت شن و ماسه توسط كارگروه مذكور است,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_1362_هيأت_عمومي_ديوان_عدالت_اد_..._ين_قيمت_شن_و_ماسه_توسط_كارگروه_مذكور_است_5434574811745482603.txt
0e4f1ff9e1e4,minor,customs_trade,Ruling affecting fees imposed on goods importers,2016,رأي شماره 729 الي 737 هيأت عمومي ديوان ع ...  اي توسط واردكنندگان كالا از تاريخ تصويب,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_729_الي_737_هيأت_عمومي_ديوان_ع_...__اي_توسط_واردكنندگان_كالا_از_تاريخ_تصويب_12939527983203652745.txt
c4f2fb92ff73,moderate,taxation,Court annuls tax circular on capital-gains taxation of listed shares,2021,رأی شماره ۲۵۵۲ هﯿات عمومﯽ دﯾوان عدالت اداری با موضوع ابطال بخشنامه شماره ۲۰۰ / ۹۷ / ۱۷۷ - ۱۳۹۷ / ۱۲ / ۲۸ سازمان امور مالﯿاتﯽ کشور مبنی بر شمول مالﯿات بر درآمد در موارد اعلام ارزش بازار ﯾا خالص ارزش فروش در دفاتر موضوع سهام شرکت‌های پذﯾرفته شده در بورس ﯾا بازارهای مجاز مشابه ابطال شد با اصلاحات و الح,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/3841609063777107963_3841609063777107963.txt
021b2fdc0a45,minor,prices,Ruling concerns market-regulation working group decisions,2022,رأي شماره 763 هيأت عمومي ديوان عدالت ادا ... جلسه مورخ 1398 09 11 كارگروه تنظيم بازار,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_763_هيأت_عمومي_ديوان_عدالت_ادا_..._جلسه_مورخ_1398_09_11_كارگروه_تنظيم_بازار_4256570237879209466.txt
d1c867ce66a0,minor,banking_money,Ruling on annual toll and bank branch opening fees,2017,رأي شماره 687 هيأت عمومي ديوان عدالت ادا ... خصوص عوارض ساليانه و عوارض افتتاح بانكها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_687_هيأت_عمومي_ديوان_عدالت_ادا_..._خصوص_عوارض_ساليانه_و_عوارض_افتتاح_بانكها_6307044620958406292.txt
be8535a4e4ad,minor,customs_trade,"Ruling on a 2% duty/fee for plastics, cartons etc.",2018,رأي شماره 1221 هيأت عمومي ديوان عدالت اد ... اد پلاستيكي، كارتن و ... به ميزان 2 درصد,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_1221_هيأت_عمومي_ديوان_عدالت_اد_..._اد_پلاستيكي،_كارتن_و_..._به_ميزان_2_درصد_1551415027218294553.txt
83d1578b93ac,moderate,industry,Amends law establishing Iran Industrial Estates Company,1997,قانون اصلاح قانون راجع به تأسيس شركت شهركهاي صنعتي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_راجع_به_تأسيس_شركت_شهركهاي_صنعتي_ايران_13010771520234664446.txt
0b561b617697,minor,customs_trade,Bilateral customs cooperation and mutual assistance agreement,2006,قانون موافقتنامه بين دولت جمهوري اسلامي  ...  مورد همكاري و كمك متقابل در مسائل گمركي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_بين_دولت_جمهوري_اسلامي__...__مورد_همكاري_و_كمك_متقابل_در_مسائل_گمركي_15365286959795031127.txt
12661d47d036,major,budget_fiscal,National budget bill for FY1360,1981,لايحه بودجه سال 1360,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_بودجه_سال_1360_18372239509119135797.txt
522b96ed7178,major,budget_fiscal,National budget law for FY1374,1995,قانون بودجه سال 1374 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1374_كل_كشور_12855920961820628925.txt
72a383050b96,moderate,agriculture|customs_trade,"Authorizes limited poppy cultivation and opium export, an agri/trade instrument",1969,قانون اجازه كشت محدود خشخاش و صدور ترياك,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_كشت_محدود_خشخاش_و_صدور_ترياك_18196833007589151717.txt
2befe9cbdef4,moderate,agriculture,"Transfers waqf farm villages to tenant farmers, a land-reform measure",1971,قانون اجازه تبديل باحسن و واگذاري دهات و مزارع موقوفه عام بزارعين صاحب نسق,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_تبديل_باحسن_و_واگذاري_دهات_و_مزارع_موقوفه_عام_بزارعين_صاحب_نسق_6426209131804191622.txt
dc0067b417a1,major,industry|taxation,Amends the tobacco state monopoly law,1932,قانون اصلاح قانون انحصار دخانيات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_انحصار_دخانيات_665540976264575222.txt
cd01ec426f16,moderate,budget_fiscal,Supplementary budget law for FY1384,2006,قانون متمم قانون بودجه سال 1384كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_متمم_قانون_بودجه_سال_1384كل_كشور_11455180545908974108.txt
994e35985629,moderate,customs_trade,Establishes Iran Export Development Center,1966,قانون تشكيل مركز توسعه صادرات ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تشكيل_مركز_توسعه_صادرات_ايران_15014932675849125792.txt
15968c49e2ec,moderate,budget_fiscal,Supplementary national budget law for FY1312,1933,قانون متمم بودجه سال 312  1312 مملكتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_متمم_بودجه_سال_312__1312_مملكتي_11890841635610693504.txt
d573f095733d,major,budget_fiscal,National budget law for FY1313,1934,قانون بودجه كل سال هزار و سيصد و سيزده مملكتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_كل_سال_هزار_و_سيصد_و_سيزده_مملكتي_4056008758076538733.txt
a6d4204044c2,moderate,taxation,Amends national cooperation reconstruction tax law,1992,قانون اصلاح قانون ماليات تعاون ملي براي بازسازي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_ماليات_تعاون_ملي_براي_بازسازي_7882774146330361540.txt
feef2c16eb77,moderate,budget_fiscal,Supplementary budget law for FY1347,1969,قانون متمم بودجه سال 1347 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_متمم_بودجه_سال_1347_كل_كشور_12690995662332408588.txt
c70be89097fd,minor,banking_money,Authorizes a loan from Bank Saderat for the national airline,1966,قانون اجازه  تحصيل وام  از بانك صادرات   ... رفع نيازمنديهاي شركت هواپيمائي ملي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه__تحصيل_وام__از_بانك_صادرات___..._رفع_نيازمنديهاي_شركت_هواپيمائي_ملي_ايران_15494827468651590588.txt
b4041c3fbbcd,moderate,budget_fiscal,Supplementary budget law for FY1318,1939,قانون متمم بودجه سال 1318 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_متمم_بودجه_سال_1318_كل_كشور_1754236781959252990.txt
4e8287cdeba7,major,welfare,Establishes comprehensive social welfare and social security system structure,2004,قانون ساختار نظام جامع رفاه و تأمين اجتماعي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ساختار_نظام_جامع_رفاه_و_تأمين_اجتماعي_1234194843174456706.txt
62483299c215,major,budget_fiscal,National budget law for FY1338,1959,قانون بودجه سال 1338 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1338_كل_كشور_18025258465213922293.txt
84885477bd3d,moderate,industry|taxation,Comprehensive tobacco control law affecting tobacco production/taxation,2006,قانون جامع كنترل و مبارزه ملي با دخانيات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_جامع_كنترل_و_مبارزه_ملي_با_دخانيات_11090382925678103748.txt
5a0a5f9003c0,moderate,energy,Utilization of Ahvaz and Bushehr power plant facilities,1980,لايحه قانوني بهره برداري از امكانات نيروگاههاي اهواز و بوشهر,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_بهره_برداري_از_امكانات_نيروگاههاي_اهواز_و_بوشهر_15359191028532170606.txt
7fc612bbb395,major,budget_fiscal,National budget law for FY1364,1985,قانون بودجه سال 1364 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1364_كل_كشور_6445136122619545281.txt
211705960a47,moderate,labor|welfare,"Exempts small employers (<=5 workers) from insurance premium share, a labor-cost instrument",1983,قانون معافیت از پرداخت سهم بیمه کارفرمایانی که حداکثر پنج نفر کارگر دارند با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/1278512740171709105_1278512740171709105.txt
4f02a4ad0f23,moderate,industry,"Ministry circular concerning SAIPA automaker, an industrial-policy instrument",2025,بخشنامه وزارت صنعت، معدن و تجارت در خصوص ...  سايپا  ابلاغي سازمان توسعه تجارت ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/بخشنامه_وزارت_صنعت،_معدن_و_تجارت_در_خصوص_...__سايپا__ابلاغي_سازمان_توسعه_تجارت_ايران__8970138148592758575.txt
79a4fae0dfba,moderate,energy|agriculture,Authorizes construction of Doroodzan and Zayandeh-rud dams (irrigation/power),1960,قانون مربوط باجازه ساختمان سدهاي درود زن و زرينه رود,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_باجازه_ساختمان_سدهاي_درود_زن_و_زرينه_رود_12818048081988354877.txt
81ee5874c22f,moderate,budget_fiscal,Supplementary budget law for FY1349,1971,قانون متمم بودجه سال ۱۳۴۹ کل کشور با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/207323721975169895_207323721975169895.txt
76b2160fe9a2,major,mining,"Establishes Sarcheshmeh Kerman Copper Mines Company, major mining sector entity",1972,قانون تشكيل شركت سهامي معادن مس سرچشمه كرمان,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تشكيل_شركت_سهامي_معادن_مس_سرچشمه_كرمان_997035891268393400.txt
55cbb1a0ff9f,moderate,privatization,"Bylaw establishing installment share-sale system, a privatization mechanism",2001,آيين  نامه بند  هـ  ماده  14  قانون برنا ... نگي موضوع برقراري نظام اقساطي فرو ش سهام,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين__نامه_بند__هـ__ماده__14__قانون_برنا_..._نگي_موضوع_برقراري_نظام_اقساطي_فرو_ش_سهام_6205064522445635455.txt
01fbacc0c5fc,moderate,agriculture,Implementing bylaw for forest/rangeland exploitation law,2015,آيين نامه اجرايي ماده  33  اصلاحي قانون حفاظت و بهره برداري از جنگل ها و مراتع كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__33__اصلاحي_قانون_حفاظت_و_بهره_برداري_از_جنگل_ها_و_مراتع_كشور_16924364006144540719.txt
14ffe9732400,minor,banking_money,Sets insurance premium determination rules across insurance lines,2013,آيين نامه شماره 81 مقررات تعيين حق بيمه انواع رشته هاي بيمه اي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_شماره_81_مقررات_تعيين_حق_بيمه_انواع_رشته_هاي_بيمه_اي_188670468344152428.txt
05a0edeb2511,moderate,banking_money,Implementing bylaw for anti-money laundering law affecting banking sector,2009,آيين نامه اجرايي قانون مبارزه با پولشويي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_مبارزه_با_پولشويي_9859956056385387053.txt
c33b5ef1a1ce,minor,budget_fiscal,Bylaw on guarantees for government transactions/procurement,2015,آيين نامۀ تضمين معاملات دولتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامۀ_تضمين_معاملات_دولتي_10843296243397888915.txt
3bbf4e88f57a,major,subsidies,"Implementing bylaw for Subsidy Targeting Law, core subsidy reform instrument",2010,آيين نامه اجرايي ماده  7  قانون هدفمند كردن يارانه ها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__7__قانون_هدفمند_كردن_يارانه_ها_13503382005705148827.txt
452968a70228,moderate,industry|customs_trade,Land/national-resource use rules in free trade-industrial zones,2021,آئين نامه نحوه استفاده از زمين و منابع ملي در مناطق آزاد تجاري ـ صنعتي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_نحوه_استفاده_از_زمين_و_منابع_ملي_در_مناطق_آزاد_تجاري_ـ_صنعتي_جمهوري_اسلامي_ايران_12869747001136389973.txt
f39ec48da298,moderate,budget_fiscal|banking_money,Bylaw on issuance of treasury settlement securities/bonds,2025,آيين نامه اجرايي جزء هاي  1  و  2  بند   ... ز طريق انتشار اسناد  اوراق  تسويه خزانه,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_جزء_هاي__1__و__2__بند___..._ز_طريق_انتشار_اسناد__اوراق__تسويه_خزانه__9851026475754963041.txt
4510614044d2,moderate,customs_trade,Temporary import bylaw for raw materials under export/import law,1995,آيين نامه اجرايي ورود موقت مواد اوليه موضوع ماده 12 قانون صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ورود_موقت_مواد_اوليه_موضوع_ماده_12_قانون_صادرات_و_واردات_7351532728705542578.txt
b3d8e92e7adf,moderate,prices|welfare|labor,"Sets/adjusts nursing service tariffs and incentive pay, a wage/price-setting instrument in healthcare labor.",2007,قانون تعرفه گذاري خدمات پرستاري و تعديل كارانه هاي  پرستاري,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعرفه_گذاري_خدمات_پرستاري_و_تعديل_كارانه_هاي__پرستاري_10303930257274843922.txt
50be687d6dd7,moderate,budget_fiscal|oil_gas,"Amends revenue-allocation tables for oil/gas-rich provinces, a budget/fiscal transfer instrument tied to oil revenue.",2007,قانون الحاق يك تبصره به قانون اصلاح جداو ... و گازخيز و شهرستانها و بخشهاي محروم كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_الحاق_يك_تبصره_به_قانون_اصلاح_جداو_..._و_گازخيز_و_شهرستانها_و_بخشهاي_محروم_كشور_18056896342601951682.txt
8116f78f97eb,moderate,housing|agriculture,"Voids deeds and authorizes sale of endowment (vaqf) land and water rights, affecting land/water asset markets.",1993,قانون ابطال اسناد و فروش رقبات، آب و اراضي موقوفه,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ابطال_اسناد_و_فروش_رقبات،_آب_و_اراضي_موقوفه_15281992259447442515.txt
a3c1cbef6153,moderate,agriculture|banking_money,"Amends law increasing agricultural credit appropriations, a direct farm-credit instrument.",1960,قانون مربوط باصلاح قانون افزايش اعتبارات كشاورزي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_باصلاح_قانون_افزايش_اعتبارات_كشاورزي_359549364582817213.txt
dac28e617736,moderate,welfare|budget_fiscal|agriculture,"Authorizes a 500 million rial loan to the Ministry of Food for food procurement, a food-price/supply intervention.",1943,قانون اجازه پرداخت پانصد مليون ريال وام بوزارت خواربار براي خريد مواد ارزاقي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_پرداخت_پانصد_مليون_ريال_وام_بوزارت_خواربار_براي_خريد_مواد_ارزاقي_10054695236405669627.txt
