date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2023-11-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,0.67,0.67
2023-11-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.66,0.66
2023-11-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.58,0.58
2023-11-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.52,2.52
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.41,0.41
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.74,0.74
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.76,0.76
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.19,1.19
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.14,1.14
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.4,5.4
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.58,0.58
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.21,1.21
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,4.53,4.53
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.48,5.48
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,11,11
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.34,0.34
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.38,1.38
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.21,2.21
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.48,2.48
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.19,1.19
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.12,1.12
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,0.7,0.7
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.56,0.56
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.41,0.41
2023-11-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.94,2.94
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.7,0.7
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.97,0.97
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.73,0.73
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.42,1.42
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.09,1.09
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,4.99,4.99
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.46,0.46
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.16,1.16
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,6,6
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,3.84,3.84
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.99,4.99
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,11.72,11.72
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,6.94,6.94
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.3,0.3
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.42,1.42
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.19,2.19
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.81,2.81
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,1.82,1.82
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.54,0.54
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.1,1.1
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.18,1.18
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,0.59,0.59
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.56,0.56
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.42,0.42
2023-11-15,Sucre,Sucre,Cumaná,9025,10.43,-64.18,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.48,2.48
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,1.06,1.06
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.81,0.81
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,0.89,0.89
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.24,1.24
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.23,5.23
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.74,0.74
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.39,1.39
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,5.18,5.18
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,5.45,5.45
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.95,4.95
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,13.07,13.07
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.05,7.05
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.34,0.34
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.36,1.36
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.19,2.19
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.16,2.16
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,1.59,1.59
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,2.59,2.59
2023-11-15,Trujillo,Bocono,Boconó,8279,9.25,-70.27,vegetables and fruits,Onions,173,KG,actual,Retail,USD,0.71,0.71
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.57,0.57
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,1.12,1.12
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.7,0.71
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,0.93,0.93
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.17,1.17
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.05,5.05
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.57,0.57
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.07,1.07
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,5.33,5.33
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,5.38,5.38
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.13,5.13
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,12.66,12.66
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.26,0.26
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.34,1.34
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.37,2.37
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.01,2.01
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,2.05,2.05
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,2.3,2.3
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,0.5,0.5
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,vegetables and fruits,Onions,173,KG,actual,Retail,USD,0.94,0.94
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.47,0.47
2023-11-15,Trujillo,Motatan,Motatán,8289,9.39,-70.59,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.55,1.55
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,1.07,1.07
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.73,0.73
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.09,1.09
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.14,1.14
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.02,5.02
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.6,0.6
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,0.99,0.99
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,5.83,5.83
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,4.41,4.41
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.79,4.79
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,12.33,12.33
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.22,0.22
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.28,1.28
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.35,2.35
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.03,2.03
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,2.1,2.1
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,2.11,2.11
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,0.31,0.31
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1,1
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.4,0.4
2023-11-15,Trujillo,Pampanito,Pampanito,8291,9.41,-70.49,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.71,1.71
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.51,0.51
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,1.03,1.03
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.82,0.82
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.12,1.12
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.3,1.3
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.3,5.3
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.58,0.58
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.32,1.32
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,5.78,5.78
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,6.58,6.58
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.13,5.13
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,11.75,11.75
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.31,7.31
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.27,0.27
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.38,1.38
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.22,2.22
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.2,2.2
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,2.29,2.29
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,2.68,2.68
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.51,0.51
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,0.78,0.78
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.09,1.09
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,0.43,0.43
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.85,0.85
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.7,0.7
2023-11-15,Trujillo,Trujillo,"Trujillo, Trujillo",8297,9.37,-70.44,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.06,2.06
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.7,0.71
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.77,0.77
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.7,0.7
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.06,1.06
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.17,1.17
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.1,5.1
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.82,0.82
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.66,1.66
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,4.43,4.43
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,5.62,5.62
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,12.19,12.19
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.33,0.33
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.38,1.38
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.22,2.22
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.46,2.46
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,2.38,2.38
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,2.38,2.38
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.68,0.68
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,0.96,0.96
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.22,1.22
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,1.42,1.42
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.62,0.62
2023-11-15,Yaracuy,Bruzual,Chivacoa,8300,10.16,-68.9,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.99,1.99
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.57,0.57
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.77,0.77
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.67,0.67
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,0.99,0.99
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.08,1.08
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.18,5.18
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.59,0.59
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.49,1.49
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,6.01,6.01
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,6.01,6.01
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,12.71,12.71
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.31,0.31
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.31,1.31
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.15,2.15
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.1,2.1
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,1.87,1.87
2023-11-15,Yaracuy,Cocorote,Cocorote,8301,10.32,-68.79,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,2.6,2.6
