date_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,citation
mid-1972,1972,Demographics & Population,Registered narcotics users,105000,count,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
n/a,1972,Trade,Illegal opium and heroin imports,up to 195,metric tons/year,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
n/a,1972,Foreign exchange,Foreign exchange losses to Iran from illicit opium trade,8,million USD/year,"Assuming payments of about $40,000/ton.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
through 1972,1972,Demographics & Population,Total narcotics offenders executed since 1969 law,133,count,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
n/a,1972,Agriculture,Average annual gross income from 2.5 acres of legal poppy cultivation,975,USD/year,Considerably more than the average farmer earns.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
n/a,1972,Agriculture,Government purchase price for opium gum,65,USD/kilogram,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Sheep,32000,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Sheep,30000,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Goats,12500,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Goats,13000,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Cows,6000,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Cows,6000,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Donkeys,2000,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Donkeys,2100,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Camels,500,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Camels,400,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Horses and mules,600,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Horses and mules,600,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Water buffalo,200,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Water buffalo,255,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Pigs,55,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Pigs,50,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1961/62,1961,Agriculture,Livestock population -- Poultry,24000,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1970/71 (estimated),1971,Agriculture,Livestock population -- Poultry,35000,thousand head,Figure 13.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
n/a,1972,Agriculture,"Annual fish catch, estimated",22000,metric tons,About 1% of GNP.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.20 (printed p.12)"
1960s,1970,Agriculture,Caviar output and export growth rate,3,percent/year average,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.21 (printed p.13)"
1970/71,1971,Agriculture,Caviar output,200,metric tons,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.21 (printed p.13)"
1971/72,1972,Trade,Caviar exports value,5,million USD,1.4% of nonpetroleum exports 1971/72.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.21 (printed p.13)"
n/a,1972,Agriculture,Persian Gulf/Oman Gulf annual shrimp catch,4000-5000,metric tons,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.21 (printed p.13)"
n/a,1972,Agriculture,Estimated potential annual earnings from Persian Gulf fishing industry (Japanese survey),200,million USD/year,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.21 (printed p.13)"
n/a,1972,Land Use,Forest area share of Iran's land,11,percent (45 million acres),,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.21 (printed p.13)"
n/a,1972,Land Use,Forest area worked commercially,9,million acres,Mainly in the Caspian area.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.21 (printed p.13)"
1971,1971,Oil production & trade,Crude petroleum output,1.7,billion barrels,"About 10% of world output, making Iran the world's fourth largest producer and second-largest Middle East producer.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.22 (printed p.14)"
1960s,1969,Oil production & trade,Crude petroleum production average annual growth rate,14,percent,Considerably faster than 8% for the world as a whole and 10% for the Middle East.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.22 (printed p.14)"
1980 (expected),1980,Oil production & trade,Expected crude petroleum output,9.0,million barrels/day,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.22 (printed p.14)"
n/a,1972,Oil production & trade,Estimated crude petroleum reserves,65,billion barrels,"Third largest in the Middle East (after Saudi Arabia and Kuwait); about 10% of estimated world total. Would last about 40 years at present extraction rates, or only 21 years if growth in extraction continues at recent rates.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.22 (printed p.14)"
1959/60,1960,Macro / National Accounts,Petroleum industry share of GNP,9.4,percent,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1969/70,1970,Macro / National Accounts,Petroleum industry share of GNP,17,percent (about),,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1971/72,1972,Macro / National Accounts,Petroleum industry share of GNP,23,percent (about),Petroleum became leading productive sector apart from services.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
n/a,1972,Foreign exchange,Petroleum exports share of foreign exchange earnings,85,percent (about),,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
n/a,1972,Government Finance,Petroleum exports share of budgetary revenues,60,percent (about),,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1959/60,1960,Government Finance,Revenue from the petroleum sector,335,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1960/61,1961,Government Finance,Revenue from the petroleum sector,359,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1961/62,1962,Government Finance,Revenue from the petroleum sector,392,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1962/63,1963,Government Finance,Revenue from the petroleum sector,437,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1963/64,1964,Government Finance,Revenue from the petroleum sector,471,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1964/65,1965,Government Finance,Revenue from the petroleum sector,556,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1965/66,1966,Government Finance,Revenue from the petroleum sector,607,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1966/67,1967,Government Finance,Revenue from the petroleum sector,716,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1967/68,1968,Government Finance,Revenue from the petroleum sector,857,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1968/69,1969,Government Finance,Revenue from the petroleum sector,958,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1969/70,1970,Government Finance,Revenue from the petroleum sector,1183,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1970/71,1971,Government Finance,Revenue from the petroleum sector,1290,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1971/72 (preliminary),1972,Government Finance,Revenue from the petroleum sector,2231,million USD,,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1960,1960,Oil production & trade,Crude oil production -- Consortium,382.2,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1960,1960,Oil production & trade,Crude oil production -- NIOC,2.5,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1960,1960,Oil production & trade,Crude oil production -- Other companies,,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1960,1960,Oil production & trade,Crude oil production -- Total,384.7,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1960,1960,Oil production & trade,Crude oil production as share of world output,4.8,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1960,1960,Oil production & trade,Crude oil production as share of Middle East output,20,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1961,1961,Oil production & trade,Crude oil production -- Consortium,427.5,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1961,1961,Oil production & trade,Crude oil production -- NIOC,5.3,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1961,1961,Oil production & trade,Crude oil production -- Other companies,1.3,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1961,1961,Oil production & trade,Crude oil production -- Total,434.1,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1961,1961,Oil production & trade,Crude oil production as share of world output,5.1,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1961,1961,Oil production & trade,Crude oil production as share of Middle East output,21,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1962,1962,Oil production & trade,Crude oil production -- Consortium,474.9,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1962,1962,Oil production & trade,Crude oil production -- NIOC,4.5,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1962,1962,Oil production & trade,Crude oil production -- Other companies,2.4,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1962,1962,Oil production & trade,Crude oil production -- Total,481.8,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1962,1962,Oil production & trade,Crude oil production as share of world output,5.2,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1962,1962,Oil production & trade,Crude oil production as share of Middle East output,22,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1963,1963,Oil production & trade,Crude oil production -- Consortium,527.2,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1963,1963,Oil production & trade,Crude oil production -- NIOC,5.4,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1963,1963,Oil production & trade,Crude oil production -- Other companies,5.5,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1963,1963,Oil production & trade,Crude oil production -- Total,538.1,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1963,1963,Oil production & trade,Crude oil production as share of world output,5.4,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1963,1963,Oil production & trade,Crude oil production as share of Middle East output,22,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1964,1964,Oil production & trade,Crude oil production -- Consortium,605.8,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1964,1964,Oil production & trade,Crude oil production -- NIOC,2.5,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1964,1964,Oil production & trade,Crude oil production -- Other companies,10.2,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1964,1964,Oil production & trade,Crude oil production -- Total,618.5,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1964,1964,Oil production & trade,Crude oil production as share of world output,5.8,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1964,1964,Oil production & trade,Crude oil production as share of Middle East output,22,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1965,1965,Oil production & trade,Crude oil production -- Consortium,659.9,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1965,1965,Oil production & trade,Crude oil production -- NIOC,2.8,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1965,1965,Oil production & trade,Crude oil production -- Other companies,25.6,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1965,1965,Oil production & trade,Crude oil production -- Total,688.3,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1965,1965,Oil production & trade,Crude oil production as share of world output,6.0,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1965,1965,Oil production & trade,Crude oil production as share of Middle East output,23,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1966,1966,Oil production & trade,Crude oil production -- Consortium,736.2,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1966,1966,Oil production & trade,Crude oil production -- NIOC,3.1,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1966,1966,Oil production & trade,Crude oil production -- Other companies,32.0,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1966,1966,Oil production & trade,Crude oil production -- Total,771.3,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1966,1966,Oil production & trade,Crude oil production as share of world output,6.1,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1966,1966,Oil production & trade,Crude oil production as share of Middle East output,23,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1967,1967,Oil production & trade,Crude oil production -- Consortium,900.3,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1967,1967,Oil production & trade,Crude oil production -- NIOC,3.2,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1967,1967,Oil production & trade,Crude oil production -- Other companies,44.1,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1967,1967,Oil production & trade,Crude oil production -- Total,947.6,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1967,1967,Oil production & trade,Crude oil production as share of world output,7.0,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1967,1967,Oil production & trade,Crude oil production as share of Middle East output,26,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1968,1968,Oil production & trade,Crude oil production -- Consortium,987.0,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1968,1968,Oil production & trade,Crude oil production -- NIOC,3.3,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1968,1968,Oil production & trade,Crude oil production -- Other companies,46.7,million barrels,"Figure 17. 1960 cell printed ""na"" (data not available) -- left blank.",IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1968,1968,Oil production & trade,Crude oil production -- Total,1037.0,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1968,1968,Oil production & trade,Crude oil production as share of world output,7.1,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1968,1968,Oil production & trade,Crude oil production as share of Middle East output,25,percent,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1969,1969,Oil production & trade,Crude oil production -- Consortium,1131.9,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
1969,1969,Oil production & trade,Crude oil production -- NIOC,3.3,million barrels,Figure 17.,IRN,cia-nis33-iran-economy-1973,"NIS 33 ""Iran: The Economy"" (National Intelligence Survey), May 1973 (research completed Jan 1973), PDF p.23 (printed p.15)"
