date_label,year,category,subcategory,value,unit,notes,country_iso3,source_dataset,citation
1987,1987,Trade,Oil export revenue share of Iraq's export earnings,95,percent (about),Iraq's oil export revenues account for about 95 percent of its export earnings.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.5"
1979-1980,1979,Macro / National Accounts,"Oil production share of Iraq GNP, prewar",50,percent (about),"Oil production accounted for about 50 percent of Iraq's GNP in 1979-80, before the war.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.5"
1987,1987,Macro / National Accounts,"Oil production share of Iraq GNP, 1987",40,percent (roughly),"By 1987 oil production accounted for roughly 40 percent of Iraq's GNP, reflecting reduced oil production and lower prices rather than real nonoil-sector gains.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.5"
1980,1980,Oil production & trade,Iraq oil exports after Gulf terminal closures/Syria pipeline closure,1,million barrels/day (less than),Closing of Iraq's Gulf terminals (1980) and Syria's closure of the Iraq-Syria pipeline (1982) slashed Iraqi oil exports to less than 1 million b/d.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.6"
pre-1984,1983,Oil production & trade,Iraq-Turkey pipeline capacity before 1984 expansion,700000,barrels/day,"Iraq increased the capacity of its pipeline through Turkey from about 700,000 b/d to 1 million b/d in 1984.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.6"
1984,1984,Oil production & trade,Iraq-Turkey pipeline capacity after 1984 expansion,1000000,barrels/day,Iraq-Turkey pipeline capacity reached 1 million b/d in 1984.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.6"
1987,1987,Oil production & trade,Iraq-Turkey pipeline capacity after further 1987 expansion,1500000,barrels/day,The Iraq-Turkey pipeline line was expanded to 1.5 million b/d in 1987.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.6"
1985,1985,Oil production & trade,"Iraq-Saudi (Petroline) pipeline link to Yanbu, initial capacity",500000,barrels/day,"Baghdad began exporting oil through the 500,000 b/d pipeline link to Saudi Arabia's Petroline to its Red Sea port at Yanbu al Bahr in 1985.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.6"
"1990s (early, projected)",1990,Oil production & trade,Iraqi-Saudi pipeline capacity after phase-two expansion,1600000,barrels/day,Phase two of the Iraqi-Saudi pipeline (construction begun 1987) will increase the line's capacity to 1.6 million b/d.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.6"
postwar (projected),1988,Oil production & trade,"Iraq total export capacity after pipeline expansions, near-prewar level",3500000,barrels/day,The pipeline expansions will enable Iraq to export near-prewar levels of 3.5 million b/d.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.6"
1988 (midyear),1988,Oil production & trade,Iran oil production capacity decline vs. Shah-era peak,6000000,"barrels/day (roughly, Shah-era peak)",Tehran's neglect resulted in a large reduction of oil production capacity from the roughly 6 million b/d reached under the Shah (to the ~3 million b/d cited in the Key Judgments).,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.6"
early in the war,1981,Oil production & trade,Abadan refinery capacity destroyed by Iraq early in the war,500000,barrels/day,"Iraq destroyed Iran's 500,000 b/d refinery at Abadan early in the war.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.7"
1988 (midyear),1988,Oil production & trade,Iran forced refined-product imports due to refinery war damage,200000,barrels/day (roughly),"Additional Iraqi strikes against Iran's remaining refineries have forced Iran to import roughly 200,000 b/d of refined products.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.7"
1986,1986,Oil production & trade,Iraq oil export capacity when spot price dipped below $9/barrel,1.8,million barrels/day,Iraq's oil export capacity was 1.8 million b/d in 1986 when spot prices dipped below $9 per barrel.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.8"
1988 (mid),1988,Oil production & trade,"Iraq oil export capacity, mid-1988",2.3,million barrels/day,By mid-1988 Iraqi export capacity had risen to 2.3 million b/d.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.8"
"1990 (early, projected)",1990,Oil production & trade,Iraq projected further export capacity rise from IPSA-2 pipeline,1.1,million barrels/day,Iraqi export capacity is expected to rise by another 1.1 million b/d in early 1990 when the IPSA-2 pipeline through Saudi Arabia is completed.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.8"
1980-1986,1986,Infrastructure (Transport),Iraq new highway construction,2100,kilometers,"About 2,100 kilometers of new highways were completed in Iraq between 1980 and 1986.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.8"
since war start,1988,Infrastructure (Transport),New Iraq railway: Baghdad-Al Qa'im-Akashat line,520,kilometers,"Since the start of the war, Iraq added a 520-kilometer railway line between Baghdad, Al Qa'im, and Akashat.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.8"
since war start,1988,Infrastructure (Transport),New Iraq railway: Al Hadithah-Karkuk section,250,kilometers,Iraq also added a 250-kilometer railway section between Al Hadithah and Karkuk.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.8"
1980-1986,1986,Infrastructure & Technology,Iraq telephone line count growth,1000000,lines,Iraq more than doubled its number of phone lines to 1 million between 1980 and 1986.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.9"
1988 (midyear),1988,Energy,Iran electricity generation capacity needed for adequate supply,25000,megawatts,"A country of Iran's size should have an electricity generation capacity of 25,000 megawatts to adequately supply private and industrial consumers.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.9"
1988 (midyear),1988,Energy,Iran actual electricity generating capacity,8333,"megawatts (less than one-third of the 25,000 MW benchmark)","Iran's actual generating capacity is less than one-third of the 25,000 MW benchmark -- exact figure not printed in source, this is the implied upper bound of 'less than one-third'; treat as an upper-bound estimate, not a precise reported figure.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.9"
1988 (midyear),1988,Demographics & Population,"Iran population growth rate, recent years average",3.5,percent/year (at least),"Iran's population growth rate has averaged at least 3.5 percent annually in recent years, per Iranian and Western demographers.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.10"
in ~20 years (projected),2008,Demographics & Population,Iran projected to join 100-million-population club,100000000,persons (projected),"At its then-current population growth rate, Iran was projected to be one of about 15 countries with populations of at least 100 million within roughly 20 years (i.e. around 2008).",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.10"
since the revolution (1979-1988),1988,Demographics & Population,Tehran metro-area population growth since the revolution,10000000,"persons (roughly, after ~doubling)",Natural growth plus rural-to-urban migration roughly doubled the Tehran area's population -- to about 10 million -- since the revolution.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.10"
1987,1987,Health,Iran doctor shortage vs. Shah-era level,50,"percent (at least, lost)","As of 1985, Iran had lost at least half of the 15,000 doctors it had under the Shah (many Western-educated physicians left after the revolution or retired early to avoid war-front service).",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.10"
1985,1985,Health,Iran doctor count under the Shah (baseline),15000,doctors,"Baseline: Iran had 15,000 doctors under the Shah; by 1985 at least half had been lost.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.10"
prewar,1979,Demographics & Population,Iraq population before the war,13000000,persons (about),Iraq's population grew from about 13 million before the war to about 18 million in 1987.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.10"
1987,1987,Demographics & Population,"Iraq population, 1987",18000000,persons (about),Iraq's population reached about 18 million in 1987 (compare Table 1's midyear-1988 figure of 17.6 million).,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.10"
1988,1988,Demographics & Population,Iraq fertility rate,7,"percent (nearly, i.e. total fertility proxy)","Iraq's high fertility rate -- nearly 7 percent -- and youthful population indicate continued high population growth (note: source states 'percent' for what is likely a loosely-used fertility-rate figure, transcribed as printed).",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.10"
1987,1987,Trade,Iran nonmilitary imports sourced from OECD,70,percent (about),"Tehran relied on the OECD for about 70 percent of its nonmilitary imports in 1987, worth about $6.1 billion.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.11"
1987,1987,Trade,"Iran nonmilitary imports from OECD, dollar value",6100000000,USD,Iran's OECD-sourced nonmilitary imports in 1987 were worth about $6.1 billion.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.11"
1987,1987,Trade,"West Germany/Japan sales to Iran, each",1000000000,"USD (at least, each)","West Germany and Japan are by far Iran's two largest suppliers, each selling at least $1 billion worth of goods to Iran in 1987.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.11"
1987,1987,Trade,US exports to Iran,60000000,USD,US exports to Iran in 1987 totaled just $60 million -- compared with $4 billion in 1978.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.11"
1978,1978,Trade,"US exports to Iran, 1978 (pre-revolution baseline)",4000000000,USD,"US exports to Iran were $4 billion in 1978, the pre-revolution baseline against which the 1987 collapse to $60 million is measured.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.11"
1987,1987,Trade,US imports from Iran,1600000000,USD,"The US imported more goods from Iran in 1987 -- $1.6 billion -- than any other country, despite the US trade embargo against Iranian goods enacted in late 1987 (after which Iranian exports to the US ceased).",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.11"
1987,1987,Trade,Iran exports to OECD,7100000000,USD,"Iran exported $7.1 billion worth of goods (mostly oil) to the OECD in 1987, equivalent to roughly 60 percent of its sales abroad.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.11"
1987,1987,Trade,"Iran exports to US and Japan combined, share of OECD exports",35,percent (at least),Iran's exports to the United States and Japan alone represented at least 35 percent of its $7.1 billion in OECD exports.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.11"
1988 (projected),1988,Foreign exchange,"Financing sources, total",14.1,USD billion,"Table 2 line item 'Financing sources, total' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,Foreign exchange,Financing sources -- oil export revenues,12.0,USD billion,Table 2 line item 'Financing sources -- oil export revenues' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,Foreign exchange,Financing sources -- nonoil export revenues,0.7,USD billion,Table 2 line item 'Financing sources -- nonoil export revenues' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,Foreign aid,Financing sources -- Arab aid,1.4,USD billion,Table 2 line item 'Financing sources -- Arab aid' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,Foreign exchange,"Financial requirements, total",19.8,USD billion,"Table 2 line item 'Financial requirements, total' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,Military expenditure,Financial requirements -- military imports,5.0,USD billion,Table 2 line item 'Financial requirements -- military imports' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,Trade,Financial requirements -- civilian imports,7.5,USD billion,Table 2 line item 'Financial requirements -- civilian imports' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,Balance of Payments (misc),Financial requirements -- invisibles,1.3,USD billion,Table 2 line item 'Financial requirements -- invisibles' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,External debt,Financial requirements -- principal payments on foreign debt,4.3,USD billion,Table 2 line item 'Financial requirements -- principal payments on foreign debt' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,External debt,Financial requirements -- interest payments on foreign debt,1.7,USD billion,Table 2 line item 'Financial requirements -- interest payments on foreign debt' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1988 (projected),1988,Foreign exchange,Financing gap,-5.7,USD billion,Table 2 line item 'Financing gap' -- projected Iraq financing sources/requirements for 1988. Financing gap of -$5.7bn is sources minus requirements.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Table 2 ""Iraq: Financing Sources and Requirements, 1988"" (projected), November 1988, PDF p.12"
1987,1987,Trade,"Iraq civilian imports total, 1987",3800000000,USD,"Iraq's civilian import purchases were about $3.8 billion in 1987, smaller than Iran's despite Iraq's heavier Western dependence.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.12"
1980s (decade average),1985,Trade,"Iraq civilian imports sourced from OECD, decade average share",70,percent (average),"During the 1980s, Iraq purchased an average of 70 percent of its civilian imports from OECD countries.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.12"
1983,1983,Military expenditure,"Western share of Iraq military deliveries, 1983 peak",35,percent,The West's share of military deliveries to Iraq (mostly by France) peaked at 35 percent in 1983 but has declined since.,IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.13"
1987 (yearend),1987,External debt,Iraq debt to Western governments/banks/firms,30000000000,USD (nearly),"By yearend 1987, Iraq had accumulated nearly $30 billion in debt to Western governments, commercial banks, and private firms for trade and project financing.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.13"
1980s,1985,Trade,Iraq exports delivered to OECD share,55,percent (about),"Iraq delivers about 55 percent of its exports (mostly oil) to the OECD; main customers Japan, Italy, West Germany.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA Directorate of Intelligence, NESA 88-10067, ""Iran-Iraq: A Comparison of Two War-Weary Economies"" (An Intelligence Assessment, information as of 10 Nov 1988), November 1988, PDF p.13"
1987,1987,Trade,Iran civilian imports source share -- United States,1,percent,"Figure 9 pie chart, Iran side: United States supplied 1% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iran civilian imports source share -- Turkey,5,percent,"Figure 9 pie chart, Iran side: Turkey supplied 5% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iran civilian imports source share -- Italy,6,percent,"Figure 9 pie chart, Iran side: Italy supplied 6% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iran civilian imports source share -- United Kingdom,6,percent,"Figure 9 pie chart, Iran side: United Kingdom supplied 6% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iran civilian imports source share -- Soviet Bloc,9,percent,"Figure 9 pie chart, Iran side: Soviet Bloc supplied 9% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iran civilian imports source share -- Japan,13,percent,"Figure 9 pie chart, Iran side: Japan supplied 13% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iran civilian imports source share -- LDCs,18,percent,"Figure 9 pie chart, Iran side: LDCs supplied 18% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iran civilian imports source share -- West Germany,19,percent,"Figure 9 pie chart, Iran side: West Germany supplied 19% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iran civilian imports source share -- Other OECD,23,percent,"Figure 9 pie chart, Iran side: Other OECD supplied 23% of Iran's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iraq civilian imports source share -- Japan,6,percent,"Figure 9 pie chart, Iraq side: Japan supplied 6% of Iraq's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iraq civilian imports source share -- France,6,percent,"Figure 9 pie chart, Iraq side: France supplied 6% of Iraq's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iraq civilian imports source share -- United Kingdom,7,percent,"Figure 9 pie chart, Iraq side: United Kingdom supplied 7% of Iraq's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iraq civilian imports source share -- West Germany,7,percent,"Figure 9 pie chart, Iraq side: West Germany supplied 7% of Iraq's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iraq civilian imports source share -- Soviet Bloc,9,percent,"Figure 9 pie chart, Iraq side: Soviet Bloc supplied 9% of Iraq's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iraq civilian imports source share -- United States,11,percent,"Figure 9 pie chart, Iraq side: United States supplied 11% of Iraq's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
1987,1987,Trade,Iraq civilian imports source share -- Turkey,15,percent,"Figure 9 pie chart, Iraq side: Turkey supplied 15% of Iraq's 1987 civilian imports.",IRN,cia-iran-iraq-war-weary-economies-1988,"CIA NESA 88-10067, Figure 9 ""Iran-Iraq: Sources of Civilian Imports, 1987"" (percent, pie chart with printed values), November 1988, PDF p.21"
