series,counterpart_country,year,value,unit,notes
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_LBY,2021,439,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_NRU,2021,356,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_EST,2021,355,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_MEX,2021,312,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_POL,2021,301,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_SVN,2021,242,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_ISL,2021,234,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_ECU,2021,200,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_SVK,2021,193,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_EGY,2021,150,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_ARG,2021,137,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_GEO,2021,121,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_CRI,2021,119,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_LTU,2021,115,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_PER,2021,107,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_LKA,2021,104,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_PAN,2021,99,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_JOR,2021,93,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_MLT,2021,87,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_VEN,2021,84,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_LVA,2021,77,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_BOL,2021,68,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_SRB,2021,65,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_BLR,2021,47,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_HRV,2021,44,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_DOM,2021,31,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_NAM,2021,30,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_LIE,2021,20,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_SLV,2021,18,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_GTM,2021,18,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_THA,2021,13,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_CYM,2021,10,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_FRO,2021,8,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_YEM,2021,6,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
WB_KNOMAD_MIG_iranian_diaspora_stock,WB_KNOMAD_GRL,2021,2,persons,"Iranian-born migrant stock (headcount) resident in this country, 2021. Diaspora-size context for the remittance question, not itself a flow. World total = 1,387,646."
