year_sh,row_category,row_category_fa,fuel_type,fuel_type_fa,value_million_boe,note
1389,industry,صنعت,oil_products,نفت خام و فرآورده‌های نفتی,57.2,
1389,industry,صنعت,natural_gas,گازطبیعی,187.2,
1389,industry,صنعت,coal,زغال‌سنگ,0.1,
1389,industry,صنعت,electricity,کل برق,37.1,
1389,industry,صنعت,total_energy,کل انرژی,281.5,
1389,transport,حمل و نقل,oil_products,نفت خام و فرآورده‌های نفتی,248.1,
1389,transport,حمل و نقل,natural_gas,گازطبیعی,34.9,
1389,transport,حمل و نقل,electricity,کل برق,0.2,
1389,transport,حمل و نقل,total_energy,کل انرژی,283.2,
1389,agriculture,کشاورزی,oil_products,نفت خام و فرآورده‌های نفتی,28.3,
1389,agriculture,کشاورزی,natural_gas,گازطبیعی,3.0,
1389,agriculture,کشاورزی,electricity,کل برق,14.2,
1389,agriculture,کشاورزی,total_energy,کل انرژی,45.5,
1389,other_consumption,سایر مصارف,electricity,کل برق,2.1,
1389,other_consumption,سایر مصارف,total_energy,کل انرژی,2.1,
1389,non_energy_uses,مصارف غیرانرژی,oil_products,نفت خام و فرآورده‌های نفتی,58.9,
1389,non_energy_uses,مصارف غیرانرژی,natural_gas,گازطبیعی,40.0,
1389,non_energy_uses,مصارف غیرانرژی,coal,زغال‌سنگ,1.7,
1389,non_energy_uses,مصارف غیرانرژی,total_energy,کل انرژی,100.6,
1390,production,تولید,oil_products,نفت خام و فرآورده‌های نفتی,1595.7,
1390,production,تولید,natural_gas,گازطبیعی,947.8,
1390,production,تولید,coal,زغال‌سنگ,5.7,
1390,production,تولید,combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.9,
1390,production,تولید,hydro,انرژی آبی,7.1,
1390,production,تولید,solar_wind,انرژی خورشیدی و بادی,0.1,
1390,production,تولید,nuclear,انرژی هسته‌ای,0.6,
1390,production,تولید,total_energy,کل انرژی,2562.9,
1390,imports,واردات,oil_products,نفت خام و فرآورده‌های نفتی,31.8,excludes MTBE imports (no production/import figures available)
1390,imports,واردات,natural_gas,گازطبیعی,74.4,
1390,imports,واردات,coal,زغال‌سنگ,5.9,
1390,imports,واردات,electricity,کل برق,2.1,
1390,imports,واردات,total_energy,کل انرژی,114.3,
1390,exports,صادرات,oil_products,نفت خام و فرآورده‌های نفتی,-1029.5,
1390,exports,صادرات,natural_gas,گازطبیعی,-59.7,includes exports of NGL and gas condensates
1390,exports,صادرات,coal,زغال‌سنگ,-1.5,
1390,exports,صادرات,electricity,کل برق,-5.1,
1390,exports,صادرات,total_energy,کل انرژی,-1095.8,
1390,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-16.4,
1390,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,total_energy,کل انرژی,-16.4,
1390,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-8.4,
1390,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,total_energy,کل انرژی,-8.4,
1390,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,oil_products,نفت خام و فرآورده‌های نفتی,38.0,
1390,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,coal,زغال‌سنگ,-1.1,
1390,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,total_energy,کل انرژی,36.8,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),oil_products,نفت خام و فرآورده‌های نفتی,611.2,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),natural_gas,گازطبیعی,962.5,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),coal,زغال‌سنگ,8.9,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.9,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),hydro,انرژی آبی,7.1,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),solar_wind,انرژی خورشیدی و بادی,0.1,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),nuclear,انرژی هسته‌ای,0.6,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),electricity,کل برق,-2.9,
1390,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),total_energy,کل انرژی,1593.4,
1390,transfers,انتقالات,oil_products,نفت خام و فرآورده‌های نفتی,-2.8,
1390,transfers,انتقالات,total_energy,کل انرژی,-2.8,
1390,oil_refineries,پالایشگاه‌های نفت,oil_products,نفت خام و فرآورده‌های نفتی,-24.0,
1390,oil_refineries,پالایشگاه‌های نفت,total_energy,کل انرژی,-24.0,
1390,power_plants,نیروگاه‌ها,oil_products,نفت خام و فرآورده‌های نفتی,-140.4,
1390,power_plants,نیروگاه‌ها,natural_gas,گازطبیعی,-245.1,
1390,power_plants,نیروگاه‌ها,coal,زغال‌سنگ,-1.4,
1390,power_plants,نیروگاه‌ها,hydro,انرژی آبی,-7.1,
1390,power_plants,نیروگاه‌ها,solar_wind,انرژی خورشیدی و بادی,-0.1,
1390,power_plants,نیروگاه‌ها,nuclear,انرژی هسته‌ای,-0.6,
1390,power_plants,نیروگاه‌ها,electricity,کل برق,141.2,
1390,power_plants,نیروگاه‌ها,total_energy,کل انرژی,-253.7,
1390,coking_plants,واحدهای کک‌سازی,coal,زغال‌سنگ,-1.3,
1390,coking_plants,واحدهای کک‌سازی,total_energy,کل انرژی,-1.3,
1390,blast_furnaces,واحدهای کوره بلند,coal,زغال‌سنگ,-2.4,
1390,blast_furnaces,واحدهای کوره بلند,total_energy,کل انرژی,-2.4,
1390,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,oil_products,نفت خام و فرآورده‌های نفتی,-30.9,
1390,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,natural_gas,گازطبیعی,-65.3,"includes natural gas consumed at refineries, gas facilities, pressure-boosting stations and gas-lift diesel"
1390,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,coal,زغال‌سنگ,-1.4,
1390,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,electricity,کل برق,-26.8,
1390,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,total_energy,کل انرژی,-124.5,
1390,total_final_consumption,کل مصرف نهایی (TFC),oil_products,نفت خام و فرآورده‌های نفتی,413.0,
1390,total_final_consumption,کل مصرف نهایی (TFC),natural_gas,گازطبیعی,652.1,
1390,total_final_consumption,کل مصرف نهایی (TFC),coal,زغال‌سنگ,2.3,
1390,total_final_consumption,کل مصرف نهایی (TFC),combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.9,
1390,total_final_consumption,کل مصرف نهایی (TFC),electricity,کل برق,111.4,
1390,total_final_consumption,کل مصرف نهایی (TFC),total_energy,کل انرژی,1184.7,
1390,residential_public_commercial,خانگی، عمومی و تجاری,oil_products,نفت خام و فرآورده‌های نفتی,55.5,
1390,residential_public_commercial,خانگی، عمومی و تجاری,natural_gas,گازطبیعی,318.1,
1390,residential_public_commercial,خانگی، عمومی و تجاری,coal,زغال‌سنگ,0.07,
1390,residential_public_commercial,خانگی، عمومی و تجاری,combustible_renewables,منابع تجدیدپذیر قابل احتراق,5.9,
1390,residential_public_commercial,خانگی، عمومی و تجاری,electricity,کل برق,50.7,
1390,residential_public_commercial,خانگی، عمومی و تجاری,total_energy,کل انرژی,430.2,
1390,industry,صنعت,oil_products,نفت خام و فرآورده‌های نفتی,38.5,
1390,industry,صنعت,natural_gas,گازطبیعی,214.3,
1390,industry,صنعت,coal,زغال‌سنگ,0.07,
1390,industry,صنعت,electricity,کل برق,40.7,
1390,industry,صنعت,total_energy,کل انرژی,293.6,
1390,transport,حمل و نقل,oil_products,نفت خام و فرآورده‌های نفتی,248.7,
1390,transport,حمل و نقل,natural_gas,گازطبیعی,39.3,
1390,transport,حمل و نقل,electricity,کل برق,0.2,
1390,transport,حمل و نقل,total_energy,کل انرژی,288.2,
1390,agriculture,کشاورزی,oil_products,نفت خام و فرآورده‌های نفتی,24.3,
1390,agriculture,کشاورزی,natural_gas,گازطبیعی,3.9,
1390,agriculture,کشاورزی,electricity,کل برق,17.7,
1390,agriculture,کشاورزی,total_energy,کل انرژی,45.8,
1390,other_consumption,سایر مصارف,electricity,کل برق,2.2,
1390,other_consumption,سایر مصارف,total_energy,کل انرژی,2.2,
1390,non_energy_uses,مصارف غیرانرژی,oil_products,نفت خام و فرآورده‌های نفتی,46.1,
1390,non_energy_uses,مصارف غیرانرژی,natural_gas,گازطبیعی,76.4,
1390,non_energy_uses,مصارف غیرانرژی,coal,زغال‌سنگ,2.1,
1390,non_energy_uses,مصارف غیرانرژی,total_energy,کل انرژی,124.6,
1391,production,تولید,oil_products,نفت خام و فرآورده‌های نفتی,1209.7,
1391,production,تولید,natural_gas,گازطبیعی,988.5,
1391,production,تولید,coal,زغال‌سنگ,5.1,
1391,production,تولید,combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.4,
1391,production,تولید,hydro,انرژی آبی,7.3,
1391,production,تولید,solar_wind,انرژی خورشیدی و بادی,0.1,
1391,production,تولید,nuclear,انرژی هسته‌ای,3.3,
1391,production,تولید,total_energy,کل انرژی,2222.5,
1391,imports,واردات,oil_products,نفت خام و فرآورده‌های نفتی,12.6,excludes MTBE imports (no production/import figures available)
1391,imports,واردات,natural_gas,گازطبیعی,29.4,
1391,imports,واردات,coal,زغال‌سنگ,4.4,
1391,imports,واردات,electricity,کل برق,2.3,
1391,imports,واردات,total_energy,کل انرژی,48.7,
1391,exports,صادرات,oil_products,نفت خام و فرآورده‌های نفتی,-586.4,
1391,exports,صادرات,natural_gas,گازطبیعی,-58.7,includes exports of NGL and gas condensates
1391,exports,صادرات,coal,زغال‌سنگ,-1.6,
1391,exports,صادرات,electricity,کل برق,-6.5,
1391,exports,صادرات,total_energy,کل انرژی,-653.2,
1391,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-14.0,
1391,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,total_energy,کل انرژی,-14.0,
1391,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-8.3,
1391,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,total_energy,کل انرژی,-8.3,
1391,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,oil_products,نفت خام و فرآورده‌های نفتی,7.8,
1391,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,natural_gas,گازطبیعی,-3.0,
1391,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,coal,زغال‌سنگ,-0.3,
1391,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,total_energy,کل انرژی,4.5,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),oil_products,نفت خام و فرآورده‌های نفتی,621.5,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),natural_gas,گازطبیعی,956.2,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),coal,زغال‌سنگ,7.6,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.4,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),hydro,انرژی آبی,7.3,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),solar_wind,انرژی خورشیدی و بادی,0.1,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),nuclear,انرژی هسته‌ای,3.3,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),electricity,کل برق,-4.2,
1391,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),total_energy,کل انرژی,1600.2,
1391,transfers,انتقالات,oil_products,نفت خام و فرآورده‌های نفتی,-12.1,
1391,transfers,انتقالات,total_energy,کل انرژی,-12.1,
1391,oil_refineries,پالایشگاه‌های نفت,oil_products,نفت خام و فرآورده‌های نفتی,-8.2,
1391,oil_refineries,پالایشگاه‌های نفت,total_energy,کل انرژی,-8.2,
1391,power_plants,نیروگاه‌ها,oil_products,نفت خام و فرآورده‌های نفتی,-147.3,
1391,power_plants,نیروگاه‌ها,natural_gas,گازطبیعی,-256.4,
1391,power_plants,نیروگاه‌ها,coal,زغال‌سنگ,-1.4,
1391,power_plants,نیروگاه‌ها,combustible_renewables,منابع تجدیدپذیر قابل احتراق,-0.08,
1391,power_plants,نیروگاه‌ها,hydro,انرژی آبی,-7.3,
1391,power_plants,نیروگاه‌ها,solar_wind,انرژی خورشیدی و بادی,-0.1,
1391,power_plants,نیروگاه‌ها,nuclear,انرژی هسته‌ای,-3.3,
1391,power_plants,نیروگاه‌ها,electricity,کل برق,149.5,
1391,power_plants,نیروگاه‌ها,total_energy,کل انرژی,-266.3,
1391,coking_plants,واحدهای کک‌سازی,coal,زغال‌سنگ,-0.8,
1391,coking_plants,واحدهای کک‌سازی,total_energy,کل انرژی,-0.8,
1391,blast_furnaces,واحدهای کوره بلند,coal,زغال‌سنگ,-1.7,
1391,blast_furnaces,واحدهای کوره بلند,total_energy,کل انرژی,-1.7,
1391,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,oil_products,نفت خام و فرآورده‌های نفتی,-30.7,
1391,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,natural_gas,گازطبیعی,-68.6,"includes natural gas consumed at refineries, gas facilities, pressure-boosting stations and gas-lift diesel"
1391,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,coal,زغال‌سنگ,-1.2,
1391,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,electricity,کل برق,-28.1,
1391,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,total_energy,کل انرژی,-128.7,
1391,total_final_consumption,کل مصرف نهایی (TFC),oil_products,نفت خام و فرآورده‌های نفتی,423.1,
1391,total_final_consumption,کل مصرف نهایی (TFC),natural_gas,گازطبیعی,631.3,
1391,total_final_consumption,کل مصرف نهایی (TFC),coal,زغال‌سنگ,2.5,
1391,total_final_consumption,کل مصرف نهایی (TFC),combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.3,
1391,total_final_consumption,کل مصرف نهایی (TFC),electricity,کل برق,117.2,
1391,total_final_consumption,کل مصرف نهایی (TFC),total_energy,کل انرژی,1182.5,
1391,residential_public_commercial,خانگی، عمومی و تجاری,oil_products,نفت خام و فرآورده‌های نفتی,52.8,
1391,residential_public_commercial,خانگی، عمومی و تجاری,natural_gas,گازطبیعی,290.2,
1391,residential_public_commercial,خانگی، عمومی و تجاری,coal,زغال‌سنگ,0.1,
1391,residential_public_commercial,خانگی، عمومی و تجاری,combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.3,
1391,residential_public_commercial,خانگی، عمومی و تجاری,electricity,کل برق,54.0,
1391,residential_public_commercial,خانگی، عمومی و تجاری,total_energy,کل انرژی,405.4,
1391,industry,صنعت,oil_products,نفت خام و فرآورده‌های نفتی,39.3,
1391,industry,صنعت,natural_gas,گازطبیعی,221.8,
1391,industry,صنعت,coal,زغال‌سنگ,0.1,
1391,industry,صنعت,electricity,کل برق,42.3,
1391,industry,صنعت,total_energy,کل انرژی,303.5,
1391,transport,حمل و نقل,oil_products,نفت خام و فرآورده‌های نفتی,257.1,
1391,transport,حمل و نقل,natural_gas,گازطبیعی,43.6,
1391,transport,حمل و نقل,electricity,کل برق,0.2,
1391,transport,حمل و نقل,total_energy,کل انرژی,300.9,
1391,agriculture,کشاورزی,oil_products,نفت خام و فرآورده‌های نفتی,24.1,
1391,agriculture,کشاورزی,natural_gas,گازطبیعی,4.8,
1391,agriculture,کشاورزی,electricity,کل برق,18.6,
1391,agriculture,کشاورزی,total_energy,کل انرژی,47.6,
1391,other_consumption,سایر مصارف,electricity,کل برق,2.1,
1391,other_consumption,سایر مصارف,total_energy,کل انرژی,2.1,
1391,non_energy_uses,مصارف غیرانرژی,oil_products,نفت خام و فرآورده‌های نفتی,49.9,
1391,non_energy_uses,مصارف غیرانرژی,natural_gas,گازطبیعی,70.8,
1391,non_energy_uses,مصارف غیرانرژی,coal,زغال‌سنگ,2.4,
1391,non_energy_uses,مصارف غیرانرژی,total_energy,کل انرژی,123.0,
1392,production,تولید,oil_products,نفت خام و فرآورده‌های نفتی,1206.6,
1392,production,تولید,natural_gas,گازطبیعی,992.6,
1392,production,تولید,coal,زغال‌سنگ,5.1,
1392,production,تولید,combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.4,
1392,production,تولید,hydro,انرژی آبی,8.6,
1392,production,تولید,solar_wind,انرژی خورشیدی و بادی,0.2,
1392,production,تولید,nuclear,انرژی هسته‌ای,8.1,
1392,production,تولید,total_energy,کل انرژی,2229.6,
1392,imports,واردات,oil_products,نفت خام و فرآورده‌های نفتی,19.7,excludes MTBE imports (no production/import figures available)
1392,imports,واردات,natural_gas,گازطبیعی,33.8,
1392,imports,واردات,coal,زغال‌سنگ,4.2,
1392,imports,واردات,electricity,کل برق,2.2,
1392,imports,واردات,total_energy,کل انرژی,60.0,
1392,exports,صادرات,oil_products,نفت خام و فرآورده‌های نفتی,-587.8,
1392,exports,صادرات,natural_gas,گازطبیعی,-58.5,includes exports of NGL and gas condensates
1392,exports,صادرات,coal,زغال‌سنگ,-1.5,
1392,exports,صادرات,electricity,کل برق,-6.8,
1392,exports,صادرات,total_energy,کل انرژی,-654.6,
1392,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-22.3,
1392,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,total_energy,کل انرژی,-22.3,
1392,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-8.6,
1392,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,total_energy,کل انرژی,-8.6,
1392,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,oil_products,نفت خام و فرآورده‌های نفتی,66.3,
1392,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,natural_gas,گازطبیعی,-4.7,
1392,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,coal,زغال‌سنگ,1.1,
1392,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,total_energy,کل انرژی,62.8,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),oil_products,نفت خام و فرآورده‌های نفتی,674.0,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),natural_gas,گازطبیعی,963.3,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),coal,زغال‌سنگ,9.0,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.4,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),hydro,انرژی آبی,8.6,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),solar_wind,انرژی خورشیدی و بادی,0.2,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),nuclear,انرژی هسته‌ای,8.1,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),electricity,کل برق,-4.6,
1392,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),total_energy,کل انرژی,1666.9,
1392,transfers,انتقالات,oil_products,نفت خام و فرآورده‌های نفتی,-6.3,
1392,transfers,انتقالات,total_energy,کل انرژی,-6.3,
1392,oil_refineries,پالایشگاه‌های نفت,oil_products,نفت خام و فرآورده‌های نفتی,-14.1,
1392,oil_refineries,پالایشگاه‌های نفت,total_energy,کل انرژی,-14.1,
1392,power_plants,نیروگاه‌ها,oil_products,نفت خام و فرآورده‌های نفتی,-180.9,
1392,power_plants,نیروگاه‌ها,natural_gas,گازطبیعی,-230.9,
1392,power_plants,نیروگاه‌ها,coal,زغال‌سنگ,-1.6,
1392,power_plants,نیروگاه‌ها,combustible_renewables,منابع تجدیدپذیر قابل احتراق,-0.1,
1392,power_plants,نیروگاه‌ها,hydro,انرژی آبی,-8.6,
1392,power_plants,نیروگاه‌ها,solar_wind,انرژی خورشیدی و بادی,-0.2,
1392,power_plants,نیروگاه‌ها,nuclear,انرژی هسته‌ای,-8.1,
1392,power_plants,نیروگاه‌ها,electricity,کل برق,154.3,
1392,power_plants,نیروگاه‌ها,total_energy,کل انرژی,-276.0,
1392,coking_plants,واحدهای کک‌سازی,coal,زغال‌سنگ,-1.3,
1392,coking_plants,واحدهای کک‌سازی,total_energy,کل انرژی,-1.3,
1392,blast_furnaces,واحدهای کوره بلند,coal,زغال‌سنگ,-1.8,
1392,blast_furnaces,واحدهای کوره بلند,total_energy,کل انرژی,-1.8,
1392,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,oil_products,نفت خام و فرآورده‌های نفتی,-38.3,
1392,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,natural_gas,گازطبیعی,-70.0,"includes natural gas consumed at refineries, gas facilities, pressure-boosting stations and gas-lift diesel"
1392,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,coal,زغال‌سنگ,-1.2,
1392,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,electricity,کل برق,-29.3,
1392,energy_sector_own_use_and_td_losses,مصارف بخش انرژی و تلفات انتقال و توزیع,total_energy,کل انرژی,-138.8,
1392,total_final_consumption,کل مصرف نهایی (TFC),oil_products,نفت خام و فرآورده‌های نفتی,434.4,
1392,total_final_consumption,کل مصرف نهایی (TFC),natural_gas,گازطبیعی,662.3,
1392,total_final_consumption,کل مصرف نهایی (TFC),coal,زغال‌سنگ,3.2,
1392,total_final_consumption,کل مصرف نهایی (TFC),combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.3,
1392,total_final_consumption,کل مصرف نهایی (TFC),electricity,کل برق,120.4,
1392,total_final_consumption,کل مصرف نهایی (TFC),total_energy,کل انرژی,1228.7,
1392,residential_public_commercial,خانگی، عمومی و تجاری,oil_products,نفت خام و فرآورده‌های نفتی,51.6,
1392,residential_public_commercial,خانگی، عمومی و تجاری,natural_gas,گازطبیعی,322.3,
1392,residential_public_commercial,خانگی، عمومی و تجاری,coal,زغال‌سنگ,0.1,
1392,residential_public_commercial,خانگی، عمومی و تجاری,combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.3,
1392,residential_public_commercial,خانگی، عمومی و تجاری,electricity,کل برق,56.2,
1392,residential_public_commercial,خانگی، عمومی و تجاری,total_energy,کل انرژی,438.5,
1392,industry,صنعت,oil_products,نفت خام و فرآورده‌های نفتی,35.5,
1392,industry,صنعت,natural_gas,گازطبیعی,223.8,
1392,industry,صنعت,coal,زغال‌سنگ,0.7,
1392,industry,صنعت,electricity,کل برق,42.3,
1392,industry,صنعت,total_energy,کل انرژی,302.3,
1392,transport,حمل و نقل,oil_products,نفت خام و فرآورده‌های نفتی,268.9,
1392,transport,حمل و نقل,natural_gas,گازطبیعی,42.0,
1392,transport,حمل و نقل,electricity,کل برق,0.2,
1392,transport,حمل و نقل,total_energy,کل انرژی,311.0,
1392,agriculture,کشاورزی,oil_products,نفت خام و فرآورده‌های نفتی,23.5,
1392,agriculture,کشاورزی,natural_gas,گازطبیعی,6.6,
1392,agriculture,کشاورزی,electricity,کل برق,19.5,
1392,agriculture,کشاورزی,total_energy,کل انرژی,49.6,
1392,other_consumption,سایر مصارف,electricity,کل برق,2.2,
1392,other_consumption,سایر مصارف,total_energy,کل انرژی,2.2,
1392,non_energy_uses,مصارف غیرانرژی,oil_products,نفت خام و فرآورده‌های نفتی,55.0,
1392,non_energy_uses,مصارف غیرانرژی,natural_gas,گازطبیعی,67.6,
1392,non_energy_uses,مصارف غیرانرژی,coal,زغال‌سنگ,2.4,
1392,non_energy_uses,مصارف غیرانرژی,total_energy,کل انرژی,124.9,
1393,production,تولید,oil_products,نفت خام و فرآورده‌های نفتی,1241.4,
1393,production,تولید,natural_gas,گازطبیعی,1113.2,
1393,production,تولید,coal,زغال‌سنگ,5.3,
1393,production,تولید,combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.5,
1393,production,تولید,hydro,انرژی آبی,8.2,
1393,production,تولید,solar_wind,انرژی خورشیدی و بادی,0.2,
1393,production,تولید,nuclear,انرژی هسته‌ای,8.0,
1393,production,تولید,total_energy,کل انرژی,2384.6,
1393,imports,واردات,oil_products,نفت خام و فرآورده‌های نفتی,23.8,excludes MTBE imports (no production/import figures available)
1393,imports,واردات,natural_gas,گازطبیعی,47.4,
1393,imports,واردات,coal,زغال‌سنگ,2.6,
1393,imports,واردات,electricity,کل برق,2.2,
1393,imports,واردات,total_energy,کل انرژی,76.1,
1393,exports,صادرات,oil_products,نفت خام و فرآورده‌های نفتی,-586.3,
1393,exports,صادرات,natural_gas,گازطبیعی,-61.1,includes exports of NGL and gas condensates
1393,exports,صادرات,coal,زغال‌سنگ,-1.0,
1393,exports,صادرات,electricity,کل برق,-5.7,
1393,exports,صادرات,total_energy,کل انرژی,-654.1,
1393,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-26.6,
1393,international_marine_bunkers,سوخت کشتی‌های بین‌المللی,total_energy,کل انرژی,-26.6,
1393,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,oil_products,نفت خام و فرآورده‌های نفتی,-9.3,
1393,international_aviation_bunkers,سوخت هواپیماهای بین‌المللی,total_energy,کل انرژی,-9.3,
1393,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,oil_products,نفت خام و فرآورده‌های نفتی,36.8,
1393,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,natural_gas,گازطبیعی,-9.5,
1393,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,coal,زغال‌سنگ,3.9,
1393,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,electricity,کل برق,-0.5,
1393,stock_change_and_statistical_discrepancy,تغییر در ذخایر و اختلاف آماری,total_energy,کل انرژی,30.6,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),oil_products,نفت خام و فرآورده‌های نفتی,679.7,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),natural_gas,گازطبیعی,1090.0,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),coal,زغال‌سنگ,10.8,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),combustible_renewables,منابع تجدیدپذیر قابل احتراق,8.5,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),hydro,انرژی آبی,8.2,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),solar_wind,انرژی خورشیدی و بادی,0.2,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),nuclear,انرژی هسته‌ای,8.0,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),electricity,کل برق,-4.0,
1393,total_primary_energy_supply,عرضه کل انرژی اولیه (TPES),total_energy,کل انرژی,1801.2,
1393,transfers,انتقالات,oil_products,نفت خام و فرآورده‌های نفتی,-22.7,
1393,transfers,انتقالات,total_energy,کل انرژی,-22.7,
1393,oil_refineries,پالایشگاه‌های نفت,oil_products,نفت خام و فرآورده‌های نفتی,-13.7,
